date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_108,Gap_Up_aVWAP_103,Gap_Up_aVWAP_47,Gap_Down_aVWAP_2,aVWAP_OB_bull_171,aVWAP_OB_bull_137,aVWAP_OB_bull_123,aVWAP_OB_bull_95,aVWAP_OB_bull_63,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,172.0881037435,174.5166526312,170.0172481027,171.4386081107,1622973,,,,,,,,,,#000000,1.0,164.87373,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1622973.0,False,False,False,False
2022-01-07 00:00:00+00:00,161.432610174,172.5775787131,161.4043712334,172.2857763273,2499977,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2499977,-185183.48148148146,False,False,False,False,1687936.2592592593,False,False,False,False
2022-01-14 00:00:00+00:00,150.6641608422,161.2914154712,148.9509984486,159.4276453945,3421324,,,,153.63552492066668,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5921301,-610081.0754458162,False,False,False,False,1816335.3511659808,False,False,False,False
2022-01-21 00:00:00+00:00,147.4072696982,154.10931159,147.2378360549,148.6968479836,3064419,,,,151.72161919002704,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8985720,-1230498.7735609408,False,False,False,False,1908785.9918203526,False,False,False,False
2022-01-28 00:00:00+00:00,145.1010895529,148.9039335476,139.5380182635,145.2516972358,4114635,,,,148.92404971577153,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-13100355,-2109747.382926797,False,False,False,False,2072182.2146484747,False,False,False,False
2022-02-04 00:00:00+00:00,141.0817470138,150.0240781897,138.4743515026,144.8281131275,4359787,,,,147.2539848478692,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-17460142,-3246813.650858145,False,False,False,False,2241634.4209708096,False,False,False,False
2022-02-11 00:00:00+00:00,136.1305194365,142.8513872886,135.3727745316,140.8181835687,3036175,,,,145.71268482108826,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-20496317,-4524554.639683467,False,False,False,False,2300489.2786766756,False,False,False,False
2022-02-18 00:00:00+00:00,134.022011875,139.5944961446,132.5827672047,135.3304161208,4328138,,,,143.71327553146196,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-24824455,-6028250.962669877,False,False,False,False,2450685.480256181,False,False,False,False
2022-02-25 00:00:00+00:00,139.5474312437,139.613322105,129.5016164008,133.4572330639,2901412,,,,142.85151058786323,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,129.98018,,136.22078991650002,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8096707018863185,-45.45335816462309,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-21923043,-7205642.965435072,False,False,False,False,2484072.6298668343,False,False,False,False
2022-03-04 00:00:00+00:00,138.7849798487,141.0535080733,135.5563276452,137.8813337509,2942724,,,,142.3932533624716,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,137.3507961247998,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.128352589163029,-42.51343834293888,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-24865767,-8513800.30132877,False,False,False,False,2518046.805432254,False,False,False,False
2022-03-11 00:00:00+00:00,136.1116934761,140.7146407866,135.2080473783,138.954413492,2924339,,,,141.91843815423013,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,137.34879434027275,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.106521731856946,-40.9234120483912,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-27790106,-9941674.797526639,False,False,False,False,2548142.5235483833,False,False,False,False
2022-03-18 00:00:00+00:00,145.2196073217,145.5127128511,133.8924968606,136.5020815745,2713453,,,,141.88819189813103,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,138.3396555007196,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.194366076153674,-34.50426334446879,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-25076653,-11062784.294006146,False,False,False,False,2560387.744026281,False,False,False,False
2022-03-25 00:00:00+00:00,144.4442959211,144.8414066385,141.9103513439,144.1984654771,2002981,,,,141.9913254308251,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,139.1406100764414,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.04882703313202,-30.400709736039556,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-27079634,-12249217.605561247,False,False,False,False,2519098.35557989,False,False,False,False
2022-04-01 00:00:00+00:00,147.7913719672,150.3347715616,143.952635033,143.952635033,2064312,,,,142.2839237022728,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,140.23176086627,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.172437842787296,-26.09393581925191,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-25015322,-13194854.968112266,False,False,False,False,2485410.477388787,False,False,False,False
2022-04-08 00:00:00+00:00,152.0744947042,152.6985258314,146.3920294395,147.6211816598,2434819,,,,142.7734681482779,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,145.99759438513138,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.67974869897752,-21.46215968314201,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-22580503,-13890088.155659504,False,False,False,False,2481662.9605451734,False,False,False,False
