date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_414,Gap_Up_aVWAP_399,Gap_Up_aVWAP_384,Gap_Up_aVWAP_310,Gap_Up_aVWAP_294,Gap_Up_aVWAP_238,Gap_Up_aVWAP_216,Gap_Up_aVWAP_204,Gap_Up_aVWAP_172,Gap_Up_aVWAP_142,Gap_Down_aVWAP_129,Gap_Down_aVWAP_46,Gap_Down_aVWAP_34,Gap_Down_aVWAP_32,Gap_Down_aVWAP_25,Gap_Down_aVWAP_22,Gap_Down_aVWAP_9,aVWAP_OB_bull_334,aVWAP_OB_bear_278,aVWAP_OB_bear_157,aVWAP_OB_bear_1,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,81.51,82.89,80.79,82.89,705382,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,705382.0,False,False,False,False
2022-01-04 00:00:00+00:00,81.33,82.01,80.05,81.52,666277,,,,,,,,,,,,,,,,,,,,,81.13,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,-1.0,82.01,80.05,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-666277,-26128.50980392157,False,False,False,False,703848.4705882353,False,False,False,False
2022-01-05 00:00:00+00:00,79.73,82.025,79.68,81.22,456781,,,,,,,,,,,,,,,,,,,,,80.8649478373631,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1123058,-69145.35255670897,False,False,False,False,694159.5501730104,False,False,False,False
2022-01-06 00:00:00+00:00,79.45,80.97,78.73,79.2,643545,,,,,,,,,,,,,,,,,,,,,80.44664751408966,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1766603,-135712.31912311254,False,False,False,False,692174.6658525002,False,False,False,False
2022-01-07 00:00:00+00:00,79.14,79.9,78.59,79.53,631083,,,,,,,,,,,,,,,,,,,,,80.1211556760699,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2397686,-224417.1693535787,False,False,False,False,689778.9142504415,False,False,False,False
2022-01-10 00:00:00+00:00,78.99,79.21,77.58,78.41,591137,,,,,,,,,,,,,,,,,,,,,79.81897909478079,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2988823,-332825.2411436344,False,False,False,False,685910.6038876792,False,False,False,False
2022-01-11 00:00:00+00:00,79.55,79.9825,78.17,78.87,404679,,,,,,,,,,,,,,,,,,,,,79.74923954295592,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.884489432648465,-42.772551353405575,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2584144,-421112.25129486446,False,False,False,False,674881.9135391428,False,False,False,False
2022-01-12 00:00:00+00:00,79.5,80.65,79.225,80.02,447182,,,,,,,,,,,,,,,,,,,,,79.7541794562722,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.961808997790794,-38.5563689427278,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3031326,-523473.57477349724,False,False,False,False,665952.5051650588,False,False,False,False
2022-01-13 00:00:00+00:00,76.2,79.7,76.04,79.39,644781,,,,,,,,,,,,,,,,,,,,,79.40331032587108,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.550817995188574,-38.5563689427278,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3676107,-647106.258115713,False,False,False,False,665122.2500605467,False,False,False,False
2022-01-14 00:00:00+00:00,74.8,75.79,73.63,75.65,731249,,,,,,,,,,,,,,,,,74.74000000000002,,,,78.7496342737657,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.955268448113273,-37.313391280380806,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4407356,-794567.0323072537,False,False,False,False,667715.4559405253,False,False,False,False
2022-01-18 00:00:00+00:00,74.57,75.42,73.3,73.88,640428,,,,,,,,,,,,,,,,,74.59526280603963,,,,78.27731949316464,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.803442920661038,-38.070282851925114,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5047784,-961359.8545697143,False,False,False,False,666645.3596291322,False,False,False,False
2022-01-19 00:00:00+00:00,73.91,75.625,73.67,74.4,678769,,,,,,,,,,,,,,,,,74.53117574501678,,,,77.87482426436038,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.797616119245057,-38.804872012381864,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-5726553,-1148230.173998353,False,False,False,False,667120.7965064212,False,False,False,False
2022-01-20 00:00:00+00:00,73.38,75.42,73.31,74.36,328280,,,,,,,,,,,,,,,,,74.46293020507616,,,,77.69126434066787,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.956510461353721,-39.48190138890426,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-6054833,-1340645.9710964567,False,False,False,False,653832.9221336204,False,False,False,False
2022-01-21 00:00:00+00:00,73.3,74.455,72.96,73.18,429587,,,,,,,,,,,,,,,,,74.32659382459624,,,,77.44862937070015,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3703326814808365,-40.004222162552146,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-6484420,-1542362.5996809094,False,False,False,False,645038.9644028902,False,False,False,False
2022-01-24 00:00:00+00:00,74.12,74.285,71.865,72.21,754753,,,,,,,,,,,,,,,,,74.13525901194832,,,,77.0711562318018,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.412164907340538,-43.49373793410529,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5729667,-1706570.6153796974,False,False,False,False,649341.4756027769,False,False,False,False
2022-01-25 00:00:00+00:00,70.74,73.38,70.655,72.94,886307,,,,,,,,,,,,,,,,,73.628580048245,,,,76.52760860866567,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.709941848684403,-43.30704071830465,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6615974,-1899096.2383059838,False,False,False,False,658634.241265413,False,False,False,False
2022-01-26 00:00:00+00:00,71.24,73.24,70.69,71.31,869176,,,,,,,,,,,,,,,,,73.31721792322179,,,,76.10168502606857,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.667426742224892,-41.478235415103406,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5746798,-2049986.5034704553,False,False,False,False,666890.7808236321,False,False,False,False
2022-01-27 00:00:00+00:00,70.07,72.82,69.33,71.49,643172,,,,,,,,,,,,,,,,,73.03917834268549,,,,75.77159750952711,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.238351727127254,-40.92909105675271,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6389970,-2220181.934706908,False,False,False,False,665960.6325560388,False,False,False,False
