date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_108,Gap_Down_aVWAP_105,Gap_Down_aVWAP_92,Gap_Down_aVWAP_24,aVWAP_OB_bull_171,aVWAP_OB_bull_96,aVWAP_OB_bear_58,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,47.3756038231,48.2308441041,46.8342131865,47.0225229732,5148584,,,,,,,,#000000,1.0,44.264297,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,5148584.0,False,False,False,False
2022-01-07 00:00:00+00:00,45.013885249,47.9091482186,44.6215731935,47.3756038231,10707822,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-10707822,-793172.0,False,False,False,False,5560379.407407408,False,False,False,False
2022-01-14 00:00:00+00:00,44.7941904979,47.006830491,43.9193346141,44.660804399,8820619,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-19528441,-2180969.703703704,False,False,False,False,5801878.636488341,False,False,False,False
2022-01-21 00:00:00+00:00,41.8910812871,44.5352645413,41.8204651171,44.4332634068,8814475,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-28342916,-4118891.6515775034,False,False,False,False,6025033.92267439,False,False,False,False
2022-01-28 00:00:00+00:00,41.7263102238,43.2092497936,39.9138285274,40.8239924962,15283102,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,41.616462848266664,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-43626018,-7045345.455164354,False,False,False,False,6710816.743217028,False,False,False,False
2022-02-04 00:00:00+00:00,42.879707667,44.017412628,41.451691785,41.5066154727,12663910,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,42.14503914951436,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.675021107375678,-44.635331609433926,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-30962108,-8816957.495522551,False,False,False,False,7151786.614089841,False,False,False,False
2022-02-11 00:00:00+00:00,45.5474296445,49.0115450946,42.9581700781,42.9581700781,18877036,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,44.73666048562221,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.281172501512245,-33.89665615727141,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-12085072,-9059040.05140977,False,False,False,False,8020323.6056387415,False,False,False,False
2022-02-18 00:00:00+00:00,41.742002706,45.5631221267,41.5811547633,45.5631221267,14446026,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,44.033817843965394,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.137799912076268,-30.896695753502996,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-26531098,-10353266.566120157,False,False,False,False,8496301.560776614,False,False,False,False
2022-02-25 00:00:00+00:00,43.1229411414,43.1504731177,39.2704367563,41.6949252594,8854726,,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,35.758766,,43.044662926429275,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.172697057504624,-26.761241228018463,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-17676372,-10895718.820481626,False,False,False,False,8522851.519237604,False,False,False,False
2022-03-04 00:00:00+00:00,42.4779062685,43.2802667202,41.3923597749,42.2891155739,9629988,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.00084120300204,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1649319444113,-24.575437156672688,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-27306360,-12111321.870816322,False,False,False,False,8604861.628923707,False,False,False,False
2022-03-11 00:00:00+00:00,42.0845923215,42.9892143995,40.7315923441,42.2576504582,10690845,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,42.8276874260601,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.941936111190934,-23.454593231223193,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-37997205,-14028794.695200298,False,False,False,False,8759378.915670099,False,False,False,False
2022-03-18 00:00:00+00:00,43.9803655457,45.4513597073,40.7709237388,41.9980632532,9865373,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,42.95312273902058,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.99707325232714,-20.05489831628604,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-28131832,-15073464.12518546,False,False,False,False,8841304.40339824,False,False,False,False
2022-03-25 00:00:00+00:00,44.7276620449,44.7748597185,43.4139934622,43.823039967,7018028,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.103798769984145,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.83279091974649,-16.851832357477747,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-21113804,-15520896.708505055,False,False,False,False,8706246.892035408,False,False,False,False
2022-04-01 00:00:00+00:00,44.9557841341,45.9469352804,44.2163539139,44.5546039083,6960073,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.287081357183446,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.85581405855116,-14.38968252227518,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-14153731,-15419625.174541717,False,False,False,False,8576900.677810563,False,False,False,False
2022-04-08 00:00:00+00:00,44.1612899613,46.5369062008,43.9331678721,45.223237618,9658980,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.82052118332882,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.07036288026725,-13.573387078241637,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-23812711,-16041335.235686775,False,False,False,False,8657054.701676447,False,False,False,False
