date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_189,aVWAP_OB_bull_182,aVWAP_OB_bear_49,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,3.92,4.3,3.792,4.27,17139654,,,,#000000,1.0,4.305,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,17139654.0,False,False,False,False
2022-01-07 00:00:00+00:00,3.9,4.29,3.74,3.99,12688649,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-12688649,-939899.9259259258,False,False,False,False,16809949.925925925,False,False,False,False
2022-01-14 00:00:00+00:00,3.93,4.15,3.785,3.97,10844573,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.61252446183958,-94.03131115459895,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1844076,-1006875.9314128943,False,False,False,False,16368070.153635116,False,False,False,False
2022-01-21 00:00:00+00:00,3.43,3.86,3.41,3.83,10705247,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.047128200997365,-94.03131115459895,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-12549323,-1861872.0105674947,False,False,False,False,15948601.771884367,False,False,False,False
2022-01-28 00:00:00+00:00,3.41,3.59,3.12,3.3,13149448,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.3733333333333335,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.444969130933409,-94.03131115459895,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-25698771,-3627568.232006939,False,False,False,False,15741257.04804108,False,False,False,False
2022-02-04 00:00:00+00:00,3.63,3.88,3.37,3.39,8696442,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.474180615819879,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.957411065534696,-89.87838520053992,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-17002329,-4618291.251858277,False,False,False,False,15219418.896334331,False,False,False,False
2022-02-11 00:00:00+00:00,4.04,4.13,3.59,3.63,12135249,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.633390383216211,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.76717364699801,-76.55301140581773,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4867080,-4636720.048016923,False,False,False,False,14990961.866976233,False,False,False,False
2022-02-18 00:00:00+00:00,3.53,4.06,3.48,3.94,10019303,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.646280910617519,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.49794776676095,-71.93118376912776,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-14886383,-5395954.34075641,False,False,False,False,14622690.839792809,False,False,False,False
2022-02-25 00:00:00+00:00,3.54,3.545,3.11,3.46,6852202,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.6128709096554874,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.57028384612367,-67.67388553995966,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8034181,-5591378.537737417,False,False,False,False,14047099.07388223,False,False,False,False
2022-03-04 00:00:00+00:00,3.19,3.59,3.15,3.54,7511972,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.5738891095705427,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.68240329502622,-66.12114526609295,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-15546153,-6328769.238645757,False,False,False,False,13563015.586927991,False,False,False,False
2022-03-11 00:00:00+00:00,3.09,3.31,3.0,3.16,8874666,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.515741769917571,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.50884903301501,-64.71209751142725,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-24420819,-7668921.072820146,False,False,False,False,13215730.432340732,False,False,False,False
2022-03-18 00:00:00+00:00,3.61,3.665,2.955,3.1,8836441,,,,"rgba(239, 83, 80, 0.5)",-1.0,2.7116666,,3.4567297608638348,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.71168021132076,-58.023976704409904,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-15584378,-8255251.215574209,False,False,False,False,12891338.622537713,False,False,False,False
2022-03-25 00:00:00+00:00,4.25,4.29,3.5101,3.6,26024416,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.7485975907760887,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.45862513295478,-49.04421082188715,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,10440038,-6870414.977383526,False,False,False,False,13864159.169016402,False,False,False,False
2022-04-01 00:00:00+00:00,3.9,4.31,3.8306,4.0,17388088,,,,#000000,0.0,0.0,,3.8720142141512817,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.08849023349052,-44.184556109062115,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-6948050,-6876165.719799561,False,False,False,False,14125190.934274446,False,False,False,False
2022-04-08 00:00:00+00:00,3.48,4.0,3.47,3.97,9956274,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,3.8128469584550313,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.854592922041306,-42.094795658719825,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-16904324,-7618992.259073668,False,False,False,False,13816382.27247634,False,False,False,False
