date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_154,Gap_Up_aVWAP_152,Gap_Up_aVWAP_142,Gap_Down_aVWAP_34,aVWAP_OB_bull_182,aVWAP_OB_bull_141,aVWAP_OB_bull_112,aVWAP_OB_bull_70,aVWAP_OB_bear_1,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.61,11.94,10.42,11.67,11046541,,,,,,,,,,#000000,1.0,11.6575,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,11046541.0,False,False,False,False
2022-01-07 00:00:00+00:00,11.86,12.905,10.93,11.9,15351080,,,,,,,,,11.898333333333333,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,-1.0,12.905,10.93,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,15351080,1137117.037037037,False,False,False,False,11365395.74074074,False,False,False,False
2022-01-14 00:00:00+00:00,10.67,12.5,10.16,11.565,14521413,,,,,,,,,11.515114098333427,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.11241217798596,-57.49414519906318,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,829667,1114342.9602194787,False,False,False,False,11599174.796982167,False,False,False,False
2022-01-21 00:00:00+00:00,9.25,10.85,8.95,10.34,11530468,,,,,,,,,11.004974509673353,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.629915554965024,-57.49414519906318,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-10700801,239147.11131433223,False,False,False,False,11594085.404613119,False,False,False,False
2022-01-28 00:00:00+00:00,8.27,9.71,7.61,8.87,20662653,,,,,,,,,10.181015215929387,"rgba(239, 83, 80, 0.5)",0.0,0.0,,8.53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.088037148917145,-57.49414519906318,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-31363454,-2101786.3043385814,False,False,False,False,12265831.152419554,False,False,False,False
2022-02-04 00:00:00+00:00,8.57,9.895,8.01,8.27,17868208,,,,,,,,,9.877894943144343,"rgba(239, 83, 80, 0.5)",0.0,0.0,,8.666802584297299,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.93991069563207,-57.49414519906318,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-13495246,-2945746.2817949825,False,False,False,False,12680822.030018106,False,False,False,False
2022-02-11 00:00:00+00:00,9.31,10.125,8.4801,8.54,11670578,,,,,,,,,9.804911264407242,"rgba(239, 83, 80, 0.5)",0.0,0.0,,8.815175258208567,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.567880111864945,-57.49414519906318,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1824668,-2862703.4461064655,False,False,False,False,12605989.138905654,False,False,False,False
2022-02-18 00:00:00+00:00,8.11,9.94,8.07,9.32,11387885,,,,,,,,,9.68347806015373,"rgba(239, 83, 80, 0.5)",0.0,0.0,,8.795111986171499,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.60348633111868,-57.49414519906318,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-13212553,-3629358.968617098,False,False,False,False,12515759.20269042,False,False,False,False
2022-02-25 00:00:00+00:00,8.43,8.46,5.81,7.56,23669185,,,,,,,,,9.287910248706783,"rgba(239, 83, 80, 0.5)",0.0,0.0,,8.454075063631088,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.903508239431588,-57.49414519906318,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,10456632,-2585952.230201017,False,False,False,False,13341938.89138002,False,False,False,False
2022-03-04 00:00:00+00:00,7.39,8.935,7.25,8.42,17468889,,,,,,,,,9.114642655224824,"rgba(239, 83, 80, 0.5)",0.0,0.0,,8.352768631638725,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.993979376092767,-57.49414519906318,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-7012257,-2913826.6575935343,False,False,False,False,13647638.899425944,False,False,False,False
2022-03-11 00:00:00+00:00,6.32,7.63,6.18,7.49,15245953,,,,,,,,,8.884614312597892,"rgba(239, 83, 80, 0.5)",0.0,0.0,,8.140470064754426,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.570701236027748,-57.49414519906318,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-22258210,-4346743.942216235,False,False,False,False,13766032.536505505,False,False,False,False
