date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_139,Gap_Down_aVWAP_92,Gap_Down_aVWAP_24,Gap_Down_aVWAP_17,aVWAP_OB_bull_182,aVWAP_OB_bull_162,aVWAP_OB_bull_120,aVWAP_OB_bull_82,aVWAP_OB_bear_56,aVWAP_OB_bear_23,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,33.1594008554,33.5421790547,32.7768247493,33.1208831067,10538224,,,,,,,,,,,#000000,-1.0,31.858345,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,10538224.0,False,False,False,False
2022-01-07 00:00:00+00:00,34.7767588258,34.8194371264,33.0881516056,33.2092753302,9630649,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,9630649,713381.4074074074,False,False,False,False,10470996.222222222,False,False,False,False
2022-01-14 00:00:00+00:00,35.6388747483,36.6078645455,34.4347624267,34.8052585257,15911422,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,25542071,2552543.599451303,False,False,False,False,10873990.724279836,False,False,False,False
2022-01-21 00:00:00+00:00,35.6887492231,36.6862387203,35.4536266988,35.8454975727,8828243,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,34370314,4909415.480973428,False,False,False,False,10722453.855814662,False,False,False,False
2022-01-28 00:00:00+00:00,36.6007396205,36.6862387203,34.3991378018,35.1615047747,11043657,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,45413971,7909752.926827248,False,False,False,False,10746246.681309871,False,False,False,False
2022-02-04 00:00:00+00:00,36.0307456222,37.0567348192,35.8953720476,36.6719888703,10604879,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.20006951763285,45.46256571588731,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,34809092,9902296.561877083,False,False,False,False,10735775.001212845,False,False,False,False
2022-02-11 00:00:00+00:00,37.3916062933,37.6409786676,35.9452465224,36.0378705472,10426552,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.21428194963607,43.78224805420619,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,45235644,12519581.557293596,False,False,False,False,10712869.593715597,False,False,False,False
2022-02-18 00:00:00+00:00,37.3702315183,37.7122279174,36.7218633452,37.3274819685,12054602,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.66896360915808,42.54644023711211,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,33181042,14050060.108605182,False,False,False,False,10812257.179366294,False,False,False,False
2022-02-25 00:00:00+00:00,37.4343558432,37.7051029924,36.3513672463,37.505605093,9606267,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.62062945779417,41.77869528180494,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,42787309,16178745.211671464,False,False,False,False,10722924.57348731,False,False,False,False
2022-03-04 00:00:00+00:00,40.1774519603,40.2772009101,37.2633576437,37.3203570435,9189523,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.31816838950861,41.77869528180494,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,51976832,18830455.344140247,False,False,False,False,10609339.271747509,False,False,False,False
2022-03-11 00:00:00+00:00,38.9590897888,40.5265732843,38.9519648638,40.2202015102,9773934,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.37108435514239,39.13794803263548,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,42202898,20561747.39272245,False,False,False,False,10547457.399766212,False,False,False,False
2022-03-18 00:00:00+00:00,38.9519648638,39.2797114129,37.5198549429,38.7382171144,11022606,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.52856658002237,36.70955560264319,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,31180292,21348306.252520785,False,False,False,False,10582653.592376124,False,False,False,False
2022-03-25 00:00:00+00:00,41.3815642819,41.4528135317,39.1229630633,39.2013372381,9174979,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.28235025335765,36.70955560264319,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,40355271,22756229.567148875,False,False,False,False,10478381.400348263,False,False,False,False
2022-04-01 00:00:00+00:00,41.2026339981,41.7293004806,40.4695738845,41.1321919076,13703563,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.59592762304788,36.29916793847184,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,26651708,23044783.52513785,False,False,False,False,10717283.741063206,False,False,False,False
2022-04-08 00:00:00+00:00,42.3714007128,42.6094828213,41.1954193887,41.5056475908,7670917,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",1.0,42.00909,,42.05876764093333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.77884718066794,36.29916793847184,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,34322625,23880179.189942453,False,False,False,False,10491626.945428895,False,False,False,False
2022-04-15 00:00:00+00:00,41.4551453253,41.9096657144,41.1521317326,41.73651509,5024996,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,41.83984474506856,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.5396152752684,34.56920084888196,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,29297629,24281471.768465236,False,False,False,False,10086691.31984157,False,False,False,False
2022-04-22 00:00:00+00:00,41.0511272017,42.3714007128,40.7048259529,41.5200768095,7839226,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,41.662691224039854,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.97564976964588,32.24029316099681,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,21458403,24072355.563393734,False,False,False,False,9920212.407260712,False,False,False,False
2022-04-29 00:00:00+00:00,38.1652834617,40.6759675155,37.9993474467,40.1853740797,10528234,,,,38.9468661413,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.74222318683879,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.88132454510868,25.662894935891813,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,10930169,23098860.262401607,False,False,False,False,9965251.043759918,False,False,False,False
2022-05-06 00:00:00+00:00,40.0122234553,40.5966068127,37.7756945568,38.1256031103,10055411,,,,39.19827633476186,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,39.94526923701798,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.75630574770436,23.04546080055482,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,20985580,22942320.983705193,False,False,False,False,9971929.55903696,False,False,False,False
2022-05-13 00:00:00+00:00,39.9833650179,40.149301033,38.1436396337,39.6298491598,9757062,,,,39.271326821262626,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,39.84015114645841,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.48103897278699,21.216224136585268,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,11228518,22074631.873801105,False,False,False,False,9956013.443552742,False,False,False,False
2022-05-20 00:00:00+00:00,41.303638529,41.6571543871,40.0122234553,40.0122234553,11280686,,,,39.7374129686476,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.189288303334365,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.06819828206457,21.093465206646798,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,22509204,22106822.401667688,False,False,False,False,10054137.336622909,False,False,False,False
2022-05-27 00:00:00+00:00,41.4840037627,41.8230904022,40.8851911867,41.5633644656,6950392,,,,39.974953308686054,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.36796642633977,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.92909119448888,21.093465206646798,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,29459596,22651472.29784045,False,False,False,False,9824230.274650842,False,False,False,False
2022-06-03 00:00:00+00:00,42.3281130567,42.7249165709,41.4551453253,41.8303050115,4894864,,,,40.17585382223514,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.53281901575229,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.5429040905849,21.093465206646798,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,34354460,23518360.275778193,False,False,False,False,9459092.032084113,False,False,False,False
2022-06-10 00:00:00+00:00,41.0006249363,42.8403503205,40.6398944688,42.5661951652,5683442,,,,40.30247181959121,,,,,,41.493623241866665,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.914211023741366,,-1.0,42.84035,40.639893,144.0,0.0,0.0,0.0,0.0,64.8633183998327,20.170496982823764,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,28671018,23900038.62572055,False,False,False,False,9179414.251929734,False,False,False,False
2022-06-17 00:00:00+00:00,36.152407453,40.3440954854,35.286654331,40.2575201732,12573303,,,37.26105242313333,39.76930285631345,,,,,,38.57867890907939,"rgba(38, 166, 154, 0.5)",0.0,0.0,,38.9853167990579,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.48484915980831,14.105620978785339,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,16097715,23322088.727519028,False,False,False,False,9430813.418453457,False,False,False,False
2022-06-24 00:00:00+00:00,37.3644618239,37.7973383849,36.3544165149,37.3788910426,9379461,,,37.2230350624992,39.46893583147629,,,,,,38.10129021167998,"rgba(38, 166, 154, 0.5)",0.0,0.0,,38.69582731772966,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.145363417468715,11.101033624610167,False,False,True,False,False,,0,,,False,False,False,False,-0.040587254411028575,-0.040587254411028575,False,False,False,False,25477176,23481724.821776874,False,False,False,False,9427009.535605052,False,False,False,False
2022-07-01 00:00:00+00:00,38.4644840842,39.2330456455,37.3239291484,37.5881147137,14120733,,,37.66045399258483,39.30159772780146,,,,,,38.18217794137516,#000000,0.0,0.0,,38.7271929164317,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.78171637906085,9.975310265067044,False,False,False,False,False,,0,1.06567794503605,0.84906887813709,False,False,False,False,0.020815981610555433,-0.009885636400236571,False,False,False,False,39597909,24675516.242385995,False,False,False,False,9774692.755189864,False,False,False,False
2022-07-08 00:00:00+00:00,37.82840537,38.076987856,36.3222879548,37.9234516146,6553169,,,37.62183186471697,39.17975237567457,,,,,,38.07732870873418,#000000,0.0,0.0,,38.62560006082433,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.232331450030394,8.596042736504906,False,False,False,False,False,,0,1.0315879492588302,0.8906655274913414,False,False,False,False,-0.1627912446075676,-0.08633844050390209,False,False,False,False,33044740,25295458.742949996,False,False,False,False,9536061.36591654,False,False,False,False
2022-07-15 00:00:00+00:00,37.2654391517,37.7699153733,35.6679311166,37.5213328873,8403853,,,37.50313887502862,39.005951379063355,,,,,,37.90303488036725,#000000,0.0,0.0,,38.460421618175204,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.62097784660097,7.103623179145423,False,False,False,False,False,,0,0.9909438100212843,0.9308471870602006,False,False,False,False,-0.2146683249608529,-0.15050338273237748,False,False,False,False,24640887,25246971.94717592,False,False,False,False,9452194.079552352,False,False,False,False
2022-07-22 00:00:00+00:00,38.8666028115,39.0384171768,37.5725116344,37.6529353799,8470877,,,37.64399011974364,38.96929533456845,,,,,,37.97963821279966,#000000,0.0,0.0,,38.49044444954774,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.99828288062611,7.103623179145423,False,False,False,False,False,,0,1.0023407977020624,0.9023354070764904,False,False,False,False,-0.05154601801397765,-0.10102470037317757,False,False,False,False,33111764,25829549.136274002,False,False,False,False,9379503.925511438,False,False,False,False
