date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_189,Gap_Up_aVWAP_116,Gap_Up_aVWAP_89,Gap_Up_aVWAP_83,Gap_Down_aVWAP_8,Gap_Down_aVWAP_4,aVWAP_OB_bear_137,aVWAP_OB_bear_89,aVWAP_OB_bear_57,aVWAP_OB_bear_46,aVWAP_OB_bear_33,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,54.1,61.0,53.9,60.7,2670757,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,2670757.0,False,False,False,False
2022-01-07 00:00:00+00:00,55.1,59.7,52.2,55.1,2446096,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2446096,181192.2962962963,False,False,False,False,2654115.4444444445,False,False,False,False
2022-01-14 00:00:00+00:00,55.1,60.499,53.8,55.9,3029873,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2446096,348962.94101508916,False,False,False,False,2681949.3374485597,False,False,False,False
2022-01-21 00:00:00+00:00,44.6,55.0,44.11,55.0,2836154,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.61735391831151,25.060154875903848,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-390058,294220.6490880455,False,False,False,False,2693371.9050449627,False,False,False,False
2022-01-28 00:00:00+00:00,39.1,43.85,37.1,43.7,4412584,,,,,,40.01666666666667,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.01666666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.02549097065123,7.621822651387994,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-4802642,-83324.7323258837,False,False,False,False,2820720.949115706,False,False,False,False
2022-02-04 00:00:00+00:00,42.1,45.6,38.7,39.246,2764695,,,,,,40.832008769154264,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.832008769154264,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.543195822122996,0.25069479619084234,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2037947,-228111.5669684108,False,False,False,False,2816570.878810839,False,False,False,False
2022-02-11 00:00:00+00:00,44.9,48.25,40.7,42.2,3852267,,,,,,42.15386850162887,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,42.15386850162887,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.995287848228664,-1.5760041728943506,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,1814320,-76820.33978556556,False,False,False,False,2893289.110010036,False,False,False,False
2022-02-18 00:00:00+00:00,41.3,49.0,41.0,43.7,2447363,,,,,,42.44674742183093,,,,,,"rgba(239, 83, 80, 0.5)",1.0,47.3,,42.44674742183093,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.954106363393706,-4.194456463140355,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-633043,-118022.01831996812,False,False,False,False,2860257.546305589,False,False,False,False
2022-02-25 00:00:00+00:00,37.7,40.97,34.7,40.1,2160484,,,,,37.79,41.80336471111266,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,41.80336471111266,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.91990948160655,-7.057059869183007,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2793527,-316207.572518489,False,False,False,False,2808422.468801471,False,False,False,False
2022-03-04 00:00:00+00:00,33.4,38.9,32.9,37.02,1983699,,,,,36.486420112239244,41.044979182334444,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,41.044979182334444,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.990034239419973,-10.03162865808953,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4777226,-646653.3819615638,False,False,False,False,2747331.8414828433,False,False,False,False
2022-03-11 00:00:00+00:00,31.7,34.8,31.2,33.0,2558801,,,,,34.99009115840547,39.969933118244654,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,39.969933118244654,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.834031688177188,-12.45516733374511,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-7336027,-1142162.5388532998,False,False,False,False,2733366.5939655956,False,False,False,False
2022-03-18 00:00:00+00:00,35.5,36.5,28.9,31.8,2598796,,,,,34.61103071956837,39.24699729982997,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,36.440165316581655,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.684068325903656,-12.45516733374511,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4737231,-1408463.906345648,False,False,False,False,2723398.4018199956,False,False,False,False
2022-03-25 00:00:00+00:00,44.6,45.6,34.35,35.5,8419917,,,,,37.892030361238355,39.85953837574239,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.34452142081057,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.44924122747939,-12.45516733374511,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,3682686,-1031341.6910607852,False,False,False,False,3145362.742425922,False,False,False,False
2022-04-01 00:00:00+00:00,39.5,45.4,39.2,42.9,7080622,,,,,38.883977374991964,40.138316352496275,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.63750628665278,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.79785742468846,-12.45516733374511,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3397936,-1206644.9732044307,False,False,False,False,3436863.42817215,False,False,False,False
2022-04-08 00:00:00+00:00,34.9,42.0,34.3,40.1,3953664,,,,,38.63411507940219,39.850761553183084,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.050058439265456,,0.0,0.0,0.0,0.0,-1.0,39.2,37.841,0.0,35.15955729674357,-12.45516733374511,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7351600,-1661826.8270411394,False,False,False,False,3475144.95201125,False,False,False,False
