date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_178,Gap_Up_aVWAP_176,Gap_Up_aVWAP_113,Gap_Down_aVWAP_162,Gap_Down_aVWAP_161,aVWAP_OB_bull_20,aVWAP_OB_bear_154,aVWAP_OB_bear_132,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,33.21,33.3,31.46,31.49,1271262,,,,,,,,,#000000,1.0,38.961666,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1271262.0,False,False,False,False
2022-01-07 00:00:00+00:00,31.07,33.63,31.06,33.26,1731933,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1731933,-128291.33333333333,False,False,False,False,1305385.7777777778,False,False,False,False
2022-01-14 00:00:00+00:00,29.7,31.17,29.27,30.85,2169148,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3901081,-407757.2345679012,False,False,False,False,1369368.1646090534,False,False,False,False
2022-01-21 00:00:00+00:00,27.09,29.315,26.92,29.27,1595988,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5497069,-784743.2912665752,False,False,False,False,1386154.8190824569,False,False,False,False
2022-01-28 00:00:00+00:00,28.11,28.56,26.145,26.58,3013035,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,27.605,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.561181844946049,-45.68825778719944,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2484034,-910616.6770986808,False,False,False,False,1506664.462113386,False,False,False,False
2022-02-04 00:00:00+00:00,28.54,30.65,28.0,28.05,4394567,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,28.470157650433524,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.43403105388592,-41.26897224348258,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1910533,-701642.626943223,False,False,False,False,1720583.1686235056,False,False,False,False
2022-02-11 00:00:00+00:00,27.06,29.09,26.9,28.61,2519868,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,28.27043975470756,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.68724800720894,-39.475253346959406,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-609335,-694805.0249474287,False,False,False,False,1779789.4524291717,False,False,False,False
2022-02-18 00:00:00+00:00,26.64,27.77,26.37,26.97,1907389,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,28.05386784568649,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.014701305488188,-38.5540342670083,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2516724,-829761.986062434,False,False,False,False,1789241.2707677516,False,False,False,False
2022-02-25 00:00:00+00:00,26.59,26.77,24.88,26.43,1763069,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,27.797941706878674,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.929208738804633,-37.976050539038575,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4279793,-1085319.8389466982,False,False,False,False,1787302.5840442143,False,False,False,False
2022-03-04 00:00:00+00:00,25.12,26.56,24.93,26.27,2372912,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,27.461966474629175,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.72439477820997,-37.976050539038575,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6652705,-1497718.7397654613,False,False,False,False,1830681.0593001985,False,False,False,False
2022-03-11 00:00:00+00:00,23.62,25.13,22.215,25.11,3051159,,,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,35.05125,,25.253161487961034,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.942454113422048,-37.976050539038575,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-9703864,-2105581.3516346863,False,False,False,False,1921086.8326853688,False,False,False,False
2022-03-18 00:00:00+00:00,25.92,26.0,23.05,23.83,2061728,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,25.43131796536275,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.89477867055072,-34.82341999376434,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7642136,-2515696.510772858,False,False,False,False,1931504.696930897,False,False,False,False
2022-03-25 00:00:00+00:00,25.34,26.03,25.05,25.8,1368400,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,25.52999655384388,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.953727661202887,-32.181412011456864,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-9010536,-2996795.7321970905,False,False,False,False,1889793.2378989786,False,False,False,False
2022-04-01 00:00:00+00:00,26.3,26.54,24.66,25.45,2252098,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,25.67182547251346,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.960842617666593,-28.66367005630336,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6758438,-3275435.900182491,False,False,False,False,1916630.6276842395,False,False,False,False
2022-04-08 00:00:00+00:00,25.89,26.59,25.25,26.34,1746157,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,25.742541825375405,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.430627083058276,-26.646995122460126,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8504595,-3662781.018687492,False,False,False,False,1904002.951559481,False,False,False,False
2022-04-15 00:00:00+00:00,25.6,26.66,25.39,25.76,1084757,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,25.809208790540982,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.917287657225394,-25.52483543657333,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-9589352,-4101786.2765624924,False,False,False,False,1843318.0662587786,False,False,False,False
2022-04-22 00:00:00+00:00,23.52,26.42,23.44,25.6,1582208,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,25.46652055840191,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.284806287915107,-25.52483543657333,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-11171560,-4625473.219039345,False,False,False,False,1823976.5798692394,False,False,False,False
2022-04-29 00:00:00+00:00,24.33,25.14,22.78,23.39,2316005,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,25.2165964105732,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.3089746314231,-25.52483543657333,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8855555,-4938812.610221616,False,False,False,False,1860423.129508555,False,False,False,False
