date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_63,aVWAP_OB_bear_162,aVWAP_OB_bear_59,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.94,13.8,11.88,13.56,204671,,,,#000000,1.0,13.98,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,204671.0,False,False,False,False
2022-01-07 00:00:00+00:00,11.7,13.02,11.58,12.18,150108,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-150108,-11119.111111111111,False,False,False,False,200629.29629629632,False,False,False,False
2022-01-14 00:00:00+00:00,11.16,11.7,10.62,11.52,198442,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-348550,-36113.99176954733,False,False,False,False,200467.27434842254,False,False,False,False
2022-01-21 00:00:00+00:00,9.06,11.1,9.06,11.04,149318,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-497868,-70317.99237921048,False,False,False,False,196678.43921150235,False,False,False,False
2022-01-28 00:00:00+00:00,8.82,9.78,8.4,8.58,173202,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-671070,-114818.14109186156,False,False,False,False,194939.44371435404,False,False,False,False
2022-02-04 00:00:00+00:00,9.0,9.9,8.58,8.58,232272,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.80167056232822,-48.296858296549104,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-438798,-138816.64915913108,False,False,False,False,197704.81825403153,False,False,False,False
2022-02-11 00:00:00+00:00,7.92,9.24,7.8,9.0,315543,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5688923803383115,-47.64549056586943,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-754341,-184411.04551771394,False,False,False,False,206433.57245743662,False,False,False,False
2022-02-18 00:00:00+00:00,8.34,8.94,7.8,7.92,133558,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.044824394337956,-44.44499963596325,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-620783,-216734.89399788328,False,False,False,False,201035.38190503392,False,False,False,False
2022-02-25 00:00:00+00:00,8.04,8.4,7.14,8.4,153317,,,,"rgba(239, 83, 80, 0.5)",-1.0,6.54,,7.859999999999999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.20818551245842,-42.6031784085256,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-774100,-258021.19814618822,False,False,False,False,197500.68694910547,False,False,False,False
2022-03-04 00:00:00+00:00,8.52,9.3,7.86,7.98,166252,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,8.224166737073997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.594395049376654,-38.690341123196234,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-607848,-283934.2945798039,False,False,False,False,195185.96939731986,False,False,False,False
2022-03-11 00:00:00+00:00,10.68,11.88,8.34,8.46,418987,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.401798699083075,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.52221260977597,-28.702490213057537,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-188861,-276891.8283146332,False,False,False,False,211763.8235160369,False,False,False,False
2022-03-18 00:00:00+00:00,13.74,14.16,10.2006,10.86,334947,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,11.565571558719444,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.26297882746423,-17.343385632898112,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,146086,-245560.1373283641,False,False,False,False,220888.50325558972,False,False,False,False
2022-03-25 00:00:00+00:00,12.36,13.92,11.94,13.92,174380,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,11.733719360630262,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.53887850394317,-12.412184466516472,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-28294,-229466.34937811492,False,False,False,False,217443.42894036084,False,False,False,False
2022-04-01 00:00:00+00:00,12.06,13.62,11.94,12.36,144474,,,,#000000,0.0,0.0,,11.807193411106441,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.47763125834144,-9.641006691254162,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-172768,-225266.4716464027,False,False,False,False,212038.28605588968,False,False,False,False
2022-04-08 00:00:00+00:00,10.32,12.72,9.66,12.24,236416,,,,#000000,0.0,0.0,,11.568615482514119,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.57311493932584,-9.641006691254162,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-409184,-238889.9922651877,False,False,False,False,213844.0426443423,False,False,False,False
2022-04-15 00:00:00+00:00,9.84,10.4994,9.78,10.14,123182,,,,#000000,0.0,0.0,,11.405675715341243,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.005411427842986,-9.641006691254162,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-532366,-260628.9558010997,False,False,False,False,207128.3357817984,False,False,False,False
2022-04-22 00:00:00+00:00,9.3,10.5,9.06,9.72,233967,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,11.114353244382583,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.90942851934101,-9.641006691254162,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-766333,-298088.5146306479,False,False,False,False,209116.38498314665,False,False,False,False
2022-04-29 00:00:00+00:00,8.04,9.24,7.68,9.18,165344,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.835582579876993,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.68877860928288,-9.641006691254162,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-931677,-345020.9950283777,False,False,False,False,205873.98609550617,False,False,False,False
2022-05-06 00:00:00+00:00,7.26,8.34,7.26,8.16,242628,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,10.430251480418637,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.324356691892596,-2.510058525597195,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1174305,-406449.43984109047,False,False,False,False,208596.50564398718,False,False,False,False
2022-05-13 00:00:00+00:00,8.16,9.18,6.96,7.38,314536,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,9.436546497917574,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.1933800416624,-2.510058525597195,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-859769,-440028.6665195282,False,False,False,False,216443.87559628443,False,False,False,False
