date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_810,Gap_Up_aVWAP_774,Gap_Up_aVWAP_768,Gap_Up_aVWAP_750,Gap_Up_aVWAP_732,Gap_Up_aVWAP_726,Gap_Up_aVWAP_720,Gap_Up_aVWAP_708,Gap_Up_aVWAP_678,Gap_Up_aVWAP_666,Gap_Down_aVWAP_876,Gap_Down_aVWAP_864,Gap_Down_aVWAP_858,Gap_Down_aVWAP_822,Gap_Down_aVWAP_816,Gap_Down_aVWAP_804,Gap_Down_aVWAP_744,Gap_Down_aVWAP_696,Gap_Down_aVWAP_660,Gap_Down_aVWAP_630,aVWAP_OB_bull_696,aVWAP_OB_bull_572,aVWAP_OB_bull_445,aVWAP_OB_bull_304,aVWAP_OB_bear_856,aVWAP_OB_bear_768,aVWAP_OB_bear_182,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-10 15:00:00+00:00,133.945,134.84,133.51,133.965,519298.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,519298.0,False,False,False,False
2025-02-10 16:00:00+00:00,133.965,134.225,132.995,133.5,238552.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-238552.0,-3698.4806201550387,False,False,False,False,514945.3488372093,False,False,False,False
2025-02-10 17:00:00+00:00,133.5,134.49,133.265,134.32,172026.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.162162162162048,-83.24324324324307,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-66526.0,-4672.550688059611,False,False,False,False,509628.7697854696,False,False,False,False
2025-02-10 18:00:00+00:00,134.32,134.69,134.115,134.355,136641.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.28255018809916,-67.41867780368347,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,70115.0,-3513.0537781672147,False,False,False,False,503846.01366476464,False,False,False,False
2025-02-10 19:00:00+00:00,134.355,134.65,134.135,134.415,137968.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.972357935445416,-55.15912816668214,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,208083.0,-232.4948048622964,False,False,False,False,498173.48632112483,False,False,False,False
2025-02-10 20:00:00+00:00,134.41,134.99,133.39,133.525,512848.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.900087617935014,-55.15912816668214,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-304765.0,-4953.928993934199,False,False,False,False,498400.99816110736,False,False,False,False
2025-02-11 15:00:00+00:00,133.46,134.22,132.91,133.83,317161.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.55536637504282,-52.16012060396911,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,12396.0,-4684.937846741421,False,False,False,False,495591.07570899714,False,False,False,False
2025-02-11 16:00:00+00:00,133.83,134.38,132.78,132.855,219670.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.466662003536555,-52.16012060396911,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-207274.0,-7825.853539040003,False,False,False,False,491313.2295739739,False,False,False,False
2025-02-11 17:00:00+00:00,132.855,132.86,131.02,132.41,368470.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.54601500094665,-52.16012060396911,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-575744.0,-16630.7860423107,False,False,False,False,489408.6833790286,False,False,False,False
2025-02-11 18:00:00+00:00,132.41,133.895,132.015,133.325,174595.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.93741919129151,-47.89701668024998,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-401149.0,-22592.30873932914,False,False,False,False,484527.8510785785,False,False,False,False
2025-02-11 19:00:00+00:00,133.315,133.685,132.915,133.585,178683.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.641559908949375,-40.859879963133224,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-222466.0,-25691.125658099227,False,False,False,False,479786.07044170133,False,False,False,False
2025-02-11 20:00:00+00:00,133.585,133.74,132.41,132.825,378736.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.76238241176572,-38.39380017549824,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-601202.0,-34613.77487270234,False,False,False,False,478219.4026829153,False,False,False,False
2025-02-12 15:00:00+00:00,131.955,132.0,130.36,131.4,339687.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.25396056690009,-38.39380017549824,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-940889.0,-48664.55355684649,False,False,False,False,476071.6134940329,False,False,False,False
2025-02-12 16:00:00+00:00,131.4,131.73,130.36,131.66,176991.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.66270260264063,-38.39380017549824,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-763898.0,-59753.444199376,False,False,False,False,471434.70475769124,False,False,False,False
2025-02-12 17:00:00+00:00,131.665,132.0,130.9,131.39,170434.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.93258564714282,-38.13473694080418,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-934332.0,-73312.80165364924,False,False,False,False,466768.02716454875,False,False,False,False
2025-02-12 18:00:00+00:00,131.39,131.435,130.625,130.825,158059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.496647006732925,-38.13473694080418,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1092391.0,-89112.46364351513,False,False,False,False,461981.84069688135,False,False,False,False
2025-02-12 19:00:00+00:00,130.825,131.185,130.19,130.995,201910.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,130.79000000000002,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.92187645828043,-36.829847851426635,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-890481.0,-101536.78203663892,False,False,False,False,457949.7191356894,False,False,False,False
2025-02-12 20:00:00+00:00,130.99,131.705,130.89,131.09,279703.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,131.04456777191092,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.154011066088465,-34.60102780576449,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-610778.0,-109431.99471824142,False,False,False,False,455186.20411032985,False,False,False,False
2025-02-13 15:00:00+00:00,133.945,136.5,133.585,136.13,686640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,133.60740919846415,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.35504649904503,-19.952015681002827,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,75862.0,-106559.21960633069,False,False,False,False,458774.6350543557,False,False,False,False
2025-02-13 16:00:00+00:00,136.13,136.185,134.63,134.91,422221.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,134.0412533370555,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.38048309175777,-13.670135177604188,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-346359.0,-110277.04565894572,False,False,False,False,458207.91203025717,False,False,False,False
2025-02-13 17:00:00+00:00,134.92,135.58,134.715,135.34,204616.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,134.17466463891319,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.064609131962555,-8.728272907806428,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-141743.0,-110764.88991229539,False,False,False,False,454276.25447940046,False,False,False,False
2025-02-13 18:00:00+00:00,135.345,135.45,133.425,135.005,246558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,134.22925030498237,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.22922528346467,-6.063451902924257,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-388301.0,-115067.77534001174,False,False,False,False,451055.81642545626,False,False,False,False
2025-02-13 19:00:00+00:00,134.99,135.57,134.74,135.32,175572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,134.30691160402066,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.249749916891886,-3.393141539220977,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-212729.0,-116581.90285412008,False,False,False,False,446784.7495041313,False,False,False,False
2025-02-13 20:00:00+00:00,135.32,135.525,134.73,135.255,359182.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,134.42723669934531,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.378348719694166,-1.455824091077723,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-571911.0,-123641.26870134303,False,False,False,False,445426.56734127656,False,False,False,False
2025-02-14 15:00:00+00:00,136.7,138.31,135.89,137.78,716034.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,135.05780034195553,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.01051464014331,3.7040720827756104,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,144123.0,-119489.8846904695,False,False,False,False,449622.0314135048,False,False,False,False
2025-02-14 16:00:00+00:00,137.78,137.97,136.01,136.51,390059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,135.24551612335296,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.38858284265967,3.8099521700169845,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-245936.0,-121450.28957898934,False,False,False,False,448698.5735621326,False,False,False,False
2025-02-14 17:00:00+00:00,136.51,137.46,136.305,137.37,246495.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,135.35841123842684,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.23270554772611,5.458607437706505,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,559.0,-119558.67268629181,False,False,False,False,445563.6344371383,False,False,False,False
2025-02-14 18:00:00+00:00,137.37,137.74,137.08,137.41,197235.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,135.45647789969442,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.85425472583582,6.9238664624847885,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,197794.0,-114638.47621053534,False,False,False,False,441713.57808927563,False,False,False,False
