date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_138,Gap_Up_aVWAP_66,Gap_Up_aVWAP_54,Gap_Up_aVWAP_1,Gap_Down_aVWAP_34,Gap_Down_aVWAP_24,Gap_Down_aVWAP_17,aVWAP_OB_bull_171,aVWAP_OB_bull_111,aVWAP_OB_bull_95,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,91.4212229089,91.6365546003,90.0431000838,90.2842715782,3659098,,,,,,,,,,,#000000,1.0,93.13541,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3659098.0,False,False,False,False
2022-01-07 00:00:00+00:00,96.5805702353,96.8002085606,91.6537811357,91.6537811357,7429313,,,,95.01151997720001,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,7429313,550319.4814814815,False,False,False,False,3938373.185185185,False,False,False,False
2022-01-14 00:00:00+00:00,101.0594694168,101.0680826845,95.7450832726,96.6925427149,5866512,,,,96.89969975391332,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,13295825,1494431.001371742,False,False,False,False,4081198.2825788753,False,False,False,False
2022-01-21 00:00:00+00:00,98.9406055733,102.8510290895,98.3376768373,101.8777298442,10765682,,,,98.30613238994471,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.39118235104739,44.69791456622448,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,2530143,1571150.4086775389,False,False,False,False,4576345.22461007,False,False,False,False
2022-01-28 00:00:00+00:00,97.4005858017,98.6861727721,95.4263923693,97.2351785772,12730000,,,,97.91338971642203,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.34003131020668,38.26242250931257,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-10199857,699223.9339606841,False,False,False,False,5180319.652416731,False,False,False,False
2022-02-04 00:00:00+00:00,99.9891325393,101.0401867516,97.2181714343,97.2963490203,6769543,,,,98.14687434870334,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.97164988960333,35.53520099473292,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-3430314,393332.2351487816,False,False,False,False,5298039.900385862,False,False,False,False
2022-02-11 00:00:00+00:00,99.6243038045,101.4918794709,99.1726110852,100.2670972897,6962157,,,,98.41550263045102,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.95508506320732,33.1500621243122,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-10392471,-405616.152640017,False,False,False,False,5421307.833690613,False,False,False,False
2022-02-18 00:00:00+00:00,96.0020756515,99.8762093595,95.7675428934,99.3550254526,5798676,,,,98.29193208964821,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.94878344746587,26.976056609145417,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-16191147,-1574914.7339259416,False,False,False,False,5449261.031195011,False,False,False,False
2022-02-25 00:00:00+00:00,95.9760164562,97.4266449971,91.6083215884,95.8544068779,7754430,,,,97.89398990658418,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.91558656026771,22.80803823556714,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-23945577,-3232000.827709205,False,False,False,False,5620014.288143529,False,False,False,False
2022-03-04 00:00:00+00:00,94.4211511339,96.5319459569,93.1963689527,94.6643702905,8908497,,,,97.50614536558821,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.67629670529615,18.456854786603017,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-32854074,-5426228.470101116,False,False,False,False,5863605.6001328975,False,False,False,False
2022-03-11 00:00:00+00:00,94.1431863836,95.4461461508,90.5817630197,94.073695196,6543093,,,,97.16752292647891,,,,,,,"rgba(38, 166, 154, 0.5)",-1.0,84.473274,,93.3903651847,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.65662218743314,15.262266466014665,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-39397167,-7942594.287130663,False,False,False,False,5913938.000123054,False,False,False,False
2022-03-18 00:00:00+00:00,98.0520656853,98.3213440372,93.6306888751,94.6122518998,5076400,,,,97.13755268555992,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,94.8223340508695,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.01478004235848,15.262266466014665,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-34320767,-9896533.006602466,False,False,False,False,5851898.148262087,False,False,False,False
2022-03-25 00:00:00+00:00,98.4690128109,99.5026942262,96.8272835041,98.3908352248,3618126,,,,97.18384543955217,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,96.95321528629789,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.549741015930536,15.262266466014665,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-30702641,-11437726.19129858,False,False,False,False,5686433.544687117,False,False,False,False
2022-04-01 00:00:00+00:00,95.3245365726,98.7382911628,94.49932872,98.0911544784,4017642,,,,97.1404432682313,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,96.4633816261258,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.96092280566013,14.813233337680956,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-34720283,-13162360.028980168,False,False,False,False,5562819.356191776,False,False,False,False
2022-04-08 00:00:00+00:00,94.4211511339,97.2876626219,93.0137808573,95.5503829322,3796358,,,,97.05217538488989,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,96.01758703367872,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.38834075788666,12.518134829800204,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-38516641,-15040454.915722378,False,False,False,False,5431970.366844237,False,False,False,False
2022-04-15 00:00:00+00:00,94.2561095634,95.2984773772,92.9010314055,94.5253879153,3201577,,,,96.95860697818142,,,,,,,#000000,0.0,0.0,,95.68023442574251,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.41742458281503,10.75604843590952,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-41718218,-17016585.514557756,False,False,False,False,5266756.0433742935,False,False,False,False
2022-04-22 00:00:00+00:00,91.5233686115,97.8696513179,91.4532424791,94.0910679929,6882483,,,,96.74178342003076,,,,,,,#000000,0.0,0.0,,95.12188288751668,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.005340028706286,7.575781559365659,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-48600701,-19356149.624590516,False,False,False,False,5386439.521642864,False,False,False,False
2022-04-29 00:00:00+00:00,88.5605395156,90.9974226182,88.0433592888,90.7081523218,5192937,,,,96.38996854719508,,,89.2004404742,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,94.14323392401593,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.863220023259714,3.7193810021860116,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-53793638,-21907074.68943566,False,False,False,False,5372106.00152117,False,False,False,False
2022-05-06 00:00:00+00:00,88.2099088534,91.4094136463,87.0703592011,88.4115214842,4232930,,,,96.11545472832665,,,89.06397532188389,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,93.52572005315463,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.72280390244186,0.846707825259017,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-58026568,-24582592.712440424,False,False,False,False,5287722.594001084,False,False,False,False
2022-05-13 00:00:00+00:00,85.9483410819,87.4209898633,83.2887198511,86.89504387,5746567,,,,95.6150160341278,,,87.73407181771057,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,90.13819262979955,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.381974111644496,-2.2333656437316876,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-63773135,-27485595.844852243,False,False,False,False,5321711.0685195215,False,False,False,False
