date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_161,Gap_Down_aVWAP_149,Gap_Down_aVWAP_39,Gap_Down_aVWAP_24,Gap_Down_aVWAP_17,aVWAP_OB_bull_171,aVWAP_OB_bear_142,aVWAP_OB_bear_108,aVWAP_OB_bear_70,aVWAP_OB_bear_33,aVWAP_OB_bear_16,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,40.0278845706,40.1509526246,39.3087056299,39.4971535876,3053589,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,3053589.0,False,False,False,False
2022-01-07 00:00:00+00:00,40.1124938577,40.2278701583,39.6356051484,40.0355763239,4381350,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,4381350,324544.44444444444,False,False,False,False,3151941.6666666665,False,False,False,False
2022-01-14 00:00:00+00:00,40.712450621,40.8662856886,39.7048309287,40.0586515841,4382465,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8763815,949675.5967078189,False,False,False,False,3243091.5432098764,False,False,False,False
2022-01-21 00:00:00+00:00,39.9663505435,41.0816547831,39.9038935061,41.0047372493,4885871,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.55014918837095,35.395062904631914,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,3877944,1166584.3673220547,False,False,False,False,3364778.910379515,False,False,False,False
2022-01-28 00:00:00+00:00,40.0201928172,40.3201711989,38.9435011796,39.5125370943,7480691,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,39.76128839856666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.13457840590182,26.182778936524784,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,11358635,1921551.0808537544,False,False,False,False,3669661.2873884398,False,False,False,False
2022-02-04 00:00:00+00:00,40.9508949757,41.1278053034,39.8894330098,39.8894330098,6473053,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.176360024587915,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.01778123095278,26.01631994103569,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,17831688,3100079.741531254,False,False,False,False,3877319.9327670736,False,False,False,False
2022-02-11 00:00:00+00:00,40.2278701583,41.1854934537,40.0971103509,41.1854934537,5839588,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.272872930689715,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.96458615553195,20.974909472605916,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,11992100,3758747.908825235,False,False,False,False,4022673.1229324755,False,False,False,False
2022-02-18 00:00:00+00:00,40.2124866516,40.7047588677,39.7432896956,40.0971103509,6174459,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.26034355579597,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.55297506086329,17.516544647575202,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,5817641,3911258.5081715137,False,False,False,False,4182064.669381922,False,False,False,False
2022-02-25 00:00:00+00:00,40.6586083474,40.7278341278,38.9818061114,40.0663433374,8341783,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",-1.0,38.815903,,40.22688993393694,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.558455841741036,17.22868659864787,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,14159424,4670381.877936587,False,False,False,False,4490191.953131409,False,False,False,False
2022-03-04 00:00:00+00:00,43.0045931272,43.0430518941,40.2355619117,40.4201639927,9774538,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,40.64096361869378,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.3127962326091,17.22868659864787,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,23933962,6097313.738830172,False,False,False,False,4881624.993640194,False,False,False,False
2022-03-11 00:00:00+00:00,42.4661703909,43.3238008923,41.0547336463,42.796915786,13308900,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,41.021404425214044,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.40589563913825,10.517707951299549,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,10625062,6432702.498916826,False,False,False,False,5505867.586703883,False,False,False,False
2022-03-18 00:00:00+00:00,42.0270898876,42.4480624073,40.990250163,42.0192941002,8603900,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,41.1257506790975,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.53106398947219,10.517707951299549,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,2021162,6105921.7212192835,False,False,False,False,5735351.469170261,False,False,False,False
2022-03-25 00:00:00+00:00,42.4948371317,42.557203431,41.9179488639,42.1830056356,4910580,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,41.20868702273608,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.78405410921903,10.517707951299549,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,6931742,6167093.593721559,False,False,False,False,5674257.28626876,False,False,False,False
2022-04-01 00:00:00+00:00,43.757754691,43.7655504784,42.0504772498,42.4090834703,6020782,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,41.36385291857245,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.82239851659159,11.342854942633494,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,12952524,6669718.068260703,False,False,False,False,5699925.783582185,False,False,False,False
2022-04-08 00:00:00+00:00,45.4104616203,45.5897647306,43.4926979193,43.757754691,6813455,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,41.645947388150766,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.90746386434506,14.289968684927786,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,19765979,7639811.470611762,False,False,False,False,5782409.429242765,False,False,False,False
2022-04-15 00:00:00+00:00,45.3714826833,45.6342007188,44.7945944155,45.3402995337,4746407,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,41.84016378427552,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.98610206710912,16.268335525226888,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,15019572,8186460.398714595,False,False,False,False,5705668.508558115,False,False,False,False
2022-04-22 00:00:00+00:00,44.3502345336,46.2602024472,44.2099103603,45.2545458723,5292648,,,,,,,,,,,44.94011578036666,"rgba(38, 166, 154, 0.5)",1.0,44.619152,,43.47761481735709,,-1.0,46.260204,44.20991,0.0,-1.0,44.7945944155,44.1943187855,0.0,72.44795393387513,16.268335525226888,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,9726924,8300568.813624625,False,False,False,False,5675074.3968130695,False,False,False,False
