date,Close,High,Low,Open,Volume,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,7.74,8.2,7.32,7.835,20517529,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,20517529.0,False,False,False,False
2022-01-07 00:00:00+00:00,6.89,8.07,6.835,7.79,19902908,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-19902908,-1474289.4814814813,False,False,False,False,20472001.51851852,False,False,False,False
2022-01-14 00:00:00+00:00,6.55,7.36,6.3,6.79,16411884,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-36314792,-4055067.4458161863,False,False,False,False,20171252.072702333,False,False,False,False
2022-01-21 00:00:00+00:00,6.13,7.02,6.12,6.4,18408629,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-54723421,-7808278.820200172,False,False,False,False,20040687.40065031,False,False,False,False
2022-01-28 00:00:00+00:00,6.78,6.81,5.69,5.7,19390750,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.426666666666667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.151826454253905,-41.34866405496311,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-35332671,-9847122.68537053,False,False,False,False,19992543.88949103,False,False,False,False
2022-02-04 00:00:00+00:00,6.92,7.08,6.46,6.77,7935526,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.540890313289183,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.025510689621974,-34.28093980812949,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-27397145,-11147124.338306045,False,False,False,False,19099431.453232437,False,False,False,False
2022-02-11 00:00:00+00:00,6.74,7.3,6.61,6.9,18067241,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.6771873217784234,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.741204106190104,-30.419785702474247,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-45464386,-13689143.720653746,False,False,False,False,19022972.901141148,False,False,False,False
2022-02-18 00:00:00+00:00,6.13,7.04,5.81,6.75,26599305,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.547679885410428,,0.0,0.0,0.0,0.0,-1.0,6.61,6.22,0.0,22.817677224141576,-30.02267340231805,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-72063691,-18013184.25986458,False,False,False,False,19584182.6862418,False,False,False,False
2022-02-25 00:00:00+00:00,6.0,6.22,5.46,6.0,12961982,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.447842938817209,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.20908225309475,-30.02267340231805,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-85025673,-22977072.314689428,False,False,False,False,19093649.30207574,False,False,False,False
2022-03-04 00:00:00+00:00,5.0,6.04,4.96,6.03,49166124,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.039285390942121,,0.0,0.0,0.0,0.0,-1.0,5.46,5.21,11.0,21.421125876109805,-30.02267340231805,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-134191797,-31215200.069156878,False,False,False,False,21321240.0204405,False,False,False,False
2022-03-11 00:00:00+00:00,4.7,5.21,4.59,5.03,19805936,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.884114235944329,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.719130777486253,-26.156459414535796,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-153997733,-40310202.50847859,False,False,False,False,21208995.278185647,False,False,False,False
2022-03-18 00:00:00+00:00,5.32,5.345,4.53,4.76,18580482,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.4304443956162505,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.432096860834918,-26.156459414535796,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-135417251,-47355169.063406095,False,False,False,False,21014290.590912636,False,False,False,False
2022-03-25 00:00:00+00:00,5.11,5.49,5.07,5.33,16192984,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.442743576766956,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.904679082826878,-30.865869823167795,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-151610235,-55077766.54019083,False,False,False,False,20657156.769363552,False,False,False,False
2022-04-01 00:00:00+00:00,4.67,5.43,4.655,5.15,25748333,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.346127303466911,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.079978804443616,-30.844669842401835,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-177358568,-64135603.68536188,False,False,False,False,21034280.934595883,False,False,False,False
2022-04-08 00:00:00+00:00,4.57,5.335,4.57,4.75,23619598,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.274462599123543,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.020488067992236,-30.844669842401835,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-200978166,-74272089.78274249,False,False,False,False,21225785.902403593,False,False,False,False
2022-04-15 00:00:00+00:00,4.58,4.85,4.396,4.51,12381566,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.2267828897659925,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.039268229276797,-30.844669842401835,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-188596600,-82740572.02105786,False,False,False,False,20570658.502225548,False,False,False,False
2022-04-22 00:00:00+00:00,4.09,4.7,4.08,4.59,18018996,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.134812295766093,,0.0,0.0,0.0,0.0,-1.0,4.396,4.24,29.0,23.16603134970321,-30.844669842401835,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-206615596,-91916499.72320172,False,False,False,False,20381646.465023655,False,False,False,False
2022-04-29 00:00:00+00:00,3.83,4.24,3.81,4.09,18038128,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.028916452644312,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.133132622748924,-30.844669842401835,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-224653724,-101748886.70666827,False,False,False,False,20208052.504651535,False,False,False,False
2022-05-06 00:00:00+00:00,3.74,4.18,3.565,3.85,16813070,"rgba(239, 83, 80, 0.5)",0.0,0.0,,4.93705360383112,,0.0,0.0,0.0,0.0,-1.0,3.81,3.76,29.0,21.257446745256573,-30.844669842401835,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-241466794,-112098361.32098913,False,False,False,False,19956572.319121793,False,False,False,False
