date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_870,Gap_Up_aVWAP_840,Gap_Up_aVWAP_778,Gap_Up_aVWAP_576,Gap_Up_aVWAP_528,Gap_Up_aVWAP_395,Gap_Up_aVWAP_42,Gap_Down_aVWAP_882,Gap_Down_aVWAP_864,Gap_Down_aVWAP_820,Gap_Down_aVWAP_720,Gap_Down_aVWAP_637,Gap_Down_aVWAP_618,Gap_Down_aVWAP_539,Gap_Down_aVWAP_492,Gap_Down_aVWAP_444,Gap_Down_aVWAP_384,aVWAP_OB_bull_452,aVWAP_OB_bull_314,aVWAP_OB_bear_718,aVWAP_OB_bear_164,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-07 15:00:00+00:00,65.96,65.96,65.96,65.96,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-07 16:00:00+00:00,65.96,65.96,65.96,65.96,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-07 17:00:00+00:00,65.96,65.96,65.96,65.96,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-07 18:00:00+00:00,65.96,65.96,65.96,65.96,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-07 19:00:00+00:00,65.96,65.96,65.96,65.96,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,0.0,False,False,False,False
2025-02-07 20:00:00+00:00,65.96,65.96,65.94,65.94,10.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-10.0,-0.15503875968992248,False,False,False,False,0.15503875968992248,False,False,False,False
2025-02-10 15:00:00+00:00,65.94,65.94,65.94,65.94,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10.0,-0.30767381767922597,False,False,False,False,0.15263505798930352,False,False,False,False
2025-02-10 16:00:00+00:00,65.94,65.94,65.94,65.94,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10.0,-0.45794244066094336,False,False,False,False,0.15026862298171742,False,False,False,False
2025-02-10 17:00:00+00:00,65.94,65.94,65.94,65.94,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10.0,-0.6058813175499209,False,False,False,False,0.1479388768889776,False,False,False,False
2025-02-10 18:00:00+00:00,65.94,65.94,65.94,65.94,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10.0,-0.7515265684406198,False,False,False,False,0.14564525089069888,False,False,False,False
2025-02-10 19:00:00+00:00,65.94,65.94,65.94,65.94,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10.0,-0.8949137534260365,False,False,False,False,0.14338718498541672,False,False,False,False
2025-02-10 20:00:00+00:00,65.94,66.11,65.94,66.11,11.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,66.05333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.50503960492923,-21.645464355563693,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,-0.8655352456209816,False,False,False,False,0.3117067635127746,False,False,False,False
2025-02-11 15:00:00+00:00,66.11,66.11,66.11,66.11,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,66.05333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.508399341548724,-4.632742968901901,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,-0.8366122185570903,False,False,False,False,0.3068741005125765,False,False,False,False
2025-02-11 16:00:00+00:00,66.11,66.11,66.11,66.11,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,66.05333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.51063916596172,5.700910021514886,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,-0.8081376105174455,False,False,False,False,0.30211636252013346,False,False,False,False
2025-02-11 17:00:00+00:00,66.11,66.11,66.11,66.11,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,66.05333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.84546571557038,12.18674750818299,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,-0.7801044692691129,False,False,False,False,0.2974323879074182,False,False,False,False
2025-02-11 18:00:00+00:00,66.11,66.11,66.11,66.11,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,66.05333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0686834153095,16.51063916596172,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,-0.7525059503657158,False,False,False,False,0.29282103305614043,False,False,False,False
2025-02-11 19:00:00+00:00,66.11,66.11,66.11,66.11,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,66.05333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.21749521513556,19.651322888924454,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,-0.7253353154763248,False,False,False,False,0.2882811720785258,False,False,False,False
2025-02-11 20:00:00+00:00,66.11,66.11,66.11,66.11,0.0,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,66.05333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.98336974835294,22.158054892676006,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1.0,-0.6985859307402577,False,False,False,False,0.28381169654242466,False,False,False,False
