date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_126,aVWAP_OB_bull_176,aVWAP_OB_bull_110,aVWAP_OB_bear_66,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,6.86,6.98,6.655,6.9,4206854,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4206854.0,False,False,False,False
2022-01-07 00:00:00+00:00,6.37,7.015,6.29,6.74,4590011,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-4590011,-340000.8148148148,False,False,False,False,4235236.0,False,False,False,False
2022-01-14 00:00:00+00:00,6.57,6.705,6.19,6.31,5005454,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.693132425383949,-71.73283106345987,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,415443,-284042.0137174211,False,False,False,False,4292289.185185185,False,False,False,False
2022-01-21 00:00:00+00:00,6.84,7.31,6.44,6.55,6337165,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.977297632253972,-59.64505046182737,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,6752608,237191.3206320175,False,False,False,False,4443761.46776406,False,False,False,False
2022-01-28 00:00:00+00:00,6.15,6.9,5.965,6.77,8833486,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.338333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.023988960233005,-57.38217034026215,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2080878,65482.48206668289,False,False,False,False,4768926.247929686,False,False,False,False
2022-02-04 00:00:00+00:00,6.22,6.86,6.15,6.17,8063784,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.372534391847519,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.454602660259575,-54.44386504279612,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,5982906,503810.1500617434,False,False,False,False,5012989.785120079,False,False,False,False
2022-02-11 00:00:00+00:00,6.7,6.79,6.245,6.3,7607643,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.436425452248425,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.22635258922309,-47.18658025092296,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,13590549,1473198.2130201326,False,False,False,False,5205186.319555629,False,False,False,False
2022-02-18 00:00:00+00:00,7.05,7.29,6.58,6.86,6564475,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.549865677163215,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.49557754699465,-39.48357632798706,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,20155024,2857037.1602038266,False,False,False,False,5305874.369958916,False,False,False,False
2022-02-25 00:00:00+00:00,7.06,7.45,6.7601,7.06,6668445,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.645315734031858,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.749555529471806,-33.73201396692608,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,26823469,4632328.4075961355,False,False,False,False,5406805.527739737,False,False,False,False
2022-03-04 00:00:00+00:00,7.46,7.48,6.91,7.1,7657477,,,,,#000000,0.0,0.0,,6.752939298938591,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.66047816983104,-27.318357345227042,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,34480946,6843337.11814457,False,False,False,False,5573521.933092349,False,False,False,False
