date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_426,Gap_Up_aVWAP_330,Gap_Up_aVWAP_290,Gap_Up_aVWAP_270,Gap_Up_aVWAP_246,Gap_Up_aVWAP_223,Gap_Up_aVWAP_216,Gap_Up_aVWAP_155,Gap_Up_aVWAP_150,Gap_Up_aVWAP_90,Gap_Down_aVWAP_636,Gap_Down_aVWAP_588,Gap_Down_aVWAP_564,Gap_Down_aVWAP_546,Gap_Down_aVWAP_408,Gap_Down_aVWAP_384,Gap_Down_aVWAP_300,Gap_Down_aVWAP_228,Gap_Down_aVWAP_202,Gap_Down_aVWAP_198,aVWAP_OB_bull_637,aVWAP_OB_bull_576,aVWAP_OB_bull_445,aVWAP_OB_bull_376,aVWAP_OB_bear_880,aVWAP_OB_bear_792,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-10 15:00:00+00:00,21.22,21.33,21.22,21.33,234.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,234.0,False,False,False,False
2025-02-10 16:00:00+00:00,21.33,21.33,21.25,21.26,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-500.0,-7.751937984496124,False,False,False,False,238.12403100775194,False,False,False,False
2025-02-10 17:00:00+00:00,21.26,21.26,21.26,21.26,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-500.0,-15.3836908839613,False,False,False,False,239.08334835646895,False,False,False,False
2025-02-10 18:00:00+00:00,21.26,21.26,21.26,21.26,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-500.0,-22.897122033047168,False,False,False,False,235.3766297772989,False,False,False,False
2025-02-10 19:00:00+00:00,21.26,21.32,21.26,21.31,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.807303914787575,-34.87342647669118,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-500.0,-30.29406587749605,False,False,False,False,231.72737970323223,False,False,False,False
2025-02-10 20:00:00+00:00,21.31,21.32,21.28,21.295,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.567950837254372,-27.99728248135832,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-707.0,-40.78563074761239,False,False,False,False,231.34400947527516,False,False,False,False
2025-02-11 15:00:00+00:00,21.295,21.295,21.05,21.05,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.956595251539465,-23.953563330655143,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-907.0,-54.215310891060255,False,False,False,False,230.85805583999957,False,False,False,False
2025-02-11 16:00:00+00:00,21.05,21.12,21.05,21.12,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.459616120302048,-23.953563330655143,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-907.0,-67.43677893926088,False,False,False,False,227.27886117581352,False,False,False,False
2025-02-11 17:00:00+00:00,21.12,21.12,21.11,21.11,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.847773271258312,-23.953563330655143,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-944.0,-81.0269063975669,False,False,False,False,224.3288013126226,False,False,False,False
2025-02-11 18:00:00+00:00,21.11,21.11,21.11,21.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.773211371895826,-23.953563330655143,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-944.0,-94.40633420535656,False,False,False,False,220.85083540079899,False,False,False,False
2025-02-11 19:00:00+00:00,21.11,21.11,21.11,21.11,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.390170105654164,-30.349713319023273,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-944.0,-107.57832902387815,False,False,False,False,217.42679144109667,False,False,False,False
2025-02-11 20:00:00+00:00,21.11,21.11,21.05,21.1,208.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.429524472570648,-29.981734534629958,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1152.0,-123.77091307001957,False,False,False,False,217.28063963580834,False,False,False,False
2025-02-12 15:00:00+00:00,21.1,21.1,21.04,21.04,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.56267590713116,-29.981734534629958,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1237.0,-141.03027875885647,False,False,False,False,215.22977700579582,False,False,False,False
2025-02-12 16:00:00+00:00,21.04,21.11,21.02,21.11,500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.110251067601872,-27.05117888587099,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-737.0,-150.27011939825402,False,False,False,False,219.64481922276022,False,False,False,False
2025-02-12 17:00:00+00:00,21.11,21.11,21.0,21.0,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.58194599422726,-27.05117888587099,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-937.0,-162.46748188820357,False,False,False,False,219.34024838209726,False,False,False,False
2025-02-12 18:00:00+00:00,21.0,21.0,20.92,20.92,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.521858565561942,-27.05117888587099,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1087.0,-176.80131937830893,False,False,False,False,218.26520577152212,False,False,False,False
2025-02-12 19:00:00+00:00,20.92,20.92,20.88,20.88,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.44071279940797,-27.05117888587099,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1094.0,-191.02145396159096,False,False,False,False,214.9897762246768,False,False,False,False
2025-02-12 20:00:00+00:00,20.88,20.88,20.81,20.84,220.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,20.843333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.401974369827478,-21.975078477692954,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1314.0,-208.4319740552097,False,False,False,False,215.0674541126663,False,False,False,False
2025-02-13 15:00:00+00:00,20.84,21.03,20.84,21.0,421.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,20.917769110764432,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.27716969632073,-26.743842736398342,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-893.0,-219.0454318217956,False,False,False,False,218.2602067620823,False,False,False,False
2025-02-13 16:00:00+00:00,21.0,21.0,21.0,21.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,20.91853168469861,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.86063324731623,-22.63264682254691,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-893.0,-229.4943398555662,False,False,False,False,214.96935084329033,False,False,False,False
2025-02-13 17:00:00+00:00,21.0,21.0,20.98,20.98,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,20.940116156283,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.26133675921548,-20.51453374681526,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1193.0,-244.4324121058675,False,False,False,False,216.28765548137883,False,False,False,False
2025-02-13 18:00:00+00:00,20.98,21.07,20.98,21.07,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,20.941159874608154,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.550641341206806,-15.663982681929106,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1183.0,-258.98384757709437,False,False,False,False,213.08939725686133,False,False,False,False
2025-02-13 19:00:00+00:00,21.07,21.1,21.07,21.1,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,20.95524124881741,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.12650661473344,-11.537921225777012,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-1083.0,-271.7592918007053,False,False,False,False,211.33607326838285,False,False,False,False
2025-02-13 20:00:00+00:00,21.1,21.19,21.06,21.11,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,20.99166543846721,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.535961100968514,-8.450709517664727,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,-783.0,-279.6855043309269,False,False,False,False,212.71070779135366,False,False,False,False
