date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_176,Gap_Up_aVWAP_153,Gap_Up_aVWAP_152,Gap_Up_aVWAP_89,Gap_Down_aVWAP_34,Gap_Down_aVWAP_24,aVWAP_OB_bull_136,aVWAP_OB_bull_95,aVWAP_OB_bull_63,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,198.3544699806,200.5794086939,197.423046134,197.5103671196,19146305,,,,,,,,,,#000000,1.0,188.70364,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,19146305.0,False,False,False,False
2022-01-07 00:00:00+00:00,193.5421134402,205.5050884689,192.9114618775,202.0898676983,38580612,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-38580612,-2857823.111111111,False,False,False,False,20585883.2962963,False,False,False,False
2022-01-14 00:00:00+00:00,190.6702232468,197.0834645233,186.8475045434,191.0001025258,44259445,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-82840057,-8782433.028806584,False,False,False,False,22339480.45953361,False,False,False,False
2022-01-21 00:00:00+00:00,175.0494691542,188.8752918759,174.9718505004,187.9729750246,45517235,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-128357292,-17639829.989635725,False,False,False,False,24056351.166234825,False,False,False,False
2022-01-28 00:00:00+00:00,172.7985281918,179.4252207665,166.3755845836,171.4207970855,98960322,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,172.86644451396666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-227317614,-33171517.694107153,False,False,False,False,29604793.450217433,False,False,False,False
2022-02-04 00:00:00+00:00,178.9109971846,181.9478270175,172.9925748265,173.6717380479,51521610,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,174.6070986005986,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.280392014483075,-44.06306692380897,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-175796004,-43736294.45750662,False,False,False,False,31228261.34279392,False,False,False,False
2022-02-11 00:00:00+00:00,175.1076831446,184.5092425954,174.3217942741,179.5319464156,52633943,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,175.48101671802334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.963673598987963,-40.838809004675724,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-228429947,-57417305.75695057,False,False,False,False,32813867.391475853,False,False,False,False
2022-02-18 00:00:00+00:00,174.6419712214,181.0649148296,172.9052538409,174.8845295147,53051571,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,175.63075421723684,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.504251875709244,-38.776069805580555,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-281481518,-74014654.81199127,False,False,False,False,34312956.547662824,False,False,False,False
2022-02-25 00:00:00+00:00,170.9453828305,173.8851893461,156.6829551808,172.1969836243,61773615,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,170.57914799643854,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.656292595760597,-38.032871829944355,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-343255133,-93958393.93702896,False,False,False,False,36347079.3959841,False,False,False,False
2022-03-04 00:00:00+00:00,166.4920125644,174.2827909006,164.7649975156,169.2668794405,61823237,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,170.469251083056,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.831824965661202,-38.032871829944355,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-405078370,-117004318.08984162,False,False,False,False,38234202.18146676,False,False,False,False
