date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_176,Gap_Up_aVWAP_102,Gap_Down_aVWAP_125,Gap_Down_aVWAP_3,aVWAP_OB_bull_171,aVWAP_OB_bull_137,aVWAP_OB_bull_70,aVWAP_OB_bull_55,aVWAP_OB_bull_41,aVWAP_OB_bear_119,aVWAP_OB_bear_33,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,49.1418424571,50.7143095315,48.494884575,50.5974976917,103025394,,,,50.01229005778101,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,49.945424016071044,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.692732343719463,-37.85485031115738,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-439162989,-169429757.5703665,False,False,False,False,85861283.53563792,False,False,False,False
2022-03-18 00:00:00+00:00,50.2919898029,50.6963384792,48.5173483904,49.1777845616,128324710,,,,49.989329347255996,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,49.919583899460505,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.132520911032778,-34.47288102485541,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-310838279,-179904462.86145046,False,False,False,False,89006722.53299807,False,False,False,False
2022-03-25 00:00:00+00:00,49.393437189,50.9659042634,48.234304317,50.3728595382,116334389,,,,49.94113952967619,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,49.851498887948004,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.80329501890489,-32.772035857783614,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-427172668,-198220626.2050467,False,False,False,False,91030994.12314637,False,False,False,False
2022-04-01 00:00:00+00:00,50.0134384926,51.1635858385,48.8992332513,49.2406832446,98379353,,,,49.948024304873606,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,49.87395403718327,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.072030765970382,-30.43910889723775,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-328793315,-207892677.2268951,False,False,False,False,91575317.0029133,False,False,False,False
2022-04-08 00:00:00+00:00,49.1109068547,50.426772695,48.6178072925,49.8337279698,88714742,,,,49.909406097114456,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,49.82297981191399,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.881240207333576,-29.460770142140575,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-417508057,-223419742.39527324,False,False,False,False,91363422.55825305,False,False,False,False
2022-04-15 00:00:00+00:00,46.2970726558,48.8123328079,46.2524675027,48.7851897127,81275715,,,,49.744477951549435,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,49.58730919611723,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.487634243603097,-29.460770142140575,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-498783772,-243817077.92154932,False,False,False,False,90616184.96134542,False,False,False,False
2022-04-22 00:00:00+00:00,46.4689789251,48.7037604272,45.9623078154,46.0346894025,83739636,,,,49.58943931917235,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,49.37770936283689,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.778497281541974,-29.460770142140575,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-415044136,-256500563.70513824,False,False,False,False,90106810.96420872,False,False,False,False
2022-04-29 00:00:00+00:00,44.3156267086,47.0299362253,44.2161020263,46.5504082106,111888688,,,,49.27569292945908,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,48.96189478351243,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.085320938301503,-29.460770142140575,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-526932824,-276532582.9862391,False,False,False,False,91720283.3372303,False,False,False,False
2022-05-06 00:00:00+00:00,44.6322961522,46.7358860276,44.1980066295,44.6413438506,108824005,,,,49.010757750272184,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,48.62979639556519,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.397399748385823,-29.460770142140575,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-418108819,-287019711.579851,False,False,False,False,92987225.68262064,False,False,False,False
2022-05-13 00:00:00+00:00,44.8403932152,45.4511128564,42.9494242519,44.3337221054,112939895,,,,48.720976665082745,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,48.27690748118101,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.258638819207704,-29.460770142140575,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-305168924,-288364097.6850472,False,False,False,False,94465201.18761171,False,False,False,False
2022-05-20 00:00:00+00:00,38.8508168817,45.8899262283,37.1136587911,44.930870199,223531098,,,,47.82219779193751,,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,40.813087,,43.90330593680501,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.67442173775065,-29.460770142140575,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-528700022,-306166758.7454141,False,False,False,False,104025637.98852935,False,False,False,False
2022-05-27 00:00:00+00:00,41.2756000499,41.2936954467,38.4518133828,39.2127248173,135101736,,,,47.35212493229849,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.58014445939486,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.834718605816104,-29.460770142140575,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-393598286,-312643168.17167974,False,False,False,False,106327571.17456421,False,False,False,False
2022-06-03 00:00:00+00:00,40.9408352096,41.4384586209,40.4748787425,40.9589306063,123980880,,,,47.00319661740226,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.44366878078752,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.517273545908598,-29.460770142140575,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-517579166,-327823612.455259,False,False,False,False,107635223.68015206,False,False,False,False
2022-06-10 00:00:00+00:00,39.3484402931,41.7008418742,39.1674863253,41.2602189627,82257691,,,,46.76126641422767,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.27037270959675,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.336188762408206,-29.460770142140575,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-599836857,-347972741.68079543,False,False,False,False,105755406.44458525,False,False,False,False
2022-06-17 00:00:00+00:00,39.2579633092,40.1944000925,38.5160520413,38.9593892624,160802672,,,,46.28611667608611,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,42.876376493154524,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.169831531512063,-29.460770142140575,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-760639529,-378540651.85258836,False,False,False,False,109832981.67091227,False,False,False,False
2022-06-24 00:00:00+00:00,39.9003498948,40.0632084658,38.647243668,39.6334427924,107565665,,,,46.009545245170806,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,42.6823668822625,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.869955728726566,-29.460770142140575,False,False,False,True,False,,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-653073864,-398876445.34498924,False,False,False,False,109665032.28788172,False,False,False,False
2022-07-01 00:00:00+00:00,38.5431951365,40.236290936,37.6112822025,40.0722561642,105586809,,,,45.730639025823,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,42.45723594216475,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.743606814419337,-29.460770142140575,False,False,False,True,False,,0,0.7385971679891047,1.2168522150907881,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-758660673,-425527128.87499005,False,False,False,False,109362941.67396455,False,False,False,False
2022-07-08 00:00:00+00:00,39.6134930056,39.8097801915,37.2671764113,37.90625097,75832262,,,,45.5459775952609,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,41.17826429243815,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.99263683444174,-29.14398753421442,False,False,False,True,False,,0,0.7580967894715789,1.2121172164132294,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-682828411,-444586483.10647225,False,False,False,False,106879187.62404124,False,False,False,False
2022-07-15 00:00:00+00:00,39.3213446358,40.0151970139,37.7510471486,39.5678448228,86753142,,,,45.35056400679126,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,41.11101425219695,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.729480027053924,-28.102983776849875,False,False,False,True,False,,0,0.7578768475282157,1.2068097522833334,False,False,False,False,-0.32463826681962527,-0.33373326061750963,False,False,False,False,-769581553,-468660191.9874743,False,False,False,False,105388369.42966783,False,False,False,False
2022-07-22 00:00:00+00:00,40.5903641168,41.0103273982,38.714223805,39.5313262766,85423615,,,,45.200121252978334,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,41.197985885465705,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.815300471887845,-25.80722645826829,False,False,False,True,True,,0,0.8215140236594449,1.1798898927535215,False,False,False,False,-0.2596614184742314,-0.2966973395458705,False,False,False,False,-684157938,-484622987.9884022,False,False,False,False,103909498.73117392,False,False,False,False
2022-07-29 00:00:00+00:00,41.4211610431,41.8730780525,39.9421599215,40.7729568478,96094598,,,,45.071312867962476,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,41.34805736149562,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.262261473687914,-23.245498734007413,False,False,False,True,True,,0,0.8770949670230169,1.1288974839953094,False,False,False,False,-0.19643655393344095,-0.24656694673965573,False,False,False,False,-588063340,-492285236.28555757,False,False,False,False,103330617.19553141,False,False,False,False
2022-08-05 00:00:00+00:00,41.0924941272,41.9324206901,40.6634012092,41.13814231,78885782,,,,44.97520734516979,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,41.42959496794247,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.77557327352772,-21.641019148092056,False,False,False,True,True,,0,0.8744108342254306,1.119944164401421,False,False,False,False,-0.17324793432290733,-0.20990744053128152,False,False,False,False,-666949122,-505223301.8940348,False,False,False,False,101519888.66252908,False,False,False,False
2022-08-12 00:00:00+00:00,42.5532359758,42.5532359758,40.8322081891,41.5307166818,80045334,,,,44.90105121300156,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,41.54443982766079,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.505457284332245,-18.905991076326494,False,False,False,True,True,,0,0.8839166865413889,1.1127868422710705,False,False,False,False,-0.14997695169692699,-0.17994219611410425,False,False,False,False,-586903788,-511273708.27225447,False,False,False,False,99929180.90974915,False,False,False,False
2022-08-19 00:00:00+00:00,44.4613300154,45.6481827674,42.0191522374,42.3523839716,127715728,,,,44.86844418550164,,,,,,,44.042888340066675,"rgba(239, 83, 80, 0.5)",0.0,0.0,,42.43224487633594,,-1.0,45.648182,42.019154,48.0,0.0,0.0,0.0,0.0,40.3099547196353,-15.221059792207996,False,False,False,True,True,,0,0.9143817648444904,1.085707499468889,False,False,False,False,-0.02592107842791717,-0.1029316372710107,False,False,False,False,-459188060,-507415512.10393935,False,False,False,False,101987443.65717514,False,False,False,True
2022-08-26 00:00:00+00:00,41.8959021439,44.2787372844,41.8867725074,44.2513483747,92426456,,,,44.81006884934141,,,,,,,43.473677748643624,"rgba(239, 83, 80, 0.5)",0.0,0.0,,42.35963490305633,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.011385436229865,-14.56310930068031,False,False,False,True,True,,0,0.9023407649583275,1.098432385150886,False,False,False,False,-0.0691476312942529,-0.08603963428263181,False,False,False,False,-551614516,-510689512.3925364,False,False,False,False,101279222.34923624,False,False,False,False
2022-09-02 00:00:00+00:00,40.709049392,41.996328146,40.4214658405,41.7406983225,81569344,,,,44.72313442075738,,,,,,,42.816336516726025,"rgba(239, 83, 80, 0.5)",0.0,0.0,,42.173401787299014,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.71089018329428,-14.56310930068031,False,False,False,True,True,,0,0.8641588138459529,1.1327663585395695,False,False,False,False,-0.17851948485478497,-0.1322795595687084,False,False,False,False,-633183860,-519763167.770867,False,False,False,False,99819231.36040393,False,False,False,False
2022-09-09 00:00:00+00:00,41.7863465053,41.8959021439,40.1521415622,40.7729568478,62378417,,,,44.66340251340327,,,,,,,42.552800309658146,"rgba(239, 83, 80, 0.5)",0.0,0.0,,42.09952407025783,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.52500439875189,-13.94149818114758,False,False,False,True,True,,0,0.8638656161743532,1.128626101145137,False,False,False,False,-0.18949988961259076,-0.1608897245906496,False,False,False,False,-570805443,-523544077.0470991,False,False,False,False,97045837.7040777,False,False,False,False
2022-09-16 00:00:00+00:00,39.5313262766,42.6627916144,39.0611499941,42.0967541481,119347860,,,,44.52710149728329,,,,,,,42.0258795639918,"rgba(239, 83, 80, 0.5)",0.0,0.0,,41.90588062121456,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.63103374144747,-13.94149818114758,False,False,False,True,True,,1,0.8499800558731807,1.114014894172273,False,False,False,False,-0.19916188186069736,-0.18002580322567346,False,False,False,False,-690153303,-535885501.19175845,False,False,False,False,98697839.3556275,False,False,False,False
2022-09-23 00:00:00+00:00,37.1211022265,39.6591411883,36.6281018526,39.1615759962,87514349,,,,44.37242307058068,,,,,,,41.378571986889234,"rgba(239, 83, 80, 0.5)",0.0,0.0,,41.605385575081286,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.68115167899098,-13.94149818114758,False,False,False,True,True,,1,0.8183435871513882,1.16269371365351,False,False,False,False,-0.34282825441539394,-0.2614270288205337,False,False,False,False,-777667652,-553795290.1405171,False,False,False,False,97869432.66261807,False,False,False,False
2022-09-30 00:00:00+00:00,36.5185462139,37.9518991528,36.4820276677,37.1211022265,108426697,,,,44.16769531599521,,,,,,,40.67723748398764,"rgba(239, 83, 80, 0.5)",0.0,0.0,,41.24304668880582,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.98871052228767,-13.94149818114758,False,False,False,True,False,,1,0.8038128693272912,1.1936340572843882,False,False,False,False,-0.34282825441539394,-0.3021276416179638,False,False,False,False,-886094349,-578410035.2412195,False,False,False,False,98651452.24316488,True,False,False,False
2022-10-07 00:00:00+00:00,37.0991142543,38.9232077786,36.9249041102,37.130231863,96636896,,,,44.010586247708574,,,,,,,40.300141803461024,"rgba(239, 83, 80, 0.5)",0.0,0.0,,41.02565774094075,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.376051293458005,-13.94149818114758,False,False,False,True,False,,0,0.8103670781126645,1.160022437471929,False,False,False,False,-0.29285339954168144,-0.2974905205798226,False,False,False,False,-789457453,-594043177.2974255,False,False,False,False,98502225.8547823,False,False,False,False
2022-10-14 00:00:00+00:00,37.0346260994,37.7347832098,35.5652174271,37.4261613256,99195339,,,,43.83597934257696,,,,,36.7782089121,,39.900970297658354,"rgba(239, 83, 80, 0.5)",0.0,0.0,,39.205044033826454,,1.0,37.734783,35.565216,0.0,0.0,0.0,0.0,0.0,35.90180302047285,-8.974255388555974,False,False,False,True,False,,0,0.8282430409294834,1.1597603582624643,False,False,False,False,-0.34282825441539394,-0.3201593874976083,False,False,False,False,-888652792,-615866111.7198385,False,False,False,False,98553567.56924286,False,False,False,False
2022-10-21 00:00:00+00:00,39.4299004243,39.5865145148,37.7255706162,37.8084839582,107005938,,,,43.711047987856944,,,,,37.88655225911957,,39.79344599791463,"rgba(239, 83, 80, 0.5)",0.0,0.0,,39.421572868677195,,0.0,0.0,0.0,0.0,1.0,39.5220263599,37.7347832098,0.0,37.94564720713202,-8.974255388555974,False,False,False,True,False,,0,0.8546246962776133,1.1197227345997696,False,False,False,False,-0.18451370276501783,-0.2523365451313131,False,False,False,False,-781646854,-628146166.7035542,False,False,False,False,99179669.08263229,False,False,False,False
2022-10-28 00:00:00+00:00,42.0462769945,42.1107651494,39.5220263599,39.7200971213,94086503,,,,43.656805786146506,,,,,38.93298335427109,,39.918705744471424,"rgba(239, 83, 80, 0.5)",0.0,0.0,,39.74416649772478,,0.0,0.0,0.0,0.0,1.0,39.9734434441,39.5865145148,0.0,41.52145893395625,-13.62723767666786,False,False,False,True,True,,0,0.9071461906393047,1.054296263859079,False,False,False,False,-0.018122909883927216,-0.13522972750762016,False,False,False,False,-687560351,-632547217.3921798,False,False,False,False,98802397.52095583,False,False,False,False
2022-11-04 00:00:00+00:00,41.0144665161,42.5713948272,39.9734434441,41.7376551103,82736358,,,,43.61027527093797,,,,,39.419747392712615,,40.00920072831681,"rgba(239, 83, 80, 0.5)",0.0,0.0,,39.91136699931505,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.3246229949662,-11.900885651224655,False,False,False,True,True,,0,0.9144117236791737,1.04270510243159,False,False,False,False,0.0742005114321064,-0.03051460803775688,False,False,False,False,-770296709,-642750883.4372035,False,False,False,False,97612320.51940355,False,False,False,False
2022-11-11 00:00:00+00:00,41.2632065421,42.202891085,40.434073122,41.3018994351,111349534,,,,43.55316044495714,,,,,39.84325616976303,,40.12234417303592,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.076368656888704,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.810467987009424,-10.47345844931786,False,False,False,True,True,,0,0.9398767697164968,1.0290178660964275,False,False,False,False,0.09924166219222205,0.034363527077232586,False,False,False,False,-658947175,-643950608.7381514,False,False,False,False,98629891.88833661,False,False,False,False
2022-11-18 00:00:00+00:00,44.0269846093,44.2572994482,40.8127107172,41.3018994351,135079991,,,,43.53799483666484,,,,,40.52762787906796,,40.40202373881547,#000000,0.0,0.0,,40.401800253410556,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.87890901481402,-7.534987560226909,False,False,False,False,True,,0,1.039225088074592,1.0043928431661078,False,False,False,False,0.21388834789100256,0.12412593748411757,False,False,False,False,-523867184,-635055540.2390292,False,False,False,False,101329899.22994131,False,False,False,False
2022-11-25 00:00:00+00:00,44.5889528162,45.1877713975,43.8150949574,43.8611579252,53975488,,,,43.54941114756169,,,,,40.84377289319958,,40.55471347973765,#000000,0.0,0.0,,40.567189388555626,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.437341509017514,-5.131385596517795,False,False,False,False,True,,0,1.0689862812789632,0.9089790176680792,False,False,False,False,0.34282824498198705,0.23347709123305233,False,False,False,False,-469891696,-622821181.4065084,False,False,False,False,97822165.06476048,False,False,False,False
2022-12-02 00:00:00+00:00,45.7865899787,46.486747089,44.073047577,44.4876142871,89562197,,,,43.584980606254874,,,,,41.37733111164353,,40.837684864477914,#000000,0.0,0.0,,40.8632894067666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.02761411008926,-2.7142992922029308,False,False,False,False,True,,0,1.0375366504850319,0.8917426235604319,False,False,False,False,0.3428282458329322,0.28815266853299226,False,False,False,False,-380329499,-604858834.5615819,False,False,False,False,97210315.57848193,False,False,False,False
2022-12-09 00:00:00+00:00,44.6442283776,45.7313144173,44.2757246353,45.6484010753,74730475,,,,43.60496255690676,,,,,41.68643815142406,,41.0239001798306,#000000,0.0,0.0,,41.05027513906706,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.86707099182277,-1.963628570232892,False,False,False,False,True,0.0,0,1.063155823890472,0.9063582255746025,False,False,False,False,0.31928810827279047,0.3037203884028914,False,False,False,False,-455059974,-593762622.6681314,False,False,False,False,95545142.20229809,False,False,False,False
2022-12-16 00:00:00+00:00,44.0454097964,46.7170619279,43.3728904667,44.9574565585,142680065,,,,43.63654712704836,,,,,42.12227842216321,,41.32178442726588,#000000,0.0,0.0,,42.31821713550173,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.95001684555564,-1.8620910407878313,False,False,False,False,True,0.0,0,1.05720735960591,0.867388659470724,False,False,False,False,0.32279681126191895,0.31325859983240517,False,False,False,False,-597740039,-594057246.1001216,False,False,False,False,99036617.96509083,False,False,False,False
2022-12-23 00:00:00+00:00,43.741394209,44.1835986997,43.0089930212,43.907220893,81345501,,,,43.636677035684066,,,,,42.237827155216884,,41.424046256357244,#000000,0.0,0.0,,42.90771022131602,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.74199855411757,-1.8620910407878313,False,False,False,False,True,0.0,0,1.0491467656604743,0.9070862973258833,False,False,False,False,0.2040255834877255,0.25864209166006535,False,False,False,False,-679085540,-600355638.2408533,False,False,False,False,97726164.85656558,False,False,False,False
