date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_55,aVWAP_OB_bull_132,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,40.1143718047,42.9970092205,39.2467819029,41.5137103561,29647,,,#000000,1.0,41.10405,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,29647.0,False,False,False,False
2022-01-07 00:00:00+00:00,39.5919520789,41.8402226847,39.5919520789,40.6741072253,18862,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-18862,-1397.1851851851852,False,False,False,False,28848.111111111113,False,False,False,False
2022-01-14 00:00:00+00:00,42.7264704339,43.4727843279,39.7505437814,40.1143718047,19404,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.725274725487097,-111.81318681371773,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,542,-1253.541838134431,False,False,False,False,28148.54732510288,False,False,False,False
2022-01-21 00:00:00+00:00,39.3400711397,42.866404289,39.2387590286,42.8570753653,32671,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.013019138462813,-105.46245246177655,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-32129,-3540.612813087436,False,False,False,False,28483.543819539704,False,False,False,False
2022-01-28 00:00:00+00:00,42.7637861286,44.3123874587,39.731885934,39.7505437814,14564,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,42.26935317376667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.49147077917338,-94.35294772939316,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-17565,-4579.456308414293,False,False,False,False,27452.4664995738,False,False,False,False
2022-02-04 00:00:00+00:00,38.2019424513,43.5660735647,37.25972116,42.5398919604,27932,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,40.56472243401924,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.22921268398703,-91.09670702249066,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-45497,-7610.385470753975,False,False,False,False,27487.98749960537,False,False,False,False
2022-02-11 00:00:00+00:00,34.9927927069,42.4559316473,34.9927927069,37.922074741,98674,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,38.40893860394141,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.33771021125099,-89.89270789594146,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-144171,-17725.98654699442,False,False,False,False,32761.025462597565,False,False,False,False
2022-02-18 00:00:00+00:00,34.5450043705,37.0544848392,34.5450043705,34.9648059358,39632,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,37.74532021719102,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.7062481275131,-88.0210468675061,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-183803,-30027.98754351335,False,False,False,False,33269.98653944219,False,False,False,False
2022-02-25 00:00:00+00:00,37.7821408859,38.3278829209,34.0505714156,35.0021216306,32755,,,"rgba(239, 83, 80, 0.5)",-1.0,33.60468,,37.15414361516714,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.091425523413314,-81.9166162433894,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-151048,-38992.432910660515,False,False,False,False,33231.8393883724,False,False,False,False
2022-03-04 00:00:00+00:00,37.7821408859,39.3680579107,36.2428684794,37.4276417862,76738,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,37.55942583660804,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.79512366334204,-76.34903519002846,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-151048,-47292.845287648626,False,False,False,False,36454.517952196664,False,False,False,False
