date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_802,Gap_Up_aVWAP_799,Gap_Up_aVWAP_781,Gap_Up_aVWAP_678,Gap_Up_aVWAP_654,Gap_Up_aVWAP_621,Gap_Up_aVWAP_469,Gap_Up_aVWAP_420,Gap_Up_aVWAP_211,Gap_Up_aVWAP_26,Gap_Down_aVWAP_816,Gap_Down_aVWAP_797,Gap_Down_aVWAP_670,Gap_Down_aVWAP_649,Gap_Down_aVWAP_580,Gap_Down_aVWAP_313,Gap_Down_aVWAP_218,Gap_Down_aVWAP_110,aVWAP_OB_bull_894,aVWAP_OB_bull_819,aVWAP_OB_bull_780,aVWAP_OB_bull_676,aVWAP_OB_bull_453,aVWAP_OB_bull_371,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,135.75,137.4,131.49,134.62,146434,,,,,,,,,,,,,,,,,,,,,,,,,#000000,1.0,139.28856,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,146434.0,False,False,False,False
2022-01-04 00:00:00+00:00,132.96,135.94,127.93,135.67,243567,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-243567,-9551.64705882353,False,False,False,False,150243.13725490196,False,False,False,False
2022-01-05 00:00:00+00:00,123.37,133.29,121.58,131.25,327957,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-571524,-31589.778546712805,False,False,False,False,157212.308342945,False,False,False,False
2022-01-06 00:00:00+00:00,121.7,123.8,117.1,121.45,178574,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-750098,-59766.571544880935,False,False,False,False,158050.0217412609,False,False,False,False
2022-01-07 00:00:00+00:00,116.86,122.17,116.33,121.18,123888,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-873986,-91696.74520978756,False,False,False,False,156710.33461415264,False,False,False,False
2022-01-10 00:00:00+00:00,116.18,116.78,111.955,114.86,281616,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1155602,-133418.51990744297,False,False,False,False,161608.59600183292,False,False,False,False
2022-01-11 00:00:00+00:00,118.88,122.77,116.07,116.07,205053,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.339551873859955,-45.10541078229504,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-950549,-165462.85246009228,False,False,False,False,163312.2981194081,False,False,False,False
2022-01-12 00:00:00+00:00,121.85,122.625,117.19,118.9,245105,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.444234070766768,-37.97276053923379,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-705444,-186638.58373616711,False,False,False,False,166519.85505590192,False,False,False,False
2022-01-13 00:00:00+00:00,119.05,128.035,118.34,123.0,488208,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.422927511905428,-34.961286113638316,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1193652,-226129.30594259195,False,False,False,False,179135.07642625872,False,False,False,False
2022-01-14 00:00:00+00:00,122.96,128.49,116.79,119.05,246404,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.583399606990334,-29.002971742117037,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-947248,-254408.47041543148,False,False,False,False,181773.07342915054,False,False,False,False
2022-01-18 00:00:00+00:00,117.51,121.64,116.48,121.64,369869,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.53704067834716,-27.947344419483922,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1317117,-296083.31471286557,False,False,False,False,189149.3842750662,False,False,False,False
2022-01-19 00:00:00+00:00,118.29,122.415,116.59,117.86,145275,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.606929268953216,-26.54900095088009,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1171842,-330426.792567263,False,False,False,False,187428.8201858479,False,False,False,False
2022-01-20 00:00:00+00:00,111.14,126.75,110.57,119.81,297692,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.25527342716866,-26.54900095088009,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1469534,-375097.6634469782,False,False,False,False,191752.86645306958,False,False,False,False
2022-01-21 00:00:00+00:00,107.97,113.28,105.715,110.02,439559,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.46400751372635,-26.54900095088009,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-1909093,-435254.3433118026,False,False,False,False,201470.7540431453,False,False,False,False
2022-01-24 00:00:00+00:00,115.02,116.46,104.59,107.34,893004,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,112.02333333333333,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.742449720229196,-26.54473452991747,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1016089,-458032.17298584955,False,False,False,False,228589.70486498275,False,False,False,False
2022-01-25 00:00:00+00:00,113.58,115.87,109.34,113.82,390233,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,112.29905111058986,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.01909193567132,-24.560197208289516,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1406322,-495220.0093393456,False,False,False,False,234928.6576153756,False,False,False,False
2022-01-26 00:00:00+00:00,116.16,120.615,112.8,114.77,445917,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,113.3888455713025,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.26238435954791,-21.6072717419969,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-960405,-513462.5579927046,False,False,False,False,243202.7102579099,False,False,False,False
2022-01-27 00:00:00+00:00,115.01,120.1,112.6,118.0,412415,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,113.87307581108368,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.88912703918574,-20.12691089227485,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-1372820,-547162.849836128,False,False,False,False,249838.48632622717,False,False,False,False
2022-01-28 00:00:00+00:00,119.76,120.3,111.2,115.75,278212,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,114.24255533799685,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.942626556364196,-16.317967107539985,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-1094608,-568631.2870974563,False,False,False,False,250951.17313696336,False,False,False,False
2022-01-31 00:00:00+00:00,121.64,123.855,119.17,119.17,308372,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,115.06910472335434,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.6782815230451,-12.861763933837643,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-786236,-577164.8052504973,False,False,False,False,253202.97026884716,False,False,False,False
2022-02-01 00:00:00+00:00,121.27,125.42,119.355,122.11,260579,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,115.67469747817246,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.9427263880514,-10.770640845570242,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,-1046815,-595582.4599465562,False,False,False,False,253492.2263367355,False,False,False,False
2022-02-02 00:00:00+00:00,120.47,121.245,118.4032,120.98,170611,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,115.91040036385202,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.93776150744698,-9.764627463481261,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,-1217426,-619968.4811251226,False,False,False,False,250241.98216666744,False,False,False,False
2022-02-03 00:00:00+00:00,115.84,119.52,115.3994,118.75,125514,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,115.948969405345,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.932827230903285,-9.764627463481261,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,-1342940,-648320.3053947258,False,False,False,False,245350.68874836675,False,False,False,False
2022-02-04 00:00:00+00:00,121.81,122.735,113.85,115.92,237970,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,116.18648030230645,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.18289176099607,-9.402212027662621,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,-1104970,-666228.1365557169,False,False,False,False,245061.249973921,False,False,False,False
2022-02-07 00:00:00+00:00,120.99,126.075,119.82,122.39,133709,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,116.40985129065687,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.20474317485295,-8.211217573665351,False,False,False,False,True,,1,,,False,False,False,False,,,False,False,False,False,-1238679,-688677.1900241202,False,False,False,False,240694.4950729829,False,False,False,False
2022-02-08 00:00:00+00:00,123.44,124.02,118.13,120.01,159776,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,116.63817003054257,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.22084915503114,-6.0396610709456695,False,False,True,False,True,,1,,,False,False,False,False,,,False,False,False,False,-1078903,-703980.1629643508,False,False,False,False,237521.22075639537,False,False,False,False
2022-02-09 00:00:00+00:00,125.0,128.41,124.1,124.1,147399,,,,,,,,,,125.83666666666667,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,116.98023563665463,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.37638764684456,-3.754118195407976,False,False,True,False,True,,1,,,False,False,False,False,,,False,False,False,False,-931504,-712902.6663775136,False,False,False,False,233987.01602085045,False,False,False,False
2022-02-10 00:00:00+00:00,123.51,128.55,122.645,123.04,227881,,,,,,,,,,125.26890730032686,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,117.41089387451512,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.7737241083876,-3.101542676900209,False,False,True,False,True,,1,,,False,False,False,False,,,False,False,False,False,-1159385,-730411.777499964,False,False,False,False,233747.56441218965,False,False,False,False
2022-02-11 00:00:00+00:00,122.84,128.97,121.93,124.99,99556,,,,,,,,,,125.1244682620245,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,121.07860970971714,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.56482892321624,-2.959616816130122,False,False,True,False,True,,1,,,False,False,False,False,,,False,False,False,False,-1258941,-751138.413676436,False,False,False,False,228485.15012151553,False,False,False,False
2022-02-14 00:00:00+00:00,121.74,125.865,121.03,125.6,154403,,,,,,,,,,124.57331048033153,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,120.65337590275055,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.629649380337085,-2.959616816130122,False,False,True,False,True,,1,,,False,False,False,False,,,False,False,False,False,-1413344,-777107.2601989286,False,False,False,False,225579.96776380905,False,False,False,False
