date,Close,High,Low,Open,Volume,aVWAP_OB_bull_141,aVWAP_OB_bull_110,aVWAP_OB_bull_63,aVWAP_OB_bear_101,aVWAP_OB_bear_57,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,55.8,58.32,51.12,57.6,1237458,,,,,,#000000,1.0,60.184,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1237458.0,False,False,False,False
2022-01-07 00:00:00+00:00,51.48,61.02,50.04,57.2058,917599,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-917599,-67970.29629629629,False,False,False,False,1213764.7407407407,False,False,False,False
2022-01-14 00:00:00+00:00,48.42,52.2,45.18,50.94,738537,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1656136,-185612.2002743484,False,False,False,False,1178562.6858710563,False,False,False,False
2022-01-21 00:00:00+00:00,34.2,48.24,32.76,47.7,1111684,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2767820,-376886.8521058781,False,False,False,False,1173608.709139867,False,False,False,False
2022-01-28 00:00:00+00:00,32.04,35.82,28.08,31.4712,1492070,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,31.979999999999997,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4259890,-664516.7149128502,False,False,False,False,1197198.4343887656,False,False,False,False
2022-02-04 00:00:00+00:00,34.2,38.88,32.04,34.02,879285,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,33.11463066474653,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.763830480696319,-47.38731649871676,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3380605,-865708.4397341205,False,False,False,False,1173649.291100709,False,False,False,False
2022-02-11 00:00:00+00:00,30.78,36.18,30.6,34.56,810313,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,32.963189044237176,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.348380503973071,-46.002781789397766,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4190918,-1112020.2590130745,False,False,False,False,1146735.4917599158,False,False,False,False
2022-02-18 00:00:00+00:00,28.8,32.76,28.08,30.96,580308,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,32.48758811858449,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.289287081877415,-45.26098085388755,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4771226,-1383072.536123217,False,False,False,False,1104777.8997776997,False,False,False,False
2022-02-25 00:00:00+00:00,33.3,34.38,23.4,28.44,1343062,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,15.63309,,31.14392515785387,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.282293581664085,-40.68487171801965,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3428164,-1534560.7927066826,False,False,False,False,1122428.5738682405,False,False,False,False
2022-03-04 00:00:00+00:00,26.82,34.38,26.64,32.76,921646,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,30.721702028114628,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.536932708097268,-38.857608255256025,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4349810,-1743097.771024706,False,False,False,False,1107555.7906187412,False,False,False,False
2022-03-11 00:00:00+00:00,27.54,30.24,25.74,26.82,639902,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,30.315775666583143,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.695555123808099,-37.12245529284899,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3709908,-1888787.4176154686,False,False,False,False,1072914.769091427,False,False,False,False
2022-03-18 00:00:00+00:00,38.88,39.06,24.66,27.72,1742914,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,31.518224377435892,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.709894204115145,-29.84221276842169,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1966994,-1894580.4977921005,False,False,False,False,1122544.3417513215,False,False,False,False
2022-03-25 00:00:00+00:00,36.72,42.66,35.46,38.16,1294430,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,34.57167660129425,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.766462603925042,-25.584341457125937,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3261424,-1995828.1646223152,False,False,False,False,1135276.612732705,False,False,False,False
2022-04-01 00:00:00+00:00,36.18,42.1398,34.38,36.72,761468,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,34.78406344329245,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.21160681347761,-22.886749716473,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4022892,-2145981.0413169586,False,False,False,False,1107587.0858636159,False,False,False,False
