date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_27,Gap_Up_aVWAP_24,Gap_Up_aVWAP_17,Gap_Up_aVWAP_4,Gap_Up_aVWAP_1,Gap_Down_aVWAP_10,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-17 00:00:00+00:00,25.0027412863,25.0027412863,24.6091043162,24.7696732894,38,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,38.0,False,False,False,False
2025-01-24 00:00:00+00:00,25.4985314636,26.1829579515,25.0295193115,25.0295193115,8728,,,,,25.570336242200003,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,25.342822206,25.0027412863,3.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,8728,646.5185185185185,False,False,False,False,681.7037037037037,False,False,False,False
2025-01-31 00:00:00+00:00,25.3847744455,25.6771508093,25.342822206,25.6771508093,520,,,,,25.56459605123201,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.3621310840126,24.62958987805672,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8208,1206.628257887517,False,False,False,False,669.7256515775034,False,False,False,False
2025-02-07 00:00:00+00:00,26.0307199195,26.0307199195,25.0256513745,25.1083657189,42,,,,,25.565188757673045,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,26.2051737946,25.6771508093,6.0,93.41087096950163,24.62958987805672,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8250,1728.3594980439973,False,False,False,False,623.227455164355,False,False,False,False
2025-02-14 00:00:00+00:00,26.7275436413,26.7275436413,26.2051737946,26.4436965745,71,,,,26.553420359066667,25.572684158132287,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,26.4116621221,26.0307199195,6.0,93.7221986231431,24.72947575042555,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,8321,2216.703238929627,False,False,False,False,582.3217177447731,False,False,False,False
2025-02-21 00:00:00+00:00,27.1727531044,27.4226813394,26.4116621221,26.4116621221,735,,,,26.962818243348924,25.67676654743679,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,27.002365521966667,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.27346861069347,25.91755400707379,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,9056,2723.3178138237286,False,False,False,False,593.6312201340492,False,False,False,False
2025-02-28 00:00:00+00:00,25.8921684337,27.0854765779,25.8921684337,27.0854765779,1893,,,,26.490879506529648,25.773583063383615,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,26.489189856404035,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.95086450114825,25.91755400707379,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,7163,3052.183160947897,False,False,False,False,689.880759383379,False,False,False,False
2025-03-07 00:00:00+00:00,26.6685328081,26.8772030487,22.3646099169,25.581245808,1258,,,,26.11337430272809,25.728936791324653,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,25.704391468854098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.00523025272511,25.91755400707379,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,8421,3449.8732971739787,False,False,False,False,731.9636660957214,False,False,False,False
2025-03-14 00:00:00+00:00,27.4202018926,27.4202018926,26.0451007108,26.0451007108,197,,,,26.153611838661302,25.74700291108165,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,25.837322804112723,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.1305917819227,25.91755400707379,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,8618,3832.6974973833135,False,False,False,False,692.3367278664086,False,False,False,False
2025-03-21 00:00:00+00:00,26.2485145243,27.1839602038,26.2485145243,27.0160520682,40291,,,,26.522316336309633,26.356842898037858,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,26.523307693650487,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.13197539002505,38.60673819409736,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-31673,1202.645830910476,False,False,False,False,3625.5710443207486,False,False,False,False
