date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_852,Gap_Up_aVWAP_786,Gap_Up_aVWAP_780,Gap_Up_aVWAP_774,Gap_Up_aVWAP_762,Gap_Up_aVWAP_756,Gap_Up_aVWAP_726,Gap_Up_aVWAP_720,Gap_Up_aVWAP_714,Gap_Up_aVWAP_630,Gap_Down_aVWAP_888,Gap_Down_aVWAP_882,Gap_Down_aVWAP_876,Gap_Down_aVWAP_870,Gap_Down_aVWAP_846,Gap_Down_aVWAP_768,Gap_Down_aVWAP_750,Gap_Down_aVWAP_708,Gap_Down_aVWAP_666,Gap_Down_aVWAP_660,aVWAP_OB_bull_708,aVWAP_OB_bull_284,aVWAP_OB_bear_856,aVWAP_OB_bear_570,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,42.27,42.955,42.26,42.82,2415.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2415.0,False,False,False,False
2025-02-03 16:00:00+00:00,42.82,42.99,42.685,42.805,3942.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3942.0,-61.116279069767444,False,False,False,False,2438.6744186046512,False,False,False,False
2025-02-03 17:00:00+00:00,42.805,42.86,42.635,42.74,2970.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6912.0,-167.33153055705787,False,False,False,False,2446.9120245177573,False,False,False,False
2025-02-03 18:00:00+00:00,42.74,42.87,42.615,42.73,3201.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10113.0,-321.52794093601824,False,False,False,False,2458.6033109593427,False,False,False,False
2025-02-03 19:00:00+00:00,42.73,42.84,42.7,42.755,2144.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.700322234157998,-42.169709989257804,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7969.0,-440.09339921607994,False,False,False,False,2453.725740246795,False,False,False,False
2025-02-03 20:00:00+00:00,42.75,42.85,42.65,42.76,3584.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.866920379877353,-36.24179099215986,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4385.0,-501.25474186389266,False,False,False,False,2471.2493721809533,False,False,False,False
2025-02-04 15:00:00+00:00,43.03,43.115,42.95,43.075,1143.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.193230649011724,-15.956517950175147,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3242.0,-543.7469164086385,False,False,False,False,2450.656358658768,False,False,False,False
2025-02-04 16:00:00+00:00,43.085,43.155,42.935,43.06,2353.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.57205531180847,-4.755849635066383,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-5595.0,-622.0609177046285,False,False,False,False,2449.142306586539,False,False,False,False
2025-02-04 17:00:00+00:00,43.06,43.07,42.95,42.97,2581.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.21398524260581,-3.1790165619940893,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-8176.0,-739.1762523138591,False,False,False,False,2451.1866119107785,False,False,False,False
2025-02-04 18:00:00+00:00,42.97,43.03,42.88,42.98,1542.0,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.95388629309528,-1.6190475333135979,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-6634.0,-830.5688685570551,False,False,False,False,2437.0906954470456,False,False,False,False
