date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_898,Gap_Up_aVWAP_896,Gap_Up_aVWAP_878,Gap_Up_aVWAP_855,Gap_Up_aVWAP_853,Gap_Up_aVWAP_830,Gap_Up_aVWAP_828,Gap_Up_aVWAP_826,Gap_Up_aVWAP_739,Gap_Up_aVWAP_646,Gap_Down_aVWAP_907,Gap_Down_aVWAP_899,Gap_Down_aVWAP_897,Gap_Down_aVWAP_895,Gap_Down_aVWAP_861,Gap_Down_aVWAP_847,Gap_Down_aVWAP_838,Gap_Down_aVWAP_831,Gap_Down_aVWAP_810,Gap_Down_aVWAP_798,aVWAP_OB_bull_800,aVWAP_OB_bull_550,aVWAP_OB_bear_887,aVWAP_OB_bear_630,aVWAP_OB_bear_603,aVWAP_OB_bear_388,aVWAP_OB_bear_270,aVWAP_OB_bear_236,aVWAP_OB_bear_147,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,39.39,39.77,36.05,36.05,17898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,17898.0,False,False,False,False
2022-01-04 00:00:00+00:00,38.1,40.1999,38.0,39.0,13309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-13309,-521.9215686274509,False,False,False,False,17718.039215686276,False,False,False,False
2022-01-05 00:00:00+00:00,35.9,39.12,35.7,38.11,11036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-24345,-1456.159938485198,False,False,False,False,17455.99846212995,False,False,False,False
2022-01-06 00:00:00+00:00,35.75,37.69,35.0,36.0,11553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-35898,-2806.8203330544056,False,False,False,False,17224.508326360152,False,False,False,False
2022-01-07 00:00:00+00:00,37.49,37.5,35.25,35.75,5141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.436366682561578,-38.59999720765189,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-30757,-3902.905810189527,False,False,False,False,16750.645254738185,False,False,False,False
2022-01-10 00:00:00+00:00,35.52,37.09,35.305,37.09,7703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.781936524280198,-35.307467446218794,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-38460,-5258.085974495821,False,False,False,False,16395.835636905318,False,False,False,False
2022-01-11 00:00:00+00:00,36.47,37.17,35.46,35.66,6747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.25735008042115,-30.04491052077401,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-31713,-6295.533583339122,False,False,False,False,16017.44992565413,False,False,False,False
2022-01-12 00:00:00+00:00,37.1,37.5,35.8,36.7,9317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.596167300349503,-24.984860157123272,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-22396,-6926.9244232081755,False,False,False,False,15754.687183471615,False,False,False,False
2022-01-13 00:00:00+00:00,35.92,37.86,35.7,36.5,9859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.513714004548266,-23.98789078798184,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-32255,-7920.182288964718,False,False,False,False,15523.483764511944,False,False,False,False
2022-01-14 00:00:00+00:00,35.97,36.84,34.5,35.95,7861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.955376407842834,-23.152834378959128,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-24394,-8566.214356064142,False,False,False,False,15222.99420511932,False,False,False,False
