date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_14,Gap_Down_aVWAP_10,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-06-06 00:00:00+00:00,10.095,10.095,10.08,10.08,5124,,10.08196146455406,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.080857147530477,,0.0,0.0,0.0,0.0,1.0,10.09,10.085,0.0,77.50859923213922,-30.45798564258441,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-591663,-395430.4385213828,False,False,False,False,277583.10113666573,False,False,False,False
2025-06-13 00:00:00+00:00,10.1,10.11,10.09,10.09,2520,,10.082269930671007,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.081001562513192,,0.0,0.0,0.0,0.0,1.0,10.1,10.095,0.0,78.14339244446674,-26.378413787231615,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-589143,-409779.5171494285,False,False,False,False,257208.05660802382,False,False,False,False
2025-06-20 00:00:00+00:00,10.104,10.11,10.1,10.1,125801,,10.092584288186181,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.08747570684504,,0.0,0.0,0.0,0.0,1.0,10.1122,10.11,0.0,78.77904162378346,-22.288214801472265,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-463342,-413747.108471693,False,False,False,False,247474.200562985,False,False,False,False
2025-06-27 00:00:00+00:00,10.12,10.1286,10.1122,10.12,3920,10.120266666666666,10.092975917224255,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.087752873621884,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.89958966205296,-17.786131156843368,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-459422,-417130.43377008615,False,False,False,False,229433.14866943055,False,False,False,False
2025-07-04 00:00:00+00:00,10.14,10.17,10.1255,10.1255,634,10.123733201581027,10.09309506217293,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.087831255272135,,0.0,0.0,0.0,0.0,1.0,10.13,10.1286,17.0,81.3785683709748,-13.05395650965152,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-458788,-420216.1794167464,False,False,False,False,212485.06358280606,False,False,False,False
2025-07-11 00:00:00+00:00,10.13,10.17,10.13,10.14,6039,10.134907108467855,10.094164240311907,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.088543733855072,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.76964668217613,-10.51119226180861,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-464827,-423520.68464513554,False,False,False,False,197192.76257667228,False,False,False,False
2025-07-18 00:00:00+00:00,10.14,10.14,10.13,10.13,369,10.13496633825944,10.094219438656754,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.088581450671072,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.74018109411813,-7.4842465954725625,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-464458,-426553.0783751255,False,False,False,False,182613.2246080299,False,False,False,False
2025-07-25 00:00:00+00:00,10.18,10.18,10.14,10.14,604,10.136621793763329,10.094373120454788,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.088681498202241,,0.0,0.0,0.0,0.0,1.0,10.18,10.14,20.0,81.9711280901457,-3.383295463994955,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-463854,-429316.1096065977,False,False,False,False,169131.0598222499,False,False,False,False
2025-08-01 00:00:00+00:00,10.18,10.2,10.18,10.18,5355,10.152459527608691,10.096076857402547,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.089782061438694,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.8503759444511,0.1976283075155152,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-463854,-431874.47185796086,False,False,False,False,156999.49983541656,False,False,False,False
2025-08-08 00:00:00+00:00,10.17,10.18,10.17,10.18,147184,10.171181018250513,10.122081136564432,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.109490930816264,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.99433305699776,1.8734403805918163,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-611038,-445145.84431292675,False,False,False,False,156272.42577353385,False,False,False,False
2025-08-15 00:00:00+00:00,10.2,10.2,10.16,10.17,87616,10.176571075383727,10.132861982356836,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.1189935835311,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.32740120278895,4.597384264384388,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-523422,-450944.07806752477,False,False,False,False,151186.76460512393,False,False,False,False
2025-08-22 00:00:00+00:00,10.18,10.22,10.18,10.2,56708,10.179652997394323,10.138758197714903,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.12448070527254,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.07253844874005,4.597384264384388,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-580130,-460513.4056180785,False,False,False,False,144188.33759733697,False,False,False,False
2025-08-29 00:00:00+00:00,10.19,10.22,10.19,10.21,59819,10.182958208417515,10.14446967793032,"rgba(38, 166, 154, 0.5)",0.0,0.0,,10.129935936726545,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.85060182508076,5.232886895471125,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,-520311,-464942.8570537764,False,False,False,False,137938.75703457126,False,False,False,False
