date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_174,Gap_Up_aVWAP_160,Gap_Up_aVWAP_153,Gap_Up_aVWAP_125,Gap_Up_aVWAP_113,Gap_Up_aVWAP_99,Gap_Up_aVWAP_64,Gap_Up_aVWAP_54,Gap_Down_aVWAP_167,Gap_Down_aVWAP_105,Gap_Down_aVWAP_34,Gap_Down_aVWAP_8,Gap_Down_aVWAP_4,aVWAP_OB_bull_171,aVWAP_OB_bull_91,aVWAP_OB_bull_38,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-06-10 00:00:00+00:00,90.6906204848,98.6165396373,90.1994638909,98.395037644,4735867,,,,,,,,,,,,98.30488937931617,101.6005204709132,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,95.24350586083838,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.56385216804987,-32.12811413551483,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-44289903,-27819625.06423979,False,False,False,False,5531951.640554224,False,False,False,False
2022-06-17 00:00:00+00:00,89.5638494753,90.7291425706,86.5880183476,87.3006769348,7663852,,,,,,,,,,,,97.65125749149158,100.87043964841963,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,93.95668298116998,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2266734829395,-31.896632697426682,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-51953755,-29607338.392814618,False,False,False,False,5689870.185698356,False,False,False,False
2022-06-24 00:00:00+00:00,94.7739615792,94.8221141864,89.3616085249,90.844708828,4134266,,,,,,,,,,,,97.48161851516059,100.63219656656064,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,94.0387985708116,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.693528554793524,-28.986751696422594,False,False,False,True,True,,0,,,False,False,False,False,-0.2858863031882333,-0.2858863031882333,False,False,False,False,-47819489,-30956386.58593946,False,False,False,False,5574640.246016996,False,False,False,False
2022-07-01 00:00:00+00:00,87.3488295421,94.6776563647,85.6731188099,94.1383471636,6897269,,,,,,,,,,,,97.00986793478158,100.08514299503459,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,93.5181983343687,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.772400747238564,-28.437371721071116,False,False,False,True,True,,0,0.7053150128016538,1.2020375970976394,False,False,False,False,-0.316581336092511,-0.30123381964037216,False,False,False,False,-54716758,-32716414.098092094,False,False,False,False,5672612.746312032,False,False,False,False
2022-07-08 00:00:00+00:00,87.2428938061,87.8785082217,84.0937132923,84.3344763285,4706372,,,,,,,,,,,,96.61155141662469,99.65136468803831,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,92.99447320604806,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.807289283325662,-27.915880935696205,False,False,False,True,True,,0,0.7117305595634161,1.245550528222605,False,False,False,False,-0.34282825441539394,-0.32203103702788305,False,False,False,False,-59423130,-34694689.35008527,False,False,False,False,5601039.357696326,False,False,False,False
2022-07-15 00:00:00+00:00,84.7485887508,86.039078625,80.4100388381,85.8753597604,5551343,,,,,,,,,,,,96.0651757739501,99.07744182750865,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,89.36424689848994,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.324551474701888,-27.915880935696205,False,False,False,True,True,,0,0.6911476565632123,1.2384198089802316,False,False,False,False,-0.34282825441539394,-0.33242964572163847,False,False,False,False,-64974473,-36937636.28711599,False,False,False,False,5597358.146015117,False,False,False,False
2022-07-22 00:00:00+00:00,90.286138584,92.260395481,84.0937132923,85.480508381,8377565,,,,,,,,,,,,95.6328498240866,98.55125245792173,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,89.97365578087444,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.52366193878698,-25.382145697787674,False,False,False,True,True,,0,0.721235100093597,1.1922654052129062,False,False,False,False,-0.2443004226567256,-0.288365034189182,False,False,False,False,-56596908,-38393878.63621851,False,False,False,False,5803299.394458442,False,False,False,False
2022-07-29 00:00:00+00:00,89.7660904257,89.900917726,86.0968617537,89.5638494753,5588101,,,,,,,,,,,,95.36101195642442,98.21973436327224,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,89.98893114463564,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.96424489082173,-23.64406461124454,False,False,False,True,True,,0,0.8031359857555144,1.1949164501035494,False,False,False,False,-0.24301879913365912,-0.26569191666142056,False,False,False,False,-62185009,-40156184.58909121,False,False,False,False,5787358.772646706,False,False,False,False
2022-08-05 00:00:00+00:00,91.0662108213,91.8125762336,87.7533114429,90.3150301483,5380290,,,,,,,,,,,,95.17652386623655,97.97111739905962,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,90.1394423219383,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.57176831954533,-21.793425774826503,False,False,False,True,True,,0,0.7949441338433791,1.1453041963195068,False,False,False,False,-0.20429427559892424,-0.23499309613017239,False,False,False,False,-56804719,-41389409.36026964,False,False,False,False,5757205.530228431,False,False,False,False
2022-08-12 00:00:00+00:00,92.4048533028,93.2427086688,90.0598213299,91.509214808,3672258,,,,,,,,,,,,95.09838647837346,97.84520596765168,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,90.03445183216621,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.31683531660245,-19.858200737430323,False,False,False,True,True,,0,0.8152838144881632,1.1421531739060085,False,False,False,False,-0.13398056736775674,-0.18448683174896457,False,False,False,False,-53132461,-42259265.037286706,False,False,False,False,5602764.972433733,False,False,False,False
2022-08-19 00:00:00+00:00,88.2348375154,92.3567006955,88.0903796936,91.4032790721,4178690,,,,,,,,,,,,94.95197496564423,97.65412596308666,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,89.75128119130704,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.37828374016925,-19.558038086548482,False,False,False,True,True,,0,0.8284889560469316,1.1039789572885437,False,False,False,False,-0.12955869323561117,-0.15702276249228786,False,False,False,False,-57311151,-43374219.553043246,False,False,False,False,5497277.937438642,False,False,False,False
2022-08-26 00:00:00+00:00,81.127512686,86.2027974896,80.9251754304,86.1450143609,4256355,,,,,,,,,,,82.75182853533333,94.63203838089792,97.31205880578253,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,88.68682689410579,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.78383825750411,-19.558038086548482,False,False,False,True,True,,1,0.8405841267208108,1.098296214906765,False,False,False,False,-0.3319193369682226,-0.24447104973025524,False,False,False,False,-61567506,-44721870.40096597,False,False,False,False,5405357.719850594,False,False,False,False
2022-09-02 00:00:00+00:00,80.1933521055,83.1114001045,79.3651272609,81.2430789434,5308201,,,,,,,,,,,81.71851623549269,94.19684256850822,96.8550351909418,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,87.65058670739101,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.454651175928106,-19.558038086548482,False,False,False,True,True,,0,0.8428314278096444,1.1231351188647474,False,False,False,False,-0.34282825441539394,-0.29364965207282456,False,False,False,False,-66875707,-46362895.33422775,False,False,False,False,5398160.925787587,False,False,False,False
2022-09-09 00:00:00+00:00,83.8529502561,84.0551912065,80.3667014916,81.6957134515,4637782,,,,,,,,,,,82.05805203855995,93.88886905863721,96.52041004537378,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,87.22096651328597,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.16648285471346,-19.558038086548482,False,False,False,True,True,,0,0.8518406314291423,1.1109890747471753,False,False,False,False,-0.31421778232629044,-0.30393371719955753,False,False,False,False,-62237925,-47538823.45761828,False,False,False,False,5341836.560914433,False,False,False,False
2022-09-16 00:00:00+00:00,80.8385970426,86.0005565392,79.8370228119,85.2301148233,5611243,,,,,,,,,,,82.1054430641213,93.52091218125786,96.12131566965978,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,86.76170547578893,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.972263892469776,-19.558038086548482,False,False,False,True,True,,0,0.822465952581357,1.1264892680047187,False,False,False,False,-0.29370843406519953,-0.29882107563237853,False,False,False,False,-67849168,-49043293.423720635,False,False,False,False,5361792.593439289,False,False,False,False
2022-09-23 00:00:00+00:00,76.5337539549,81.1564042504,75.3299387738,79.6347818614,7088330,,,,,,,,,,,80.93764397252212,92.91355508977156,95.4928649167941,,,77.6733656597,"rgba(239, 83, 80, 0.5)",0.0,0.0,,83.1552828067913,,1.0,81.1564,75.32994,0.0,0.0,0.0,0.0,0.0,32.9268441457722,-19.558038086548482,False,False,False,True,False,,0,0.7984771987827812,1.158511684928295,False,False,False,False,-0.34282825441539394,-0.32082466502388624,False,False,False,False,-74937498,-50961382.65159318,False,False,False,False,5489684.253184527,True,False,False,False
2022-09-30 00:00:00+00:00,78.2479867728,79.5577376898,75.657376503,77.1212157633,10963514,,,,,,,,,,,80.0352640085707,92.06897647199477,94.60834013628407,,,77.76304957985886,"rgba(239, 83, 80, 0.5)",0.0,0.0,,82.32934179615938,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.95386259847551,-19.558038086548482,False,False,False,True,False,,0,0.7982417414474458,1.1885702843675197,False,False,False,False,-0.34282825441539394,-0.3318264597196401,False,False,False,False,-63973984,-51925279.04777146,False,False,False,False,5895153.1233190065,False,False,False,False
2022-10-07 00:00:00+00:00,81.406797808,85.0856570015,78.9991674458,79.4036493467,6928928,,,,,,,,,,,80.31296292507652,91.71924560181469,94.21653021609853,,,78.89125144130593,"rgba(239, 83, 80, 0.5)",0.0,0.0,,82.49859149001432,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.33679428736364,-19.558038086548482,False,False,False,True,False,,0,0.8310988024710377,1.1171632903377595,False,False,False,False,-0.2023768607014933,-0.2671016602105667,False,False,False,False,-57045056,-52304521.78497358,False,False,False,False,5971729.040110191,False,False,False,False
2022-10-14 00:00:00+00:00,81.4838419796,84.34410685,77.5256976641,81.3393841579,6389720,,,,,,,,,,,80.41344747547474,91.39549658365874,93.85632380102746,,,79.3447842346403,"rgba(239, 83, 80, 0.5)",0.0,0.0,,82.47918891549115,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.357636871263,-19.14573579047987,False,False,False,True,False,,0,0.849764951128608,1.093355906065368,False,False,False,False,-0.23553778054201926,-0.25131972037629297,False,False,False,False,-50655336,-52182359.87497553,False,False,False,False,6002691.333435362,False,False,False,False
2022-10-21 00:00:00+00:00,87.5221789281,87.5992230997,83.1065848438,83.2173358404,6801700,,,,,,,,,,,81.07766132911979,91.22801768517334,93.63505094632708,,,80.54418301441436,"rgba(239, 83, 80, 0.5)",0.0,0.0,,82.94905648755038,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.481834512724205,-16.01245158762775,False,False,False,True,True,,1,0.8830347337363791,1.0601270082480307,False,False,False,False,-0.06267387350726884,-0.1569967969417809,False,False,False,False,-43853636,-51565417.36571808,False,False,False,False,6061877.160588298,False,False,False,False
2022-10-28 00:00:00+00:00,94.0998250778,95.476989645,85.8946208033,87.2717853705,8303383,,,,,,,,,,,82.42372468048254,91.25006946904769,93.5742764788588,,,82.55941527896539,"rgba(239, 83, 80, 0.5)",0.0,0.0,,83.99757008440736,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.80218225619507,-11.851192742495037,False,False,False,True,True,,0,0.9332694526136817,0.9744438718149547,False,False,False,False,0.12213006550874726,-0.017433365716516817,False,False,False,False,-35550253,-50379108.89418341,False,False,False,False,6227914.63017435,False,False,False,False
2022-11-04 00:00:00+00:00,92.4722669529,93.7916483914,89.2460422675,92.9152709395,5537921,,,,,,,,,,,83.14946841149319,91.26420064070106,93.53624168977706,,,83.5471705922158,"rgba(239, 83, 80, 0.5)",0.0,0.0,,84.55483636342022,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.35471375829617,-9.487346260350705,False,False,False,True,True,,0,0.9752219246285037,0.9741391702850778,False,False,False,False,0.15143420964740392,0.06700042196544355,False,False,False,False,-41088174,-49690891.49461427,False,False,False,False,6176803.990902176,False,False,False,False
2022-11-11 00:00:00+00:00,106.0994548032,106.4654146182,92.5878332103,93.3679054476,7933148,,,,,,,,,,,84.99629718480789,91.61291422609642,93.78497789800265,,,85.95178307121395,#000000,0.0,0.0,,86.07947536930473,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.460866550410856,-4.7292409796678285,False,False,False,False,True,,0,1.0020701933553988,0.8718943340189417,False,False,False,False,0.3428282510363375,0.20491433650089053,False,False,False,False,-33155026,-48466012.56908729,False,False,False,False,6306903.547131645,False,False,False,False
2022-11-18 00:00:00+00:00,104.7704428432,108.0351896144,104.0866758203,105.0689890081,7342234,,,,,,,,,,,86.73566396503956,92.03274207957914,94.1091760449367,,,88.0990580294827,#000000,0.0,0.0,,87.53868558936611,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.66963979115122,-1.881325971312961,False,False,False,False,True,,0,1.0888818350310476,0.8656500428120624,False,False,False,False,0.3428282518123367,0.2738712941566136,False,False,False,False,-40497260,-47875734.60100675,False,False,False,False,6383594.69178856,False,False,False,False
2022-11-25 00:00:00+00:00,106.5617198327,106.5713503542,103.9942228144,105.4253183017,2968113,,,,,,,,,,,87.36089919975889,92.19634301404554,94.23610923884871,,,88.84302082713407,"rgba(38, 166, 154, 0.5)",0.0,0.0,,88.06582335532832,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.33228454783054,0.44615715610382267,False,False,True,False,True,,0,1.0554918637731852,0.8943484586888323,False,False,False,False,0.3227044439986532,0.2982878690776334,False,False,False,False,-37529147,-47109320.70463587,False,False,False,False,6130596.04795237,False,False,False,False
2022-12-02 00:00:00+00:00,107.8907317927,108.3337357793,102.4591176955,105.5697761235,4567445,,,,,,,,,,,88.27146153531511,92.44996747632774,94.43469292342621,,,89.90422902355246,"rgba(38, 166, 154, 0.5)",0.0,0.0,,88.83760809181462,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.511384689594394,2.3414503769565655,False,False,True,False,True,,0,1.028786058863253,0.8908017373549257,False,False,False,False,0.3256272619795992,0.3119575655286163,False,False,False,False,-32961702,-46061348.94873691,False,False,False,False,6014807.081437379,False,False,False,False
2022-12-09 00:00:00+00:00,103.3258646259,107.1395511197,102.6132060386,106.6676555687,3988561,,,,,,,,,,,88.9220801211218,92.63503235498955,94.57617200611614,,,90.63578211974624,"rgba(38, 166, 154, 0.5)",0.0,0.0,,89.389204375009,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.460035613548,2.3414503769565655,False,False,True,False,True,0.0,0,1.0580390322915996,0.8932043262985871,False,False,False,False,0.3122947410904822,0.3121261533095493,False,False,False,False,-36950263,-45386453.693274915,False,False,False,False,5864714.7791086845,False,False,False,False
