date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_174,Gap_Up_aVWAP_160,Gap_Up_aVWAP_153,Gap_Up_aVWAP_125,Gap_Up_aVWAP_113,Gap_Up_aVWAP_99,Gap_Up_aVWAP_64,Gap_Up_aVWAP_54,Gap_Down_aVWAP_167,Gap_Down_aVWAP_105,Gap_Down_aVWAP_34,Gap_Down_aVWAP_8,Gap_Down_aVWAP_4,aVWAP_OB_bull_171,aVWAP_OB_bull_91,aVWAP_OB_bull_38,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,132.0023071847,133.4249285811,131.6254538347,131.7573525072,1836137,,,,,,,,,,,,,,,,,#000000,1.0,127.450165,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1836137.0,False,False,False,False
2022-01-07 00:00:00+00:00,130.2593604408,133.4861672505,128.7142617056,132.2001551935,3932964,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3932964,-291330.6666666666,False,False,False,False,1991457.5185185187,False,False,False,False
2022-01-14 00:00:00+00:00,130.8623258008,132.2849471972,127.9322910043,129.1759070594,4161429,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7263581484081625,-69.3158953710204,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,228465,-252827.28395061722,False,False,False,False,2152196.146776406,False,False,False,False
2022-01-21 00:00:00+00:00,127.941712338,131.7290885059,127.8569203343,128.5352563643,4101690,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.733561446995495,-67.9412382915835,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3873225,-521004.89254686784,False,False,False,False,2296603.0988670425,False,False,False,False
2022-01-28 00:00:00+00:00,114.9120077605,126.5756189441,112.1515569714,124.5123468527,8444326,,,,,,,,,,,,,117.879727892,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.086217734227386,-67.9412382915835,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-12317551,-1394823.1227285813,False,False,False,False,2751989.9804324466,False,False,False,False
2022-02-04 00:00:00+00:00,118.8407039346,120.4423306723,114.7659770873,114.7659770873,5829405,,,,,,,,,,,,,117.93551927311438,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2364028687415,-64.18450260769,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6488146,-1772106.2988227606,False,False,False,False,2979946.648548562,False,False,False,False
2022-02-11 00:00:00+00:00,113.376330359,120.7438133523,113.074847679,120.3198533335,4437523,,,,,,,,,,,,,117.4128573839129,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.826310629042865,-61.78985638303118,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10925669,-2450147.980391445,False,False,False,False,3087915.267174594,False,False,False,False
2022-02-18 00:00:00+00:00,109.0142528324,114.0452450554,108.9200394948,111.7275969526,4410968,,,,,,,,,,,,,116.12460238723253,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.194207797195723,-60.441323094924336,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-15336637,-3404702.7225846713,False,False,False,False,3185919.1733098095,False,False,False,False
2022-02-25 00:00:00+00:00,108.3641808035,108.3924448048,101.1568604841,106.9886660759,5060255,,,,,,,,,,,,105.9711620308,114.30151929447103,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.356573483843148,-59.167732082236306,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-20396892,-4663383.409800622,False,False,False,False,3324758.8641757495,False,False,False,False
2022-03-04 00:00:00+00:00,99.9603510977,107.5351034335,99.2443297326,105.6885220183,7147739,,,,,,,,,,,,103.79044054795698,111.86265919025618,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.464121630258482,-58.906265731844044,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-27544631,-6358290.638704279,False,False,False,False,3607942.5779405087,False,False,False,False
2022-03-11 00:00:00+00:00,101.4489218303,106.4045433833,98.1137696825,101.8069325129,6789075,,,,,,,,,,,,103.14667895439882,110.27116798516106,,,,"rgba(239, 83, 80, 0.5)",-1.0,108.5701,,101.98907829869998,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.01702218977415,-57.16622099422421,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-20755556,-7424754.739540999,False,False,False,False,3843582.016611582,False,False,False,False
2022-03-18 00:00:00+00:00,108.6845061511,109.0330954999,102.7584872217,104.1528446169,5023116,,,,,,,,,,,,103.91596763703204,109.90401069582303,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,104.04570088891273,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.172834683532702,-51.068096560107094,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-15732440,-8040138.832908332,False,False,False,False,3930954.9042699835,False,False,False,False
2022-03-25 00:00:00+00:00,104.8971299832,107.1394074159,103.1918685743,106.2349593758,4518702,,,,,,,,,,,,104.09966267915284,109.48172533419252,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,104.33081855791016,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.982034994153167,-47.390427261454796,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-20251142,-8944657.586026235,False,False,False,False,3974491.7261759103,False,False,False,False
2022-04-01 00:00:00+00:00,104.2282152869,109.2874715111,103.088233903,104.4543272969,4881363,,,,,,,,,,,,104.30925555593964,109.14096988990352,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,105.07124107947345,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.842302390581047,-44.67990194656332,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-25132505,-10143757.394468736,False,False,False,False,4041667.376088806,False,False,False,False
2022-04-08 00:00:00+00:00,102.1932071967,106.0747967021,101.5808205028,103.7665699331,5400901,,,,,,,,,,,,104.16647203084045,108.63020287748706,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,104.34543484138425,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.729230848485777,-42.91671422710868,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-30533406,-11654101.7356192,False,False,False,False,4142351.348230376,False,False,False,False
2022-04-15 00:00:00+00:00,97.8782363387,102.2497351992,97.8782363387,101.9388311854,4556550,,,,,,,,,,,,103.65899909448653,107.9933266199305,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,103.20950360602323,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.522777536757985,-42.20347906539127,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-35089956,-13390090.940388149,False,False,False,False,4173032.7298429403,False,False,False,False
2022-04-22 00:00:00+00:00,97.8405510037,102.4758472092,97.2281643099,97.90650034,7540365,,,,,,,,,,,,102.99593737664058,107.09592017166347,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,102.16689728318264,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.368348840991757,-41.41649383356715,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-42630321,-15556033.907766804,False,False,False,False,4422464.749854574,False,False,False,False
2022-04-29 00:00:00+00:00,94.9670442097,98.0289776787,93.176990797,96.9926309661,6765140,,,,,,,,,,,,102.10402375037583,106.11596873765883,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,100.90057006512943,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.73511825372153,-41.132571013477374,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-49395461,-18062658.136821114,False,False,False,False,4595996.249865347,False,False,False,False
2022-05-06 00:00:00+00:00,90.5767026817,96.6534629511,90.0020013229,95.3815828947,9928382,,,,,,,,,,,,100.68061687142264,104.6162970953804,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,99.08935364715387,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.585817597419894,-41.132571013477374,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-59323843,-21119042.20076029,False,False,False,False,4990987.786912357,False,False,False,False
2022-05-13 00:00:00+00:00,92.9979854557,93.2994681358,89.3048226253,89.5497773029,8477403,,,,,,,,,,,,99.69870115943826,103.52693108682692,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,97.98702788412699,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.246650697107327,-39.9424500107609,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-50846440,-23321071.66737064,False,False,False,False,5249240.76565959,False,False,False,False
2022-05-20 00:00:00+00:00,93.8301704772,94.2698655121,87.5618758814,92.4703907657,8619512,,,,,,,,,,,,98.90385259595881,102.59651069206531,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,95.41075766535964,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.217787685372162,-38.204192798036864,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-42226928,-24721505.46978763,False,False,False,False,5498890.486721843,False,False,False,False
2022-05-27 00:00:00+00:00,97.4127244562,97.4127244562,92.6841384248,94.9954635725,7564904,,,,,,,,,,,,98.65238244389138,102.15335169085274,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,95.93847178239683,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.94541553879333,-34.859937225944826,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-34662024,-25457840.175729286,False,False,False,False,5651928.524742447,False,False,False,False
2022-06-03 00:00:00+00:00,96.7193269119,98.3565155582,95.091768787,96.0548209319,4892012,,,,,,,,,,,,98.55522003006578,101.93248435986749,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,96.15984936976508,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.711477010622282,-32.5495180068001,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-39554036,-26502002.82937897,False,False,False,False,5595638.411798562,False,False,False,False
