date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_5,Gap_Up_aVWAP_1,Gap_Down_aVWAP_19,Gap_Down_aVWAP_11,Gap_Down_aVWAP_9,aVWAP_OB_bull_26,aVWAP_OB_bear_6,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-24 00:00:00+00:00,24.4994242065,24.5052937379,24.4808373569,24.4955111855,250119,,,,,,,,#000000,1.0,24.406857,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,250119.0,False,False,False,False
2025-01-31 00:00:00+00:00,24.5070545973,24.5542064999,24.5070545973,24.5150762903,745080,,24.522771898166667,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,745080,55191.11111111111,False,False,False,False,286782.77777777775,False,False,False,False
2025-02-07 00:00:00+00:00,24.5737716046,24.6422494714,24.5493152237,24.5493152237,246,,24.522793574171025,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,745326,106312.21399176953,False,False,False,False,265557.83127572015,False,False,False,False
2025-02-14 00:00:00+00:00,24.559097776,24.5982279856,24.4612722521,24.5933367094,227,,24.522798670757094,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.98441825182131,45.25870787867483,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,745099,153629.7536960829,False,False,False,False,245903.6956256668,False,False,False,False
2025-02-21 00:00:00+00:00,24.6265973875,24.6275756428,24.5248588427,24.5248588427,75465,,24.529252299150908,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,1.0,24.6422494714,24.5982279856,6.0,93.72839248878026,44.27708824469023,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,820564,203032.290459336,False,False,False,False,233278.60706080258,False,False,False,False
2025-02-28 00:00:00+00:00,24.810411547,24.810411547,24.6422494714,24.6422494714,425010,24.754357521799996,24.60603385677087,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.37766118103887,43.591939722148254,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,1245574,280257.60227716295,False,False,False,False,247480.9324637061,False,False,False,False
2025-03-07 00:00:00+00:00,24.5814955357,24.8158897763,24.562281286,24.8158897763,283498,24.71388986067457,24.61478022704491,,,,,24.65322219933333,"rgba(38, 166, 154, 0.5)",0.0,0.0,,24.65322219933333,,-1.0,24.81589,24.56228,0.0,0.0,0.0,0.0,0.0,82.93237742558989,34.51320874590601,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,962076,330762.6687751509,False,False,False,False,250148.86339232046,False,False,False,False
2025-03-14 00:00:00+00:00,24.419742923,24.6726651901,24.419742923,24.6726651901,1145,24.713551292043103,24.614697396891,,,,,24.652622143218156,"rgba(38, 166, 154, 0.5)",0.0,0.0,,24.652622143218156,,0.0,0.0,0.0,0.0,-1.0,24.562281286,24.5177748095,10.0,70.91776564570227,23.739701546004966,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,960931,377441.80442143604,False,False,False,False,231704.13277066709,False,False,False,False
2025-03-21 00:00:00+00:00,24.4442508946,24.5177748095,24.4442508946,24.4785620549,126160,24.676601624545516,24.603584854315578,,,,,24.596156657268914,"rgba(38, 166, 154, 0.5)",0.0,0.0,,24.596156657268914,,0.0,0.0,0.0,0.0,-1.0,24.419742923,24.3903333571,10.0,62.988062214281975,17.149781716600444,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1087091,430008.4115013297,False,False,False,False,223886.0488617288,False,False,False,False
2025-03-28 00:00:00+00:00,24.2491674405,24.3903333571,24.1501552352,24.3903333571,446,24.676381156013235,24.603493256281688,,,24.263218677599998,,24.59579558565796,"rgba(38, 166, 154, 0.5)",0.0,0.0,,24.59579558565796,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.26901463010199,9.868302000249912,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,1086645,478648.15879752743,False,False,False,False,207334.9341312304,False,False,False,False
