date,Open,High,Low,Close,Volume,Gap_Up_aVWAP_446,Gap_Up_aVWAP_444,Gap_Up_aVWAP_439,Gap_Up_aVWAP_438,Gap_Up_aVWAP_434,Gap_Up_aVWAP_432,Gap_Up_aVWAP_429,Gap_Up_aVWAP_425,Gap_Up_aVWAP_418,Gap_Up_aVWAP_412,Gap_Down_aVWAP_442,Gap_Down_aVWAP_437,Gap_Down_aVWAP_422,Gap_Down_aVWAP_421,Gap_Down_aVWAP_417,Gap_Down_aVWAP_415,Gap_Down_aVWAP_409,Gap_Down_aVWAP_407,Gap_Down_aVWAP_403,Gap_Down_aVWAP_399,aVWAP_OB_bull_409,aVWAP_OB_bull_313,aVWAP_OB_bull_89,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,39.645,39.685,39.065,39.105,67156.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,67156.0,False,False,False,False
2023-12-15 17:00:00+00:00,38.93,38.99,38.705,38.85,24017.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-24017.0,-372.3565891472868,False,False,False,False,66487.17829457363,False,False,False,False
2023-12-18 17:00:00+00:00,39.02,39.16,38.965,39.015,25904.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.042553191489468,-71.0638297872342,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1887.0,-337.3278048194219,False,False,False,False,65857.98173186707,False,False,False,False
2023-12-19 17:00:00+00:00,39.55,39.565,39.345,39.41,21409.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.65774000455978,-52.00590633632198,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,23296.0,29.080378201034307,False,False,False,False,65168.850232148194,False,False,False,False
2023-12-20 17:00:00+00:00,39.63,39.675,39.17,39.235,29352.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.64605816190454,-43.746522692857596,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6056.0,-65.26195324394297,False,False,False,False,64613.550228549,False,False,False,False
2023-12-21 17:00:00+00:00,39.715,39.805,39.61,39.75,20809.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.75563171667349,-32.1587213482585,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,14753.0,164.47854215518794,False,False,False,False,63934.40991492809,False,False,False,False
2023-12-22 17:00:00+00:00,40.26,40.285,39.975,40.01,19890.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.73594326782083,-22.373801044137323,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,34643.0,699.0292624318516,False,False,False,False,63251.55084647959,False,False,False,False
2023-12-25 17:00:00+00:00,40.01,40.01,40.01,40.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.72281763525238,-15.106274739067345,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,34643.0,1225.2923746422105,False,False,False,False,62270.90664730936,False,False,False,False
2023-12-26 17:00:00+00:00,40.36,40.485,40.345,40.395,6344.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.4820440240689,-7.790190054071104,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,40987.0,1841.7529579810907,False,False,False,False,61403.82282332007,False,False,False,False
2023-12-27 17:00:00+00:00,40.59,40.625,40.31,40.425,18245.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,40.45333333333334,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.43346271177363,-1.9866345624562172,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,59232.0,2731.524229950376,False,False,False,False,60734.693787299606,False,False,False,False
2023-12-28 17:00:00+00:00,39.33,39.425,39.055,39.155,16013.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,39.87294894623154,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.3892649377718,-1.9866345624562172,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,43219.0,3359.237032586804,False,False,False,False,60041.33419369806,False,False,False,False
2023-12-29 17:00:00+00:00,38.93,39.12,38.905,39.09,14653.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 1.0)",0.0,0.0,,39.33062199709677,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.96255991398576,-1.9866345624562172,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,28566.0,3750.039559213365,False,False,False,False,59337.63908991979,False,False,False,False
2024-01-01 17:00:00+00:00,39.09,39.09,39.09,39.09,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,39.33062199709677,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.34475656479506,-1.9866345624562172,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,28566.0,4134.783131938739,False,False,False,False,58417.67569317684,False,False,False,False
2024-01-02 17:00:00+00:00,39.145,39.325,39.115,39.255,12228.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,39.33547002423019,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.29322068693965,-1.9866345624562172,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,40794.0,4703.143083381549,False,False,False,False,57701.55669018185,False,False,False,False
2024-01-03 17:00:00+00:00,39.295,39.635,39.29,39.515,16032.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,39.394827294046465,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.31400848871249,-1.9866345624562172,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,56826.0,5511.249392166331,False,False,False,False,57055.51705157438,False,False,False,False
2024-01-04 17:00:00+00:00,39.745,39.785,39.65,39.735,27935.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,39.51201124084311,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.75220398944981,-1.9866345624562172,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,84761.0,6739.9276961637515,False,False,False,False,56604.03616705385,False,False,False,False
2024-01-05 17:00:00+00:00,39.94,39.995,39.785,39.95,7726.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,39.5462527253172,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.909806267560015,-1.9866345624562172,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,92487.0,8069.339669866639,False,False,False,False,55846.237156711926,False,False,False,False
2024-01-08 17:00:00+00:00,39.945,40.29,39.94,40.185,15724.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,39.63312538577686,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.49681741588094,-1.9866345624562172,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,108211.0,9621.923550953978,False,False,False,False,55224.18696823577,False,False,False,False
2024-01-09 17:00:00+00:00,39.75,39.755,39.54,39.545,42682.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,39.628724302660544,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.99835751414193,-1.9866345624562172,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,65529.0,10488.699930008956,False,False,False,False,55029.734457100334,False,False,False,False
2024-01-10 17:00:00+00:00,39.555,39.755,39.51,39.65,54884.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,39.63185302524876,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.45881485716379,-1.9866345624562172,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,120413.0,12192.952644272382,False,False,False,False,55027.47500815304,False,False,False,False
2024-01-11 17:00:00+00:00,39.12,39.485,39.075,39.365,27164.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,39.59460903806522,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.297604892812835,-1.9866345624562172,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,93249.0,13449.635549012346,False,False,False,False,54595.483147561514,False,False,False,False
2024-01-12 17:00:00+00:00,39.415,39.535,39.35,39.485,25821.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,39.581085490382335,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.21273713507958,-1.9866345624562172,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,119070.0,15087.160579260215,False,False,False,False,54149.36712976986,False,False,False,False
2024-01-15 17:00:00+00:00,39.485,39.485,39.485,39.485,0.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,39.581085490382335,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.48949196325741,-1.9866345624562172,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,119070.0,16699.297624543004,False,False,False,False,53309.84205799048,False,False,False,False
2024-01-16 17:00:00+00:00,39.705,39.71,39.415,39.48,27699.0,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 1.0)",0.0,0.0,,39.57677159700779,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.96038252685885,-1.9866345624562172,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,91371.0,17856.99843656559,False,False,False,False,52912.77473926194,False,False,False,False
