date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_128,Gap_Up_aVWAP_88,Gap_Down_aVWAP_45,aVWAP_OB_bull_171,aVWAP_OB_bull_162,aVWAP_OB_bull_123,aVWAP_OB_bull_98,aVWAP_OB_bull_63,aVWAP_OB_bull_7,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,56.6201119892,57.7671294514,56.2501063562,56.8051148057,1168304,,,,,,,,,,#000000,1.0,62.01661,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1168304.0,False,False,False,False
2022-01-07 00:00:00+00:00,55.306591992,57.5451260716,54.3630776279,56.5646111442,2422020,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-2422020,-179408.88888888888,False,False,False,False,1261171.8518518517,False,False,False,False
2022-01-14 00:00:00+00:00,57.2213711428,58.1648855069,54.3815779095,54.7608336834,2753181,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.418866230791238,-93.5471655769781,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,331161,-141588.89711934156,False,False,False,False,1371691.0480109737,False,False,False,False
2022-01-21 00:00:00+00:00,56.3241074828,59.746659588,56.165097562,57.0733688896,2131729,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.77867363522452,-84.69194089297835,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-1800568,-264476.23807346437,False,False,False,False,1427990.1555657166,False,False,False,False
2022-01-28 00:00:00+00:00,54.8163345283,57.2028708611,52.8183041101,55.3250922737,2492638,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.79246979726185,-81.4641170018812,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4293206,-562900.6648828373,False,False,False,False,1506852.958857145,False,False,False,False
2022-02-04 00:00:00+00:00,55.9726021314,57.5728764941,54.700707768,54.7330832609,1262493,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.99300359616042,-74.69261324631186,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3030713,-745701.5785952198,False,False,False,False,1488752.221164023,False,False,False,False
2022-02-11 00:00:00+00:00,53.3121896043,58.2943874785,52.9870586344,56.5091102993,5036565,,,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.42628259104555,-73.18621517015427,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8067278,-1288040.5727733516,False,False,False,False,1751553.1677444656,False,False,False,False
2022-02-18 00:00:00+00:00,47.6363318158,54.2179115918,45.1932048135,53.2285844977,4202141,,,,,,,,,49.015816073699995,"rgba(239, 83, 80, 0.5)",-1.0,51.52356,,49.015816073699995,,1.0,54.21791,45.193203,0.0,0.0,0.0,0.0,0.0,28.239719090678754,-73.18621517015427,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-12269419,-2101476.0118271774,False,False,False,False,1933078.1923559867,False,False,False,False
2022-02-25 00:00:00+00:00,48.4816723375,48.9182767827,45.6669670839,48.2308570178,3233011,,,,,,,,,48.438867375730624,"rgba(239, 83, 80, 0.5)",0.0,0.0,,48.438867375730624,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.747478430199706,-73.18621517015427,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-9036408,-2615174.6776177566,False,False,False,False,2029369.5114407283,False,False,False,False
2022-03-04 00:00:00+00:00,53.0892426535,53.3214790605,48.0543573485,48.2587253867,2585584,,,,,,,,,49.22570763670885,"rgba(239, 83, 80, 0.5)",0.0,0.0,,49.22570763670885,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.650050097477745,-66.86811362906477,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6450824,-2899296.849646071,False,False,False,False,2070570.584667341,False,False,False,False
2022-03-11 00:00:00+00:00,53.2192950414,54.2132668636,52.2299679474,53.17284776,2495608,,,,,,,,,50.022289488629646,"rgba(239, 83, 80, 0.5)",0.0,0.0,,50.022289488629646,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.28233562763796,-60.831711516094586,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-3955216,-2977513.083005621,False,False,False,False,2102054.8376549454,False,False,False,False
2022-03-18 00:00:00+00:00,55.8946584507,56.2848156146,52.6340592957,53.4701103611,1806313,,,,,,,,,50.642218516851216,"rgba(239, 83, 80, 0.5)",0.0,0.0,,50.642218516851216,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.29482733434567,-53.53215670426275,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2148903,-2916134.5583385383,False,False,False,False,2080148.0348656902,False,False,False,False
