date,Close,High,Low,Open,Volume,Gap_Down_aVWAP_162,Gap_Down_aVWAP_150,Gap_Down_aVWAP_136,Gap_Down_aVWAP_88,aVWAP_OB_bear_181,aVWAP_OB_bear_161,aVWAP_OB_bear_84,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,4.5646055525,4.6840978444,4.4391386459,4.5287578649,931030,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,931030.0,False,False,False,False
2022-01-07 00:00:00+00:00,4.8454124386,4.9230824283,4.6183770839,4.6183770839,867216,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,867216,64238.22222222222,False,False,False,False,926303.0370370371,False,False,False,False
2022-01-14 00:00:00+00:00,4.8454124386,5.1262193246,4.7099081795,4.8633362824,775861,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,50.0,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,867216,123718.05761316873,False,False,False,False,915159.182441701,False,False,False,False
2022-01-21 00:00:00+00:00,4.4929101773,4.9589301159,4.4929101773,4.8633362824,598899,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.1331118291916,34.055519776032696,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,268317,134429.09038256365,False,False,False,False,891732.5022608342,False,False,False,False
2022-01-28 00:00:00+00:00,4.5347324795,4.8991839699,4.3973760899,4.4331640313,650312,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.26272701490802,24.471415091411046,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,918629,192517.97257644782,False,False,False,False,873849.502093365,False,False,False,False
2022-02-04 00:00:00+00:00,4.4988847919,4.6781232298,4.4243216017,4.5048594065,1022262,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.722100515825936,17.34815157707459,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-103633,170580.86349671095,False,False,False,False,884843.0204568194,False,False,False,False
2022-02-11 00:00:00+00:00,4.3375701978,4.5765547817,4.2778240518,4.4988847919,1187258,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.896799920082216,10.033996095024456,False,False,True,False,False,,0,,,False,False,False,False,,,False,False,False,False,-1290891,62323.68842288053,False,False,False,False,907244.1300526106,False,False,False,False
2022-02-18 00:00:00+00:00,4.3793925,4.5705801671,4.2927605883,4.3076971248,990934,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.722264640520876,6.21914500100231,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,-299957,35488.081873037525,False,False,False,False,913443.3796783432,False,False,False,False
2022-02-25 00:00:00+00:00,4.3973163438,4.4271894167,4.0926109993,4.3674432708,725938,,,,,,,,#000000,-1.0,3.942555,,4.305705586599999,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.50134910418406,4.1138677319798305,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,425981,64413.483215775486,False,False,False,False,899554.0922947621,False,False,False,False
2022-03-04 00:00:00+00:00,4.6801201798,4.7915516127,4.3247442588,4.3548608623,1224018,,,,,,,,#000000,0.0,0.0,,4.489688910699492,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.61446964835289,4.1138677319798305,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,1649999,181864.26223682915,False,False,False,False,923588.4558284834,False,False,False,False
