date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_160,Gap_Up_aVWAP_118,Gap_Up_aVWAP_114,Gap_Up_aVWAP_93,Gap_Down_aVWAP_176,aVWAP_OB_bull_150,aVWAP_OB_bull_111,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,48.1658128022,48.2473883226,45.9995295392,46.4164710877,7999269,,,,,,,,#000000,-1.0,43.544186,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,7999269.0,False,False,False,False
2022-01-07 00:00:00+00:00,45.4375648433,48.7957570984,44.766832787,47.1597147177,12239886,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-12239886,-906658.2222222221,False,False,False,False,8313388.777777778,False,False,False,False
2022-01-14 00:00:00+00:00,46.5977500219,47.7216794136,45.0840709218,45.1928382822,9627258,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.943127300168944,-72.35781825042235,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-2612628,-1033026.3539094649,False,False,False,False,8410712.423868313,False,False,False,False
2022-01-21 00:00:00+00:00,46.1264247931,49.7791953161,45.5463322038,46.3348955673,11448199,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.258735970489715,-66.84382965503177,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-14060827,-1998048.6239902452,False,False,False,False,8635711.429507699,False,False,False,False
2022-01-28 00:00:00+00:00,41.9298174676,46.1808084733,41.1650016445,45.7910587649,13794738,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.0918758618,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.856078653852133,-66.6306450756426,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-27855565,-3913420.207398375,False,False,False,False,9017861.545840463,False,False,False,False
2022-02-04 00:00:00+00:00,43.6882231288,44.6943212133,42.2198637623,42.2651834958,10814186,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.28622339894604,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.380287897854707,-61.4059945147526,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-17041379,-4885861.59944294,False,False,False,False,9150922.616518946,False,False,False,False
2022-02-11 00:00:00+00:00,45.0840709218,45.7004192978,42.4645903234,44.0598449438,18105874,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,43.76526380500472,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.447480927187033,-54.668915058272944,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,1064495,-4445094.443928649,False,False,False,False,9814252.348628655,False,False,False,False
2022-02-18 00:00:00+00:00,49.7791953161,51.4016417767,45.5735240439,45.7185471913,22587748,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,45.5476051209358,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.59854635262802,-44.10516054022828,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,23652243,-2363810.188822823,False,False,False,False,10760437.2116932,False,False,False,False
2022-02-25 00:00:00+00:00,46.9512439434,50.8849968144,45.7548029781,50.0239218772,20420504,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.09932886107202,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.7869006899584,-39.38139632399509,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,3231739,-1949325.0637248363,False,False,False,False,11475997.71453074,False,False,False,False
2022-03-04 00:00:00+00:00,51.5647928174,51.7381359606,45.6369716709,47.5857202129,22809516,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,46.84484059558662,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.22939382899423,-32.441174199122294,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,26041255,124051.23729181802,False,False,False,False,12315517.587528463,False,False,False,False
2022-03-11 00:00:00+00:00,56.0467034695,57.863200862,51.1266426926,51.8842772834,37347762,,,,,,,,#000000,0.0,0.0,,48.93581434013466,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.024620964063075,-25.20413466778178,False,False,False,False,True,,0,,,False,False,False,False,,,False,False,False,False,63389017,4810344.997492424,False,False,False,False,14169757.914378205,False,False,False,False
2022-03-18 00:00:00+00:00,55.097378199,56.6674161463,52.3406836635,54.4492811393,20229631,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,49.638025628261666,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.02815975162582,-20.655827485020797,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,43159386,7651014.701381873,False,False,False,False,14618637.402202042,False,False,False,False
2022-03-25 00:00:00+00:00,56.6400317635,58.1735572005,55.2981970062,55.4077345374,14978655,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,50.222478296980704,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.5654325035544,-16.47797373356706,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,58138041,11390794.427205438,False,False,False,False,14645305.372409297,False,False,False,False
2022-04-01 00:00:00+00:00,57.7627914584,57.8723289896,53.2169839132,55.690706493,13032893,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,50.62943792947905,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.558169835917724,-12.751528673850885,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,71170934,15818952.914079107,False,False,False,False,14525867.418897497,False,False,False,False
2022-04-08 00:00:00+00:00,59.4514950646,59.5290841492,56.4118285735,58.1918134557,14803951,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,51.184585618977884,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.35346493646125,-9.15189225614867,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,85974885,21015688.624147322,False,False,False,False,14546466.202682868,False,False,False,False
2022-04-15 00:00:00+00:00,60.0630796138,60.5103578663,57.9270977552,60.0083108482,11709930,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,51.62592465527093,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.57885973793022,-6.04947870580088,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,97684815,26694883.170506783,False,False,False,False,14336352.409891544,False,False,False,False
2022-04-22 00:00:00+00:00,54.4036405013,61.2862487124,53.9837466317,60.5286141215,13296661,,,,,,,,"rgba(38, 166, 154, 0.5)",1.0,55.15879,,54.23206738023842,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.50812913204553,-6.04947870580088,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,84388154,30968458.78750628,False,False,False,False,14259338.23138106,False,False,False,False
2022-04-29 00:00:00+00:00,53.15308702,55.4898876858,50.0221392529,52.4502211947,16192502,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,53.256393956636856,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.50045822750605,-6.04947870580088,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,68195652,33726028.65509841,False,False,False,False,14402535.547575057,False,False,False,False
2022-05-06 00:00:00+00:00,52.3771961739,54.9969687954,50.5698269089,51.4643834138,11866134,,,,,,,,"rgba(38, 166, 154, 0.5)",0.0,0.0,,52.99989066584229,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.85455043936415,-6.04947870580088,False,False,True,False,True,,0,,,False,False,False,False,,,False,False,False,False,56329518,35400361.199165195,False,False,False,False,14214653.951458385,False,False,False,False
2022-05-13 00:00:00+00:00,46.2248381709,51.5008959242,45.2435644538,51.071873927,17768755,,,,,,,,#000000,0.0,0.0,,50.491359144339185,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.75376972468772,-6.04947870580088,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,38560763,35634465.03626407,False,False,False,False,14477920.695794802,False,False,False,False
2022-05-20 00:00:00+00:00,49.1640952584,50.0677798909,45.8779693221,46.1518131501,12223388,,,,,,,,#000000,0.0,0.0,,50.328864030036335,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.782400720346935,-6.04947870580088,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,50784151,36756663.9965408,False,False,False,False,14310918.273884075,False,False,False,False
2022-05-27 00:00:00+00:00,49.3466578104,50.6382878659,48.3060512639,50.2047018049,11997442,,,,,,,,#000000,0.0,0.0,,50.34462302176863,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.47385728187488,-6.04947870580088,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,62781593,38684436.515315555,False,False,False,False,14139549.661003772,False,False,False,False
2022-06-03 00:00:00+00:00,49.8299432754,51.1911155908,48.2480403143,50.0138854802,10511488,,,,,,,,#000000,0.0,0.0,,50.36512556212234,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.814640802875374,-6.04947870580088,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,73293081,41248039.81047737,False,False,False,False,13870804.35278127,False,False,False,False
2022-06-10 00:00:00+00:00,49.6735924014,50.5013323229,46.2062818412,50.2346161259,8117329,,,,,,,,#000000,0.0,0.0,,50.290709603683716,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.25721399700427,-6.04947870580088,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,65175752,43020462.93562719,False,False,False,False,13444620.99331599,False,False,False,False
2022-06-17 00:00:00+00:00,46.6661373532,48.698698716,44.0357638248,47.9537327866,18775659,,,,,,,,#000000,0.0,0.0,,49.8010985553967,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.28979526199301,-6.04947870580088,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,46400093,43270805.90335851,False,False,False,False,13839512.697514806,False,False,False,False
2022-06-24 00:00:00+00:00,45.2681765968,48.1008865505,43.5023314309,46.5005893689,9070191,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,49.562123825972925,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.23003788380815,-6.04947870580088,False,False,False,True,False,,0,,,False,False,False,False,-0.23611844285043573,-0.23611844285043573,False,False,False,False,37329902,42830738.94755418,False,False,False,False,13486229.608810006,False,False,False,False
2022-07-01 00:00:00+00:00,43.6034996436,46.3718298255,41.2766307531,45.4981043528,11177949,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,49.17229579042456,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.019897330451606,7.610179002961303,False,False,False,True,False,,0,0.9356428246203128,0.9918560854146705,False,False,False,False,-0.32567200330805257,-0.28089522307924414,False,False,False,False,26151953,41595273.321809426,False,False,False,False,13315245.860009264,False,False,False,False
2022-07-08 00:00:00+00:00,41.54334695,43.2816007852,40.2327587409,42.775759722,11180382,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,48.70105305296098,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.59693590459283,4.532440464133103,False,False,False,True,False,,0,0.9341398573179779,1.020224952728286,False,False,False,False,-0.34282825441539394,-0.31186173874731904,False,False,False,False,14971571,39623147.22389762,False,False,False,False,13157107.796304874,False,False,False,False
