date,Close,High,Low,Open,Volume,Gap_Up_aVWAP_189,aVWAP_OB_bull_171,aVWAP_OB_bull_40,aVWAP_OB_bear_154,aVWAP_OB_bear_147,aVWAP_OB_bear_122,aVWAP_OB_bear_49,color,Liquidity,Liquidity_Level,StDev,StDev_Mean,StdDev_ZScore,OB,OB_High,OB_Low,OB_Mitigated_Index,FVG,FVG_High,FVG_Low,FVG_Mitigated_Index,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,9.0,9.54,8.0,8.77,4319483,,,,,,,,#000000,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,False,False,False,False,False,,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4319483.0,False,False,False,False
2022-01-07 00:00:00+00:00,8.4,9.45,7.6893,8.99,3471880,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-3471880,-257176.2962962963,False,False,False,False,4256697.592592592,False,False,False,False
2022-01-14 00:00:00+00:00,8.23,8.98,8.0,8.5,2415719,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-5887599,-674244.6447187929,False,False,False,False,4120328.807956104,False,False,False,False
2022-01-21 00:00:00+00:00,7.6,8.295,7.28,7.93,2881268,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-8768867,-1273846.300665549,False,False,False,False,4028546.5258852816,False,False,False,False
2022-01-28 00:00:00+00:00,7.04,8.0,6.9,7.3,4686123,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,7.3133333333333335,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-50.0,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-13454990,-2176153.24135699,False,False,False,False,4077255.8943382236,False,False,False,False
2022-02-04 00:00:00+00:00,7.72,7.97,6.99,7.01,3233217,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,7.41403956137759,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.285162663555244,-42.16793216960794,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-10221773,-2772125.075330546,False,False,False,False,4014734.4947576146,False,False,False,False
2022-02-11 00:00:00+00:00,8.4704,8.82,7.53,7.53,3698973,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,7.687659118531236,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.38263494562826,-32.017174027833164,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-6522800,-3049952.8475282835,False,False,False,False,3991344.7544051986,False,False,False,False
2022-02-18 00:00:00+00:00,8.59,9.28,8.1,8.5,1951144,,,,,,,,"rgba(239, 83, 80, 0.5)",1.0,8.27,,8.241829396700743,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.94053931625433,-24.630236050931224,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-4571656,-3162671.5995632256,False,False,False,False,3840218.772597406,False,False,False,False
2022-02-25 00:00:00+00:00,7.10204,8.269,6.52,7.89,2678078,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,7.8048607886980506,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.011294809384076,-24.474390278914772,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-7249734,-3465416.9625585424,False,False,False,False,3754134.270923524,False,False,False,False
2022-03-04 00:00:00+00:00,6.0,7.1,5.7,6.75,5843030,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,7.162741426940117,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.774410357551687,-24.474390278914772,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-13092764,-4178553.7801467986,False,False,False,False,3908867.2878921516,False,False,False,False
2022-03-11 00:00:00+00:00,5.92,6.22,5.41,6.0,4223422,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.880640092955071,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.771704287538043,-24.474390278914772,False,False,False,True,False,,0,,,False,False,False,False,,,False,False,False,False,-17316186,-5151711.722358147,False,False,False,False,3932167.6369371777,False,False,False,False
2022-03-18 00:00:00+00:00,6.74,6.75,5.35,5.57,3392030,,,,,,,,"rgba(239, 83, 80, 0.5)",-1.0,5.026118,,6.625608327033742,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.44377247471389,-24.474390278914772,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-13924156,-5801522.409590877,False,False,False,False,3892157.441608498,False,False,False,False
2022-03-25 00:00:00+00:00,6.73,6.94,6.33,6.74,4499793,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.689448773740414,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.3313189441739,-24.276769920730946,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-18423949,-6736516.971843404,False,False,False,False,3937167.4829708315,False,False,False,False
2022-04-01 00:00:00+00:00,7.157591,7.44,6.42,6.73,2867185,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.750572089749941,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.24250055429215,-21.736457442152933,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-15556764,-7389868.603558707,False,False,False,False,3857909.5212692884,False,False,False,False
2022-04-08 00:00:00+00:00,6.87049,7.63,6.3,7.3,2679518,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.817403433497463,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.63421828254011,-20.611374737309568,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-18236282,-8193306.632924728,False,False,False,False,3770621.2604345265,False,False,False,False
2022-04-15 00:00:00+00:00,6.65,7.01,6.3,6.99,1609024,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.786692003711176,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.11950758839251,-20.259179739229964,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-19845306,-9056417.697152525,False,False,False,False,3610502.9448467838,False,False,False,False
2022-04-22 00:00:00+00:00,6.46,6.85,5.88,6.85,2969419,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.714826645717909,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.03586278526918,-20.259179739229964,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-22814725,-10075551.571437523,False,False,False,False,3563015.245228504,False,False,False,False
2022-04-29 00:00:00+00:00,5.8729,6.46,5.85,6.44,2395464,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.640147068734626,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.770111772606384,-20.259179739229964,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-25210189,-11196635.825405113,False,False,False,False,3476529.96780417,False,False,False,False
2022-05-06 00:00:00+00:00,5.952,6.0,5.1401,5.8,2699280,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.538122704545875,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.19279093008733,-20.259179739229964,False,False,False,True,True,,0,,,False,False,False,False,,,False,False,False,False,-22510909,-12034730.134634364,False,False,False,False,3418955.8961149724,False,False,False,False
2022-05-13 00:00:00+00:00,5.91272,5.9733,5.08,5.94,2836840,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.180013277947227,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6978986031224,-20.259179739229964,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-25347749,-13020879.680217005,False,False,False,False,3375836.200106456,False,False,False,False
2022-05-20 00:00:00+00:00,6.26,6.26,5.4708,5.91,1710892,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.196096603205728,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.832186706833895,-20.259179739229964,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-23636857,-13807248.370571302,False,False,False,False,3252507.0000985702,False,False,False,False
2022-05-27 00:00:00+00:00,6.09,6.45,5.7,6.45,1448481,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.205362498272579,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.224109095735294,-20.259179739229964,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-25085338,-14642662.41719565,False,False,False,False,3118875.444535713,False,False,False,False
2022-06-03 00:00:00+00:00,6.21,6.28,5.73,5.73,1172575,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,6.207698940203203,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.024537160531175,-19.608461472468562,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-23912763,-15329336.534440417,False,False,False,False,2974705.0412367713,False,False,False,False
2022-06-10 00:00:00+00:00,6.05,6.46,5.58,6.46,2207365,,,,,,,,"rgba(239, 83, 80, 0.5)",1.0,6.24,,6.105243920615977,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.1704507605358,-19.241578634046697,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-26120128,-16128654.420778165,False,False,False,False,2917865.0381821957,False,False,False,False
2022-06-17 00:00:00+00:00,5.21,5.94,5.06,5.37,1742894,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.990210517944643,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.389031815029796,-19.241578634046697,False,False,False,True,True,,1,,,False,False,False,False,,,False,False,False,False,-27863022,-16997866.834053855,False,False,False,False,2830830.146464996,False,False,False,False
2022-06-24 00:00:00+00:00,5.18,5.42,4.83,5.12,1757189,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.889061139436119,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.05787493522214,-19.241578634046697,False,False,False,True,False,,1,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-29620211,-17932855.290790606,False,False,False,False,2751301.1726527745,False,False,False,False
2022-07-01 00:00:00+00:00,5.0,5.3,4.8,5.02,1714969,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.808057740138956,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.7480313862985,-19.241578634046697,False,False,False,True,False,,1,0.8604830849603728,1.1461958345846066,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-31335180,-18925620.084065378,False,False,False,False,2674535.8265303466,False,False,False,False
2022-07-08 00:00:00+00:00,5.1,5.43,4.83,5.06,1186323,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.769873813675918,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.313948420792826,-19.241578634046697,False,False,False,True,False,,1,0.8676682433366668,1.1441736630728023,False,False,False,False,-0.3266356264411651,-0.33473194042827953,False,False,False,False,-30148857,-19756970.966727205,False,False,False,False,2564297.839379951,False,False,False,False
2022-07-15 00:00:00+00:00,5.29,5.4,4.794472,5.0,1597231,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.498343690771566,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.95239909377838,-19.241578634046697,False,False,False,True,False,,1,0.851517129098067,1.128421306242881,False,False,False,False,-0.3332468936521393,-0.3339894170402094,False,False,False,False,-28551626,-20408426.895117782,False,False,False,False,2492663.2586851395,False,False,False,False
2022-07-22 00:00:00+00:00,6.15,6.43,5.11,5.68,2907378,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.659435314189606,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.96809287258406,-18.802188126477436,False,False,False,True,True,,1,0.8950808803945254,1.0577171240204746,False,False,False,False,-0.2021602789124773,-0.26807484797634334,False,False,False,False,-25644248,-20796265.495479427,False,False,False,False,2523382.8691529073,False,False,False,False
2022-07-29 00:00:00+00:00,5.55,6.26,5.35,5.99,1901291,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.6578386622988734,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.22065411767875,-17.569417073789317,False,False,False,True,True,,1,0.9194539976656345,1.053085365504943,False,False,False,False,-0.19555981777839865,-0.231817332877371,False,False,False,False,-27545539,-21296211.68099947,False,False,False,False,2477301.9899563957,False,False,False,False
2022-08-05 00:00:00+00:00,5.58,5.75,5.15,5.41,1302298,,,,,,,,"rgba(239, 83, 80, 0.5)",0.0,0.0,,5.630714148545703,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.226830876586334,-16.558572610079082,False,False,False,True,True,,1,0.9062275989803289,1.073719569266758,False,False,False,False,-0.26339959451674894,-0.24760846369705997,False,False,False,False,-26243241,-21662658.297221728,False,False,False,False,2390264.6573670334,False,False,False,False
