date,Open,High,Low,Close,Volume,aVWAP_peak_422,aVWAP_peak_389,aVWAP_peak_293,aVWAP_peak_247,aVWAP_valley_432,aVWAP_valley_413,aVWAP_valley_343,aVWAP_valley_325,aVWAP_valley_191,aVWAP_valley_172,aVWAP_valley_148,aVWAP_OB_bull_432,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,69.915,70.3,68.93,69.515,38567.0,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,38567.0,False,False,False,False
2023-12-15 17:00:00+00:00,68.73,68.74,67.87,68.46,67566.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-67566.0,-1047.53488372093,False,False,False,False,39016.59689922481,False,False,False,False
2023-12-18 17:00:00+00:00,68.09,68.68,68.08,68.565,66189.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.3564198188599805,-55.03462972828997,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1377.0,-1052.6428700198303,False,False,False,False,39437.87446667869,False,False,False,False
2023-12-19 17:00:00+00:00,68.36,68.69,67.255,67.61,65099.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.890776856093565,-54.21806641289375,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-66476.0,-2066.9584844381275,False,False,False,False,39835.72137417204,False,False,False,False
2023-12-20 17:00:00+00:00,68.08,68.16,66.635,66.635,28085.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.6382728293615823,-53.99085509351535,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-94561.0,-3500.974631966218,False,False,False,False,39653.53964744069,False,False,False,False
2023-12-21 17:00:00+00:00,66.94,67.33,66.52,67.31,24489.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,10.666310782290683,-47.053437997453436,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-70072.0,-4533.083552400851,False,False,False,False,39418.4305056199,False,False,False,False
2023-12-22 17:00:00+00:00,66.975,67.12,66.39,66.905,39228.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,14.274040700938384,-43.55568846787574,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-109300.0,-6157.376830658202,False,False,False,False,39415.47809468005,False,False,False,False
2023-12-25 17:00:00+00:00,66.905,66.905,66.905,66.905,0.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,16.67919398003685,-41.14824879893936,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-109300.0,-7756.487267392184,False,False,False,False,38804.3854110416,False,False,False,False
2023-12-26 17:00:00+00:00,66.815,67.59,66.76,67.41,41148.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,22.75943527482431,-35.36147063297533,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-68152.0,-8692.851805882228,False,False,False,False,38840.72052094793,False,False,False,False
2023-12-27 17:00:00+00:00,66.95,67.29,66.775,67.2,21439.0,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,25.95042941405326,-32.35255607380429,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-89591.0,-9947.086661604984,False,False,False,False,38570.92640434408,False,False,False,False
