date,Close,High,Low,Open,Volume,aVWAP_peak_905,aVWAP_peak_880,aVWAP_peak_862,aVWAP_peak_835,aVWAP_peak_807,aVWAP_peak_765,aVWAP_peak_744,aVWAP_peak_734,aVWAP_peak_698,aVWAP_peak_686,aVWAP_peak_659,aVWAP_peak_635,aVWAP_valley_900,aVWAP_valley_885,aVWAP_valley_869,aVWAP_valley_854,aVWAP_valley_840,aVWAP_valley_816,aVWAP_valley_798,aVWAP_valley_769,aVWAP_valley_723,aVWAP_valley_672,aVWAP_valley_649,aVWAP_valley_619,aVWAP_valley_607,aVWAP_valley_576,aVWAP_valley_554,aVWAP_valley_525,aVWAP_valley_504,aVWAP_valley_459,aVWAP_valley_431,aVWAP_valley_403,aVWAP_valley_389,aVWAP_valley_365,aVWAP_valley_330,aVWAP_valley_298,aVWAP_valley_285,aVWAP_valley_245,aVWAP_valley_229,aVWAP_valley_196,aVWAP_OB_bull_900,aVWAP_OB_bull_330,aVWAP_OB_bull_245,aVWAP_OB_bear_765,aVWAP_OB_bear_635,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-18 00:00:00+00:00,94.02,103.55,93.99,103.53,466979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,39.327364587297886,-17.240096934165337,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-772178,-248119.30400585028,False,False,False,False,321538.8567998345,False,False,False,False
2022-01-19 00:00:00+00:00,91.42,97.24,91.06,95.75,419772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,38.75550507633446,-17.240096934165337,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1191950,-285132.2724762091,False,False,False,False,325391.13692533126,False,False,False,False
2022-01-20 00:00:00+00:00,91.57,96.21,91.31,92.67,386883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,38.47558551811635,-17.240096934165337,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-805067,-305521.86963400483,False,False,False,False,327802.5825361026,False,False,False,False
2022-01-21 00:00:00+00:00,89.47,94.89,89.35,90.56,683743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.40688255669747,-17.240096934165337,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1488810,-351925.32572678896,False,False,False,False,341761.03027978487,False,False,False,False
2022-01-24 00:00:00+00:00,94.7,95.0,86.2393,86.79,513359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,40.15773288274391,-17.240096934165337,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-975451,-376377.3129531894,False,False,False,False,348490.3624256757,False,False,False,False
2022-01-25 00:00:00+00:00,89.41,93.47,89.255,92.29,370669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,39.68542393559194,-17.240096934165337,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1346120,-414406.4379354173,False,False,False,False,349360.1129187864,False,False,False,False
2022-01-26 00:00:00+00:00,88.91,94.59,87.32,93.11,401637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,39.17026317214524,-17.240096934165337,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1747757,-466694.6952712833,False,False,False,False,351410.18692197127,False,False,False,False
2022-01-27 00:00:00+00:00,84.19,89.335,83.74,89.25,419797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.0633094737525,-17.240096934165337,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2167554,-533395.0601626055,False,False,False,False,354092.0227289528,False,False,False,False
2022-01-28 00:00:00+00:00,84.67,84.7,80.02,84.19,723370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,83.13,,36.00069503920448,-17.240096934165337,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1444184,-569112.2734895621,False,False,False,False,368573.5120336998,False,False,False,False
2022-01-31 00:00:00+00:00,91.54,91.63,84.8,84.81,393003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,85.310273600311,,39.566482732593435,-17.030812023613947,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1051181,-588016.929431148,False,False,False,False,369531.53116963315,False,False,False,False
2022-02-01 00:00:00+00:00,92.97,93.69,89.5,92.25,346668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,86.90804360916746,,42.6990102144307,-13.934464776937475,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-704513,-592585.4027867892,False,False,False,False,368634.92210415733,False,False,False,False
2022-02-02 00:00:00+00:00,92.95,95.74,91.18,95.0,291982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,87.96980541565553,,44.77669401336301,-11.870783263684295,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-996495,-608424.9948343661,False,False,False,False,365628.92515889625,False,False,False,False
2022-02-03 00:00:00+00:00,87.85,90.57,87.29,88.86,319323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,88.06219884243035,,43.63474795316262,-11.870783263684295,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1315818,-636165.8969977243,False,False,False,False,363813.00652521406,False,False,False,False
2022-02-04 00:00:00+00:00,90.05,91.18,85.84,86.96,396861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,88.2165512682669,,44.21226786085716,-11.870783263684295,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-918957,-647255.7441742842,False,False,False,False,365109.00626932335,False,False,False,False
2022-02-07 00:00:00+00:00,90.42,93.71,89.95,89.97,337927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,88.59469492377367,,44.82511396962467,-11.29505967929785,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-581030,-644658.6561674495,False,False,False,False,364043.0452391538,False,False,False,False
2022-02-08 00:00:00+00:00,93.09,93.52,90.0,90.0,463508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,89.10579047652223,,46.85822115325343,-9.082321512729507,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-117522,-623986.6304353927,False,False,False,False,367943.6317003634,False,False,False,False
2022-02-09 00:00:00+00:00,93.04,97.93,90.1705,97.32,506344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,91.71833731478057,,48.182096483735464,-7.579010314246744,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-623866,-623981.8998300832,False,False,False,False,373371.09712387854,False,False,False,False
2022-02-10 00:00:00+00:00,91.87,96.06,90.16,90.16,301644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,91.638433141061,,48.29158117208932,-7.194010363866809,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-925510,-635806.5312092957,False,False,False,False,370558.26978568727,False,False,False,False
2022-02-11 00:00:00+00:00,87.56,92.91,86.905,91.58,304523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,91.03399053833292,,45.841338742387876,-7.194010363866809,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1230033,-659109.5299854018,False,False,False,False,367968.65136271913,False,False,False,False
2022-02-14 00:00:00+00:00,87.13,90.0399,86.25,88.11,355780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,90.42588991604585,,43.97807685419748,-7.194010363866809,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1585813,-695450.8425349938,False,False,False,False,367490.6650347694,False,False,False,False
2022-02-15 00:00:00+00:00,91.08,91.29,88.29,89.2,237957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,90.37472251319495,,45.63154904463249,-7.194010363866809,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1347856,-721035.3585140136,False,False,False,False,362410.91346477845,False,False,False,False
2022-02-16 00:00:00+00:00,92.07,92.635,89.685,90.21,205377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,90.43369853727495,,47.38982021571539,-7.194010363866809,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1142479,-737562.560140915,False,False,False,False,356252.7207798852,False,False,False,False
2022-02-17 00:00:00+00:00,88.99,91.7,88.95,91.05,154042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,90.39106524142791,,46.58476954788033,-7.194010363866809,False,False,False,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1296521,-759482.4989589184,False,False,False,False,348322.8885924387,False,False,False,False
2022-02-18 00:00:00+00:00,85.78,89.05,85.26,88.31,238665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,90.10343210764864,,44.28143425536483,-7.194010363866809,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1535186,-789902.2440977844,False,False,False,False,344022.57923587254,False,False,False,False
2022-02-22 00:00:00+00:00,84.45,87.23,83.44,84.37,238623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,89.75104586708396,,42.071796264248015,-2.891422287233418,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1773809,-828486.8227606163,False,False,False,False,339889.2624030932,False,False,False,False
2022-02-23 00:00:00+00:00,82.25,86.81,82.07,85.69,194496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,89.4338016592715,,39.533488903102466,-5.337849217629376,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1968305,-873185.5748092197,False,False,False,False,334187.56583826605,False,False,False,False
2022-02-24 00:00:00+00:00,86.7,87.06,77.37,78.28,314333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,88.99351574521118,,41.31166393651403,-5.337849217629376,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1653972,-903804.6503068974,False,False,False,False,333408.955413236,False,False,False,False
2022-02-25 00:00:00+00:00,87.85,88.8,85.47,86.57,262199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,88.8979444655961,,43.29108288495384,-5.337849217629376,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1391773,-922940.6640203524,False,False,False,False,330616.40814212867,False,False,False,False
2022-02-28 00:00:00+00:00,86.21,88.575,85.4,87.17,436110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,88.70628454033869,,43.611016644223966,-5.337849217629376,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1827883,-958428.5987646523,False,False,False,False,334753.4117443981,False,False,False,False
2022-03-01 00:00:00+00:00,83.2,87.63,82.04,86.68,308586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,88.4475125687804,,42.148852108043116,-5.337849217629376,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-2136469,-1004626.2615581953,False,False,False,False,333727.23873481393,False,False,False,False
2022-03-02 00:00:00+00:00,87.47,88.07,83.695,84.36,171131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,88.38477928903974,,44.224247461129465,-5.337849217629376,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-1965338,-1042301.231693168,False,False,False,False,327350.9156471742,False,False,False,False
2022-03-03 00:00:00+00:00,84.9,87.84,84.25,87.78,151370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,88.31234074102473,,44.14617817943903,-5.337849217629376,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-2116708,-1084434.8304502987,False,False,False,False,320449.7032688536,False,False,False,False
2022-03-04 00:00:00+00:00,78.64,83.88,77.75,83.88,325730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,87.86307887880207,,41.228715026121804,-5.337849217629376,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2442438,-1137689.8567071497,False,False,False,False,320656.77372889855,False,False,False,False
2022-03-07 00:00:00+00:00,73.98,80.75,73.74,79.23,366939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,87.18699614963823,,37.65631292884076,-7.22569036417584,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2809377,-1203246.2152676538,False,False,False,False,322471.76299443195,False,False,False,False
2022-03-08 00:00:00+00:00,76.74,78.835,73.675,74.26,290562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,83.28485386307523,,37.184690900581415,-7.688027207830878,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2518815,-1254837.1480022557,False,False,False,False,321220.39973974833,False,False,False,False
2022-03-09 00:00:00+00:00,80.64,81.32,78.94,79.37,340885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,83.7786241529845,,39.284780821717135,-7.688027207830878,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2177930,-1291036.8676884419,False,False,False,False,321991.560534268,False,False,False,False
2022-03-10 00:00:00+00:00,79.95,80.285,77.3645,78.46,149997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,83.72332121677319,,40.37128975190721,-7.688027207830878,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2327927,-1331699.225818307,False,False,False,False,315246.67580743396,False,False,False,False
2022-03-11 00:00:00+00:00,77.93,81.91,77.87,81.76,166305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,83.65336195169522,,40.172080600183364,-7.688027207830878,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2494232,-1377288.7463744518,False,False,False,False,309405.8257757699,False,False,False,False
2022-03-14 00:00:00+00:00,74.95,78.42,74.0,77.26,314716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,83.1277092556552,,38.772085132243895,-7.688027207830878,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2808948,-1433432.2465166303,False,False,False,False,309614.0679022103,False,False,False,False
2022-03-15 00:00:00+00:00,77.88,78.13,74.855,75.23,191687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,82.94121508498101,,39.83832448272058,-7.688027207830878,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.33500372433368414,-0.33500372433368414,False,False,False,False,-2617261,-1479856.9035159783,False,False,False,False,304989.47700408445,False,False,False,False
2022-03-16 00:00:00+00:00,85.82,86.1,79.36,79.36,394205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,83.30954980590566,,44.771897290547386,-10.15889695058452,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.8807730740350088,1.020342900218257,False,False,False,False,-0.15713246895032543,-0.2460680966420048,False,False,False,False,-2223056,-1509001.966123195,False,False,False,False,308488.1249647086,False,False,False,False
2022-03-17 00:00:00+00:00,86.83,87.28,84.05,84.29,198090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,83.54528078437163,,48.50913006633574,-6.726779506922391,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9106329414523701,1.0156462632843797,False,False,False,False,-0.07761399236121315,-0.16184104450160897,False,False,False,False,-2024966,-1529235.8498046382,False,False,False,False,304158.7867307984,False,False,False,False
2022-03-18 00:00:00+00:00,90.33,90.48,85.6,86.49,449071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,84.20321911693213,,52.49010839131999,-3.1439930904062052,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9169970723888956,1.0017858092897052,False,False,False,False,-0.01402358339275387,-0.08793231394718141,False,False,False,False,-1575895,-1531065.6204005347,False,False,False,False,309841.61862370826,False,False,False,False
2022-03-21 00:00:00+00:00,88.67,90.97,87.51,90.0,245450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,84.49459898647653,,54.13052449240308,-1.7602976708015774,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9286475048807866,0.9861693961916257,False,False,False,False,0.018031090428970546,-0.03495061175910544,False,False,False,False,-1821345,-1542449.1254828665,False,False,False,False,307316.45710905304,False,False,False,False
2022-03-22 00:00:00+00:00,89.55,91.31,88.6,89.09,211351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,84.74226429600051,,55.628662938537516,-0.40164839722715584,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9349987576618708,0.9881987303643651,False,False,False,False,0.03714374033660432,0.0010965642887494423,False,False,False,False,-1609994,-1545097.9440913815,False,False,False,False,303553.1058498745,False,False,False,False
2022-03-23 00:00:00+00:00,86.51,90.0,86.02,87.82,187204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,84.86245195987694,,54.718140681522314,-0.40164839722715584,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9459275260946431,0.971303810602097,False,False,False,False,-0.014825045184323265,-0.0068642404477869115,False,False,False,False,-1797198,-1554984.2207936803,False,False,False,False,298990.39581654605,False,False,False,False
2022-03-24 00:00:00+00:00,90.28,90.4,86.46,87.79,119201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,84.96401530652888,,55.95766237670787,-0.017159931239959292,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9362049577752142,0.9765619653078851,False,False,False,False,-0.0036058445488480954,-0.005235042498317503,False,False,False,False,-1677997,-1559808.251350791,False,False,False,False,291939.8312747207,False,False,False,False
2022-03-25 00:00:00+00:00,88.29,89.9,87.19,89.9,207994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,85.10739530691502,,55.538886319453574,-0.017159931239959292,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9214889267474768,0.9939251960950544,False,False,False,False,-0.0005341980656497396,-0.0028846202819836214,False,False,False,False,-1885991,-1572599.7316899756,False,False,False,False,288647.8378913984,False,False,False,False
2022-03-28 00:00:00+00:00,88.72,88.883,85.42,88.15,170963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,85.19377698826237,,55.48568305933391,-0.017159931239959292,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9159264255210698,1.0029802605814595,False,False,False,False,-0.0377723052436845,-0.020328462762834062,False,False,False,False,-1715028,-1578185.1539766432,False,False,False,False,284032.7462093828,False,False,False,False
