date,Close,High,Low,Open,Volume,aVWAP_peak_174,aVWAP_peak_166,aVWAP_valley_181,aVWAP_valley_176,aVWAP_valley_171,aVWAP_valley_151,aVWAP_valley_133,aVWAP_valley_132,aVWAP_valley_115,aVWAP_valley_110,aVWAP_valley_93,aVWAP_OB_bull_133,aVWAP_OB_bull_115,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,50.2000118046,50.3480714482,48.7817562708,49.1207349286,5690001,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,5690001.0,False,False,False,False
2022-01-07 00:00:00+00:00,51.8988014,52.1559576231,49.5298471018,50.2000118046,12614419,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12614419,934401.4074074073,False,False,False,False,6202920.851851852,False,False,False,False
2022-01-14 00:00:00+00:00,52.6235143925,52.8417075515,51.3143554383,52.0001053667,11537037,,,,,,,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24151456,2654183.2290809327,False,False,False,False,6598040.566529492,False,False,False,False
2022-01-21 00:00:00+00:00,51.9065940128,52.5494845707,51.4624150819,52.4286990719,10059389,,,,,,,,,,,,,,,,#000000,,,,92.87074698728671,43.26062801141947,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14092067,3501433.8787786416,False,False,False,False,6854436.746786566,False,False,False,False
2022-01-28 00:00:00+00:00,50.8545912817,52.6078512407,50.1688413533,52.0234832051,13658581,,,,,,,,,,,,,,,,#000000,,,,81.73676125614983,33.027942893053705,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,433486,3274178.480350594,False,False,False,False,7358447.432209784,False,False,False,False
2022-02-04 00:00:00+00:00,47.9869097629,50.005196484,47.9713245373,50.005196484,17983387,,,,,,,,,,,,,,,,#000000,,,,66.83160347140094,19.607794493234536,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17549901,1731654.0743986983,False,False,False,False,8145479.992786837,False,False,False,False
2022-02-11 00:00:00+00:00,49.7558328737,50.5740572201,47.6362421859,48.1817250835,17740424,,,,,,,,,,,,,,,,#000000,,49.32204409323333,,60.809287135558094,15.008405907628756,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,190523,1617496.2170358319,False,False,False,False,8856216.585913736,False,False,False,False
2022-02-18 00:00:00+00:00,51.4857929204,51.501378146,49.2999650236,49.9818186456,16609358,,,,,,,,,,,,,,,,#000000,,50.018497801970476,,59.515359665816476,14.809057924350284,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16799881,2742117.3120702147,False,False,False,False,9430523.357327534,False,False,False,False
2022-02-25 00:00:00+00:00,51.1818810203,52.1092019462,49.1090460094,51.4624150819,13965644,,,,,,,,,,,,,,,,#000000,,50.244404573306795,,58.02446997425963,14.155024646834221,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2834237,2748940.992657606,False,False,False,False,9766458.219747717,False,False,False,False
2022-03-04 00:00:00+00:00,51.072131197,51.2608503885,49.1928025818,50.5138369222,14800049,,,,,,,,,,,,,,,,#000000,,50.306354945262164,,56.750870748235116,13.496003653723903,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.06552594891415608,-0.06552594891415608,False,False,False,False,-11965812,1658959.2894977834,False,False,False,False,10139316.7960627,False,False,False,False
