date,Open,High,Low,Close,Volume,aVWAP_peak_421,aVWAP_peak_392,aVWAP_peak_308,aVWAP_peak_278,aVWAP_peak_257,aVWAP_peak_232,aVWAP_peak_206,aVWAP_peak_151,aVWAP_peak_108,aVWAP_peak_83,aVWAP_peak_61,aVWAP_valley_382,aVWAP_valley_343,aVWAP_OB_bull_343,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,3.965,3.995,3.865,3.925,54929.0,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,54929.0,False,False,False,False
2023-12-15 17:00:00+00:00,3.825,3.835,3.69,3.725,54959.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-54959.0,-852.077519379845,False,False,False,False,54929.46511627907,False,False,False,False
2023-12-18 17:00:00+00:00,3.585,3.615,3.545,3.555,35129.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-90088.0,-2235.580193497987,False,False,False,False,54622.48116098792,False,False,False,False
2023-12-19 17:00:00+00:00,3.665,3.695,3.635,3.68,8794.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,9.597611261197219,-41.3621498649225,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-81294.0,-3461.292128482514,False,False,False,False,53911.96207322067,False,False,False,False
2023-12-20 17:00:00+00:00,3.67,3.725,3.52,3.52,9145.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,13.183008974948983,-38.71114859821775,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-90439.0,-4809.783723389762,False,False,False,False,53217.90064572887,False,False,False,False
2023-12-21 17:00:00+00:00,3.665,3.67,3.595,3.66,22858.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,21.517877812048965,-31.732014068011182,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-67581.0,-5782.980874965115,False,False,False,False,52747.204511686556,False,False,False,False
2023-12-22 17:00:00+00:00,3.715,3.73,3.655,3.685,10355.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.961386016007182,-26.670530965658166,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57226.0,-6580.5470629501515,False,False,False,False,52089.96103088521,False,False,False,False
2023-12-25 17:00:00+00:00,3.685,3.685,3.685,3.685,0.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.25705815197934,-23.503645429043942,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-57226.0,-7365.747883679606,False,False,False,False,51282.36473583273,False,False,False,False
2023-12-26 17:00:00+00:00,3.775,3.825,3.775,3.81,8232.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.34198845066268,-17.619203440577074,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-48994.0,-8011.147141296977,False,False,False,False,50614.917220548494,False,False,False,False
2023-12-27 17:00:00+00:00,3.775,3.83,3.775,3.79,6996.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,43.40341640550988,-14.453783124103552,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-55990.0,-8755.005325152837,False,False,False,False,49938.654938059364,False,False,False,False
2023-12-28 17:00:00+00:00,3.795,3.805,3.755,3.795,27485.0,,,,,,,,,,,,,,,,,#000000,,,,46.27791556472408,-12.125890788185387,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28505.0,-9061.206792979925,False,False,False,False,49590.53625684914,False,False,False,False
2023-12-29 17:00:00+00:00,3.725,3.76,3.705,3.715,16042.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,45.475621489463876,-12.125890788185387,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-44547.0,-9611.374129522872,False,False,False,False,49070.40391178171,False,False,False,False
2024-01-01 17:00:00+00:00,3.715,3.715,3.715,3.715,0.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,44.94075877262374,-12.125890788185387,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-44547.0,-10153.011739917867,False,False,False,False,48309.622455785095,False,False,False,False
2024-01-02 17:00:00+00:00,3.745,3.745,3.615,3.635,26239.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.16314553094263,-12.125890788185387,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-70786.0,-11093.058069531544,False,False,False,False,47967.44226267215,False,False,False,False
2024-01-03 17:00:00+00:00,3.515,3.595,3.505,3.555,18913.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.39549426226962,-12.125890788185387,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-89699.0,-12311.754843647333,False,False,False,False,47516.98579348343,False,False,False,False
2024-01-04 17:00:00+00:00,3.555,3.57,3.535,3.555,10356.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.88372674982095,-6.231153815648241,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-89699.0,-13511.55709413342,False,False,False,False,46940.846478855776,False,False,False,False
2024-01-05 17:00:00+00:00,3.54,3.545,3.485,3.505,15040.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.072787758992895,-9.150307123210403,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-104739.0,-14925.936053914298,False,False,False,False,46446.25971174173,False,False,False,False
2024-01-08 17:00:00+00:00,3.555,3.635,3.53,3.6,27928.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.8185235365589,-9.150307123210403,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-76811.0,-15885.394409667564,False,False,False,False,46159.1549100093,False,False,False,False
2024-01-09 17:00:00+00:00,3.705,3.705,3.58,3.58,18976.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,37.05297091568521,-9.150307123210403,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-95787.0,-17124.178992463414,False,False,False,False,45737.71064783861,False,False,False,False
2024-01-10 17:00:00+00:00,3.545,3.555,3.46,3.485,25292.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.40113899215403,-9.150307123210403,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-121079.0,-18735.88164374305,False,False,False,False,45420.72288585662,False,False,False,False
2024-01-11 17:00:00+00:00,3.325,3.485,3.305,3.345,15471.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,31.759061403765507,-11.221179209573457,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-136550.0,-20562.457122134627,False,False,False,False,44956.38609692862,False,False,False,False
2024-01-12 17:00:00+00:00,3.365,3.465,3.34,3.445,50416.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.36536264859505,-11.221179209573457,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-86134.0,-21579.070190008508,False,False,False,False,45041.031273720415,False,False,False,False
2024-01-15 17:00:00+00:00,3.445,3.445,3.445,3.445,0.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,34.43623014514808,-11.221179209573457,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-86134.0,-22579.921814969617,False,False,False,False,44342.72071133715,False,False,False,False
2024-01-16 17:00:00+00:00,3.335,3.36,3.29,3.35,73141.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,33.180408001749186,-11.221179209573457,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-159275.0,-24699.225352722027,False,False,False,False,44789.20566154897,False,False,False,False
2024-01-17 17:00:00+00:00,3.215,3.215,3.17,3.195,42695.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.005098898541103,-13.90786962571299,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-201970.0,-27447.6094557806,False,False,False,False,44756.73735671875,False,False,False,False
2024-01-18 17:00:00+00:00,3.045,3.045,2.98,3.04,25332.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.274637489028038,-17.59593162449289,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-227302.0,-30546.127138636715,False,False,False,False,44455.57863800993,False,False,False,False
2024-01-19 17:00:00+00:00,2.925,3.1,2.915,3.1,27756.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,3.038333333333333,,26.002076253870577,-18.059278348724543,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-199546.0,-33166.28020625475,False,False,False,False,44196.670442071794,False,False,False,False
2024-01-22 17:00:00+00:00,3.175,3.21,3.125,3.2,53886.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,3.130737243085667,,29.12554555096552,-18.059278348724543,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-145660.0,-34910.368885227545,False,False,False,False,44346.8926057606,False,False,False,False
2024-01-23 17:00:00+00:00,3.34,3.46,3.325,3.41,91998.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,3.272515088689242,,36.35892987089173,-19.989825583898885,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-53662.0,-35201.09184824727,False,False,False,False,45085.66946458602,False,False,False,False
2024-01-24 17:00:00+00:00,3.49,3.49,3.385,3.415,26640.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,3.3617313760734966,,41.28550158558494,-15.594704282694515,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27022.0,-35074.284222693044,False,False,False,False,44799.69009304205,False,False,False,False
