date,Open,High,Low,Close,Volume,aVWAP_peak_416,aVWAP_peak_390,aVWAP_peak_358,aVWAP_peak_332,aVWAP_valley_374,aVWAP_valley_343,aVWAP_valley_313,aVWAP_valley_267,aVWAP_valley_195,aVWAP_valley_135,aVWAP_valley_90,aVWAP_valley_40,aVWAP_OB_bull_267,aVWAP_OB_bull_195,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-29 17:00:00+00:00,10.33,10.54,10.33,10.47,1923.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,10.446666666666665,,55.124158050854746,-6.459857296229707,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2487.0,242.84507862118852,False,False,False,False,1514.906625766807,False,False,False,False
2024-01-01 17:00:00+00:00,10.47,10.47,10.47,10.47,0.0,,,,,,,,,,,,,,,,,#000000,,10.446666666666665,,50.75779258989954,-6.459857296229707,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2487.0,200.5218991076817,False,False,False,False,1491.419701336314,False,False,False,False
2024-01-02 17:00:00+00:00,10.595,10.735,10.4,10.465,955.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,10.475425063701644,,47.763209007531884,-6.459857296229707,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3442.0,144.04869136957808,False,False,False,False,1483.1031168194718,False,False,False,False
2024-01-03 17:00:00+00:00,10.48,10.66,10.41,10.485,902.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,10.48566402116402,,46.27484873537417,-6.459857296229707,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2540.0,102.43553336384818,False,False,False,False,1474.0937661711077,False,False,False,False
2024-01-04 17:00:00+00:00,10.48,10.52,10.4,10.43,362.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,10.48254707870594,,44.20140285606783,-6.459857296229707,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2902.0,55.85513749774201,False,False,False,False,1456.8520023545016,False,False,False,False
2024-01-05 17:00:00+00:00,10.395,10.71,10.39,10.625,709.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,10.49605957534529,,47.41613079034081,-6.459857296229707,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2193.0,20.989166373746002,False,False,False,False,1445.2573976668348,False,False,False,False
2024-01-08 17:00:00+00:00,10.93,11.325,10.93,11.17,1496.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,10.89494853211491,,56.016886072410294,-6.459857296229707,False,False,True,False,True,,-1.0,11.325,10.93,50.0,0,,,False,False,False,False,,,False,False,False,False,-697.0,9.857551391207304,False,False,False,False,1446.044104679752,False,False,False,False
2024-01-09 17:00:00+00:00,10.845,10.88,10.68,10.79,1396.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,10.820641805323113,,55.70549094797102,-6.459857296229707,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2093.0,-22.744891266020716,False,False,False,False,1445.2682270878179,False,False,False,False
2024-01-10 17:00:00+00:00,10.605,10.605,10.445,10.54,426.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,10.788761757813447,,52.653350021747414,-6.459857296229707,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2519.0,-61.446520858795594,False,False,False,False,1429.4656189159139,False,False,False,False
2024-01-11 17:00:00+00:00,10.34,10.345,10.105,10.16,1504.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,10.642283178068848,,47.36890277124072,-6.459857296229707,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4023.0,-122.86595464393054,False,False,False,False,1430.6211907156671,False,False,False,False
2024-01-12 17:00:00+00:00,9.99,9.99,9.63,9.68,970.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,10.527192952792443,,41.03247571809392,4.249647307421064,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4993.0,-198.3719088354975,False,False,False,False,1423.4797769061217,False,False,False,False
2024-01-15 17:00:00+00:00,9.68,9.68,9.68,9.68,0.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,10.527192952792443,,36.80819101599605,-0.33120248076599523,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4993.0,-272.70722807835796,False,False,False,False,1401.4103230006003,False,False,False,False
2024-01-16 17:00:00+00:00,9.15,9.3,9.045,9.09,1042.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,10.359900664940294,,31.506052484063247,-5.845753074732123,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6035.0,-362.04510051125163,False,False,False,False,1395.8380699308234,False,False,False,False
2024-01-17 17:00:00+00:00,9.16,9.43,9.16,9.37,1747.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,10.187729487645345,,31.217373769947535,-6.74743541478577,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4288.0,-422.9126183327826,False,False,False,False,1401.2824409396478,False,False,False,False
2024-01-18 17:00:00+00:00,9.28,9.28,9.07,9.16,58.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,10.182207268088499,,30.063809625705396,-8.659373097814644,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4346.0,-483.73567851366965,False,False,False,False,1380.4563565839944,False,False,False,False
2024-01-19 17:00:00+00:00,9.09,9.09,8.79,8.895,1857.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.996854088775748,,28.204396183045745,-11.26927695209104,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6203.0,-572.4064431878763,False,False,False,False,1387.8446301253277,False,False,False,False
2024-01-22 17:00:00+00:00,9.57,9.57,9.085,9.15,1292.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.930142793004318,,29.812767222318286,-11.26927695209104,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4911.0,-639.6714595725604,False,False,False,False,1386.3586668675707,False,False,False,False
2024-01-23 17:00:00+00:00,8.88,9.0,8.88,8.975,315.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.908679280738529,,30.000532837551027,-11.26927695209104,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5226.0,-710.7773284163966,False,False,False,False,1369.748454978151,False,False,False,False
2024-01-24 17:00:00+00:00,9.05,9.05,8.74,8.815,1060.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.837245063228963,,29.352900700230187,-12.542521998158868,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6286.0,-797.2148892161424,False,False,False,False,1364.9461533505826,False,False,False,False
2024-01-25 17:00:00+00:00,8.9,8.96,8.75,8.76,480.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.80672418103272,,28.653010631319898,-14.030766354237983,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6766.0,-889.754193259303,False,False,False,False,1351.2260579497981,False,False,False,False
2024-01-26 17:00:00+00:00,8.8,8.905,8.74,8.77,276.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.789694368264371,,28.32779045253521,-15.120660179509926,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6490.0,-976.5797096428796,False,False,False,False,1334.555886508716,False,False,False,False
2024-01-29 17:00:00+00:00,8.74,8.74,8.58,8.6,1639.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.684283254564605,,27.185491240839326,-16.900182578506268,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8129.0,-1087.4699467026799,False,False,False,False,1339.2759502837746,False,False,False,False
2024-01-30 17:00:00+00:00,8.495,8.495,8.23,8.4,1035.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.612625540338772,,25.451094742203402,-19.105535314377065,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9164.0,-1212.6874669088397,False,False,False,False,1334.5584936902276,False,False,False,False
2024-01-31 17:00:00+00:00,8.0,8.24,8.0,8.09,930.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.542170128446438,,23.051374985061734,-21.78442988537167,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10094.0,-1350.3822348637414,False,False,False,False,1328.286268981852,False,False,False,False
2024-02-01 17:00:00+00:00,7.98,8.15,7.9,8.15,1991.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.407790029141546,,22.422560375177966,-22.7356027203156,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8103.0,-1455.0739831604276,False,False,False,False,1338.5609004705054,False,False,False,False
2024-02-02 17:00:00+00:00,8.15,8.16,7.95,8.05,2205.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.283948076912445,,21.561504791950178,-23.91053548543937,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10308.0,-1592.328650088173,False,False,False,False,1351.994064804296,False,False,False,False
2024-02-05 17:00:00+00:00,7.62,7.675,7.47,7.61,403.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.255980664840472,,19.422476924941385,-26.217660351065135,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10711.0,-1733.703399699209,False,False,False,False,1337.2809785282602,False,False,False,False
2024-02-06 17:00:00+00:00,7.725,7.725,7.6,7.63,676.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.212901836338125,,18.334655250869314,-27.478676445804595,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10035.0,-1862.4056725720895,False,False,False,False,1327.028560256504,False,False,False,False
2024-02-07 17:00:00+00:00,7.36,7.49,7.27,7.335,1007.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,9.141790084044988,,16.717687842186397,-29.212258274979398,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11042.0,-2004.7249644701965,False,False,False,False,1322.0668771517521,False,False,False,False
2024-02-08 17:00:00+00:00,7.445,7.47,7.235,7.375,1407.0,,,,,,,,,,,,7.359999999999999,,,,7.359999999999999,"rgba(239, 83, 80, 0.5)",,8.487293694609363,,16.350082128133117,-29.78053880205552,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9635.0,-2123.0238022303483,False,False,False,False,1323.3836697540505,False,False,False,False
2024-02-09 17:00:00+00:00,7.25,7.63,7.25,7.575,2613.0,,,,,,,,,,,,7.441249999999999,,,,7.441249999999999,"rgba(239, 83, 80, 0.75)",,8.424206940078472,,19.528128386657727,-29.78053880205552,False,True,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7022.0,-2198.976921575614,False,False,False,False,1343.3777213857707,False,False,False,False
2024-02-12 17:00:00+00:00,8.88,8.955,8.49,8.49,3749.0,,,,,,,,,,,,8.022130261294889,,,,8.022130261294889,"rgba(239, 83, 80, 0.75)",,8.59850150412077,,31.16151701996514,-23.771781882745127,False,True,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3273.0,-2215.628442171341,False,False,False,False,1380.6741908216502,False,False,False,False
2024-02-13 17:00:00+00:00,8.1,8.1,7.95,8.05,1754.0,,,,,,,,,,,,8.02419370646505,,,,8.02419370646505,"rgba(239, 83, 80, 0.5)",,8.571406896891974,,35.788864068640734,-20.068603822939732,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5027.0,-2259.215598106669,False,False,False,False,1386.462187863175,False,False,False,False
2024-02-14 17:00:00+00:00,8.3,9.015,8.3,8.75,3435.0,,,,,,,,,,,,8.20024862375881,,,,8.20024862375881,"rgba(239, 83, 80, 0.5)",,8.621307633152858,,43.193782792025075,-13.761346409107531,True,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1592.0,-2248.871170229046,False,False,False,False,1418.2224640203349,False,False,False,False
2024-02-15 17:00:00+00:00,8.505,9.16,8.505,9.16,2956.0,,,,,,,,,,,,8.337965837208328,,,,8.337965837208328,"rgba(38, 166, 154, 1.0)",,8.672644157103022,,50.01312641271292,-8.048235220556542,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1364.0,-2192.8576637138667,False,False,False,False,1442.0639762060662,False,False,False,False
2024-02-16 17:00:00+00:00,8.84,8.9,8.695,8.815,2320.0,,,,,,,,,,,,8.39717679426712,,,,8.39717679426712,"rgba(38, 166, 154, 1.0)",,8.691283880846932,,52.1631225006473,-6.498773032652409,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-956.0,-2173.6815759043493,False,False,False,False,1455.6753874276776,False,False,False,False
2024-02-19 17:00:00+00:00,8.815,8.815,8.815,8.815,0.0,,,,,,,,,,,,8.39717679426712,,,,8.39717679426712,"rgba(38, 166, 154, 1.0)",,8.691283880846932,,53.59645322593688,-5.24664125457916,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-956.0,-2154.802791781801,False,False,False,False,1433.1067767698842,False,False,False,False
2024-02-20 17:00:00+00:00,9.065,9.09,8.86,9.05,5467.0,,,,,,,,,,,,8.536227233731347,,,,8.536227233731347,"rgba(38, 166, 154, 1.0)",,8.74978362085749,,55.83960171452401,-2.990051161848548,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4511.0,-2051.4570120642534,False,False,False,False,1495.6477569750023,False,False,False,False
2024-02-21 17:00:00+00:00,8.785,8.79,8.6,8.64,1639.0,,,,,,,,,,,,8.545310905024994,,,,8.545310905024994,"rgba(38, 166, 154, 1.0)",,8.749071014380448,,54.35258993184667,-2.990051161848548,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2872.0,-1975.1243452105439,False,False,False,False,1497.8702723707386,False,False,False,False
2024-02-22 17:00:00+00:00,12.535,13.52,12.36,13.35,28991.0,,,,,,,,,,,,10.963240537937212,,,,10.963240537937212,"rgba(38, 166, 154, 1.0)",,10.57030891267643,,64.01193338274413,4.9104723778391275,True,False,True,False,True,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,31863.0,-1450.5022623390626,False,False,False,False,1924.120345667316,False,False,False,False
2024-02-23 17:00:00+00:00,16.7,17.37,15.82,16.94,31789.0,,,,,,,,,,,,13.084510121535843,,,,13.084510121535843,"rgba(38, 166, 154, 1.0)",,12.473159884976994,,72.454105050246,12.562152075925276,True,False,True,False,True,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,63652.0,-441.16114199272033,False,False,False,False,2387.14173565697,False,False,False,False
2024-02-26 17:00:00+00:00,20.37,23.5,20.33,22.81,21656.0,,,,,,,,,,,,14.918812707219914,,,,14.918812707219914,"rgba(38, 166, 154, 1.0)",,14.167178596243744,,79.49902043292934,18.79233917888706,True,False,True,False,True,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,85308.0,888.2832167978645,False,False,False,False,2685.8837242514355,False,False,False,False
2024-02-27 17:00:00+00:00,24.5,25.6,23.845,25.14,12479.0,,,,,,,,,,,,15.950594126370353,,,,15.950594126370353,"rgba(38, 166, 154, 1.0)",,15.139936555495462,,84.5185843856578,23.216787887482567,True,False,True,False,True,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,97787.0,2390.588903359138,False,False,False,False,2837.7149843405605,False,False,False,False
2024-02-28 17:00:00+00:00,27.86,28.4,26.555,28.045,9248.0,,,,,,,,,,,,16.78725612534073,,,,16.78725612534073,"rgba(38, 166, 154, 1.0)",,15.930872086562916,,88.18223679111449,26.585273156075502,True,False,True,False,True,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,107035.0,4012.9828738496935,False,False,False,False,2937.099248149234,False,False,False,False
2024-02-29 17:00:00+00:00,32.65,34.21,30.105,32.15,27881.0,,,,,,,,,,,,19.509693393229302,,,,19.509693393229302,"rgba(38, 166, 154, 1.0)",,18.524258837565014,,90.95030165344,29.351503109977216,True,False,True,False,True,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,134916.0,6042.487015340395,False,False,False,False,3323.8263915887806,False,False,False,False
2024-03-01 17:00:00+00:00,40.155,41.87,36.15,39.1,18452.0,,,,,,,,,,,,21.559178239950867,,,,21.559178239950867,"rgba(38, 166, 154, 1.0)",,20.48647755016209,,93.1387981331163,31.78392754203317,True,False,True,False,True,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,153368.0,8326.603495722715,False,False,False,False,3558.37171885097,False,False,False,False
2024-03-04 17:00:00+00:00,40.4,43.32,40.02,41.98,12928.0,,,,,,,,,,,,22.943597922979663,,,,22.943597922979663,"rgba(38, 166, 154, 1.0)",,21.822856162466376,,94.69730121280031,33.796889026915096,True,False,True,False,True,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,166296.0,10775.741426021586,False,False,False,False,3703.6372735974664,False,False,False,False
2024-03-05 17:00:00+00:00,38.4,40.49,36.77,39.1,18540.0,,,,,,,,,,,,24.360504950861213,,,,24.360504950861213,"rgba(38, 166, 154, 1.0)",,23.22267308994762,,91.85349052019367,33.796889026915096,True,False,True,False,True,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,147756.0,12899.466365153034,False,False,False,False,3933.658401138591,False,False,False,False
2024-03-06 17:00:00+00:00,43.45,46.3,43.12,44.125,14534.0,,,,,,,,,,,,25.68095244427615,,,,25.68095244427615,"rgba(38, 166, 154, 1.0)",,24.516736222976874,,90.83131810334422,33.796889026915096,True,False,True,False,True,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,162290.0,15215.598669569265,False,False,False,False,4098.004782516287,False,False,False,False
2024-03-07 17:00:00+00:00,42.27,44.98,42.06,44.445,6245.0,,,,,,,,,,,,26.177834691756946,,,,26.177834691756946,"rgba(38, 166, 154, 0.75)",,25.008050017130774,,90.1999245519134,33.796889026915096,True,False,True,False,False,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,168535.0,17592.643651436407,False,False,False,False,4131.291530074174,False,False,False,False
2024-03-08 17:00:00+00:00,43.91,46.93,43.91,45.785,6103.0,,,,,,,,,,,,26.682465483276825,,,,26.682465483276825,"rgba(38, 166, 154, 0.75)",,25.50621861327461,,89.99783598644348,33.796889026915096,True,False,True,False,False,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,174638.0,20027.455377770726,False,False,False,False,4161.860653638916,False,False,False,False
2024-03-11 17:00:00+00:00,43.32,44.17,42.085,42.57,6871.0,,,,,,,,,,,,27.14591176913897,,,,27.14591176913897,"rgba(38, 166, 154, 0.75)",,25.96958604066536,,85.73985263134328,33.796889026915096,True,False,True,False,False,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,167767.0,22317.990953309163,False,False,False,False,4203.862814047615,False,False,False,False
2024-03-12 17:00:00+00:00,41.845,44.07,41.765,43.645,7221.0,,,,,,,,,,,,27.611670842093673,,,,27.611670842093673,"rgba(38, 166, 154, 0.75)",,26.43662177893819,,83.27602652363403,40.854863541245194,True,False,True,False,False,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,174988.0,24684.967837753982,False,False,False,False,4250.640134760054,False,False,False,False
2024-03-13 17:00:00+00:00,45.87,47.165,45.69,46.765,5257.0,,,,,,,,,,,,28.004146146817337,,,,28.004146146817337,"rgba(38, 166, 154, 0.75)",,26.826649841447548,,82.63540025233456,39.75735262414972,True,False,True,False,False,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,180245.0,27096.751282129888,False,False,False,False,4266.242613290906,False,False,False,False
2024-03-14 17:00:00+00:00,45.04,46.315,45.04,46.27,4632.0,,,,,,,,,,,,28.324782769809207,,,,28.324782769809207,"rgba(38, 166, 154, 0.75)",,27.146752024758204,,81.55262775914414,38.20557311209629,True,False,True,False,False,20.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,175613.0,29399.328781631746,False,False,False,False,4271.913270449187,False,False,False,False
