date,Open,High,Low,Close,Volume,aVWAP_peak_372,aVWAP_peak_296,aVWAP_valley_344,aVWAP_OB_bull_344,aVWAP_OB_bear_296,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-28 17:00:00+00:00,41.46,41.725,41.435,41.705,19753.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,42.188148010109366,-15.012312606868626,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-129921.0,-24997.886404942426,False,False,False,False,111488.64812781637,False,False,False,False
2023-12-29 17:00:00+00:00,40.77,40.95,40.57,40.695,39748.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,40.454581839177365,-15.012312606868626,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-169669.0,-27240.849406416186,False,False,False,False,110376.3900173076,False,False,False,False
2024-01-01 17:00:00+00:00,40.695,40.695,40.695,40.695,0.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,39.29887105855603,-15.012312606868626,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-169669.0,-29449.03778771206,False,False,False,False,108665.12815657414,False,False,False,False
2024-01-02 17:00:00+00:00,39.8,40.265,39.71,39.885,31293.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.25006565767682,-15.012312606868626,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-200962.0,-32108.153480925823,False,False,False,False,107465.56027817764,False,False,False,False
2024-01-03 17:00:00+00:00,39.08,39.47,38.975,39.07,44831.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,30.45694048796453,-10.484332256197646,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-245793.0,-35421.09683781069,False,False,False,False,106494.4818242524,False,False,False,False
2024-01-04 17:00:00+00:00,39.34,39.36,38.85,38.92,36315.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,39.04333333333334,,26.94350447100566,-13.804344024200638,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-282108.0,-39245.699987612075,False,False,False,False,105406.42784248105,False,False,False,False
2024-01-05 17:00:00+00:00,39.4,39.525,39.0,39.34,42644.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,39.17565238499306,,27.961259713026006,-13.804344024200638,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-239464.0,-42349.85967772662,False,False,False,False,104433.36694569839,False,False,False,False
2024-01-08 17:00:00+00:00,39.945,40.09,39.815,39.86,35723.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,39.40803295198898,,32.120502725238225,-13.804344024200638,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-203741.0,-44852.04789977737,False,False,False,False,103368.08993878833,False,False,False,False
2024-01-09 17:00:00+00:00,39.55,39.62,39.215,39.24,31649.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,39.39728373800949,,32.6459208223699,-13.804344024200638,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-235390.0,-47806.124676525,False,False,False,False,102256.16606376835,False,False,False,False
2024-01-10 17:00:00+00:00,39.215,39.895,39.185,39.495,26801.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,39.41705433811581,,34.57906497029873,-13.804344024200638,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-208589.0,-50298.8824334781,False,False,False,False,101086.31852789597,False,False,False,False
2024-01-11 17:00:00+00:00,38.86,39.27,38.855,39.265,35689.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,39.36799470200156,,34.999615165481316,-13.804344024200638,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-244278.0,-53306.31061280402,False,False,False,False,100072.40661273479,False,False,False,False
2024-01-12 17:00:00+00:00,39.0,39.37,38.95,39.365,32702.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,39.349084676545644,,35.965956532358135,-13.804344024200638,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-211576.0,-55760.104246714036,False,False,False,False,99027.90418463037,False,False,False,False
2024-01-15 17:00:00+00:00,39.365,39.365,39.365,39.365,0.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,39.349084676545644,,36.610184110276016,-20.081530558864863,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-211576.0,-58175.85456847041,False,False,False,False,97492.58784068261,False,False,False,False
2024-01-16 17:00:00+00:00,38.68,38.68,38.285,38.44,51440.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,39.19443767643013,,33.59096053104788,-20.081530558864863,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-263016.0,-61351.67077671117,False,False,False,False,96778.59423074954,False,False,False,False
2024-01-17 17:00:00+00:00,38.155,38.62,37.94,38.605,27708.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,38.756559251278304,,32.83240507469725,-20.081530558864863,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-235308.0,-64048.66812901022,False,False,False,False,95707.73230469141,False,False,False,False
2024-01-18 17:00:00+00:00,38.52,38.825,38.385,38.805,40934.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,38.81539410863826,,33.84097595565647,-20.081530558864863,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-194374.0,-66069.21590995579,False,False,False,False,94858.52715268069,False,False,False,False
2024-01-19 17:00:00+00:00,38.67,39.73,38.63,39.72,32321.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,38.95563148971766,,39.943238909486666,-15.762978190909664,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-162053.0,-67557.33659352237,False,False,False,False,93888.95308829805,False,False,False,False
2024-01-22 17:00:00+00:00,40.185,40.22,39.695,39.91,27477.0,,,,,,,,"rgba(239, 83, 80, 0.5)",,39.103761091969574,,44.9047316060169,-11.157569053598223,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-134576.0,-68596.38563858403,False,False,False,False,92859.31040475854,False,False,False,False
2024-01-23 17:00:00+00:00,39.52,39.81,39.38,39.625,26424.0,,,,,,,,#000000,,39.16400778741091,,46.63431504798704,-9.58634540734053,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-161000.0,-70028.99981473002,False,False,False,False,91829.30559228166,False,False,False,False
2024-01-24 17:00:00+00:00,40.105,40.12,39.64,39.73,28896.0,,,,,,,,#000000,,39.23726981537616,,48.362163635847196,-7.883805529309242,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-132104.0,-70991.40291837761,False,False,False,False,90853.59542806023,False,False,False,False
2024-01-25 17:00:00+00:00,40.175,41.005,40.08,40.97,28744.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,39.375600981255765,,54.5671275659419,-2.065696799908231,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-103360.0,-71493.24163282137,False,False,False,False,89890.6559640593,False,False,False,False
2024-01-26 17:00:00+00:00,40.84,40.86,40.54,40.605,26448.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,39.47702850623993,,56.597200173834906,-0.220905806614482,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-129808.0,-72397.34641370786,False,False,False,False,88907.04889484908,False,False,False,False
2024-01-29 17:00:00+00:00,40.82,41.39,40.675,41.115,22944.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,39.576613307854494,,59.644452609814444,2.675765391641548,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-106864.0,-72931.71313597594,False,False,False,False,87884.36596624677,False,False,False,False
2024-01-30 17:00:00+00:00,41.135,41.23,40.76,40.765,23595.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,39.65655318746198,,59.68891183789107,2.898154193494385,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-130459.0,-73823.6090563484,False,False,False,False,86887.63161018092,False,False,False,False
2024-01-31 17:00:00+00:00,40.45,40.975,39.9,40.005,46907.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,39.720185448090426,,56.10508806780236,2.898154193494385,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-177366.0,-75428.91744307168,False,False,False,False,86267.7768565347,False,False,False,False
2024-02-01 17:00:00+00:00,39.85,40.595,39.835,40.565,28567.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,39.75488737705082,,55.94016734048003,2.898154193494385,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-148799.0,-76566.43810286901,False,False,False,False,85373.19116883649,False,False,False,False
2024-02-02 17:00:00+00:00,40.93,41.15,40.71,40.94,34304.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,39.83240465215654,,57.156356147202715,2.898154193494385,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-114495.0,-77154.47782220438,False,False,False,False,84581.42076311809,False,False,False,False
2024-02-05 17:00:00+00:00,40.105,40.465,40.04,40.3,52207.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,39.86922142207695,,55.05096757871527,2.898154193494385,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-166702.0,-78542.8114993795,False,False,False,False,84079.49175903873,False,False,False,False
2024-02-06 17:00:00+00:00,40.42,40.76,40.31,40.73,33113.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,39.90786682226519,,55.284186064628855,2.898154193494385,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-133589.0,-79396.24077845889,False,False,False,False,83289.31359223192,False,False,False,False
2024-02-07 17:00:00+00:00,44.505,44.67,43.9,44.23,142313.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,40.73834887996663,,62.48586504529014,6.644231126616589,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,8724.0,-78030.03549507193,False,False,False,False,84204.40950553064,False,False,False,False
2024-02-08 17:00:00+00:00,44.555,45.99,44.515,45.615,59580.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,42.51001922930926,,68.63798166831957,12.246466278476063,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,68304.0,-75761.29075871423,False,False,False,False,83822.63571474722,False,False,False,False
2024-02-09 17:00:00+00:00,44.83,44.89,44.605,44.8,33905.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,42.53439107477727,,69.93283890295103,13.31557426368935,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34399.0,-74053.379274083,False,False,False,False,83048.71888196043,False,False,False,False
2024-02-12 17:00:00+00:00,45.35,45.655,45.235,45.305,62711.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,42.75807211204913,,71.41531716045085,14.770015761382012,True,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,97110.0,-71399.68347138404,False,False,False,False,82733.40541092228,False,False,False,False
2024-02-13 17:00:00+00:00,44.075,44.1,43.06,43.4,68404.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,42.67397002202151,,66.87592649492932,14.770015761382012,True,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,28706.0,-69847.6573710525,False,False,False,False,82511.24408672193,False,False,False,False
2024-02-14 17:00:00+00:00,43.585,44.205,43.53,44.02,41310.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,42.692459869766196,,64.91135956411169,14.770015761382012,True,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,70016.0,-67679.22857460206,False,False,False,False,81872.46510863322,False,False,False,False
2024-02-15 17:00:00+00:00,44.115,44.9,44.075,44.875,39450.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,42.76374860959195,,64.96484993339709,14.770015761382012,True,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,109466.0,-64932.79092228265,False,False,False,False,81214.75247129006,False,False,False,False
2024-02-16 17:00:00+00:00,45.03,45.055,44.515,44.585,61638.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,42.87425078395259,,64.16636069539946,20.497828294620575,True,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,47828.0,-63184.56160565811,False,False,False,False,80911.23692909953,False,False,False,False
2024-02-19 17:00:00+00:00,44.585,44.585,44.585,44.585,0.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,42.87425078395259,,63.634034536734376,19.549119164021747,True,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,47828.0,-61463.436619523876,False,False,False,False,79656.79914725303,False,False,False,False
2024-02-20 17:00:00+00:00,43.92,44.535,43.78,44.275,38588.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,42.90862843247891,,62.24768664350482,17.79831757298605,True,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9240.0,-60367.259307593275,False,False,False,False,79020.07357907855,False,False,False,False
2024-02-21 17:00:00+00:00,44.7,44.98,44.44,44.585,39726.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,42.96771104770648,,62.03541053221919,17.151993469053792,True,False,True,False,False,11.92550501335548,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48966.0,-58672.17001600268,False,False,False,False,78410.86313599205,False,False,False,False
2024-02-22 17:00:00+00:00,44.795,45.04,44.585,44.985,25879.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,43.0105302634085,,62.80332930327965,17.151993469053792,True,False,True,False,False,13.287989220835886,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,74845.0,-56602.136372343724,False,False,False,False,77596.41564551156,False,False,False,False
2024-02-23 17:00:00+00:00,44.945,45.02,44.63,44.655,28393.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,43.051643234095515,,61.98817363340039,16.332549370691666,True,False,True,False,False,11.711174603576108,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,46452.0,-55004.397823935295,False,False,False,False,76833.57199209278,False,False,False,False
2024-02-26 17:00:00+00:00,44.275,44.35,43.91,43.91,57908.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,43.08381893243935,,58.712214787816414,12.975822552089852,True,False,True,False,False,8.284601658398675,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11456.0,-54329.22886542467,False,False,False,False,76540.15227128513,False,False,False,False
2024-02-27 17:00:00+00:00,44.575,44.89,44.44,44.84,56333.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,43.153167922671116,,59.08260369146906,12.975822552089852,True,False,True,False,False,11.481898939112806,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,44877.0,-52791.147797743666,False,False,False,False,76226.86308878458,False,False,False,False
2024-02-28 17:00:00+00:00,45.09,45.19,44.92,45.04,32717.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,43.20126928092856,,59.82916616494161,12.975822552089852,True,False,True,False,False,12.142945322468286,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,77594.0,-50769.67263808873,False,False,False,False,75552.29156802823,False,False,False,False
2024-02-29 17:00:00+00:00,45.76,46.005,45.59,45.85,34550.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,43.27445697601795,,62.200008903393545,12.975822552089852,True,False,True,False,True,14.734910605170697,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,112144.0,-48243.8792638548,False,False,False,False,74916.59712511307,False,False,False,False
2024-03-01 17:00:00+00:00,45.35,45.86,45.22,45.62,61293.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,43.37999393247085,,62.79088393134189,12.975822552089852,True,False,True,False,True,13.675424728634002,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,50851.0,-46707.52454658573,False,False,False,False,74705.37856503378,False,False,False,False
2024-03-04 17:00:00+00:00,46.05,46.35,45.845,45.97,45569.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,43.47082064242238,,64.03230545119845,10.441336060122751,True,False,True,False,True,14.779483883219633,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,96420.0,-44488.493158266574,False,False,False,False,74253.6517655759,False,False,False,False
2024-03-05 17:00:00+00:00,46.245,46.5,45.99,46.07,42215.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,43.553685056692125,,65.10749158994777,11.61936692198148,True,False,True,False,True,15.093921549987634,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,138635.0,-41649.36923333221,False,False,False,False,73756.92848238867,False,False,False,False
2024-03-06 17:00:00+00:00,46.41,46.78,45.97,46.665,68074.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,43.69130884817725,,67.23522383509773,13.739671552125124,True,False,True,False,True,16.934684119608182,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,206709.0,-37798.851880877446,False,False,False,False,73668.82106405706,False,False,False,False
2024-03-07 17:00:00+00:00,47.555,47.845,47.5,47.62,57590.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,44.79938369390824,,70.45221888125343,16.770035511380115,True,False,True,False,True,19.716831547739837,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,264299.0,-33115.16425481733,False,False,False,False,73419.53701655229,False,False,False,False
2024-03-08 17:00:00+00:00,47.58,47.77,47.3,47.39,34340.0,,,,,,,,"rgba(38, 166, 154, 1.0)",,44.84576882532321,,71.34681436950841,17.603014889988074,True,False,True,False,True,18.614518511418062,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,229959.0,-29036.49504156435,False,False,False,False,72813.65272172201,False,False,False,False
2024-03-11 17:00:00+00:00,47.175,47.185,46.795,46.82,17889.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,44.84484400994756,,69.02483338093424,17.603014889988074,True,False,True,False,False,15.938156410496347,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,212070.0,-25298.40984712149,False,False,False,False,71962.10771828446,False,False,False,False
2024-03-12 17:00:00+00:00,46.74,47.06,46.495,47.005,14966.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,44.84646680623405,,67.97408271353515,17.603014889988074,True,False,True,False,False,16.492127078326753,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,227036.0,-21386.248454142864,False,False,False,False,71078.44713350486,False,False,False,False
2024-03-13 17:00:00+00:00,46.795,46.915,46.29,46.345,43879.0,,,,,,,,"rgba(38, 166, 154, 0.75)",,44.83885512574808,,64.11395928931819,18.256546497487292,True,False,True,False,False,13.471283551748286,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,183157.0,-18215.035299815067,False,False,False,False,70656.75027872183,False,False,False,False
2024-03-14 17:00:00+00:00,45.44,45.455,44.725,45.105,59274.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,44.72621343389333,,57.156596369011424,11.988228191014727,False,False,True,False,False,8.204528236340181,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,123883.0,-16011.964985089251,False,False,False,False,70480.2735302145,False,False,False,False
2024-03-15 17:00:00+00:00,44.7,44.9,44.475,44.555,55727.0,,,,,,,,#000000,,44.63808452721236,,51.0158228476487,6.7092553017620205,False,True,False,False,False,6.021516304660246,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,68156.0,-14707.035295397945,False,False,False,False,70251.54060726543,False,False,False,False
2024-03-18 17:00:00+00:00,44.95,45.19,44.76,44.94,49874.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,44.64170110517353,,48.471232137022284,4.742938768584132,False,True,False,True,False,7.290427367881403,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,118030.0,-12649.09676368635,False,False,False,False,69935.60974513729,False,False,False,False
2024-03-19 17:00:00+00:00,45.15,45.28,44.95,45.2,37365.0,,,,,,,,"rgba(239, 83, 80, 1.0)",,44.652444267024705,,47.80330299709285,4.2610297509522255,False,True,False,True,False,8.138012568172137,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,155395.0,-10043.761930140823,False,False,False,False,69430.63905141423,False,False,False,False
2024-03-20 17:00:00+00:00,45.575,46.58,45.45,46.375,43745.0,,,,,,,,#000000,,44.741848562062856,,51.229336426953125,4.2610297509522255,False,True,False,False,True,11.787045830454957,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,199140.0,-6800.602830448717,False,False,False,False,69032.4120893768,False,False,False,False
2024-03-21 17:00:00+00:00,47.2,47.455,46.895,47.385,36068.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,45.260855561593274,,55.936459449638264,-1.0590259780985605,False,True,True,False,True,14.67476524483542,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,235208.0,-3048.531468736334,False,False,False,False,68521.33593295235,False,False,False,False
2024-03-22 17:00:00+00:00,46.615,46.735,46.41,46.43,40456.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,45.25279206721899,,55.68199124670529,-1.0590259780985605,False,True,True,False,True,10.889094390993748,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,194752.0,18.143437755702507,False,False,False,False,68086.21444561976,False,False,False,False
2024-03-25 17:00:00+00:00,46.75,46.905,46.375,46.455,35721.0,,,,,,,,"rgba(38, 166, 154, 0.5)",,45.28127384769581,,55.580566599995514,-1.0590259780985605,False,True,True,False,True,10.961309090725642,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,230473.0,3591.0869503486374,False,False,False,False,67584.42817514502,False,False,False,False
