date,Close,High,Low,Open,Volume,aVWAP_peak_57,aVWAP_peak_43,aVWAP_peak_32,aVWAP_peak_21,aVWAP_valley_70,aVWAP_valley_64,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,7.3209900137,7.696463553,6.7952278583,7.102749119,103666625,,,,,,,,,#000000,,7.786172834232096,,33.268785560510864,-6.899706912372693,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,-252775441,-54630814.5250364,False,False,False,False,36403232.52313414,False,False,False,False
2022-03-18 00:00:00+00:00,8.0848331452,8.0947531859,7.3606701764,7.6086711931,66257601,,,,,,,,,#000000,,7.8683422207598825,,34.14203469098504,-6.899706912372693,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.22651079124382092,-0.28466952282960745,False,False,False,False,-186517840,-64400223.819478154,False,False,False,False,38614667.22512421,False,False,False,False
2022-03-25 00:00:00+00:00,8.0848331452,8.2782739383,7.9459525759,8.0947531859,43717388,,,,,,,,,#000000,,7.92495440863868,,34.765784069895176,-6.899706912372693,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.10795483285210768,-0.19631217784085755,False,False,False,False,-186517840,-73445973.16618347,False,False,False,False,38992646.54178168,False,False,False,False
2022-04-01 00:00:00+00:00,7.9261124945,8.2187536943,7.7574718032,8.0749131046,53952169,,,,,,,,,#000000,,7.948155685791329,,34.75701758978402,-6.899706912372693,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.11104061895724823,-0.1536763983990529,False,False,False,False,-240470009,-85818123.9686884,False,False,False,False,40100759.31646452,False,False,False,False
2022-04-08 00:00:00+00:00,7.6681914371,8.0648938635,7.4945907254,7.9657926572,53225830,,,,,,,,,#000000,,7.933572627990363,,34.04796777738971,-6.899706912372693,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.17391303353426277,-0.16379471596665784,False,False,False,False,-293695839,-101216473.23026703,False,False,False,False,41072986.774504185,False,False,False,False
2022-04-15 00:00:00+00:00,7.4499505424,7.7872319252,7.4400305017,7.6781114778,40714504,,,,,,,,,#000000,,7.907787465918375,,32.98519488870312,-6.899706912372693,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.22227617856412055,-0.19303544726538918,False,False,False,False,-334410343,-118490093.21321023,False,False,False,False,41046432.49491128,False,False,False,False
2022-04-22 00:00:00+00:00,7.1225892003,7.6781114778,7.102749119,7.4499505424,54731864,,,,,,,,,#000000,,7.852219241175137,,31.460195414196257,-7.787214030741893,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2796659225269427,-0.23635068489616595,False,False,False,False,-389142207,-138538397.93815762,False,False,False,False,42060168.161954895,False,False,False,False
2022-04-29 00:00:00+00:00,6.6464272482,7.11762918,6.3723365245,7.0333088343,83690369,,,,,,,,,#000000,,7.706662356010936,,29.41456146742496,-10.033955394309814,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.2895894696557799,False,False,False,False,-472832576,-163300929.64644223,False,False,False,False,45143886.74255083,False,False,False,False
2022-05-06 00:00:00+00:00,6.6265871669,7.2118695664,6.5174667195,6.5968270449,78913751,,,,,,,,,#000000,,7.6095344063198915,,27.916070798933724,-11.769337144388246,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.279260341978212,-0.284424905816996,False,False,False,False,-551746327,-192074662.78374282,False,False,False,False,47645358.16902854,False,False,False,False
2022-05-13 00:00:00+00:00,6.51,6.55,6.07,6.45,96640810,,,,,,,,,#000000,,7.103840372840665,,26.6196430774938,-13.33740171003771,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.31362658011619493,False,False,False,False,-648387137,-225875586.79976186,False,False,False,False,51274650.89724865,False,False,False,False
2022-05-20 00:00:00+00:00,6.78,6.8624,6.45,6.56,69172871,,,,,,,,,#000000,,7.110262811370045,,27.338337960754437,-13.33740171003771,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.20607736909344015,-0.25985197460481757,False,False,False,False,-579214266,-252048822.2960758,False,False,False,False,52600444.97893394,False,False,False,False
2022-05-27 00:00:00+00:00,7.35,7.35,6.8601,6.92,67586731,,,,7.1867,,,7.1867,,#000000,,7.1717000894587395,,30.79261862404241,-13.33740171003771,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.038843056717874504,-0.14934751566134605,False,False,False,False,-511627535,-271276875.08895904,False,False,False,False,53710540.23975365,False,False,False,False
2022-06-03 00:00:00+00:00,6.88,7.11,6.84,7.025,48726615,,,,7.084747521816627,,,7.084747521816627,,#000000,,7.146206602935522,,31.97877150626612,-13.33740171003771,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.06856344276196702,-0.10895547921165653,False,False,False,False,-560354150,-292690006.56385094,False,False,False,False,53341360.59236449,False,False,False,False
2022-06-10 00:00:00+00:00,6.17,7.25,6.17,6.95,146024024,,,,6.775960155991881,,,6.775960155991881,,#000000,,6.998501531871147,,31.273907913748438,-13.33740171003771,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.15152581448718194,-0.13024064684941924,False,False,False,False,-706378174,-323333574.52208424,False,False,False,False,60206743.06700416,False,False,False,False
2022-06-17 00:00:00+00:00,5.89,6.0999,5.65,6.05,99369538,,,,6.5298093164141795,,,6.5298093164141795,,#000000,,6.845254556965864,,30.25070405724678,-13.33740171003771,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.23653445063240658,False,False,False,False,-805747712,-359067955.0760039,False,False,False,False,63107690.839818664,False,False,False,False
2022-06-24 00:00:00+00:00,5.95,6.02,5.53,5.97,55232800,,,,6.437545811787013,,,6.437545811787013,,#000000,,6.778203577159032,,29.808126766601283,-13.33740171003771,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.28968135252390026,False,False,False,False,-750514912,-388064025.9592629,False,False,False,False,62524365.59242468,False,False,False,False
2022-07-01 00:00:00+00:00,5.7,6.08,5.52,5.94,74469504,,,,6.335878940346564,,,6.335878940346564,,#000000,,6.697638922290803,,29.011105091935764,-13.33740171003771,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7120733580758589,1.1301677027589856,False,False,False,False,-0.3289694212468669,-0.3093253868853836,False,False,False,False,-824984416,-420428499.29561377,False,False,False,False,63409190.65965248,False,False,False,False
2022-07-08 00:00:00+00:00,5.6,5.65,5.395,5.49,57683341,,,,6.253145598664554,,,6.253145598664554,,#000000,,6.630788025189695,,28.252548518957894,-14.146270686944383,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.6924409964905154,1.186476388552385,False,False,False,False,-0.34282825441539394,-0.3260768206503888,False,False,False,False,-882667757,-454668444.31075346,False,False,False,False,62985053.64782637,False,False,False,False
2022-07-15 00:00:00+00:00,5.26,5.595,5.05,5.51,72695021,,,,6.141905387642511,,,6.141905387642511,,#000000,,6.09398178706133,,27.093332926587827,-15.631007882923079,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.6558036905800406,1.2103317731542027,False,False,False,False,-0.34282825441539394,-0.3344525375328914,False,False,False,False,-955362778,-491756913.4729199,False,False,False,False,63704310.48872813,False,False,False,False
2022-07-22 00:00:00+00:00,5.48,5.72,5.34,5.42,65550576,,,,6.0819592603724475,,,6.0819592603724475,,#000000,,6.076794922351633,,27.43017485017735,-15.6386545692515,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7064979543095095,1.2026982461937799,False,False,False,False,-0.2587990114690945,-0.2966257745009929,False,False,False,False,-889812202,-521242490.4008518,False,False,False,False,63841070.89697049,False,False,False,False
2022-07-29 00:00:00+00:00,5.8,5.85,5.21,5.54,69234138,,,,6.039685241497725,,,6.039685241497725,,#000000,,6.0622116655146865,,29.255656486990098,-15.6386545692515,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7422398200688777,1.1682603979701376,False,False,False,False,-0.2587990114690945,-0.2777123929850437,False,False,False,False,-820578064,-543415495.8526405,False,False,False,False,64240557.349046744,False,False,False,False
2022-08-05 00:00:00+00:00,5.5,5.83,5.33,5.71,70329193,,,,5.998320292950472,,,5.998320292950472,,#000000,,6.034907576214182,,29.86307486368151,-15.6386545692515,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7175045076429135,1.1867805483564855,False,False,False,False,-0.23118850097164365,-0.2544504469783437,False,False,False,False,-890907257,-569155626.3080004,False,False,False,False,64691567.3972655,False,False,False,False
2022-08-12 00:00:00+00:00,5.86,5.87,5.41,5.55,58055664,,,5.713333333333333,5.979624351270817,,,5.846478842302075,,#000000,,5.822202289845954,,31.959773789950905,-15.6386545692515,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7377493962172033,1.2139617344222566,False,False,False,False,-0.1809214852619395,-0.21768596612014157,False,False,False,False,-832851593,-588688660.8777782,False,False,False,False,64200018.997468054,False,False,False,False
2022-08-19 00:00:00+00:00,5.26,5.81,5.25,5.77,47766995,,,5.589954162085457,5.951988920189306,,,5.770971541137381,,#000000,,5.774794007804907,,32.05933501301689,-15.6386545692515,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.735265139696143,1.150639647624231,False,False,False,False,-0.08228954911181169,-0.14998775761597663,False,False,False,False,-880618588,-610313099.9238688,False,False,False,False,62982757.96061857,False,False,False,False
2022-08-26 00:00:00+00:00,5.23,5.49,5.13,5.19,59958179,,,5.479058193906987,5.911602010300101,,,5.695330102103544,,#000000,,5.719201761612585,,32.06585968276199,-15.6386545692515,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7780077378800929,1.1641416145671495,False,False,False,False,-0.34282825441539394,-0.2464080060156853,False,False,False,False,-940576767,-634777075.2628415,False,False,False,False,62758715.07464682,False,False,False,False
2022-09-02 00:00:00+00:00,5.12,5.36,4.91,5.26,67272124,,,5.3783004695587895,5.861996078929371,,,5.62014827424408,,#000000,,5.6578979809843615,,31.825288492064196,-15.6386545692515,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7986374916006653,1.1576446813294108,False,False,False,False,-0.34282825441539394,-0.2946181302155396,False,False,False,False,-1007848891,-662412024.5767051,False,False,False,False,63093041.661710024,False,False,False,False
2022-09-09 00:00:00+00:00,5.42,5.46,4.9549,5.14,59309306,,,5.358014136134923,5.831066274057953,,,5.594540205096438,,#000000,,5.633101075977793,,33.07824825025277,-15.6386545692515,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8293535105651049,1.1096581337923965,False,False,False,False,-0.23980641282719448,-0.26721227152136706,False,False,False,False,-948539585,-683606658.6821343,False,False,False,False,62812764.9460278,False,False,False,False
2022-09-16 00:00:00+00:00,5.23,5.68,5.175,5.57,47004202,,,5.358520032556939,5.812148019513084,,,5.585334026035012,,#000000,,5.622385707796101,,33.48805620975909,-15.6386545692515,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.803834801655949,1.127620967902294,False,False,False,False,0.05232485301983065,-0.10744370925076821,False,False,False,False,-995543787,-706713112.6316057,False,False,False,False,61641760.28335907,False,False,False,False
2022-09-23 00:00:00+00:00,4.14,5.25,4.05,5.11,107944308,,,5.14651700995484,5.699295710092703,,,5.422906360023772,,#000000,,5.4796028252569515,,31.574458658400044,-15.6386545692515,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.6986592598348128,1.1619575444454975,False,False,False,False,-0.34282825441539394,-0.2251359818330811,False,False,False,False,-1103488095,-736103852.0663016,False,False,False,False,65071578.63273988,False,False,False,False
2022-09-30 00:00:00+00:00,3.92,4.24,3.83,4.18,94635570,,,4.945728236207495,5.581584108693672,,,5.263656172450584,,#000000,,5.335254213886175,,29.854331316053447,-15.6386545692515,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.6954401118739908,1.2276655280595874,False,False,False,False,-0.34282825441539394,-0.2839821181242375,False,False,False,False,-1198123665,-770327541.9132421,False,False,False,False,67261503.9192036,False,False,False,False
2022-10-07 00:00:00+00:00,4.85,4.9,3.7,3.885,185495763,,,4.827818791567228,5.45051857943146,,,5.139168685499344,,#000000,,4.943443723928951,,32.303184905304335,-15.6386545692515,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7167695216860145,1.1647786726408984,False,False,False,False,-0.22473669852316716,-0.25435940832370235,False,False,False,True,-1012627902,-788275716.7344834,False,False,False,False,76019597.18444777,False,False,False,False
2022-10-14 00:00:00+00:00,4.39,4.66,4.15,4.66,109389824,,,4.771894751917102,5.381447392059974,,,5.076671071988539,,#000000,,4.8894488148913915,,33.13086690344397,-15.6386545692515,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7433831557909912,1.1464279797081685,False,False,False,False,-0.179762073081775,-0.21706074070273867,False,False,False,False,-1122017726,-812997347.0504476,False,False,False,False,78491465.83745164,False,False,False,False
2022-10-21 00:00:00+00:00,4.72,4.82,4.48,4.56,77704683,,,4.763520364674052,5.349850645386754,,,5.056685505030403,,#000000,,4.886433348088968,,34.84413657777364,-19.73914203078819,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7783814031389069,1.1245314883561526,False,False,False,False,-0.0585618555137189,-0.13781129810822879,False,False,False,False,-1044313043,-830131843.0467107,False,False,False,False,78433185.62727004,False,False,False,False
2022-10-28 00:00:00+00:00,3.93,4.9,3.82,4.73,138331868,,4.216666666666667,4.691671606188113,5.2664598798591005,,,4.724932717571294,,#000000,,4.547459739017372,,34.56389252851038,-19.73914203078819,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7878017698096921,1.081596778116048,False,False,False,False,-0.17781105109725073,-0.15781117460273975,True,False,False,False,-1182644911,-856243922.1543618,False,False,False,False,82870125.06228709,False,False,False,False
2022-11-04 00:00:00+00:00,4.24,4.3,3.97,4.03,91457881,,4.198093016339616,4.649978098937283,5.215588085756165,,,4.687886400344355,,#000000,,4.511738206606201,,35.37533271219522,-19.072939603223936,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7810655175223623,1.1257011430945334,False,False,False,False,-0.2905090065933674,-0.22416009059805359,False,False,False,False,-1091187030,-873647115.3281127,False,False,False,False,83506255.1317473,False,False,False,False
2022-11-11 00:00:00+00:00,4.63,4.68,3.99,4.18,85271032,,4.261760682414694,4.634954057120449,5.183152536836245,,,4.693289092123796,,#000000,,4.520034327658134,,37.15865239531042,-17.261425354632323,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8178898345912959,1.0626176328890318,False,False,False,False,-0.1900658199860319,-0.20711295529204274,False,False,False,True,-1005915998,-883444810.3408451,False,False,False,False,83636979.34421048,False,False,False,False
2022-11-18 00:00:00+00:00,4.25,4.6,4.22,4.59,57122328,,4.2763267673081495,4.622599833226775,5.160816085638415,,,4.686580895391113,,#000000,,4.515961268007934,,37.65183137576439,-16.704566920636196,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8062974217961978,1.0859101451323794,False,False,False,False,-0.15345544445303785,-0.1802841998725403,False,False,False,False,-1063038326,-896748033.7230048,False,False,False,False,81672931.09649117,False,False,False,False
2022-11-25 00:00:00+00:00,3.59,4.24,3.52,4.21,67547669,,4.200597346118295,4.580739196320774,5.118157422209342,,,4.633164654882804,,#000000,,4.4637186680125,,36.794577407112044,-16.704566920636196,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7421320055198377,1.143394954563087,False,False,False,False,-0.34282825441539394,-0.2615562271439671,False,False,False,False,-1130585995,-914069364.1879674,False,False,False,False,80626615.38563997,False,False,False,False
2022-12-02 00:00:00+00:00,3.38,3.51,2.99,3.48,163072549,,3.9551609847811386,4.442378273070377,4.991217119751939,,,4.462918792534485,,#000000,,4.291367735815087,,35.82795542201172,-16.704566920636196,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.722739660198165,1.1836788891628887,False,False,False,False,-0.34282825441539394,-0.30219224077968054,False,False,False,False,-1293658544,-942187081.2110809,False,False,False,False,86733721.57929626,False,False,False,False
2022-12-09 00:00:00+00:00,3.37,3.6,3.1,3.46,145525552,,3.8387733663734944,4.3473623014721,4.895678517521717,,,4.36060472845577,,#000000,,4.1889489424207635,,35.12011338326252,-16.704566920636196,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.763381927260077,1.1939534364723567,False,False,False,False,-0.2907849779654271,-0.29648860937255384,False,False,False,False,-1439184096,-979001674.8991491,False,False,False,False,91088671.98082988,False,False,False,False
2022-12-16 00:00:00+00:00,3.08,3.44,3.01,3.37,120406684,,3.7470054273581064,4.2683168361404125,4.816380913790797,,,4.277234392429772,,#000000,,4.1053756930236345,,34.10384176505916,-16.704566920636196,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.7857392820120038,1.134360288146001,False,False,False,False,-0.34282825441539394,-0.3196584318939739,False,False,False,False,-1559590780,-1022008275.2769899,False,False,False,False,93260376.57484248,False,False,False,False
2022-12-23 00:00:00+00:00,3.1,3.13,2.975,3.09,91477440,,3.6823497878626417,4.209764260559428,4.757192324435175,,,4.216435457619081,,#000000,,3.7177382329473545,,33.455060520508226,-16.704566920636196,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.7866320956644451,1.1529361719367186,False,False,False,False,-0.34282825441539394,-0.33124334315468396,False,False,False,False,-1468113340,-1055053094.8861017,False,False,False,False,93128307.19892824,False,False,False,False
2022-12-30 00:00:00+00:00,3.04,3.15,3.005,3.11,58549895,,3.6468697312875644,4.175095122797379,4.721297227294361,,,4.181087360459768,,#000000,,3.6909807316246095,,32.877775503892785,-13.226530605797763,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.7832595813853327,1.1601239310598745,False,False,False,False,-0.3292484394969197,-0.33024589132580184,True,False,False,False,-1526663235,-1089987179.338983,False,False,False,False,90566943.33234096,False,False,False,False
2023-01-06 00:00:00+00:00,3.28,3.32,3.1,3.15,73264494,,3.6191254318600463,4.140709127319658,4.682823167127547,,,4.147552575435751,,#000000,,3.6810658577465705,,33.46303532642149,-13.226530605797763,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.7974961900056367,1.117953250151356,False,False,False,False,-0.25906995010738526,-0.2946579207165936,False,False,False,False,-1453398741,-1116906554.2768362,False,False,False,False,89285280.41883421,False,False,False,False
2023-01-13 00:00:00+00:00,3.44,3.53,3.33,3.35,82056033,,3.606140526151283,4.112918313145832,4.6476568415864765,,,4.12223856029453,,#000000,,3.6863837918314473,,34.53363068354914,-13.226530605797763,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8308469733690591,1.099857143872467,False,False,False,False,-0.14752509479485082,-0.2210915077557222,False,False,False,False,-1371342708,-1135753676.7748482,False,False,False,False,88749780.61003168,False,False,False,False
2023-01-20 00:00:00+00:00,3.46,3.63,3.28,3.49,91212391,,3.5953652845491324,4.08545827500739,4.611526919690164,,,4.097450159748895,,#000000,,3.686201250764938,,35.38227518901232,-13.226530605797763,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.810889606807974,1.1081654142878632,False,False,False,False,-0.13512586514451003,-0.17810868645011613,False,False,False,False,-1280130317,-1146448242.717452,False,False,False,False,88932196.19447377,False,False,False,False
2023-01-27 00:00:00+00:00,3.56,3.58,3.38,3.43,97109973,,3.589042997564411,4.0607732248779715,4.576959153651834,,,4.075591792031406,,#000000,,3.68630804743181,,36.42504728800563,-13.226530605797763,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.82174688057041,1.1249990754506252,False,False,False,False,0.010967165851590849,-0.08357076029926264,False,False,False,False,-1183020344,-1149157287.2569,False,False,False,False,89537957.43932757,False,False,False,False
2023-02-03 00:00:00+00:00,3.56,3.76,3.42,3.52,116990854,3.58,3.5883278762933264,4.037277970822596,4.540746459697713,,,3.936588076703409,,#000000,,3.5755892891043786,,37.169884501572284,-16.366044942934266,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.8136241495198387,1.1115261113315018,False,False,False,False,0.3428281166186605,0.12962867815969892,False,False,False,False,-1183020344,-1151665661.830463,False,False,False,False,91571505.3327107,False,False,False,False
2023-02-10 00:00:00+00:00,3.14,3.63,3.0,3.5,156583996,3.3949361120975357,3.5565837124056165,3.9893538734686036,4.481213911093829,,,3.8555219022663962,,#000000,,3.5059502325540097,,36.52586068060042,-16.366044942934266,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.7790112416020575,1.1226894110169179,False,False,False,False,-0.007674629247025779,0.06097702445633657,False,False,False,False,-1339604340,-1165587045.3985767,False,False,False,False,96387245.38213953,False,False,False,False
2023-02-17 00:00:00+00:00,3.02,3.135,2.97,3.04,138731279,3.276069283425568,3.5163320526236896,3.940465175926678,4.424415927664584,,,3.7893206099101295,,#000000,,3.443573525959301,,35.75386567271015,-16.366044942934266,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.7849519866158395,1.163482326338225,False,False,False,False,-0.34282825441539394,-0.14092561497952868,False,False,False,False,-1478335619,-1188753606.4060895,False,False,False,False,99523840.464944,False,False,False,False
2023-02-24 00:00:00+00:00,3.0,3.07,2.9,2.9,102972868,3.218901468062359,3.4874678250477475,3.905413469439833,4.383603298010948,,,3.748846515140222,,#000000,,3.4063090222938954,,35.1487722526072,-16.366044942934266,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.7856605762746026,1.1461228982721066,False,False,False,False,-0.34282825441539394,-0.2418769346974613,False,False,False,False,-1581308487,-1217831745.7093422,False,False,False,False,99779323.98605926,False,False,False,False
2023-03-03 00:00:00+00:00,3.03,3.11,2.7,3.08,89147987,3.1787490837740844,3.4629556574152116,3.875750369742556,4.3490588937447585,,,3.7166285011691524,,#000000,,3.376955487450342,,34.884297468194596,-16.366044942934266,False,True,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.786549093708447,1.133358216499094,False,False,False,False,-0.34282825441539394,-0.2923525945564276,False,False,False,False,-1492160500,-1238152394.1753168,False,False,False,False,98991817.54264747,False,False,False,False
