date,Close,High,Low,Open,Volume,aVWAP_peak_184,aVWAP_peak_169,aVWAP_peak_164,aVWAP_peak_154,aVWAP_peak_148,aVWAP_peak_135,aVWAP_peak_125,aVWAP_peak_95,aVWAP_peak_87,aVWAP_peak_71,aVWAP_peak_56,aVWAP_peak_40,aVWAP_peak_16,aVWAP_valley_185,aVWAP_valley_171,aVWAP_valley_149,aVWAP_valley_136,aVWAP_valley_131,aVWAP_valley_116,aVWAP_valley_111,aVWAP_OB_bull_136,aVWAP_OB_bear_87,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,17.0656357578,17.2873926066,16.6269428612,16.9885029408,4190413,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,4190413.0,False,False,False,False
2022-01-07 00:00:00+00:00,15.7640194712,17.230314322,15.5229794181,16.7474628877,5456339,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5456339,-404173.2592592592,False,False,False,False,4284185.296296296,False,False,False,False
2022-01-14 00:00:00+00:00,15.8507938903,16.6606884686,15.4072801926,15.5422626223,5615753,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,1.9047619046253437,-54.76190476156336,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,159414,-362426.05486968445,False,False,False,False,4382819.941015089,False,False,False,False
2022-01-21 00:00:00+00:00,16.4485732219,17.2295429939,15.5904706329,15.7640194712,5313670,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,12.059632363191112,-45.058212114541206,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5473084,69833.9491947366,False,False,False,False,4451771.797236193,False,False,False,False
2022-01-28 00:00:00+00:00,15.4072801926,16.7378212856,15.1517777363,16.2605619805,6835908,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.765626404833332,,15.236788873582995,-42.289023042809895,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1362824,-36288.861856725365,False,False,False,False,4628374.478922401,False,False,False,False
2022-02-04 00:00:00+00:00,15.754377869,16.381082007,15.3975421745,15.5615458266,7685696,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.807283151479085,,20.135040831605494,-37.85340349777261,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6322872,434760.0908734024,False,False,False,False,4854842.7397429645,False,False,False,False
2022-02-11 00:00:00+00:00,17.0174277472,17.1427685748,15.8025858797,15.908643503,7592795,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,16.09808586119404,,29.78374235200862,-28.961748840311806,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13915667,1433345.787845743,False,False,False,False,5057654.018280523,False,False,False,False
2022-02-18 00:00:00+00:00,17.8369639276,18.0731831796,16.4196484155,17.0270693493,8551470,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,16.473201940248448,,39.0620470532252,-20.633817132003212,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22467137,2991404.396153466,False,False,False,False,5316455.202111595,False,False,False,False
2022-02-25 00:00:00+00:00,19.0518057951,19.6399435246,17.2488261981,17.7212647021,13887101,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,17.150727776729813,,48.09924188340623,-12.666975338898695,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36354238,5462725.403845802,False,False,False,False,5951317.853807033,False,False,False,False
2022-03-04 00:00:00+00:00,20.2087980499,20.3974392954,18.7047081187,19.1771466227,12290932,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,17.717141573064204,,56.109293518753695,-5.746240302272476,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282823418858327,0.34282823418858327,False,False,False,False,48645170,8661425.003560927,False,False,False,False,6420918.901673179,False,False,False,False
2022-03-11 00:00:00+00:00,21.5341237238,21.7227649694,19.5509721679,20.2281458699,15740725,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,18.41517416422535,,63.0963315819056,0.20992881185838286,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428282388145769,0.3428282365015801,False,False,False,False,64385895,12789163.521815673,False,False,False,False,7111274.908956648,False,False,False,False
2022-03-18 00:00:00+00:00,20.9923847622,21.3696672533,19.3671678774,21.0407543123,17054390,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,18.82636231199886,,66.35667510053136,2.704063298497047,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.30149509030505245,0.3221616634033163,False,False,False,False,47331505,15347855.483162658,False,False,False,False,7847801.952737637,False,False,False,False
2022-03-25 00:00:00+00:00,21.3599933433,21.9887974952,20.4845044857,21.1471673227,9105562,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,19.052414216545124,,69.06294715395092,4.889029368286884,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.342828240564437,0.3324949519838767,False,False,False,False,56437067,18391500.780706167,False,False,False,False,7940969.36364596,False,False,False,False
2022-04-01 00:00:00+00:00,21.4954280837,21.5631454539,19.8315155588,21.0117325823,6774991,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,19.175108623156817,,71.1344407103775,6.669580692530893,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.26979479822437946,0.3011448751041281,False,False,False,False,63212058,21711542.056209415,False,False,False,False,7854600.595968481,False,False,False,False
