date,Close,High,Low,Open,Volume,aVWAP_peak_183,aVWAP_peak_176,aVWAP_peak_164,aVWAP_peak_152,aVWAP_peak_145,aVWAP_peak_128,aVWAP_peak_115,aVWAP_peak_108,aVWAP_peak_103,aVWAP_peak_84,aVWAP_peak_78,aVWAP_peak_59,aVWAP_peak_31,aVWAP_peak_12,aVWAP_valley_185,aVWAP_valley_171,aVWAP_valley_157,aVWAP_valley_156,aVWAP_valley_150,aVWAP_valley_143,aVWAP_valley_125,aVWAP_valley_112,aVWAP_valley_93,aVWAP_valley_88,aVWAP_valley_87,aVWAP_valley_71,aVWAP_OB_bear_176,aVWAP_OB_bear_31,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-04-01 00:00:00+00:00,1.8234766466,1.9231762022,1.7749799272,1.8198878893,41884,,,,,,,,,,,,,,1.8194907659391266,,,,,,,,,,,,,,,1.8194907659391266,,#000000,,1.7826130774416535,,24.48807469252561,-27.763899552093832,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.21164321009443393,0.0437944889979081,False,False,False,False,-770896,-437512.2816500751,False,False,False,False,92836.23393409731,False,False,False,False
2022-04-08 00:00:00+00:00,1.8913720536,1.9398687729,1.794378615,1.8525746782,107105,,,,,,,,,,,,,,1.839164028154631,,,,,,,,,,,,,,,1.839164028154631,,#000000,,1.8101489752868802,,31.78596321917501,-21.615721861904326,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282801295825005,0.19331125097807908,False,False,False,False,-663791,-454273.668194514,False,False,False,False,93893.17956860863,False,False,False,False
2022-04-15 00:00:00+00:00,1.8816727098,1.9156204133,1.7749799272,1.8913720536,22962,,,,,,,,,,,,,,1.8404490653839267,,,,,,,,,,,,,,,1.8404490653839267,,#000000,,1.812905659764023,,36.760576685214176,-17.740253599561917,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.29098782207386786,0.24214953652597349,False,False,False,False,-686753,-471494.3594393648,False,False,False,False,88639.01811908206,False,False,False,False
2022-04-22 00:00:00+00:00,1.7507315676,1.9204700852,1.7264832079,1.8962217256,171760,,,,,,,,,,,,,,1.8262334341661164,,,,,,,,,,,,,,,1.8262334341661164,,#000000,,1.8078672082762008,,37.5842221005247,-17.732858866281894,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.24062681608267816,0.24138817630432582,False,False,False,False,-858513,-500162.4068883008,False,False,False,False,94796.12788803894,False,False,False,False
2022-04-29 00:00:00+00:00,1.7070845202,1.7555812395,1.6585878009,1.7555812395,61252,,,,,,,,,,,,,,1.8131848086885065,,,,,,,,,,,,,,,1.8131848086885065,,#000000,,1.7974690714477213,,37.43792889957338,-17.732858866281894,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.014345451290377715,0.11352136250697406,False,False,False,False,-919765,-531244.0804521304,False,False,False,False,92311.37767411013,False,False,False,False
2022-05-06 00:00:00+00:00,1.6779864886,1.7652805834,1.6391891131,1.6682871447,33494,,,,,,,,,,,,,,1.8064592411185492,,,,,,,,,,,,,,,1.8064592411185492,,#000000,,1.7919634876501627,,36.864468586496955,-17.732858866281894,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.02478421504039968,0.04436857373328719,False,False,False,False,-953259,-562504.4448630838,False,False,False,False,87954.5348834353,False,False,False,False
2022-05-13 00:00:00+00:00,1.6876858325,1.6876858325,1.5518950184,1.648888457,309466,,,,,,,,,,,,,,1.7501962768946293,,,,,,,,,,,,,,,1.7501962768946293,,#000000,,1.7427980745262979,,36.74202862976249,-17.732858866281894,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.204992542278291,-0.08031198427250191,False,False,False,False,-643793,-568525.8193176702,False,False,False,False,104362.79155873638,False,False,False,False
2022-05-20 00:00:00+00:00,1.6246400973,1.6702270135,1.6003917377,1.6682871447,93987,,,,,,,,,,,,,,1.7390222188168825,,,,,,,,,,,,,,,1.7390222188168825,,#000000,,1.7327304425238763,,35.63638568136697,-17.732858866281894,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.2609263951309483,-0.1706191897017251,False,False,False,False,-737780,-581063.1660348797,False,False,False,False,103594.21440623738,False,False,False,False
2022-05-27 00:00:00+00:00,1.5615943622,1.648888457,1.4849695457,1.648888457,31986,,,,,,,,,,,,,,1.7336134776387917,,,,,,,,,,,,,,,1.7336134776387917,,#000000,,1.7277210450057068,,33.955780261960655,-17.732858866281894,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.34282825441539394,-0.25672372205855953,False,False,False,False,-769766,-595041.1537359997,False,False,False,False,98289.90222799758,False,False,False,False
2022-06-03 00:00:00+00:00,1.6391891131,1.7403532696,1.5646399562,1.5763373649,17155,,,,,,,,,,,,,,1.7322095442376524,,,,,,,,,,,,,,,1.7322095442376524,,#000000,,1.7264621209922835,,34.986639196907305,-17.732858866281894,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.14283694939562733,-0.19978033572709342,False,False,False,False,-752611,-606712.9941999997,False,False,False,False,92279.90947036813,False,False,False,False
2022-06-10 00:00:00+00:00,1.5906923938,1.7255132735,1.5858427219,1.6294897693,12484,,,,,,,,,,,,,,1.7310507599727436,,,,,,,,,,,,,,,1.7310507599727436,,#000000,,1.7254115641774839,,34.97932500020275,-17.732858866281894,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.1357058674118793,-0.16774310156948635,False,False,False,False,-765095,-618444.9946296294,False,False,False,False,86369.10136145198,False,False,False,False
2022-06-17 00:00:00+00:00,1.4255448989,1.5712937061,1.4255448989,1.5615943622,98678,,,,,,,,,,,,,,1.7091298585800319,,,,,,,,,,,,,,,1.7091298585800319,,#000000,,1.7047348044638575,,32.958435802296236,-17.732858866281894,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.34282825441539394,-0.2552856779924402,False,False,False,False,-863773,-636617.439471879,False,False,False,False,87280.87163097404,False,False,False,False
2022-06-24 00:00:00+00:00,1.4660655245,1.493892942,1.4157808928,1.4450729113,23752,,,,,,,,,,,,,,1.7040878775686912,,,,,,,,,,,,,,,1.7040878775686912,,#000000,,1.6999550261694436,,32.55259377309339,-17.732858866281894,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,-0.34282825441539394,-0.2990569662039171,False,False,False,False,-840021,-651684.3698813694,False,False,False,False,82575.02928793892,False,False,False,False
2022-07-01 00:00:00+00:00,1.4255448989,1.493892942,1.4206628959,1.470068767,16087,,,,,,,,,,,,,,1.700626970309787,,,,,,,,,,,,,,,1.700626970309787,,#000000,,1.6966678278968106,,31.801261034992315,-12.057569399304512,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.8539169959359046,1.144335767671363,False,False,False,False,-0.3356776996340289,-0.317367332918973,True,False,False,False,-856108,-666826.861001268,False,False,False,False,77649.99008142493,False,False,False,False
2022-07-08 00:00:00+00:00,1.4646009236,1.4646009236,1.2986128189,1.4011348836,38232,,,,,,,,,,,,,,1.6916046944843883,,,,,,,,,,,,,,,1.6916046944843883,,#000000,,1.618369470603253,,32.270267711875526,-12.057569399304512,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.8149663698771837,1.1686068805117857,False,False,False,False,-0.34282825441539394,-0.3300977936671835,False,False,False,False,-817876,-678015.6861122852,False,False,False,False,74730.13896428233,False,False,False,False
2022-07-15 00:00:00+00:00,1.5241613611,1.5329489667,1.4646009236,1.4646009236,16537,,,,,,,,,,,,,,1.6891678441896716,,,,,,,,,,,,,,,1.6891678441896716,,#000000,,1.6240312481940289,,34.04756668952021,-12.057569399304512,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8632749434212756,1.1291121632225853,False,False,False,False,-0.047880234859566016,-0.18898901426337475,False,False,False,False,-801339,-687150.7464002641,False,False,False,False,70419.5360780392,False,False,False,False
2022-07-22 00:00:00+00:00,1.6110610159,1.6110610159,1.5241613611,1.5241613611,19937,,,,,,,,,,,,,,1.6874884100833096,,,,,,,,,,,,,,,1.6874884100833096,,#000000,,1.632407942350459,,37.17984582818764,-12.057569399304512,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8753306223870598,1.1163811428479715,False,False,False,False,0.11847437294557273,-0.03525732065890101,False,False,False,False,-781402,-694132.3207409853,False,False,False,False,66680.0889611474,False,False,False,False
2022-07-29 00:00:00+00:00,1.6403530344,1.6501170406,1.5622409851,1.6110610159,65617,,,,,,,,,,,,,,1.684056249905638,,,,,,,,,,,,,,,1.684056249905638,,#000000,,1.6464532332900332,,39.99645737837826,-15.829314917401938,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9074105516027388,1.07062407704226,False,False,False,False,0.21400799748575844,0.0893753384134287,False,False,False,False,-715785,-695736.2229083198,False,False,False,False,66601.34163069204,False,False,False,False
2022-08-05 00:00:00+00:00,1.6891730652,1.8161051452,1.6012970098,1.8161051452,16304,,,,,,,,,,,,,1.7021917400666666,1.6842747845076316,,,,,,,,,,,,,,1.7021917400666666,1.693233262287149,,#000000,,1.657230358443862,,42.94305254958298,-12.985499969114635,False,False,False,True,True,,-1.0,1.8161051,1.601297,0.0,0,0.9504873980598691,1.0271273246212862,False,False,False,False,0.3428280279799149,0.2161016831966718,False,False,False,False,-699481,-696013.6138039998,False,False,False,False,62875.61262101115,False,False,False,False
2022-08-12 00:00:00+00:00,1.5093200718,1.7575211083,1.5036569482,1.7282290898,49595,,,,,,,,,,,,,1.6178821988354872,1.6809471906708164,,,,,,,,,,,,,,1.6178821988354872,1.6494146947531518,,#000000,,1.6363685958083696,,42.23005119748785,-12.985499969114635,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9297177229056612,1.034869934794768,False,False,False,False,0.17412666716502906,0.19511417518085045,False,False,False,False,-749076,-699944.1609296295,False,False,False,False,61891.86353797328,False,False,False,False
2022-08-19 00:00:00+00:00,1.4157808928,1.5231849605,1.405040486,1.4841289359,30942,,,,,,,,,,,,,1.5636032300843647,1.6759192764170137,,,,,,,,,,,,,,1.5636032300843647,1.6197612532506893,,#000000,,1.6164425092737833,,40.582731545926094,-12.985499969114635,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9063933825803583,1.0613935959603154,False,False,False,False,-0.1650037865699112,0.01505519430546963,False,False,False,False,-780018,-705875.5564163236,False,False,False,False,59599.28105367896,False,False,False,False
2022-08-26 00:00:00+00:00,1.430426902,1.4646009236,1.3962528805,1.4157808928,57126,,,,,,,,,,,,,1.5141911423237198,1.666511491125038,,,,,,,,,,,,,,1.5141911423237198,1.5903513167243788,,#000000,,1.5935763719734521,,39.70109532517367,-12.985499969114635,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.9520338422953892,1.0637401055603841,False,False,False,False,-0.2357659738152772,-0.11035538975490378,False,False,False,False,-722892,-707136.0337188181,False,False,False,False,59416.07504970274,False,False,False,False
2022-09-02 00:00:00+00:00,1.366960862,1.4255448989,1.366960862,1.4157808928,157628,,,,,,,,,,,,,1.4495898069234634,1.6397328763000798,,,,,,,,,,,,,,1.4495898069234634,1.5446613416117716,,#000000,,1.5518501729585727,,38.319688778566004,-12.985499969114635,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.931262818584692,1.0575612591954489,False,False,False,False,-0.31001173216334443,-0.2101835609591241,False,False,False,False,-880520,-719979.2904803872,False,False,False,False,66691.03245342846,False,False,False,False
2022-09-09 00:00:00+00:00,1.3673251906,1.4548369174,1.2986128189,1.4353089051,120500,,,,,,,,,,,,,1.4283959054963993,1.6216020115046867,,,,,,,,,,,,,,1.4283959054963993,1.524998958500543,,#000000,,1.5320429399921491,,37.34099699426001,-12.985499969114635,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.9335419197962898,1.026918084354742,False,False,False,False,-0.34282825441539394,-0.276505907687259,False,False,False,False,-760020,-722945.2689633215,False,False,False,False,70676.88190132265,False,False,False,False
2022-09-16 00:00:00+00:00,1.337814575,1.4263464218,1.337814575,1.4263464218,71910,,,,,,,,,,,,,1.4196825095812793,1.6116683626832726,,,,,,,,,,,,,,1.4196825095812793,1.515675436132276,,#000000,,1.5224502418550787,,36.2821838561466,-7.981088991942514,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,0.9431804670241051,1.0610614164843648,False,False,False,False,-0.3309259129682815,-0.30371591032777023,False,False,False,False,-831930,-731018.2120030755,False,False,False,False,70768.22398270616,False,False,False,False
2022-09-23 00:00:00+00:00,1.2197721125,1.2932928929,1.1705877531,1.2896139028,111752,,,,,,,,,,,,,1.3848735853009275,1.5897020114236116,,,,,,,,,,,,,,1.3848735853009275,1.4872877983622694,,#000000,,1.494766582608149,,34.23878955516586,-10.069272751832067,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8597839062372866,1.1746434960737118,False,False,False,False,-0.34282825441539394,-0.3232720823715821,False,False,False,False,-943682,-746771.0851880328,False,False,False,False,73804.05924324643,False,False,False,False
2022-09-30 00:00:00+00:00,1.1607508812,1.2640380359,1.1607508812,1.2197721125,167023,,,,,,,,,,,,,1.3443983522504792,1.558612377655763,,,,,,,,,,,,,,1.3443983522504792,1.451505364953121,,#000000,,1.4592939885945773,,32.22203192897544,-12.098967401270414,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8261964183780529,1.169182911087969,False,False,False,False,-0.34282825441539394,-0.333050168393488,False,False,False,False,-1110705,-773729.1529518822,False,False,False,False,80709.16596596892,False,False,False,False
2022-10-07 00:00:00+00:00,1.1607508812,1.2787933437,1.1312402656,1.2787933437,13057,,,,,,,,,,,,,1.3418694865139258,1.5563570694796833,,,,,,,,,,,,,,1.3418694865139258,1.4491132779968046,,#000000,,1.456897876759038,,30.78149076741085,-13.559368261951036,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8117905231214356,1.169654174411594,False,False,False,False,-0.34282825441539394,-0.33793921140444094,False,False,False,False,-1110705,-798690.3268072985,False,False,False,False,75697.89441293418,False,False,False,False
2022-10-14 00:00:00+00:00,1.180424625,1.180424625,1.0427084187,1.1312402656,20212,,,,,,,,,,,,,1.3367338101903659,1.5523964892784958,,,,,,,,,,,,,,1.3367338101903659,1.444565149734431,,#000000,,1.3476536355754296,,30.27220352471255,-14.144433018366215,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.791096192032602,1.1918134695438392,False,False,False,False,-0.34282825441539394,-0.3403837329099174,False,False,False,False,-1090493,-820305.3396363874,False,False,False,False,71587.82816012425,False,False,False,False
2022-10-21 00:00:00+00:00,1.1705877531,1.2197721125,1.1509140093,1.180424625,5431,,,,,,,,,,,,,1.335700412925734,1.551460438056442,,,,,,,,,,,,,,1.335700412925734,1.443580425491088,,#000000,,1.349328546841865,,29.799025795993096,-14.736991053000203,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.831366543848299,1.1885759763908899,False,False,False,False,-0.19429177772261572,-0.2673377553162666,False,False,False,False,-1095924,-840721.5367003587,False,False,False,False,66687.32237048542,False,False,False,False
2022-10-28 00:00:00+00:00,1.2502664153,1.2502664153,1.1656693172,1.1705877531,48419,,,,,,,,,,,,,1.3293755433772672,1.544232668810129,,,,,,,,,,,,,,1.3293755433772672,1.4368041060936982,,#000000,,1.3569367033501831,,31.55791213209538,-14.736991053000203,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8563097254500395,1.1288049695604774,False,False,False,False,-0.13120948641529503,-0.19927362086578082,False,False,False,False,-1047505,-856038.8302781099,False,False,False,False,65334.11330600501,False,False,False,False
2022-11-04 00:00:00+00:00,1.180424625,1.2296089843,1.1607508812,1.2296089843,118266,,,,,,,,,,,,,1.312726034612471,1.526226238096342,,,,,,,,,,,,,,1.312726034612471,1.4194761363544064,,#000000,,1.3431042115301834,,31.909698031389475,-14.736991053000203,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8527293442794281,1.1333178772125152,False,False,False,False,-0.13700653877475488,-0.16814007982026785,False,False,False,False,-1165771,-878981.9539612129,False,False,False,False,69254.99380185649,False,False,False,False
2022-11-11 00:00:00+00:00,1.1312402656,1.180424625,1.1312402656,1.1607508812,38132,,,,,,,,,,,,,1.3065920896175653,1.5201168948833708,,,,,,,,,,,,,,1.3065920896175653,1.413354492250468,,#000000,,1.336619945817664,,31.577331559435486,-14.736991053000203,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8672240774551127,1.127889315175257,False,False,False,False,-0.22575884973284482,-0.19694946477655634,True,False,False,False,-1203903,-903050.1795937156,False,False,False,False,66949.58685357083,False,False,False,False
2022-11-18 00:00:00+00:00,1.1410771375,1.1459955734,1.093663415,1.1312402656,29532,,,,,,,,,,,,,1.3015663599139615,1.5152634270168355,,,,,,,,,,,,,,1.3015663599139615,1.4084148934653986,,#000000,,1.3312227618358348,,31.600597715106833,-14.736991053000203,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.843374395145368,1.1405537960290302,False,False,False,False,-0.3203684165917968,-0.2586589406841766,False,False,False,False,-1174371,-923148.0181423293,False,False,False,False,64177.913753306326,False,False,False,False
2022-11-25 00:00:00+00:00,1.2207557997,1.2246905484,1.0623821625,1.1214033937,102160,,,,,,,,,,,,,1.2898954668561013,1.5010949779770673,,,,,,,,,,,,,,1.2898954668561013,1.3954952224165842,,#000000,,1.320974699526016,,33.620611976724646,-14.736991053000203,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8706997315404001,1.1080432825473971,False,False,False,False,-0.1559645086500597,-0.20731172466711817,False,False,False,False,-1072211,-934189.7205021568,False,False,False,False,66991.40162343178,False,False,False,False
2022-12-02 00:00:00+00:00,1.1214033937,1.2158373637,1.0820559062,1.1902614968,67681,,,,,,,,,,,,,1.2816053540231878,1.4915510742327418,,,,,,,,,,,,,,1.2816053540231878,1.3865782141279648,,#000000,,1.3129042036104401,,33.731564019790206,-14.736991053000203,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8485708433973767,1.1419625497072599,False,False,False,False,-0.08552523429910906,-0.14641847948311362,False,False,False,False,-1139892,-949426.9263908858,False,False,False,False,67042.48298465906,False,False,False,False
2022-12-09 00:00:00+00:00,1.0909090909,1.1214033937,1.0809917355,1.1115665218,32073,,,,,,,,,,,,,1.2769174224644382,1.4866830779411193,,,,,,,,,,,,,,1.2769174224644382,1.3818002502027786,,#000000,,1.3080526681450977,,33.44029893300932,-14.736991053000203,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.835844225862687,1.1739295543250423,False,False,False,False,-0.34282825441539394,-0.2446233669492538,False,False,False,False,-1171965,-965911.2281397091,False,False,False,False,64452.15091172136,False,False,False,False
2022-12-16 00:00:00+00:00,1.0919008264,1.1504132231,1.041322314,1.0909090909,82472,,,,,,,,,,,,,1.265694908955812,1.4746019259338796,,,,,,,,,,,,,,1.265694908955812,1.3701484174448457,,#000000,,1.201632558625736,,33.25776270420949,-14.736991053000203,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.8712321973505147,1.1203291831896163,False,False,False,False,-0.34282825441539394,-0.29372581068232384,False,False,False,False,-1089493,-975065.4334626936,False,False,False,False,65786.95454789014,False,False,False,False
2022-12-23 00:00:00+00:00,1.1305785124,1.1404958678,1.052231405,1.0710743802,170508,,,,,,,,,,,,,1.2478705295503152,1.4526354910150592,,,,,,,,,,,,,,1.2478705295503152,1.350253010282687,,#000000,,1.1918725961080727,,34.13600504285448,-14.736991053000203,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.878851649370237,1.096512749770117,False,False,False,False,-0.3395555308325746,-0.3166406707574492,False,False,False,False,-918985,-970911.3272802718,False,False,False,False,73544.06902582421,False,False,False,False
2022-12-30 00:00:00+00:00,1.1404958678,1.1652892562,1.0611570248,1.120661157,94094,,,,,,,,,,,,,1.2405088730969969,1.4420691307506701,,,,,,,,,,,,,,1.2405088730969969,1.3412890019238335,,#000000,,1.1886717936624829,,35.02212393446802,-14.736991053000203,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.8815225097742619,1.0869863701249722,False,False,False,False,-0.23188753154113895,-0.2742641011492941,False,False,False,False,-824891,-960095.0067409924,False,False,False,False,75066.28613502241,False,False,False,False
