date,Close,High,Low,Open,Volume,aVWAP_peak_183,aVWAP_peak_176,aVWAP_peak_150,aVWAP_peak_132,aVWAP_peak_114,aVWAP_peak_103,aVWAP_peak_93,aVWAP_peak_80,aVWAP_peak_71,aVWAP_peak_57,aVWAP_peak_32,aVWAP_peak_14,aVWAP_valley_188,aVWAP_valley_182,aVWAP_valley_171,aVWAP_OB_bull_171,aVWAP_OB_bear_32,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-04-29 00:00:00+00:00,5.64,6.0,5.31,5.7,365534,,,,,,,,,,,,6.856554348885842,,,,,,6.856554348885842,,#000000,,7.223274734764464,,36.9069650351415,-15.749041927482736,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.22798847869046085,False,False,False,False,-4127465,-2495706.512748741,False,False,False,False,1220359.1782667509,False,False,False,False
2022-05-06 00:00:00+00:00,5.37,6.33,5.205,5.58,491532,,,,,,,,,,,,6.616557765484603,,,,,,6.616557765484603,,#000000,,7.077093508265137,,35.611411289501376,-15.749041927482736,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.31683722931952407,-0.2724128540049925,False,False,False,False,-4618997,-2652987.2895821678,False,False,False,False,1166371.9798766212,False,False,False,False
2022-05-13 00:00:00+00:00,3.345,5.25,2.55,5.25,1576855,,,,,,,,,,,,5.494793115199837,,,,,,5.494793115199837,,#000000,,5.617071797653926,,32.58480462095018,-10.45325155142816,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3076205542101932,False,False,False,False,-6195852,-2915421.712576081,False,False,False,False,1196778.1295153901,False,False,False,False
2022-05-20 00:00:00+00:00,3.48,3.84,3.15,3.27,515359,,,,,,,,,,,,5.26989628659132,,,,,,5.26989628659132,,#000000,,5.452784145932219,,30.765024352238974,-12.154632239086617,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.32522440431279354,False,False,False,False,-5680493,-3120241.807940816,False,False,False,False,1146302.638440176,False,False,False,False
2022-05-27 00:00:00+00:00,3.57,3.6,3.03,3.54,444569,,,,,,,,,,,,5.104911146358837,,,,,,5.104911146358837,,#000000,,5.325399740294008,,29.702912275781586,-13.178640747879761,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3340263293640937,False,False,False,False,-5235924,-3276959.0073526073,False,False,False,False,1094322.3689260888,False,False,False,False
2022-06-03 00:00:00+00:00,4.05,4.29,3.63,3.99,398908,,,,,,,,,,,,5.023119065436132,,,,,,5.023119065436132,,#000000,,5.269136169002682,,30.206092659364934,-13.178640747879761,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2584742136590945,-0.2962502715115941,False,False,False,True,-4837016,-3392518.7845857474,False,False,False,False,1042810.1934500822,False,False,False,False
2022-06-10 00:00:00+00:00,3.45,4.2,3.36,4.05,250161,,,,,,,,,,,,4.963605009729781,,,,,,4.963605009729781,,#000000,,5.221811728846425,,29.891300907190946,-13.179698948902683,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2776143289817107,-0.2869323002466524,False,False,False,False,-5087177,-3518049.022764581,False,False,False,False,984095.4383797058,False,False,False,False
2022-06-17 00:00:00+00:00,2.58,4.23,2.4,3.24,1939438,,,,,,,,,,,,4.482096301623284,,,,,,4.482096301623284,,#000000,,4.140134984579771,,28.79868317710246,-14.424121636042827,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539383,-0.3148802773310231,True,False,False,False,-7026615,-3777942.7988560935,False,False,False,False,1054861.554055283,False,False,False,False
2022-06-24 00:00:00+00:00,2.85,2.904,2.49,2.6997,584023,,,,,,,,,,,,4.3587577005324345,,,,,,4.3587577005324345,,#000000,,4.0369728895153045,,28.72663854068627,-14.714345676442292,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.32885426587320854,False,False,False,False,-6442592,-3975324.2211630493,False,False,False,False,1019984.624125262,False,False,False,False
2022-07-01 00:00:00+00:00,2.6238,3.0,2.43,2.85,870776,,,,,,,,,,,,4.198239340849285,,,,,,4.198239340849285,,#000000,,3.905802070823297,,28.436834234220136,-15.257829537680621,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7648596269758016,1.2720338531017192,False,False,False,False,-0.338492528927707,-0.33367339740045776,False,False,False,False,-7313368,-4222586.72329912,False,False,False,False,1008932.1334493167,False,False,False,False
2022-07-08 00:00:00+00:00,2.76,2.88,2.538,2.64,239824,,,,,,,,,,,,4.160362524366394,,,,,,4.160362524366394,,#000000,,3.876378655022172,,28.61199659122871,-15.365832276959651,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7951491623164918,1.2402804213858998,False,False,False,False,-0.33993640160944905,-0.3368048995049534,False,False,False,False,-7073544,-4433768.7437954815,False,False,False,False,951961.1606012193,False,False,False,False
2022-07-15 00:00:00+00:00,2.5206,2.763,2.4528,2.7627,280961,,,,,,,,,,,,4.114088378493831,,,,,,4.114088378493831,,#000000,,3.838004586042824,,28.45762278123152,-15.822658470002366,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8131692067213755,1.1982219617037904,False,False,False,False,-0.34282825441539394,-0.33981657696017364,False,False,False,False,-7354505,-4650119.577588409,False,False,False,False,902257.445001129,False,False,False,False
2022-07-22 00:00:00+00:00,3.09,3.3,2.55,2.55,761341,,,,,,,,,,,,4.030778517616898,,,,,,4.030778517616898,,#000000,,3.785095456446385,,29.971494773053987,-15.822658470002366,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8632789720283938,1.1458102917814554,False,False,False,False,-0.1770409161742922,-0.2584287465672329,False,False,False,False,-6593164,-4794048.794063342,False,False,False,False,891819.1898158601,False,False,False,False
2022-07-29 00:00:00+00:00,3.03,3.1383,2.700303,3.03,334678,,,,,,,,,,,,3.9971635601783877,,,,,,3.9971635601783877,,#000000,,3.7628125351205584,,30.967538448195597,-15.822658470002366,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8920141196867102,1.1314053863997775,False,False,False,False,-0.1799120738458439,-0.2191704102065384,False,False,False,False,-6927842,-4952107.55005865,False,False,False,False,850549.4720517223,False,False,False,False
2022-08-05 00:00:00+00:00,3.54,3.57,2.91,2.94,392107,,,,,,,,,,,,3.9739301141913512,,,,,,3.9739301141913512,,#000000,,3.7555431832938595,,33.0961027414685,-15.822658470002366,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8838376716200338,1.122611053712126,False,False,False,False,-0.02145660986321224,-0.12031351003487532,False,False,False,False,-6535735,-5069413.287091343,False,False,False,False,816590.7704182614,False,False,False,False
2022-08-12 00:00:00+00:00,4.02,4.32,3.6,3.72,443797,,,,,,,,,,,3.9799999999999995,3.9741636540168543,,,,,3.9799999999999995,3.977081827008427,,#000000,,3.552031853494571,,35.846550221904614,-19.263208578215128,False,False,False,True,True,,-1.0,4.32,3.6,0.0,0,0.8736948803885767,1.1252685927279649,False,False,False,False,0.3428281996370826,0.11125734480110364,False,False,False,False,-6091938,-5145155.8584179105,False,False,False,False,788976.4170539457,False,False,False,False
2022-08-19 00:00:00+00:00,3.63,4.08,3.51,3.9,716864,,,,,,,,,,,3.8317677771545697,3.9604621905249004,,,,,3.8317677771545697,3.896114983839735,,#000000,,3.54058321095823,,37.110908568515995,-17.96600537957272,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8849800354552264,1.1289584101902264,False,False,False,False,0.25483537739474166,0.18304636109792266,False,False,False,False,-6808802,-5268388.90594251,False,False,False,False,783634.7565314312,False,False,False,False
2022-08-26 00:00:00+00:00,3.42,3.72,3.36,3.48,221170,,,,,,,,,,,3.778666436054771,3.952297105221328,,,,,3.778666436054771,3.8654817706380493,,#000000,,3.529824054872472,,37.64540829530466,-17.356262486317675,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9065618870575752,1.1154072617498312,False,False,False,False,0.12564252905198559,0.15434444507495412,False,False,False,False,-7029972,-5398876.542539361,False,False,False,False,741970.7004920659,False,False,False,False
2022-09-02 00:00:00+00:00,3.21,3.48,3.21,3.42,164923,,,,,,,,,,,3.727628517527674,3.9437845042084754,,,,,3.727628517527674,3.835706510868075,,#000000,,3.5161619315383845,,37.65758968434626,-17.208988111700613,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8794527599384919,1.1384896545804668,False,False,False,False,0.029809110170341113,0.09207677762264761,False,False,False,False,-7194895,-5531914.946795704,False,False,False,False,699226.4263815425,False,False,False,False
2022-09-09 00:00:00+00:00,3.57,3.69,3.09,3.24,223522,,,,,,,,,,,3.6925740506000198,3.9352026906279365,,,,,3.6925740506000198,3.813888370613978,,#000000,,3.508802978625046,,38.689108818682726,-16.054409334878727,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.877996312342489,1.1172192293180008,False,False,False,False,0.05181242755520784,0.07194460258892772,False,False,False,False,-6971373,-5638541.469255282,False,False,False,False,663989.0614643912,False,False,False,False
2022-09-16 00:00:00+00:00,2.9223,3.66,2.9031,3.54,242723,,,,,,,,,,,3.62857448086164,3.9208769177550185,,,,,3.62857448086164,3.774725699308329,,#000000,,3.488845079472164,,38.25030930418454,-16.054409334878727,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8775813868739916,1.1578043488191203,False,False,False,False,-0.0011715358387244747,0.03538653337510162,False,False,False,False,-7214096,-5755249.212273409,False,False,False,False,632784.1680225844,False,False,False,False
2022-09-23 00:00:00+00:00,2.6097,2.97,2.4867,2.922,233504,,,,,,,,,,,3.5308932846294887,3.8993062879374105,,,,,3.5308932846294887,3.7150997862834494,,#000000,,3.452521899845057,,37.416418557175604,-16.054409334878727,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,0.7916057200636838,1.273123537712551,False,False,False,False,-0.34282825441539394,-0.15372086052014616,False,False,False,False,-7447600,-5880608.529882786,False,False,False,False,603207.8592801708,False,False,False,False
2022-09-30 00:00:00+00:00,2.76,2.8797,2.52,2.52,190924,,,,,,,,,,,3.4673680664897866,3.8826613646728,,,,,3.4673680664897866,3.6750147155812933,,#000000,,3.4277273384693654,,37.275962810800756,-16.054409334878727,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7123441430791572,1.30063399111532,False,False,False,False,-0.34282825441539394,-0.24827455746777005,False,False,False,False,-7256676,-5982539.453595173,False,False,False,False,572668.3141483063,False,False,False,False
2022-10-07 00:00:00+00:00,2.7285,3.06,2.5404,2.7876,212780,,,,,,,,,,,3.411883546530517,3.865529368022539,,,,,3.411883546530517,3.6387064572765278,,#000000,,3.4051443175124203,,37.117596995234535,-16.054409334878727,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7317692473061678,1.3149695429533592,False,False,False,False,-0.28490858645618417,-0.26659157196197714,False,False,False,False,-7469456,-6092681.4199955305,False,False,False,False,546009.920507691,False,False,False,False
2022-10-14 00:00:00+00:00,2.4189,2.7714,2.406,2.67,192606,,,,,,,,,,,3.352276534123068,3.8470972672046595,,,,,3.352276534123068,3.5996869006638637,,#000000,,3.3793395484518984,,36.42992733843151,-16.054409334878727,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7536419320230981,1.250823678792049,False,False,False,False,-0.34282825441539394,-0.30470991318868557,False,False,False,False,-7662062,-6208931.833329195,False,False,False,False,519831.8523219361,False,False,False,False
2022-10-21 00:00:00+00:00,2.3901,2.6091,2.175,2.4471,377099,,,,,,,,,,,3.2397437754199494,3.8087385573503063,,,,,3.2397437754199494,3.524241166385128,,#000000,,3.3273386316448708,,35.884900179093684,-16.054409334878727,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7959076265588317,1.2312598752721464,False,False,False,False,-0.34282825441539394,-0.3237690838020397,False,False,False,False,-8039161,-6344504.364193699,False,False,False,False,509259.04844623717,False,False,False,False
2022-10-28 00:00:00+00:00,2.3103,2.6097,2.28,2.46,484650,,,,,,,,,,,3.129884142686774,3.7625927924822866,,,,,3.129884142686774,3.4462384675845303,,#000000,,3.271708721238417,,35.3391622764578,-16.054409334878727,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8160592423707989,1.1806793966783289,False,False,False,False,-0.3091276500468145,-0.3164483669244271,False,False,False,False,-8523811,-6505934.485364537,False,False,False,False,507436.15596873814,False,False,False,False
2022-11-04 00:00:00+00:00,2.172,2.4,2.0664,2.3394,278613,,,,,,,,,,,3.0657364303099914,3.7339479742774575,,,,,3.0657364303099914,3.3998422022937245,,#000000,,3.237207265623118,,34.67165820456806,-16.054409334878727,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8012352459600103,1.2204959005644327,False,False,False,False,-0.34282825441539394,-0.32963831066991056,False,False,False,False,-8802424,-6676044.819781979,False,False,False,False,490486.29256364645,False,False,False,False
2022-11-11 00:00:00+00:00,2.052603,2.2476,1.8615,2.1663,277858,,,,,,,,,,,2.9997555827091693,3.7035403170372767,,,,,2.9997555827091693,3.351647949873223,,#000000,,3.2004089933105044,,33.95178961778086,-16.054409334878727,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.9430464810453673,1.2020799759543181,False,False,False,False,-0.34282825441539394,-0.3362332825426523,False,False,False,False,-9080282,-6854136.462761091,False,False,False,False,474736.048670043,False,False,False,False
2022-11-18 00:00:00+00:00,1.8,2.145,1.7853,2.145,298777,,,,,,,,,,,2.928356988023185,3.6693028433474653,,,,,2.928356988023185,3.2988299156853254,,#000000,,3.159147882049154,,32.93043101999316,-13.788880207687235,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8947203518472125,1.1158138709221868,False,False,False,False,-0.34282825441539394,-0.3395307684790231,False,False,False,False,-9379059,-7041167.761815825,False,False,False,False,461702.0450648546,False,False,False,False
2022-11-25 00:00:00+00:00,1.9647,1.9647,1.734,1.8048,130227,,,,,,,,,,,2.8994641211056544,3.6546015202980167,,,,,2.8994641211056544,3.2770328207018355,,#000000,,3.1418933839801273,,32.93960441858041,-13.898393991838809,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8970688551249477,1.114360817458729,False,False,False,False,-0.34282825441539394,-0.3411795114472085,False,False,False,False,-9248832,-7204698.4461257635,False,False,False,False,437148.33802301355,False,False,False,False
2022-12-02 00:00:00+00:00,1.8363,1.947,1.6668,1.947,187856,,,,,,,,,,,2.8577650234144127,3.63298046695602,,,,,2.8577650234144127,3.2453727451852163,,#000000,,3.116574043187237,,32.66281338942986,-14.300324160704307,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.847998909274886,1.1685646061903054,False,False,False,False,-0.34282825441539394,-0.34200388293130124,False,False,False,False,-9436688,-7370031.005672004,False,False,False,False,418682.23891019775,False,False,False,False
2022-12-09 00:00:00+00:00,1.7403,1.86,1.6899,1.8363,203317,,,,,,,,,,,2.813975647760671,3.609475871570766,,,,,2.813975647760671,3.2117257596657183,,#000000,,3.089364851304944,,32.25013776840708,-14.833692213325811,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.8627686857785132,1.1770524872712396,False,False,False,False,-0.34282825441539394,-0.3424160686733476,False,False,False,False,-9640005,-7538177.227474078,False,False,False,False,402729.25825018313,False,False,False,False
2022-12-16 00:00:00+00:00,1.5,1.83,1.4796,1.7265,418325,,,,,,,,,,,2.7218773662060523,3.5588877833584838,,,,,2.7218773662060523,3.140382574782268,,#000000,,3.03068744401994,,31.4258327132127,-15.750888385292448,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.9104247071934061,1.2051208821845598,False,False,False,False,-0.34282825441539394,-0.34262216154437075,False,False,False,False,-10058330,-7724855.210624146,False,False,False,False,403884.4983797992,False,False,False,False
2022-12-23 00:00:00+00:00,1.35,1.5294,1.320303,1.5,738955,,,,,,,,,,,2.5652880239630105,3.4668245542263323,,,,,2.5652880239630105,3.0160562890946716,,#000000,,2.9257584479862926,,30.51663336545825,-16.72559938783119,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.886667050124917,1.117833524796168,False,False,False,False,-0.34282825441539394,-0.3427252079798824,False,False,False,False,-10797285,-7952442.602429765,False,False,False,False,428704.5355368511,False,False,False,False
2022-12-30 00:00:00+00:00,1.5879,1.68,1.2114,1.335,550979,,,,,,,,,,,2.4782778195928135,3.406004532538616,,,,,2.4782778195928135,2.942141176065715,,#000000,,2.383619909774845,,31.116587147321887,-16.72559938783119,False,False,False,True,False,0.0,0.0,0.0,0.0,0.0,0,0.881257493622192,1.1140132280065718,False,False,False,False,-0.327763525282371,-0.33524436663112667,False,False,False,False,-10246306,-8122358.409657191,False,False,False,False,437761.90327486215,False,False,False,False
2023-01-06 00:00:00+00:00,1.8387,1.89,1.6053,1.6371,144689,,,,,,,,,,,2.463665735841756,3.3929363287136574,,,,,2.463665735841756,2.928301032277707,,#000000,,2.3895612967297075,,32.784991777647235,-16.72559938783119,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.9049673183578655,1.083194047351301,False,False,False,False,-0.06653969496141449,-0.20089203079627058,False,False,False,False,-10101617,-8268970.1570899915,False,False,False,False,416052.7993285761,False,False,False,False
2023-01-13 00:00:00+00:00,2.5185,2.7,1.8606,1.89,351615,,,,,,,,,,,2.458648298130205,3.373166559838367,,,,,2.458648298130205,2.915907428984286,,#000000,,2.4510854440375596,,36.81476436412126,-16.065737410208385,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.9367403770602417,0.9979958364787569,False,False,False,False,0.3428281678342021,0.07096806851896577,False,False,False,False,-9750002,-8378676.21952777,False,False,False,False,411279.6290079408,False,False,False,False
2023-01-20 00:00:00+00:00,2.4,2.7,2.16,2.5611,190020,,,,,,,,,,,2.457665934170863,3.363411387228423,,,,,2.457665934170863,2.910538660699643,,#000000,,2.4715518831868084,,39.310212198257496,-13.799831541161119,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.9556674566078837,1.0474804162956985,False,False,False,False,0.34282818072901594,0.20689812462399085,False,False,False,False,-9940022,-8494331.462525712,False,False,False,False,394890.02685920446,False,False,False,False
2023-01-27 00:00:00+00:00,2.373,2.4585,1.98,2.34,186547,,,,,,,,,,,2.4531092003895676,3.3525396662427926,,,,,2.4531092003895676,2.90282443331618,,#000000,,2.4789945274598946,,41.00248716722141,-12.327251493155245,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.9270438433301558,1.0542660116755573,False,False,False,False,0.19401569182792724,0.20045690822595905,False,False,False,False,-10126569,-8615237.946783068,False,False,False,False,379457.21005481895,False,False,False,False
2023-02-03 00:00:00+00:00,2.55,2.85,2.25,2.4,215852,,,,,,,,,,2.55,2.455763879645609,3.3434074241738334,,,,,2.455763879645609,2.7830571012731475,,#000000,,2.4235974463978183,,42.93756084973903,-10.61417890994042,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.9319423827891482,1.0580723297436225,False,False,False,True,0.34282818858785796,0.2716425484069085,False,False,False,False,-9910717,-8711199.35813247,False,False,False,False,367338.3056063138,False,False,False,False
2023-02-10 00:00:00+00:00,2.3406,2.76,2.34,2.5308,187239,,,,,,,,,,2.5175773406005097,2.4563311642382164,3.334970182139886,,,,,2.4563311642382164,2.769626228992871,,#000000,,2.426347766090608,,43.5612779804781,-10.139044967697352,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.88088774714775,1.135934484462363,False,False,False,False,0.34282818858785796,0.3072353684973832,False,False,False,False,-10097956,-8813922.07234488,False,False,False,False,353997.61630214244,False,False,False,False
