date,Close,High,Low,Open,Volume,aVWAP_peak_183,aVWAP_peak_178,aVWAP_peak_165,aVWAP_peak_153,aVWAP_peak_147,aVWAP_peak_133,aVWAP_peak_124,aVWAP_peak_109,aVWAP_peak_103,aVWAP_peak_90,aVWAP_peak_81,aVWAP_valley_184,aVWAP_valley_171,aVWAP_OB_bear_153,aVWAP_OB_bear_124,aVWAP_OB_bear_109,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,39.73,40.68,39.44,39.44,1638,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1638.0,False,False,False,False
2022-01-07 00:00:00+00:00,40.69,40.69,38.83,39.73,3992,,,,,,,,,,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3992,295.7037037037037,False,False,False,False,1812.3703703703704,False,False,False,False
2022-01-14 00:00:00+00:00,39.0025,40.1202,36.8,39.0,9354,,,,,,,,,,,,,,,,,,,#000000,,,,81.33760955514391,-33.98075700185238,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5362,-123.38545953360767,False,False,False,False,2371.0096021947875,False,False,False,False
2022-01-21 00:00:00+00:00,40.63,40.84,39.32,39.75,7647,,,,,,,,,,,,,,,,,,,#000000,,,,75.52770580911609,-33.98075700185238,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2285,55.01346339480769,False,False,False,False,2761.8237057359142,False,False,False,False
2022-01-28 00:00:00+00:00,40.64,41.109,38.5,39.71,19894,,,,,,,,,,,,,,,,,,,#000000,,,,71.40725457106542,-33.98075700185238,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,22179,1693.827280921118,False,False,False,False,4030.873801607328,False,False,False,False
2022-02-04 00:00:00+00:00,37.74,42.17,37.27,40.7501,15824,,,,,,,,,,,,,,,,,,,#000000,,39.06,,60.58692014492486,-33.98075700185238,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6355,2039.0993341862204,False,False,False,False,4904.43870519197,False,False,False,False
2022-02-11 00:00:00+00:00,38.37,39.19,36.4555,37.55,14682,,,,,,,,,,,,,,,,,,,#000000,,38.552327312659806,,54.66282009309532,-33.98075700185238,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21037,3446.3512353576116,False,False,False,False,5628.70250480738,False,False,False,False
2022-02-18 00:00:00+00:00,38.0,38.96,37.865,38.22501,3219,,,,,,,,,,,,,,,,,,,#000000,,38.52585684210527,,49.78881336835659,-33.98075700185238,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17818,4510.917810516306,False,False,False,False,5450.206022969796,False,False,False,False
2022-02-25 00:00:00+00:00,38.56,38.56,36.4394,37.8,17460,,,,,,,,,,,,,,,,,,,#000000,,38.29638038487839,,47.8019070419523,-33.98075700185238,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35278,6789.960935663246,False,False,False,False,6339.8203916387,False,False,False,False
2022-03-04 00:00:00+00:00,35.2,38.51,35.2,38.42,4015,,,,,,,,,,,,,,,,,,,#000000,,38.151415096618365,,42.09682966271402,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,31263,8602.778644132635,False,False,False,False,6167.611473739536,False,False,False,False
2022-03-11 00:00:00+00:00,31.75,33.84,31.3481,33.8,4451,,,,,,,,,,,,,,,,,,,#000000,,35.014222802076524,,35.81004375116914,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,26812,9951.609855678365,False,False,False,False,6040.455068277349,False,False,False,False
2022-03-18 00:00:00+00:00,35.14,35.15,31.53,31.64,7203,,,,,,,,,,,,,,,,,,,#000000,,35.313712658106624,,36.490219211057564,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.27065391289634844,-0.30674108365587116,False,False,False,False,34015,11734.08319970219,False,False,False,False,6126.569507664212,False,False,False,False
2022-03-25 00:00:00+00:00,34.17,35.14,34.17,35.14,904,,,,,,,,,,,,,,,,,,,#000000,,35.33721655791939,,36.26761323116817,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.14939767788340283,-0.228069380769637,False,False,False,False,33111,13317.558518242768,False,False,False,False,5739.712507096492,False,False,False,False
2022-04-01 00:00:00+00:00,34.92,36.44,34.26,34.26,12627,,,,,,,,,,,,,,,,,,,#000000,,35.62719002041828,,37.04613999294475,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.07789454652406912,-0.15298196364685307,False,False,False,False,45738,15719.072702076637,False,False,False,False,6249.88195101527,False,False,False,False
2022-04-08 00:00:00+00:00,33.14,34.15,32.8,34.15,2282,,,,,,,,,,,,,,,,,,,#000000,,35.53851181732648,,36.32239353004641,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.25371442845594755,-0.2033481960514003,False,False,False,False,43456,17773.659909330217,False,False,False,False,5955.964769458584,False,False,False,False
2022-04-15 00:00:00+00:00,32.91,33.1012,32.06,32.42,4200,,,,,,,,,,,,,,,,,,,#000000,,35.33597334418209,,35.65105732936289,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.27308822523339715,False,False,False,False,39256,19364.94436049094,False,False,False,False,5825.893305054245,False,False,False,False
2022-04-22 00:00:00+00:00,31.224,33.56,31.06,31.06,3430,,,,,,,,,,,,,,,,,,,#000000,,35.14523949780214,,34.10872927343591,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3079582398243955,False,False,False,False,35826,20584.281815269387,False,False,False,False,5648.419726902078,False,False,False,False
2022-04-29 00:00:00+00:00,30.02,31.14,30.02,31.14,6265,,,,,,,,,,,,,,,,,,,#000000,,34.688499169622254,,32.338904476559684,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3253932471198947,False,False,False,False,29561,21249.22390302721,False,False,False,False,5694.092339724146,False,False,False,False
2022-05-06 00:00:00+00:00,27.275,30.02,26.84,30.02,3099,,,,,,,,,,,,,,,,,,,#000000,,34.380429628856916,,29.80795931220135,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3341107507676443,False,False,False,False,26462,21635.355465765937,False,False,False,False,5501.863277522358,False,False,False,False
2022-05-13 00:00:00+00:00,25.681,26.26,24.23,26.18,15241,,,,,,,,,,,,,,,,,,,#000000,,32.72524091660902,,27.396795344399838,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3384695025915191,False,False,False,False,11221,20863.921727561054,False,False,False,False,6223.280812520701,False,False,False,False
2022-05-20 00:00:00+00:00,27.41,28.28,24.021,26.04,10244,,,,,,,,,,,,,,,,,,,#000000,,30.242130585672744,,27.800462862923638,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2777895117575935,-0.3081295071745563,False,False,False,False,21465,20908.446044038013,False,False,False,False,6521.111863445094,False,False,False,False
2022-05-27 00:00:00+00:00,29.58,29.755,27.06,27.41,2101,,,,,,,,,,,,,,,,,,,#000000,,30.32584063237081,,30.384860087902297,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.12407666595453386,-0.21610308656454508,False,False,False,False,23566,21105.301892627787,False,False,False,False,6193.696169856568,False,False,False,False
2022-06-03 00:00:00+00:00,30.45,30.45,28.9701,28.9701,9234,,,,,,,,,,,,,,,,,,,#000000,,30.65651260703757,,33.06535145453921,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.03838767529145396,-0.12724538092799953,False,False,False,False,32800,21971.575826507207,False,False,False,False,6418.903860978304,False,False,False,False
2022-06-10 00:00:00+00:00,28.17,31.0,28.17,29.74,9346,,,,,,,,,,,,,,,,,,,#000000,,30.237428154230244,,33.67413512618278,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.018045696765116734,-0.0545998420814414,False,False,False,False,23454,22081.38502454371,False,False,False,False,6635.725797202133,False,False,False,False
2022-06-17 00:00:00+00:00,27.34,27.66,26.96,27.35,6199,,,,,,,,,,,,,,,,,,,#000000,,29.90422024134446,,33.6775289467731,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.14521972602550945,-0.09990978405347542,False,False,False,False,17255,21723.87502272566,False,False,False,False,6603.375738150124,False,False,False,False
2022-06-24 00:00:00+00:00,25.66,27.47,25.66,27.34,1369,,,,,,,,,,,,,,,,,,,#000000,,28.160240079953468,,32.860652912589714,-33.98075700185238,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2097089497014952,-0.1548093668774853,True,False,False,False,15886,21291.439835857094,False,False,False,False,6215.644201990855,False,False,False,False
2022-07-01 00:00:00+00:00,27.25,28.57,27.23,27.8199,4451,,,,,,,,,,,,,,,,,,,#000000,,28.365044255632412,,33.84781073284581,-33.469354914471594,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7942418713536079,1.0876341276317438,False,False,False,False,-0.0015463991418180672,-0.07817788300965169,False,False,False,False,20337,21220.74058875657,False,False,False,False,6084.929816658199,False,False,False,False
2022-07-08 00:00:00+00:00,28.78,28.78,26.93,27.25,4013,,,,,,,,,,,,,,,,,,,#000000,,28.434247702837553,,35.93070283300114,-30.19776944054207,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.7989482114092009,1.0845908844988796,False,False,False,False,0.05585435374158172,-0.011161764634034982,False,False,False,False,24350,21452.53758218201,False,False,False,False,5931.453533942777,False,False,False,False
2022-07-15 00:00:00+00:00,26.57,28.78,26.0654,28.78,1259,,,,,,,,,,,,,,,,,,,#000000,,28.39282589154607,,36.185582503531464,-28.794727758423903,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8222749626494024,1.0861382594621516,False,False,False,False,-0.00810412522773916,-0.00963294493088707,False,False,False,False,23091,21573.905168687048,False,False,False,False,5585.34586476183,False,False,False,False
2022-07-22 00:00:00+00:00,29.85,30.293,26.57,26.57,3566,,,,,,,,,,,,,,,,,,,#000000,,28.501888032925567,,38.94808120993692,-25.070174312059997,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8016706606291055,1.0764905543418275,False,False,False,False,0.0932044279849118,0.041785741527012366,False,False,False,False,26657,21950.430711747267,False,False,False,False,5435.764689594287,False,False,False,False
2022-07-29 00:00:00+00:00,30.68,30.68,29.55,29.6405,1354,,,,,,,,,,,,,,,,,,,#000000,,28.59007555296318,,41.49852619883762,-21.70359838067792,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.8559010245505508,1.076415232940267,False,False,False,False,0.3428282335517999,0.19230698753940614,False,False,False,False,28011,22399.361770136362,False,False,False,False,5133.41174962434,False,False,False,False
2022-08-05 00:00:00+00:00,32.73,32.73,30.68,30.68,41851,,,,,,,,,,,,,,,,,,,#000000,,30.412845418976225,,44.658652748071646,-17.88515780271289,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8874370070778562,1.0639385237613752,False,False,False,False,0.3428282400057129,0.2675676137725595,False,False,False,False,69862,25915.11275012626,False,False,False,False,7853.233101504018,False,False,False,False
2022-08-12 00:00:00+00:00,36.03,36.71,32.723,33.1204,8791,,,,,,,,,,,,,,,,,,,#000000,,31.991143454007958,,48.73486284895379,-13.331846723619556,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.9349829540949813,0.9523063505906604,False,False,False,False,0.34282824532924294,0.3051979295509012,False,False,False,False,78653,29821.622916783577,False,False,False,True,7922.697316207425,False,False,False,True
2022-08-19 00:00:00+00:00,33.19,35.6572,33.19,35.419,14964,,,,,,,,,,,,,,,,,,,#000000,,32.15936680957893,,49.79257932057792,-11.778151348022966,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.9164388211695725,0.9605338682302114,False,False,False,False,0.3164404801178206,0.3108192048343609,False,False,False,False,63689,32330.31751554035,False,False,False,False,8444.275292784652,False,False,False,False
2022-08-26 00:00:00+00:00,31.87,32.55,31.7925,32.03,3504,,,,,,,,,,,,,,,,,,,#000000,,32.09912558491166,,49.769255421317865,-11.242224257973007,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,0.9259208980306427,0.9923447693678428,False,False,False,False,0.1245597322232624,0.21768946852881163,False,False,False,False,60185,34393.62732920403,False,False,False,False,8078.328974800604,False,False,False,False
