date,Open,High,Low,Close,Volume,aVWAP_peak_864,aVWAP_peak_822,aVWAP_peak_797,aVWAP_peak_734,aVWAP_peak_713,aVWAP_peak_695,aVWAP_peak_633,aVWAP_peak_632,aVWAP_valley_883,aVWAP_valley_804,aVWAP_valley_775,aVWAP_valley_725,aVWAP_valley_703,aVWAP_valley_678,aVWAP_valley_647,aVWAP_valley_594,aVWAP_valley_580,aVWAP_valley_540,aVWAP_valley_493,aVWAP_valley_468,aVWAP_valley_434,aVWAP_valley_408,aVWAP_valley_334,aVWAP_valley_315,aVWAP_valley_285,aVWAP_OB_bull_594,aVWAP_OB_bull_334,aVWAP_OB_bear_797,aVWAP_OB_bear_734,aVWAP_OB_bear_633,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,56.5,57.495,56.475,57.155,2685.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,2685.0,False,False,False,False
2025-02-03 16:00:00+00:00,57.125,57.175,56.66,56.875,3479.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3479.0,-53.93798449612403,False,False,False,False,2697.31007751938,False,False,False,False
2025-02-03 17:00:00+00:00,56.885,56.995,56.65,56.905,3039.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.5856573705180397,-55.37848605577706,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-440.0,-59.92344210083528,False,False,False,False,2702.607595697374,False,False,False,False
2025-02-03 18:00:00+00:00,56.87,57.065,56.62,57.005,3290.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,14.526705102938335,-45.17297735954699,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2850.0,-14.808349975240937,False,False,False,False,2711.7144546788104,False,False,False,False
2025-02-03 19:00:00+00:00,57.005,57.09,56.9,56.9,1784.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.744522720247346,-41.45969918863121,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1066.0,1.9483686290263655,False,False,False,False,2697.3312848388287,False,False,False,False
2025-02-03 20:00:00+00:00,56.905,57.11,56.86,57.02,4742.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,27.522572256388784,-33.47419097544044,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5808.0,91.96467299136705,False,False,False,False,2729.031574996366,False,False,False,False
2025-02-04 15:00:00+00:00,57.66,57.78,57.535,57.68,3993.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,44.419398629573024,-18.334403156989893,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9801.0,242.49235247987298,False,False,False,False,2748.627984686345,False,False,False,False
2025-02-04 16:00:00+00:00,57.685,57.99,57.675,57.89,6473.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,56.97375115707348,-7.6498384858065265,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16274.0,491.0428586429757,False,False,False,False,2806.3701864741533,False,False,False,False
2025-02-04 17:00:00+00:00,57.885,57.915,57.625,57.77,2132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.53957255740388,-3.2523198678368956,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14142.0,702.685605020604,False,False,False,False,2795.914834745872,False,False,False,False
2025-02-04 18:00:00+00:00,57.77,57.875,57.745,57.785,2101.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,66.37479194300442,0.08333949550232944,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16243.0,943.6207119195094,False,False,False,False,2785.140961338959,False,False,False,False
2025-02-04 19:00:00+00:00,57.785,57.93,57.78,57.91,2246.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,69.94838718668198,3.631514898464971,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18489.0,1215.6420962308348,False,False,False,False,2776.7821867445564,False,False,False,False
2025-02-04 20:00:00+00:00,57.91,57.95,57.71,57.755,8800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.71101475307773,3.631514898464971,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9689.0,1347.011986211752,False,False,False,False,2870.165408655493,False,False,False,False
2025-02-05 15:00:00+00:00,58.29,58.59,58.195,58.445,509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.54134483755831,7.314384752599054,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10198.0,1484.236606580562,False,False,False,False,2833.5581930174235,False,False,False,False
2025-02-05 16:00:00+00:00,58.445,58.635,58.435,58.57,1349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,75.60796912471123,11.052860696449159,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11547.0,1640.2484421374525,False,False,False,False,2810.5417869241296,False,False,False,False
2025-02-05 17:00:00+00:00,58.57,58.62,58.41,58.58,759.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,77.69467576147557,13.94308606695374,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12306.0,1805.6089314066392,False,False,False,False,2778.734937514453,False,False,False,False
2025-02-05 18:00:00+00:00,58.58,58.61,58.485,58.5,284.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,77.47967234726238,14.770897888693867,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,12022.0,1964.0025913848306,False,False,False,False,2740.0568764677173,False,False,False,False
2025-02-05 19:00:00+00:00,58.5,58.54,58.355,58.395,1345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,75.28281040452583,14.770897888693867,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10677.0,2099.087822526151,False,False,False,False,2718.4280876852717,False,False,False,False
2025-02-05 20:00:00+00:00,58.395,58.42,57.83,57.95,9520.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.29640185183023,14.770897888693867,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1157.0,2084.4818097738075,False,False,False,False,2823.878815007981,False,False,False,False
2025-02-06 15:00:00+00:00,58.135,58.5,58.13,58.3,4980.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.15687033734017,14.770897888693867,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6137.0,2147.3115491571593,False,False,False,False,2857.3070504342136,False,False,False,False
2025-02-06 16:00:00+00:00,58.295,58.58,58.28,58.52,3483.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.31993746464047,14.770897888693867,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9620.0,2263.1671840539475,False,False,False,False,2867.0077163189544,False,False,False,False
2025-02-06 17:00:00+00:00,58.52,58.635,58.415,58.47,1932.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.76735086096333,24.307007753044417,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7688.0,2347.2731191848943,False,False,False,False,2852.5114726550946,False,False,False,False
2025-02-06 18:00:00+00:00,58.47,58.545,58.355,58.51,2941.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.71968664111779,23.367087469770908,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10629.0,2475.6719855541205,False,False,False,False,2853.883387807729,False,False,False,False
2025-02-06 19:00:00+00:00,58.505,58.64,58.39,58.47,2859.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.06478272884638,21.860734034986606,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7770.0,2557.75459042925,False,False,False,False,2853.962715128539,False,False,False,False
2025-02-06 20:00:00+00:00,58.465,58.805,58.455,58.77,8620.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,66.06384652364835,21.860734034986606,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16390.0,2772.2080076318975,False,False,False,False,2943.358642025771,False,False,False,False
2025-02-07 15:00:00+00:00,59.09,59.1,58.575,58.79,2579.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.54126296877857,21.860734034986606,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,18969.0,3023.321061777139,False,False,False,False,2937.709670831573,False,False,False,False
2025-02-07 16:00:00+00:00,58.78,58.92,58.58,58.845,1988.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.94846062391605,21.860734034986606,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20957.0,3301.3625957030754,False,False,False,False,2922.985489888448,False,False,False,False
