date,Close,High,Low,Open,Volume,aVWAP_peak_23,aVWAP_peak_16,aVWAP_peak_6,aVWAP_valley_26,aVWAP_valley_19,aVWAP_valley_11,aVWAP_OB_bear_6,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-01-24 00:00:00+00:00,24.4994242065,24.5052937379,24.4808373569,24.4955111855,250119,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,250119.0,False,False,False,False
2025-01-31 00:00:00+00:00,24.5070545973,24.5542064999,24.5070545973,24.5150762903,745080,,,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,745080,55191.11111111111,False,False,False,False,286782.77777777775,False,False,False,False
2025-02-07 00:00:00+00:00,24.5737716046,24.6422494714,24.5493152237,24.5493152237,246,,,,,,,,,,#000000,,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,745326,106312.21399176953,False,False,False,False,265557.83127572015,False,False,False,False
2025-02-14 00:00:00+00:00,24.559097776,24.5982279856,24.4612722521,24.5933367094,227,,,,,,,,,,#000000,,,,94.98441825182131,45.25870787867483,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,745099,153629.7536960829,False,False,False,False,245903.6956256668,False,False,False,False
2025-02-21 00:00:00+00:00,24.6265973875,24.6275756428,24.5248588427,24.5248588427,75465,,,,,,,,,,#000000,,,,93.72839248878026,44.27708824469023,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,820564,203032.290459336,False,False,False,False,233278.60706080258,False,False,False,False
2025-02-28 00:00:00+00:00,24.810411547,24.810411547,24.6422494714,24.6422494714,425010,,,,,,,,,,#000000,,,,94.37766118103887,43.591939722148254,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1245574,280257.60227716295,False,False,False,False,247480.9324637061,False,False,False,False
2025-03-07 00:00:00+00:00,24.5814955357,24.8158897763,24.562281286,24.8158897763,283498,,,24.65322219933333,,,,24.65322219933333,24.65322219933333,,#000000,,24.65322219933333,,82.93237742558989,34.51320874590601,False,False,True,False,False,,-1.0,24.81589,24.56228,0.0,0,,,False,False,False,False,,,False,False,False,False,962076,330762.6687751509,False,False,False,False,250148.86339232046,False,False,False,False
2025-03-14 00:00:00+00:00,24.419742923,24.6726651901,24.419742923,24.6726651901,1145,,,24.652622143218156,,,,24.652622143218156,24.652622143218156,,#000000,,24.652622143218156,,70.91776564570227,23.739701546004966,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,960931,377441.80442143604,False,False,False,False,231704.13277066709,False,False,False,False
2025-03-21 00:00:00+00:00,24.4442508946,24.5177748095,24.4442508946,24.4785620549,126160,,,24.596156657268914,,,,24.596156657268914,24.596156657268914,,#000000,,24.596156657268914,,62.988062214281975,17.149781716600444,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1087091,430008.4115013297,False,False,False,False,223886.0488617288,False,False,False,False
2025-03-28 00:00:00+00:00,24.2491674405,24.3903333571,24.1501552352,24.3903333571,446,,,24.59579558565796,,,,24.59579558565796,24.59579558565796,,#000000,,24.59579558565796,,54.26901463010199,9.868302000249912,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34282825441539394,False,False,False,False,1086645,478648.15879752743,False,False,False,False,207334.9341312304,False,False,False,False
2025-04-04 00:00:00+00:00,24.5734075036,24.5734075036,24.3315142252,24.3315142252,40220,,,24.586617920717984,,,,24.586617920717984,24.586617920717984,,#000000,,24.586617920717984,,53.94697127932932,9.868302000249912,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.06641287412948685,-0.2046205642724404,False,False,False,False,1126865,526664.2211088217,False,False,False,False,194956.05012150964,False,False,False,False
2025-04-11 00:00:00+00:00,23.644208936,24.2134512423,23.1986893011,24.2134512423,16087,,,24.555611814214764,,,23.685449826466666,24.555611814214764,24.555611814214764,23.685449826466666,#000000,,24.120530820340715,,46.36056642853596,4.091077812742135,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.2737244093439172,False,False,False,False,1110778,569931.9084340942,False,False,False,False,181706.49085324968,False,False,False,False
2025-04-18 00:00:00+00:00,23.947909738,23.947909738,23.8348087269,23.8348087269,7113,,,24.54594034343105,,,23.75435994945884,24.54594034343105,24.54594034343105,23.75435994945884,#000000,,24.150150146444943,,43.950793573349515,2.534842334235492,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.21331544113480067,-0.24351992523935892,False,False,False,False,1117891,610521.4707723095,False,False,False,False,168773.63967893488,False,False,False,False
2025-04-25 00:00:00+00:00,24.0216712669,24.0462584433,23.7315425863,23.8397261622,8786,,,24.53480402121209,,,23.80347252005444,24.53480402121209,24.53480402121209,23.80347252005444,#000000,,24.169138270633265,,42.87462959927814,2.0368948696277727,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2149800327732197,-0.2292499790062893,False,False,False,False,1126677,648755.2136780643,False,False,False,False,156922.70340642118,False,False,False,False
2025-05-02 00:00:00+00:00,24.0881641133,24.1522939789,24.0315061375,24.0462584433,6239,,,24.5291452887275,,,23.85034576767807,24.5291452887275,24.5291452887275,23.85034576767807,#000000,,24.189745528202785,,42.68597026715442,2.0368948696277727,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.08058311001317764,-0.15491654450973347,False,False,False,False,1132916,684618.9756278374,False,False,False,False,145760.94759853813,False,False,False,False
2025-05-09 00:00:00+00:00,24.1128294462,24.1425265071,24.0437665141,24.0437665141,202099,,,24.403690203376563,,,24.060044984337193,24.403690203376563,24.403690203376563,24.060044984337193,#000000,,24.231867593856876,,42.77095434295831,2.0368948696277727,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.07023088091067692,-0.11257371271020519,False,False,False,False,1335015,732796.4589146642,False,False,False,False,149934.13666531307,False,False,False,False
2025-05-16 00:00:00+00:00,24.1400599738,24.1720262452,24.0339003809,24.0930971799,178,,24.115328866633334,24.403616026398133,,,24.060085900965948,24.403616026398133,24.259472446515733,24.060085900965948,#000000,,24.193010264665805,,43.08414481550399,2.0368948696277727,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.018207175102492618,-0.0653904439063489,False,False,False,False,1335193,777418.4249209854,False,False,False,False,138841.0895049195,False,False,False,False
2025-05-23 00:00:00+00:00,23.9993689149,24.127628646,23.9549713157,24.127628646,183,,24.07071645355494,24.40351653751075,,,24.060060990321727,24.40351653751075,24.237116495532845,24.060060990321727,#000000,,24.178097993795806,,42.31747134116885,1.670111332145268,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.04452233244915617,-0.05495638817775254,False,False,False,False,1335010,818721.504556468,False,False,False,False,128570.11991196251,False,False,False,False
