date,Close,High,Low,Open,Volume,aVWAP_peak_268,aVWAP_peak_242,aVWAP_peak_241,aVWAP_valley_278,aVWAP_valley_254,aVWAP_valley_215,aVWAP_valley_199,aVWAP_valley_174,aVWAP_valley_133,aVWAP_valley_132,aVWAP_valley_101,aVWAP_OB_bull_254,aVWAP_OB_bull_199,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-06-21 00:00:00+00:00,1.74,1.75,1.68,1.74,927200,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,927200.0,False,False,False,False
2024-06-24 00:00:00+00:00,1.73,1.79,1.68,1.75,576679,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-576679,-22614.86274509804,False,False,False,False,913454.0784313726,False,False,False,False
2024-06-25 00:00:00+00:00,1.73,1.755,1.68,1.72,712957,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-576679,-44342.86812764322,False,False,False,False,905591.4479046521,False,False,False,False
2024-06-26 00:00:00+00:00,1.79,1.81,1.735,1.74,1062276,,,,,,,,,,,,,,,,#000000,,,,29.297820823244553,-23.143664245359158,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,485597,-23560.91251479447,False,False,False,False,911735.9401436854,False,False,False,False
2024-06-27 00:00:00+00:00,1.72,1.85,1.72,1.8,824334,,,,,,,,,,,,,,,,#000000,,,,33.299872811445624,-21.102773301910652,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-338737,-35920.759082841745,False,False,False,False,908308.4130792272,False,False,False,False
2024-06-28 00:00:00+00:00,1.79,1.79,1.72,1.76,463035,,,,,,,,,,,,,,,,#000000,,,,43.17417042253366,-13.290955491898224,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,124298,-29637.670491357756,False,False,False,False,890846.710605532,False,False,False,False
2024-07-01 00:00:00+00:00,1.79,1.8,1.76,1.76,154652,,,,,,,,,,,,,,,,#000000,,,,49.757035496592366,-8.509353316023812,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,124298,-23600.977530912358,False,False,False,False,861976.329797472,False,False,False,False
2024-07-02 00:00:00+00:00,1.69,1.8,1.68,1.8,1055723,,,,,,,,,,,,,,,,#000000,,,,45.98660832302682,-8.509353316023812,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-931425,-59201.91958852364,False,False,False,False,869574.2384328652,False,False,False,False
2024-07-03 00:00:00+00:00,1.72,1.77,1.7,1.72,365375,,,,,,,,,,,,,,,,#000000,,,,45.80725247227834,-8.509353316023812,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-566050,-79078.31489877761,False,False,False,False,849801.7192786352,False,False,False,False
2024-07-05 00:00:00+00:00,1.78,1.81,1.73,1.81,844635,,,,,,,,,,,,,,,,#000000,,,,49.3277668310095,-8.509353316023812,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,278585,-65052.302549805936,False,False,False,False,849599.1028363359,False,False,False,False
2024-07-08 00:00:00+00:00,1.77,1.8,1.7225,1.77,549660,,,,,,,,,,,,,,,,#000000,,,,51.009607140282604,-8.509353316023812,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-271075,-73131.624018441,False,False,False,False,837836.7850780482,False,False,False,False
2024-07-09 00:00:00+00:00,1.81,1.81,1.735,1.8,529088,,,,,,,,,,,,,,,,#000000,,,,54.18056124999359,-6.827366944699712,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,258013,-60145.56033144332,False,False,False,False,825728.9895847915,False,False,False,False
2024-07-10 00:00:00+00:00,1.9,1.9,1.81,1.81,1062620,,,,,,,,,,,,,,,,#000000,,,,59.585998906432856,-1.6226171373922256,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1320633,-5997.3814949161315,False,False,False,False,835018.833130486,False,False,False,False
2024-07-11 00:00:00+00:00,1.94,1.97,1.89,1.94,888290,,,,,,,,,,,,,,,,#000000,,,,64.26481222998989,2.838278959633122,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2208923,80862.24130880607,False,False,False,False,837107.8984979179,False,False,False,False
2024-07-12 00:00:00+00:00,2.02,2.02,1.86,1.88,1045031,,,,,,,,,,,,,,,,#000000,,,,69.08415541689887,7.4220825089403775,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3253954,205297.2122378725,False,False,False,False,845261.7456156466,False,False,False,False
2024-07-15 00:00:00+00:00,2.09,2.125,2.03,2.1,1818570,,,,,,,,,,,,,,,,#000000,,,,73.40990399683383,11.547729317433962,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5072524,396168.8509736422,False,False,False,False,883430.6967679742,False,False,False,False
2024-07-16 00:00:00+00:00,2.1,2.21,2.06,2.13,1208715,,,,,,,,,,,,,,,,#000000,,2.123333333333333,,76.4376258094457,14.513686267699441,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6281239,626955.9156413425,False,False,False,False,896186.9439535438,False,False,False,False
2024-07-17 00:00:00+00:00,1.98,2.17,1.97,2.06,1413247,,,,,,,,,,,,,,,,#000000,,2.078416365302014,,71.8273072718122,14.513686267699441,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4867992,793271.0562044272,False,False,False,False,916463.8088965421,False,False,False,False
2024-07-18 00:00:00+00:00,1.93,2.02,1.885,2.0,1378024,,,,,,,,,,,,,,,,#000000,,2.032453466087131,,66.67738980897272,14.513686267699441,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3489968,899023.8775297437,False,False,False,False,934564.208547658,False,False,False,False
2024-07-19 00:00:00+00:00,1.93,1.94,1.82,1.84,765110,,,,,,,,,,,,,,,,#000000,,2.010650791365658,,63.244111500413055,25.485887714122256,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3489968,1000629.5293913224,False,False,False,False,927918.9454673578,False,False,False,False
2024-07-22 00:00:00+00:00,1.92,1.96,1.875,1.96,596791,,,,,,,,,,,,,,,,#000000,,2.0003756348588966,,60.51341112639503,22.68444812641249,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2893177,1074847.0772583294,False,False,False,False,914933.5358411869,False,False,False,False
2024-07-23 00:00:00+00:00,1.9,1.92,1.89,1.92,216695,,,,,,,,,,,,,,,,#000000,,1.9966061139431726,,57.79041766478904,19.801161971542797,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2676482,1137656.2899148655,False,False,False,False,887551.6324748659,False,False,False,False
2024-07-24 00:00:00+00:00,1.99,2.05,1.94,1.98,1591976,,,,,,,,,,,,,,,,#000000,,1.9958795054722376,,59.08520517201818,19.801161971542797,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4268458,1260432.827565263,False,False,False,False,915176.1174758516,False,False,False,False
2024-07-25 00:00:00+00:00,1.93,1.98,1.8588,1.95,1458473,,,,,,,,,,,,,,,,#000000,,1.983550192653922,,57.36728682196508,18.62581387544961,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2809985,1321199.579425449,False,False,False,False,936481.8775748378,False,False,False,False
2024-07-26 00:00:00+00:00,1.96,1.98,1.89,1.97,548063,,,,,,,,,,,,,,,,#000000,,1.9811484113743776,,57.213905619696774,17.884165038840024,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3358048,1401075.9880754314,False,False,False,False,921249.7647287657,False,False,False,False
2024-07-29 00:00:00+00:00,1.96,2.02,1.91,1.98,713742,,,,,,,,,,,,,,,,#000000,,1.9798628406267513,,57.11165148485124,17.08551679640729,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3358048,1477819.9885430615,False,False,False,False,913112.2053276377,False,False,False,False
2024-07-30 00:00:00+00:00,1.95,1.985,1.925,1.97,380029,,,,,,,,,,,,,,,,#000000,,1.978881230788903,,56.561840783472086,15.820864820108739,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2978019,1536651.3223256867,False,False,False,False,892206.981589299,False,False,False,False
2024-07-31 00:00:00+00:00,2.12,2.14,1.96,1.98,1135988,,,,,,,,,,,,,,,,#000000,,1.988287546015832,,60.9748947451372,15.820864820108739,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,4114007,1637724.0939991893,False,False,False,False,901767.0215269736,False,False,False,False
2024-08-01 00:00:00+00:00,2.05,2.14,2.005,2.13,1674168,,,,,,,,,,,,,,,,#000000,,2.0315527757402627,,60.9558621326299,15.820864820108739,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,2439839,1669179.5805090251,False,False,False,False,932057.2559768962,False,False,False,False
2024-08-02 00:00:00+00:00,1.9,2.06,1.89,2.03,1657484,,,,,,,,,,,,,,,,#000000,,2.0002417862001827,,56.25741584687188,14.420895678068021,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,782355,1634402.1459792596,False,False,False,False,960505.3635856453,False,False,False,False
2024-08-05 00:00:00+00:00,1.84,1.91,1.68,1.68,1079240,,,,,,,,,,,,,,,,#000000,,1.9165414383324941,,51.68533302352108,9.866363234428896,False,False,False,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-296885,1558665.3951565435,False,False,False,False,965161.6238371887,False,False,False,False
2024-08-06 00:00:00+00:00,1.82,1.87,1.7501,1.79,476074,,,,,,,,,,,,,,,,#000000,,1.91051794875286,,48.173685736999104,6.432290146280522,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-772959,1467229.144366091,False,False,False,False,945981.7170200441,False,False,False,False
2024-08-07 00:00:00+00:00,1.69,1.87,1.68,1.87,1289767,,,,,,,,,,,,,,,,#000000,,1.8477046548602265,,43.23375073628635,1.7284816886843544,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2062726,1328799.5308615384,False,False,False,False,959463.4928231796,False,False,False,False
2024-08-08 00:00:00+00:00,1.72,1.77,1.7,1.72,630033,,,,,,,,,,,,,,,,#000000,,1.8379904887951248,,40.95987330886305,-0.42789393574487633,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1432693,1220505.7061218703,False,False,False,False,946544.6499673686,False,False,False,False
2024-08-09 00:00:00+00:00,1.73,1.76,1.71,1.74,521451,,,,,,,,,,,,,,,,#000000,,1.8320372990226952,,39.79468628813687,-1.6536122514255496,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-911242,1136907.7568621892,False,False,False,False,929874.310752962,False,False,False,False
2024-08-12 00:00:00+00:00,1.75,1.77,1.705,1.73,796760,,,,,,,,,,,,,,,,#000000,,1.8257230570135168,,39.75008163497003,-1.9740827344479328,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-114482,1087833.6487499466,False,False,False,False,924654.1417038263,False,False,False,False
2024-08-13 00:00:00+00:00,1.73,1.77,1.71,1.75,686639,,,,,,,,,,,,,,,,#000000,,1.820583228262388,,39.22854931057215,-2.873611847839612,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-801121,1013756.9958577919,False,False,False,False,915320.214578186,False,False,False,False
2024-08-14 00:00:00+00:00,1.77,1.77,1.69,1.73,722496,,,,,,,,,,,,,,,,#000000,,1.8165610633553,,40.43959748448973,-2.873611847839612,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-78625,970918.4862163098,False,False,False,False,907758.4806731591,False,False,False,False
2024-08-15 00:00:00+00:00,1.91,1.91,1.77,1.79,1383052,,,,,,,,,,,,,,,,#000000,,1.8280856720410381,,45.54292419225645,-2.873611847839612,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1304427,983997.2514627291,False,False,False,False,926397.4422153883,False,False,False,False
