date,Open,High,Low,Close,Volume,aVWAP_peak_415,aVWAP_peak_379,aVWAP_peak_301,aVWAP_peak_237,aVWAP_valley_426,aVWAP_valley_393,aVWAP_valley_344,aVWAP_valley_322,aVWAP_valley_282,aVWAP_valley_264,aVWAP_valley_231,aVWAP_valley_193,aVWAP_valley_169,aVWAP_valley_65,aVWAP_OB_bull_393,aVWAP_OB_bear_301,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-14 17:00:00+00:00,28.91,29.245,28.82,29.18,25690.0,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,-1.0,29.245,28.82,2.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,25690.0,False,False,False,False
2023-12-15 17:00:00+00:00,29.1,29.1,28.46,28.71,13423.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13423.0,-208.10852713178295,False,False,False,False,25499.81395348837,False,False,False,False
2023-12-18 17:00:00+00:00,28.96,29.29,28.96,29.29,7866.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.376391982182625,-79.06458797327394,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5557.0,-291.037077098732,False,False,False,False,25226.421489093198,False,False,False,False
2023-12-19 17:00:00+00:00,29.675,30.075,29.55,30.065,8328.0,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,38.80252575459158,-59.64342837988762,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2771.0,-243.56363404293774,False,False,False,False,24964.430458254545,False,False,False,False
2023-12-20 17:00:00+00:00,30.53,30.73,30.21,30.24,9212.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,52.542184765552804,-45.34308057921783,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11983.0,-54.00450793374489,False,False,False,False,24720.206730219586,False,False,False,False
2023-12-21 17:00:00+00:00,30.535,30.87,30.35,30.7,15773.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,63.29028808589422,-33.39553615170627,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,27756.0,377.15835265437516,False,False,False,False,24581.49034680533,False,False,False,False
2023-12-22 17:00:00+00:00,31.405,31.54,31.17,31.38,3299.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,71.89589652517094,-23.01541327826429,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,31055.0,852.7838045512066,False,False,False,False,24251.529256157188,False,False,False,False
2023-12-25 17:00:00+00:00,31.38,31.38,31.38,31.38,0.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,77.63296881802208,-14.919906584695092,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,31055.0,1321.0352184341336,False,False,False,False,23875.53655451134,False,False,False,False
2023-12-26 17:00:00+00:00,31.56,31.93,31.56,31.87,2744.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,82.20465338331128,-7.593877443366566,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,33799.0,1824.5695561328291,False,False,False,False,23547.91583273597,False,False,False,False
2023-12-27 17:00:00+00:00,32.17,32.25,32.02,32.22,1785.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,32.16333333333334,,85.66156945168098,-1.1279312201015728,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35584.0,2347.9715785183666,False,False,False,False,23210.506284941614,False,False,False,False
2023-12-28 17:00:00+00:00,31.96,32.14,31.91,32.12,4723.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,32.0859229666052,,86.62045203500286,3.1324224308924187,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30861.0,2790.0340346653684,False,False,False,False,22923.878280523913,False,False,False,False
2023-12-29 17:00:00+00:00,31.77,31.925,31.73,31.845,6527.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.959444060861777,,83.75127210951547,3.4287871803308576,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24334.0,3124.049010872107,False,False,False,False,22669.663113384006,False,False,False,False
2024-01-01 17:00:00+00:00,31.845,31.845,31.845,31.845,0.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.959444060861777,,81.83848549252389,4.563569890760036,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24334.0,3452.8854603159502,False,False,False,False,22318.19546821526,False,False,False,False
2024-01-02 17:00:00+00:00,31.75,31.79,31.505,31.595,6686.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.847752818484526,,77.43443646256748,4.563569890760036,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17648.0,3672.96475550485,False,False,False,False,22075.835848553008,False,False,False,False
2024-01-03 17:00:00+00:00,31.51,31.58,31.12,31.19,6937.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.704348038112386,,70.38432475126967,4.563569890760036,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10711.0,3782.081581000899,False,False,False,False,21841.12521524211,False,False,False,False
2024-01-04 17:00:00+00:00,31.44,31.53,31.05,31.24,10278.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.428872509205114,,66.03936923536227,4.563569890760036,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,20989.0,4048.855509977629,False,False,False,False,21661.851956091068,False,False,False,False
2024-01-05 17:00:00+00:00,31.36,31.52,31.25,31.51,6212.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.446398608381315,,64.97608190889443,4.563569890760036,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,27201.0,4407.8034865671225,False,False,False,False,21422.319367624543,False,False,False,False
2024-01-08 17:00:00+00:00,31.755,32.42,31.68,32.4,8802.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.817585251018187,,68.27337433979807,4.563569890760036,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,36003.0,4897.651494527322,False,False,False,False,21226.65550145982,False,False,False,False
2024-01-09 17:00:00+00:00,31.79,31.79,31.34,31.735,9123.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.722987837842,,65.13604264158478,4.563569890760036,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,26880.0,5238.463099263332,False,False,False,False,21039.001927793775,False,False,False,False
2024-01-10 17:00:00+00:00,31.775,32.1,31.7,32.085,2422.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.737170786731554,,64.58535044992612,4.563569890760036,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,29302.0,5611.541190747622,False,False,False,False,20750.366238990773,False,False,False,False
2024-01-11 17:00:00+00:00,31.73,31.93,31.59,31.92,5876.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.74267405224158,,63.028057777833055,4.563569890760036,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23426.0,5887.734350580992,False,False,False,False,20519.755909704094,False,False,False,False
2024-01-12 17:00:00+00:00,31.79,32.07,31.76,32.07,4777.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.763333715006695,,62.716658383858864,4.563569890760036,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,28203.0,6233.707461424698,False,False,False,False,20275.682174669924,False,False,False,False
2024-01-15 17:00:00+00:00,32.07,32.07,32.07,32.07,0.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.763333715006695,,62.50905878787607,4.563569890760036,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,28203.0,6574.316648069276,False,False,False,False,19961.330513047134,False,False,False,False
2024-01-16 17:00:00+00:00,31.81,31.87,31.55,31.86,4706.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.7605848367901,,60.55122552015038,4.563569890760036,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23497.0,6836.683831820141,False,False,False,False,19724.813760906865,False,False,False,False
2024-01-17 17:00:00+00:00,31.845,32.01,31.72,31.91,5099.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.769610165694314,,59.57852296289604,4.563569890760036,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,28596.0,7174.037570861689,False,False,False,False,19498.056958412188,False,False,False,False
2024-01-18 17:00:00+00:00,31.9,32.02,31.505,32.02,6708.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.7761529378039,,59.69079575679957,4.563569890760036,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,35304.0,7610.161019375461,False,False,False,False,19299.761501692617,False,False,False,False
2024-01-19 17:00:00+00:00,32.61,33.53,32.6,33.45,10165.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,31.969898397277507,,65.65354458976923,8.453999122194233,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,45469.0,8197.119763261113,False,False,False,False,19158.13729236405,False,False,False,False
2024-01-22 17:00:00+00:00,33.99,33.99,33.45,33.96,5215.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,32.08924707282928,,70.7515539822503,13.530271280348806,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,50684.0,8855.831084760941,False,False,False,False,18941.964621164603,False,False,False,False
2024-01-23 17:00:00+00:00,33.75,33.88,33.66,33.85,8276.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,32.248332764622496,,73.20116764761413,16.009863057283354,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,42408.0,9376.019750113484,False,False,False,False,18776.60082858841,False,False,False,False
2024-01-24 17:00:00+00:00,33.55,33.585,33.22,33.27,7462.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,32.33331869211617,,70.34023973594165,16.009863057283354,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,34946.0,9772.453552437306,False,False,False,False,18601.180660703314,False,False,False,False
2024-01-25 17:00:00+00:00,33.49,33.69,33.16,33.595,3427.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,32.37228541864812,,69.5904108560613,16.009863057283354,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,38373.0,10215.872877205718,False,False,False,False,18365.92204580869,False,False,False,False
2024-01-26 17:00:00+00:00,33.84,34.055,33.84,34.0,4669.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,32.44295096835285,,70.37694763593359,16.009863057283354,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43042.0,10724.805080659893,False,False,False,False,18153.566665253515,False,False,False,False
2024-01-29 17:00:00+00:00,34.14,34.405,34.12,34.345,9462.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,33.018920976803365,,71.87246094863613,16.009863057283354,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,52504.0,11372.544536773694,False,False,False,False,18018.813693699194,False,False,False,False
2024-01-30 17:00:00+00:00,34.3,34.345,34.095,34.245,2628.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,33.04290626400842,,72.05195825281399,16.230627873797076,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,49876.0,11969.497334653171,False,False,False,False,17780.196427130213,False,False,False,False
2024-01-31 17:00:00+00:00,33.84,34.29,33.27,33.44,6326.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,33.02974800626274,,66.64903687506786,16.230627873797076,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,43550.0,12459.117531015138,False,False,False,False,17602.61198639951,False,False,False,False
2024-02-01 17:00:00+00:00,33.36,33.74,33.36,33.735,4578.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,33.03155076562987,,64.31581358065161,20.172131254140382,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,48128.0,13012.12346076684,False,False,False,False,17400.680017618124,False,False,False,False
2024-02-02 17:00:00+00:00,33.665,34.06,33.465,33.995,11525.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,33.088864136472466,,63.81935947767292,19.499654450905652,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59653.0,13735.237825716189,False,False,False,False,17309.58420339149,False,False,False,False
2024-02-05 17:00:00+00:00,33.175,33.645,33.17,33.245,10122.0,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,33.08296366905712,,59.22634834486706,15.026078104287194,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,49531.0,14290.21088268183,False,False,False,False,17198.14878938542,False,False,False,False
