date,Close,High,Low,Open,Volume,aVWAP_peak_183,aVWAP_peak_149,aVWAP_peak_134,aVWAP_peak_118,aVWAP_valley_187,aVWAP_valley_177,aVWAP_valley_171,aVWAP_valley_163,aVWAP_valley_155,aVWAP_valley_134,aVWAP_OB_bear_118,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-11 00:00:00+00:00,22.32,23.085,20.705,22.87,17567563,,,,,,,,,,,,,,#000000,,22.90249369082969,,18.083160116743016,-41.083950520717,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3097169442102634,False,False,False,False,-20084494,-6283798.444043636,False,False,False,False,14384790.81064005,False,False,False,False
2022-03-18 00:00:00+00:00,24.2,24.26,21.85,22.43,20682931,,,,,,,,,,,,,,#000000,,23.257925060581897,,23.84803449306638,-35.353126039711924,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.1789448044259617,-0.24433087431811257,False,False,False,False,598437,-5774003.22596633,False,False,False,False,14851319.713555602,False,False,False,False
2022-03-25 00:00:00+00:00,22.82,24.235,22.4,24.16,18462687,,,,,,,,,,,,,,#000000,,23.28467836314284,,26.200281459176082,-33.01181889733974,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.09727389927211631,-0.17080238679511445,False,False,False,False,-17864250,-6669577.061079935,False,False,False,False,15118828.401440373,False,False,False,False
2022-04-01 00:00:00+00:00,23.04,23.58,21.93,22.74,13788986,,,,,,,,,,,,,,#000000,,23.247949509886574,,28.401419263172635,-30.79549255147773,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.1607930463065988,-0.16579771655085662,False,False,False,False,-4075264,-6477405.723222163,False,False,False,False,15020321.556889232,False,False,False,False
2022-04-08 00:00:00+00:00,23.38,23.97,22.64,23.03,10730769,,,,,,,,,,,,,,#000000,,23.268964794849012,,30.777404316060178,-28.394113706700317,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.050373150238353995,-0.1080854333946053,False,False,False,False,6655505,-5504597.521502002,False,False,False,False,14702576.923045585,False,False,False,False
2022-04-15 00:00:00+00:00,22.17,23.26,21.92,23.21,13008209,,,,,,,,,,,,,,#000000,,23.198084965229448,,31.00975699081242,-28.011720727827278,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.19456735756297328,-0.1513263954787893,False,False,False,False,-6352704,-5567420.223612965,False,False,False,False,14577068.188005172,False,False,False,False
2022-04-22 00:00:00+00:00,21.67,23.18,20.93,22.07,23002104,,,,,,,,,,,,,,#000000,,23.023986817083323,,30.650242440821888,-28.011720727827278,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.30345842761349234,-0.22739241154614082,False,False,False,False,-29354808,-7329448.947789783,False,False,False,False,15201144.914819604,False,False,False,False
2022-04-29 00:00:00+00:00,19.01,21.52,18.2043,21.44,39777576,,,,,,,,,,,,,,#000000,,22.348296172748654,,28.27544466776545,-28.011720727827278,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.2851103329807674,False,False,False,False,-69132384,-11907444.136842392,False,False,False,False,17021621.291499633,False,False,False,False
2022-05-06 00:00:00+00:00,16.04,19.315,15.86,19.06,56069570,,,,,,,,,,,,,,#000000,,21.2165771829766,,25.113580024563028,-28.011720727827278,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3139692936980807,False,False,False,False,-125201954,-20299630.052631844,False,False,False,False,19914061.936573736,False,False,False,False
2022-05-13 00:00:00+00:00,10.84,15.93,7.8,15.68,100049609,,,,,,,,,,,,,,#000000,,16.20601958158233,,21.374791722397827,-20.142649710538834,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.32839877405673734,False,False,False,False,-225251563,-35481254.715399854,False,False,False,False,25850028.385716423,False,False,False,False
2022-05-20 00:00:00+00:00,9.93,11.34,9.515,10.77,46259519,,,,,,,,,,,,,,#000000,,15.453897689114683,,18.520600555594875,-22.98018661541378,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.33561351423606567,False,False,False,False,-271511082,-52964945.625370234,False,False,False,False,27361842.505292986,False,False,False,False
2022-05-27 00:00:00+00:00,9.87,10.145,9.13,10.04,28384403,,,,,,,,,,,,,,#000000,,15.039238778074079,,16.46965975665389,-25.03901587057704,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.33922088432572983,False,False,False,False,-299895485,-71256096.69015762,False,False,False,False,27437587.727123134,False,False,False,False
2022-06-03 00:00:00+00:00,9.12,9.92,9.07,9.86,21809643,,,,,,,,,,,,,,#000000,,14.740431447222406,,14.84931195230147,-26.709467446998634,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3410245693705619,False,False,False,False,-321705128,-89807876.78718299,False,False,False,False,27020702.93252142,False,False,False,False
2022-06-10 00:00:00+00:00,8.03,9.29,7.915,9.18,28837060,,,,,,,,,,,,,,#000000,,14.316763182422038,,13.477563366498009,-28.176453304392368,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3419264118929779,False,False,False,False,-350542188,-109121529.46961388,False,False,False,False,27155247.900482796,False,False,False,False
2022-06-17 00:00:00+00:00,7.36,7.955,7.15,7.86,27658897,,,,,,,,,,,,,,#000000,,13.899060735246266,,12.372126688182643,-29.424758439940998,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.34237733315418595,False,False,False,False,-378201085,-129053348.39779063,False,False,False,False,27192555.241187777,False,False,False,False
2022-06-24 00:00:00+00:00,8.75,8.76,6.88,7.46,33103087,,,,,,,,,,,,,,#000000,,12.17107548320432,,13.871706647813163,-29.424758439940998,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.32922722899818324,-0.3358022810761846,False,False,False,True,-345097998,-145056655.77573207,False,False,False,False,27630372.4085072,False,False,False,False
2022-07-01 00:00:00+00:00,8.53,9.25,8.02,8.73,26626974,,,,,,,,,,,,,,#000000,,12.042336306149474,,14.868282058149486,-29.424758439940998,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.6506803503124804,1.321102355621512,False,False,False,False,-0.27897933606571657,-0.3073908085709506,False,False,False,False,-371724972,-161846901.42197412,False,False,False,False,27556046.60046963,False,False,False,False
2022-07-08 00:00:00+00:00,8.74,9.22,8.245,8.39,18998019,,,,,,,,,,,,,,#000000,,11.952122936241143,,15.932384861828389,-29.424758439940998,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.669769793482373,1.3216562423762432,False,False,False,False,-0.2579655175337656,-0.2826781630523581,False,False,False,False,-352726953,-175986164.5018279,False,False,False,False,26922118.630064473,False,False,False,False
2022-07-15 00:00:00+00:00,8.7,9.02,8.35,8.6,19024590,,,,,,,,,,,,,,#000000,,11.856731861001874,,16.676333273205433,-29.424758439940998,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,0.6702161362677709,1.3297530879842432,False,False,False,False,-0.1579795356886105,-0.2203288493704843,False,False,False,False,-371751543,-190487303.64984065,False,False,False,False,26337116.509318955,False,False,False,False
2022-07-22 00:00:00+00:00,8.77,9.34,8.58,8.85,23369132,,,,,,,,,,,,,,#000000,,10.169728731438882,,17.339447590475324,-29.424758439940998,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.6871172078980194,1.3225792555243807,False,False,False,False,-0.006887076647258101,-0.1136079630088712,False,False,False,False,-348382411,-202183237.5276302,False,False,False,False,26117265.804924957,False,False,False,False
2022-07-29 00:00:00+00:00,4.62,9.12,4.0,8.77,84622942,,,,,,,,,,,,,,#000000,,7.218216164265949,,16.37785627009166,-29.424758439940998,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.6636505840819724,1.27401265750122,False,False,False,False,-0.34282825441539394,-0.22821810871213258,False,False,False,False,-433005353,-219281172.00706503,False,False,False,False,30451019.59715274,True,False,False,False
2022-08-05 00:00:00+00:00,5.59,5.68,4.43,4.62,61534364,,,,,,,,,,,,,,#000000,,6.78819145118891,,17.217536964745285,-29.424758439940998,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.643098769963797,1.3435860341588757,False,False,False,False,-0.34282825441539394,-0.2855231815637633,False,False,False,False,-371470989,-230554491.78431946,False,False,False,False,32753489.552919205,False,False,False,False
2022-08-12 00:00:00+00:00,6.01,6.64,5.07,5.61,52084854,,,,,,,,,,,,,,#000000,,6.694869778686103,,18.462908651917743,-29.424758439940998,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.6452975706212629,1.3518750250818123,False,False,False,False,-0.1973099878709565,-0.24141658471735988,False,False,False,True,-319386135,-237134613.5039995,False,False,False,False,34185442.47492519,False,False,False,False
2022-08-19 00:00:00+00:00,5.45,6.48,5.42,5.99,24944801,,,,,,,,,,,,,,#000000,,6.646779462357395,,19.11531002953634,-29.424758439940998,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.6489430303749055,1.3500378018589623,False,False,False,False,-0.1806729494068788,-0.21104476706211933,False,False,False,False,-344330936,-245075081.83703658,False,False,False,False,33500950.51381962,False,False,False,False
2022-08-26 00:00:00+00:00,5.18,5.66,5.16,5.6,28207936,,,,,,,,,,,,,,#000000,,6.560898166507643,,19.465811780128888,-29.424758439940998,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.6741435912631881,1.3601673437877713,False,False,False,False,-0.2768638243124096,-0.24395429568726446,False,False,False,False,-372538872,-254516844.07133016,False,False,False,False,33108875.3646478,False,False,False,False
2022-09-02 00:00:00+00:00,6.45,6.75,4.99,5.06,62979810,,,,,,,,,,,,,,#000000,,6.521779082389206,,21.751286001077283,-33.95913369751585,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.6487009651201175,1.335475440320183,False,False,False,False,-0.19467613616470394,-0.21931521592598419,False,False,False,False,-309559062,-258594045.3993798,False,False,False,False,35321537.1894887,False,False,False,False
2022-09-09 00:00:00+00:00,7.4,7.69,5.86,6.48,65495065,,,,,,,,,,,,,,#000000,,6.612525328364077,,24.76966685023303,-30.887318790004223,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.6979013025785014,1.294990492776287,False,False,False,False,-0.03931602715774692,-0.12931562154186554,False,False,False,False,-244063997,-257517745.51794425,False,False,False,False,37556613.32360065,False,False,False,False
2022-09-16 00:00:00+00:00,7.38,8.25,6.82,7.35,55638135,,,,,,,,,,,,,,#000000,,6.652787467397256,,26.911746878338047,-28.73308291187877,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.6882154082193546,1.3131940151855306,False,False,False,False,0.08939227076141822,-0.019961675390223664,False,False,False,False,-299702132,-260642514.88698542,False,False,False,False,38895985.29963023,False,False,False,False
2022-09-23 00:00:00+00:00,7.04,7.5,6.66,7.33,36254975,,,,,,,,,,,,,,#000000,,6.649279693733948,,28.195645311053294,-27.421890386558605,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.6672536043245731,1.3344928262794662,False,False,False,False,0.01225412569995538,-0.0038537748451341423,False,False,False,False,-335957107,-266221373.56202352,False,False,False,False,38700354.90706503,False,False,False,False
2022-09-30 00:00:00+00:00,6.89,7.715,6.79,7.0,32582124,,,,,,,,,,,,,,#000000,,6.669312380909529,,29.000877431623692,-26.552023362656072,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.674736212006499,1.3214052563629273,False,False,False,False,0.2605592298903264,0.12835272752259613,False,False,False,False,-368539231,-273800474.1129847,False,False,False,False,38247152.6176528,False,False,False,False
2022-10-07 00:00:00+00:00,6.81,7.67,6.7,6.96,21023535,,,,,,,,,,,,,,#000000,,6.678553905962809,,29.513378545110182,-25.93129948103909,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.6554637212439871,1.3329781846226914,False,False,False,False,0.24143935185572746,0.1848960396891618,False,False,False,False,-389562766,-282375458.69720805,False,False,False,False,36971329.09041926,False,False,False,False
2022-10-14 00:00:00+00:00,6.45,6.965,6.175,6.75,20337294,,,,,,,,,,,,,,#000000,,6.608282110156365,,29.589345663028226,-25.6915556638737,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.6572575918082859,1.3401846290261044,False,False,False,False,0.030291597584387826,0.10759381863677481,True,False,False,False,-409900060,-291821725.4603778,False,False,False,False,35739178.3429808,False,False,False,False
2022-10-21 00:00:00+00:00,6.72,7.19,6.195,6.62,18552192,,,,,,,,,,,,,,#000000,,6.622689791464246,,30.161468836834604,-24.94281485754076,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.6699568775774353,1.3428550153633212,False,False,False,False,0.06843603308492482,0.08801492586084982,False,False,False,False,-391347868,-299194032.3151647,False,False,False,False,34466068.24350075,False,False,False,False
2022-10-28 00:00:00+00:00,6.59,7.39,6.4,6.77,15291529,,,,,,,,,,,,,,#000000,,6.634767553189046,,30.45151861891832,-24.45364986528699,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7223735093203659,1.322913048512215,False,False,False,False,0.1319845924994144,0.1099997591801321,False,False,False,False,-406639397,-307152948.21774507,False,False,False,False,33045732.00324143,False,False,False,False
2022-11-04 00:00:00+00:00,7.02,7.09,6.2,6.58,24924275,,,,,,,,,,,,,,#000000,,6.642077800472618,,31.53368476887382,-23.201573836305023,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7576317085179715,1.2964057114721814,False,False,False,False,-0.02279675952263095,0.04360149982875058,False,False,False,False,-381715122,-312676072.2016158,False,False,False,False,32444142.595593918,False,False,False,False
2022-11-11 00:00:00+00:00,7.46,7.595,6.52,7.05,20575569,,,,,,,,,,,,,,#000000,,6.683243595264221,,33.180627634290275,-21.440622492005474,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9594978329098788,1.2468988193095203,False,False,False,False,0.003419667897860472,0.023510583863305526,False,False,False,False,-361139553,-316265959.66816276,False,False,False,False,31564988.995920297,False,False,False,False
2022-11-18 00:00:00+00:00,7.57,8.25,6.685,7.46,30523903,,,,,,,,,,,,,,#000000,,7.004493111703031,,34.57747773150904,-19.96066785961012,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9124868203042628,1.0908269317668327,False,False,False,False,0.2918472493288845,0.157678916596095,False,False,False,False,-330615650,-317328899.6927433,False,False,False,False,31487871.514741015,False,False,False,False
2022-11-25 00:00:00+00:00,6.9,7.44,6.61,7.39,28494809,,,,,,,,,,,,,,#000000,,6.94548516456683,,34.766637651181604,-19.647317188438834,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9177730838865421,1.075437537718769,False,False,False,False,0.004596095360161375,0.08113750597812819,False,False,True,False,-359110459,-320423830.01179934,False,False,False,False,31266163.180315755,False,False,False,False
2022-12-02 00:00:00+00:00,7.93,8.02,6.67,6.82,37360779,,,,,,,,,,,,,,#000000,,7.026747966118326,,36.920212674507994,-17.44746421071533,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9225624256837099,1.0503864447086801,False,False,False,False,0.24468537414153224,0.16291144005983021,False,False,False,False,-321749680,-320522041.1220364,False,False,False,False,31717616.20399607,False,False,False,False
2022-12-09 00:00:00+00:00,7.63,7.92,7.13,7.88,20397460,,,,,,,,,,,,,,#000000,,7.059705129170478,,38.060554767269764,-16.265808065984565,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.9697565401481929,1.0349311961288372,False,False,False,False,0.3428281768596329,0.25286980845973156,False,False,False,False,-342147140,-322123900.29818183,False,False,False,False,30879086.114811175,False,False,False,False
2022-12-16 00:00:00+00:00,7.13,8.07,6.955,7.58,27404936,,,,,,,,,,,,,,#000000,,7.077728854704751,,38.22605309876022,-16.01012993418913,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.9899399399399401,0.9923423423423425,False,False,False,False,0.3331643215522548,0.29301706500599317,False,False,False,False,-369552076,-325637098.4983165,False,False,False,False,30621741.6618622,False,False,False,False
2022-12-23 00:00:00+00:00,6.33,7.15,6.18,7.08,39943658,,,,,,,,,,,,,,#000000,,6.996016486212131,,37.384751355222285,-16.01012993418913,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.9740660697746218,1.0453843778944119,False,False,False,False,-0.32608655506712914,-0.016534745030567982,False,False,False,False,-409495734,-331848849.276219,False,False,False,False,31312253.98320574,False,False,False,False
2022-12-30 00:00:00+00:00,6.28,6.445,5.985,6.22,14244348,,,,,,,,,,,,,,#000000,,6.875985480829008,,36.72549223565925,-16.01012993418913,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,1,0.931214421252372,1.084282099936749,False,False,False,False,-0.34282825441539394,-0.17968149972298098,False,False,False,False,-423740082,-338655607.25575835,False,False,False,False,30047964.651116423,True,False,False,False
2023-01-06 00:00:00+00:00,7.47,7.56,6.22,6.31,16153158,,,,,,,,,,,,,,#000000,,6.987945312677795,,38.63967582314065,-15.377318788000942,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,1,0.9323120212599655,1.0475222760669065,False,False,False,False,0.010076650961320332,-0.08480242438083033,False,False,False,False,-407586924,-343761630.71829474,False,False,False,False,29018719.71399669,False,False,False,False
2023-01-13 00:00:00+00:00,7.5,7.78,7.15,7.57,21051956,,,,,,,,,,,,,,#000000,,7.0874957175553925,,40.062894976620846,-13.943972329665847,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,1,0.9580529034277666,1.034434183753326,False,False,False,False,0.3092679136347663,0.11223274462696799,False,False,False,False,-386534968,-346930026.0724951,False,False,False,False,28428589.068515453,False,False,False,False
2023-01-20 00:00:00+00:00,8.15,8.15,7.42,7.48,23227278,,,,,,,,,,,,,,#000000,,7.196676796416525,,42.27745966947089,-11.780155624015777,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,1,0.9592668024439919,1.0328998903336988,False,False,False,False,0.3428282072397533,0.22753047593336065,False,False,False,False,-363307690,-348143186.3634214,False,False,False,False,28043306.76714394,False,False,False,False
2023-01-27 00:00:00+00:00,8.38,8.82,8.07,8.21,23279955,,,,,,,,,,,,,,#000000,,7.322635930073103,,44.268164900132355,-9.873770774395368,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,1,1.142675621709929,1.0058086767108367,False,False,False,False,0.34282822120204975,0.2851793485677052,False,False,False,False,-340027735,-347542041.81798273,False,False,False,False,27690465.895503648,False,False,False,False
2023-02-03 00:00:00+00:00,7.86,8.31,7.515,8.31,18020919,,,,,,,,,,,,,,#000000,,7.3577507882089,,44.81369584310388,-9.357913601687663,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,1,1.1058541973490426,0.8954344624447717,False,False,False,False,0.17413818392979202,0.22965876624874862,False,False,False,False,-358048654,-348320309.38702106,False,False,False,False,26974203.162503377,False,False,False,False
2023-02-10 00:00:00+00:00,7.16,7.9552,7.08,7.76,15746406,,,,,,,,,,,,,,#000000,,7.354636158174755,,44.115764970416166,-9.357913601687663,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,1,1.068013844595922,0.9423696023457219,False,False,False,False,0.055580013479132745,0.14261938986394068,True,False,False,False,-373795060,-350207327.95094544,False,False,False,False,26142514.483799424,False,False,False,False
2023-02-17 00:00:00+00:00,9.51,9.71,7.07,7.2,57808252,,,,,,,,,,,,,,#000000,,7.9276228098402095,,47.382858103318014,-6.8947240350253125,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1,1.0513456848230713,0.877340864033774,False,False,False,False,0.32466834587941956,0.23364386787168012,False,False,False,False,-315986808,-347672474.62124574,False,False,False,False,28488124.67018465,False,False,False,False
2023-02-24 00:00:00+00:00,9.57,10.23,8.56,9.46,53788583,,,,,,,,,,,,,,#000000,,8.661636937385039,,49.79545447148746,-4.631652494082374,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,1.1091897368493113,0.8363865385141981,False,False,False,False,0.34282823112427485,0.2882360494979775,False,False,False,False,-262198225,-341341048.7233757,False,True,False,False,30362232.694615416,False,True,False,False
2023-03-03 00:00:00+00:00,9.16,9.61,8.883,9.57,27575510,,,,,,,,,,,,,,#000000,,8.692798056010284,,50.82428908944992,-3.7043886687980105,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,1.1306853261988064,0.8910659920091405,False,False,False,False,0.3086178979441119,0.29842697372104465,False,False,False,False,-289773735,-337521247.7068293,False,False,False,False,30155808.79131057,False,False,False,False
2023-03-10 00:00:00+00:00,8.03,9.18,7.87,9.17,14530070,,,,,,,,,,,,,,#000000,,8.63979833502913,,49.82121297109134,-3.7043886687980105,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,1.0650707463614608,0.938544295103065,False,False,False,False,0.10112169852810497,0.19977433612457482,False,False,False,False,-304303805,-335060696.39521235,False,False,False,False,28998346.658620898,False,False,False,False
2023-03-17 00:00:00+00:00,7.6,8.22,7.385,8.0,15416151,,,,,,,,,,,,,,#000000,,8.548829765198889,,48.50473290138233,-3.7043886687980105,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1,1.0131155051131997,0.9933498847313353,False,False,False,False,-0.21797326882244933,-0.009099466348937255,False,False,False,False,-319719956,-333924345.25482625,False,False,False,False,27992258.091315646,False,False,False,False
2023-03-24 00:00:00+00:00,7.23,8.035,7.02,7.59,13786391,,,,,,,,,,,,,,#000000,,8.345908174361337,,47.056567714511026,-3.7043886687980105,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1,1.0055061632320446,0.9726527226141795,False,False,False,False,-0.3389275893314211,-0.17401352784017918,False,False,False,False,-333506347,-333893382.4211354,False,False,False,False,26939971.64010708,False,False,False,False
2023-03-31 00:00:00+00:00,8.1,8.11,7.245,7.34,9871698,,,,,,,,,,,,,,#000000,,8.351488900095548,,47.47846504109082,-3.7043886687980105,True,False,False,False,False,0.0,0.0,0.0,0.0,0.0,1,1.008456752901034,0.9772035356580825,False,False,False,False,-0.28095330402325475,-0.22748341593171695,False,False,False,False,-323634649,-333133476.2417921,False,False,False,False,25675655.074173223,False,False,False,False
