date,Close,High,Low,Open,Volume,aVWAP_peak_185,aVWAP_valley_187,aVWAP_valley_171,aVWAP_valley_155,aVWAP_valley_148,aVWAP_valley_136,aVWAP_valley_120,aVWAP_valley_95,aVWAP_valley_86,aVWAP_valley_63,aVWAP_valley_52,aVWAP_valley_41,aVWAP_OB_bull_171,aVWAP_OB_bull_95,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,16.9482200457,16.9482200457,16.5604912985,16.5604912985,434509,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,434509.0,False,False,False,False
2022-01-07 00:00:00+00:00,16.7096177398,17.0004143002,16.4337338235,16.9482200457,616438,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-616438,-45662.07407407407,False,False,False,False,447985.22222222225,False,False,False,False
2022-01-14 00:00:00+00:00,16.7021614177,17.0376959105,16.4039085353,16.6275981971,625605,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1242043,-134282.88340192044,False,False,False,False,461142.24279835395,False,False,False,False
2022-01-21 00:00:00+00:00,15.2705475819,16.6947050957,15.2480357182,16.4784717559,807598,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2049641,-276161.2624091856,False,False,False,False,486805.63222069805,False,False,False,False
2022-01-28 00:00:00+00:00,15.3005634003,15.4206266736,14.272521622,15.0754447627,1182394,,,,,,,,,,,,,,,,,#000000,,14.997903898633332,,0.5473974976577104,-49.482538302995444,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-867247,-319945.3911196163,False,False,False,False,538330.6965006464,False,False,False,False
2022-02-04 00:00:00+00:00,15.5031701741,16.3211012239,15.3019891516,15.3605950369,779831,,,,,,,,,,,,,,,,,#000000,,15.280411036385923,,4.348852367769224,-45.911427346583025,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-87416,-302720.9917774225,False,False,False,False,556219.6078709689,False,False,False,False
2022-02-11 00:00:00+00:00,15.450642492,16.0734707226,15.4206266736,15.5556978562,669466,,,,,,,,,,,,,,,,,#000000,,15.373983352859538,,6.934757501388269,-43.63922908834788,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-756882,-336362.54794205783,False,False,False,False,564608.2295101563,False,False,False,False
2022-02-18 00:00:00+00:00,14.9549889283,15.4881622649,14.8278142614,15.4656504011,774728,,,,,,,,,,,,,,,,,#000000,,15.309469699834553,,7.83063676428486,-43.02355650864212,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1531610,-424899.39624264615,False,False,False,False,580172.6569538484,False,False,False,False
2022-02-25 00:00:00+00:00,14.7888223847,14.9021177553,13.5954444803,14.8341405329,956214,,,,,,,,,,,,,,,,,#000000,,15.11644094897414,,8.234813311717659,-42.84266983807555,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2487824,-577708.6261505983,False,False,False,False,608027.5712535633,False,False,False,False
2022-03-04 00:00:00+00:00,14.4942544209,14.8236418286,14.2676636796,14.7132921375,643257,,,,,,,,,,,,,,,,,#000000,,15.04089308813889,,8.167802312784053,-42.84266983807555,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.25733401668399597,-0.25733401668399597,False,False,False,False,-3131081,-766847.3205098133,False,False,False,False,610637.1585681142,False,False,False,False
