date,Open,High,Low,Close,Volume,aVWAP_peak_396,aVWAP_peak_305,aVWAP_valley_427,aVWAP_valley_340,aVWAP_valley_231,aVWAP_valley_207,aVWAP_valley_188,aVWAP_valley_166,aVWAP_valley_164,aVWAP_OB_bull_231,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-19 17:00:00+00:00,4.18,4.25,4.175,4.215,71322.0,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,71322.0,False,False,False,False
2023-12-20 17:00:00+00:00,4.245,4.25,4.09,4.1,62326.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-62326.0,-966.2945736434108,False,False,False,False,71182.52713178293,False,False,False,False
2023-12-21 17:00:00+00:00,3.585,3.585,3.515,3.575,149390.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-211716.0,-4233.731867075296,False,False,False,False,72395.0460909801,False,False,False,False
2023-12-22 17:00:00+00:00,3.605,3.635,3.56,3.565,68162.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-279878.0,-8507.286411771802,False,False,False,False,72329.41746941452,False,False,False,False
2023-12-25 17:00:00+00:00,3.565,3.565,3.565,3.565,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-279878.0,-12714.58429686061,False,False,False,False,71208.03115205925,False,False,False,False
2023-12-26 17:00:00+00:00,3.515,3.62,3.515,3.615,79358.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,3.343903759177787,-46.99048661673999,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-200520.0,-15626.296168227113,False,False,False,False,71334.38725822887,False,False,False,False
2023-12-27 17:00:00+00:00,3.58,3.615,3.56,3.565,28768.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,5.234061796410886,-45.48997860878087,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-229288.0,-18938.880723758473,False,False,False,False,70674.4432697292,False,False,False,False
2023-12-28 17:00:00+00:00,3.555,3.58,3.54,3.55,44266.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,6.39472720027385,-44.665794147831875,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-273554.0,-22886.40195284749,False,False,False,False,70265.01004074115,False,False,False,False
2023-12-29 17:00:00+00:00,3.575,3.575,3.545,3.545,44606.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,7.132890194927325,-44.17437440218446,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-318160.0,-27464.287193888613,False,False,False,False,69867.19593158238,False,False,False,False
2024-01-01 17:00:00+00:00,3.545,3.545,3.545,3.545,0.0,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,7.624998858029641,-43.837101700871784,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-318160.0,-31971.197469952353,False,False,False,False,68783.98359155784,False,False,False,False
