date,Close,High,Low,Open,Volume,aVWAP_peak_188,aVWAP_peak_180,aVWAP_peak_169,aVWAP_valley_188,aVWAP_valley_175,aVWAP_valley_171,aVWAP_valley_158,aVWAP_valley_148,aVWAP_valley_136,aVWAP_valley_129,aVWAP_valley_107,aVWAP_valley_102,aVWAP_valley_95,aVWAP_valley_88,aVWAP_valley_69,aVWAP_OB_bull_136,aVWAP_OB_bull_102,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,11.6814084736,11.9971222161,10.3914923256,10.9236954915,1118192,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1118192.0,False,False,False,False
2022-01-07 00:00:00+00:00,10.9130390115,12.303815566,10.5048205946,11.8437755412,703693,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-703693,-52125.4074074074,False,False,False,False,1087488.3703703703,False,False,False,False
2022-01-14 00:00:00+00:00,11.60247456,11.9834784158,10.5955357983,10.8313953281,710402,,,,,,,,,,,,,,,,,,,,#000000,,,,14.004289275999742,-85.01072318999935,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6709,-47767.303155006855,False,False,False,False,1059556.0466392317,False,False,False,False
2022-01-21 00:00:00+00:00,11.8383340898,12.2374809863,11.2668283061,11.3575435099,1185091,,,,,,,,,,,,,,,,,,,,#000000,,,,26.225904006749765,-72.69161844505598,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1191800,44052.49707869735,False,False,False,False,1068854.9320733626,False,False,False,False
2022-01-28 00:00:00+00:00,10.0512445758,11.5754414293,9.6430261589,11.5389739174,1094092,,,,,,,,,,,,,,,,,,,,#000000,,10.423237388,,25.986857824468053,-72.104760385005,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,97708,48026.97877657162,False,False,False,False,1070724.3445123727,False,False,False,False
2022-02-04 00:00:00+00:00,11.1851846227,11.6387606415,9.6974552812,10.0693876166,967715,,,,,,,,,,,,,,,,,,,,#000000,,10.619065226073834,,31.639499276047914,-65.3774832927494,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1065423,123389.64701534409,False,False,False,False,1063094.0226966413,False,False,False,False
2022-02-11 00:00:00+00:00,11.4119726321,11.5117593563,10.659036441,11.094469419,691600,,,,,,,,,,,,,,,,,,,,#000000,,10.763541519712353,,36.533925047981995,-59.19331316518816,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1757023,244399.52501420747,False,False,False,False,1035575.9469413345,False,False,False,False
2022-02-18 00:00:00+00:00,12.3463392308,12.4461259549,11.1851846227,11.4754732748,671522,,,,,,,,,,,,,,,,,,,,#000000,,11.004511825903181,,42.90195721066789,-51.47158414204132,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2428545,406188.07871685876,False,False,False,False,1008608.9879086431,False,False,False,False
2022-02-25 00:00:00+00:00,12.8543443718,12.9722741367,11.8746201713,12.3826253123,1094543,,,,,,,,,,,,,,,,,,,,#000000,,11.382940451040932,,48.657361979880555,-44.301167328718485,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3523088,637069.5543674617,False,False,False,False,1014974.4702857806,False,False,False,False
2022-03-04 00:00:00+00:00,14.1969293873,15.929589779,12.6819854847,12.7908437292,2187267,,,,,,,,,,,,,,,,,,,,#000000,,12.324333851912202,,55.14482862480958,-36.41388839921531,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428282343789593,0.3428282343789593,False,False,False,False,5710355,1012868.4762661682,False,False,False,False,1101810.9539683154,False,False,False,False
2022-03-11 00:00:00+00:00,16.147306268,16.5918107664,13.8884976946,14.1969293873,1898532,,,,,,,,,,,,,,,,,,,,#000000,,13.03434798383445,,61.9014329007058,-28.30569968577968,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.342828238421649,0.34282823640030413,False,False,False,False,7608887,1501462.4409871926,False,False,False,False,1160827.3277484402,False,False,False,False
2022-03-18 00:00:00+00:00,16.6711019774,16.6802218362,14.5598809176,16.147306268,713548,,,,,,,,,,,,,,,,,,,,#000000,,13.259163507061553,,67.14848717475412,-21.682550410688435,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282823963422127,0.3428282380172627,False,False,False,False,8322435,2006719.667580734,False,False,False,False,1127695.5256930003,False,False,False,False
2022-03-25 00:00:00+00:00,17.0085367548,17.4736495562,16.2151090349,16.7440608482,903271,,,,,,,,,,,,,,,,,,,,#000000,,13.580804939939613,,71.15435425139832,-16.235446492352196,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428282425366398,0.34282824027695125,False,False,False,False,9225706,2541459.395908087,False,False,False,False,1111071.486752778,False,False,False,False
2022-04-01 00:00:00+00:00,16.5616636712,17.5101289915,16.0418317167,16.9720573194,676099,,,,,,,,,,,,,,,,,,,,#000000,,13.774594489500656,,72.6018835744938,-13.179416335571922,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.33472484975948036,0.3387765450182158,False,False,False,False,8549607,2986507.366581562,False,False,False,False,1078851.3025488686,False,False,False,False
