date,Open,High,Low,Close,Volume,aVWAP_peak_875,aVWAP_peak_840,aVWAP_peak_803,aVWAP_peak_738,aVWAP_peak_737,aVWAP_peak_715,aVWAP_peak_690,aVWAP_peak_655,aVWAP_peak_654,aVWAP_peak_626,aVWAP_peak_556,aVWAP_peak_555,aVWAP_peak_522,aVWAP_peak_495,aVWAP_peak_471,aVWAP_peak_417,aVWAP_peak_365,aVWAP_peak_336,aVWAP_peak_319,aVWAP_peak_297,aVWAP_peak_296,aVWAP_peak_262,aVWAP_peak_233,aVWAP_peak_203,aVWAP_peak_200,aVWAP_peak_173,aVWAP_peak_120,aVWAP_peak_44,aVWAP_valley_851,aVWAP_valley_825,aVWAP_OB_bear_803,aVWAP_OB_bear_655,aVWAP_OB_bear_522,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-07 15:00:00+00:00,18.975,18.98,18.93,18.98,190.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,190.0,False,False,False,False
2025-02-07 16:00:00+00:00,18.98,18.98,18.82,18.82,400.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-400.0,-6.2015503875969,False,False,False,False,193.25581395348837,False,False,False,False
2025-02-07 17:00:00+00:00,18.82,18.915,18.82,18.91,111.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,12.91866028708132,-69.37799043062198,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-289.0,-10.5860224746109,False,False,False,False,191.98053001622498,False,False,False,False
2025-02-07 18:00:00+00:00,18.91,18.94,18.85,18.85,509.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,18.621708031980717,-62.9533814315044,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-798.0,-22.793991118415384,False,False,False,False,196.89556055860908,False,False,False,False
2025-02-07 19:00:00+00:00,18.85,18.91,18.85,18.895,1329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,26.14807468870096,-54.454848659217134,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,531.0,-14.208037767742276,False,False,False,False,214.4475673716539,False,False,False,False
2025-02-07 20:00:00+00:00,18.9,18.945,18.84,18.915,3020.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,32.61477666565713,-46.788513632076956,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3551.0,41.06650545346304,False,False,False,False,257.94450431162824,False,False,False,False
2025-02-10 15:00:00+00:00,18.915,19.29,18.915,19.28,132.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,47.868166524754926,-31.116565994861823,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3683.0,97.53059064023105,False,False,False,False,255.9918763378045,False,False,False,False
2025-02-10 16:00:00+00:00,19.28,19.285,19.22,19.285,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.10344678440174,-20.477547482399917,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3698.0,153.3518217930957,False,False,False,False,252.25556817752846,False,False,False,False
2025-02-10 17:00:00+00:00,19.285,19.31,19.27,19.27,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,64.13779154019167,-13.645004949715258,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3675.0,207.95101835444305,False,False,False,False,248.7012182833032,False,False,False,False
2025-02-10 18:00:00+00:00,19.27,19.325,19.265,19.315,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.89278168965023,-7.743355378393645,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3729.0,262.54092504662225,False,False,False,False,245.6825947440272,False,False,False,False
