date,Close,High,Low,Open,Volume,aVWAP_peak_890,aVWAP_valley_879,aVWAP_valley_867,aVWAP_valley_866,aVWAP_valley_843,aVWAP_valley_819,aVWAP_valley_795,aVWAP_valley_759,aVWAP_valley_745,aVWAP_valley_712,aVWAP_valley_697,aVWAP_valley_681,aVWAP_valley_629,aVWAP_valley_573,aVWAP_valley_542,aVWAP_valley_527,aVWAP_valley_516,aVWAP_valley_439,aVWAP_OB_bull_843,aVWAP_OB_bull_759,aVWAP_OB_bull_697,aVWAP_OB_bull_629,aVWAP_OB_bull_573,aVWAP_OB_bull_439,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-18 00:00:00+00:00,26.5435596209,26.6812060491,26.2860275938,26.570200865,4068743,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,37.874000398430255,-35.81787308051058,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8138301,-1416653.4585686065,False,False,False,False,4557159.837667583,False,False,False,False
2022-01-19 00:00:00+00:00,26.4813967178,26.7167277081,26.4458750589,26.5879616945,2824203,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,35.308587330081416,-35.81787308051058,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10962504,-1791000.5386247395,False,False,False,False,4489200.745994344,False,False,False,False
2022-01-20 00:00:00+00:00,26.3837121558,26.8321730995,26.3215492527,26.5879616945,6648981,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,31.943753932521243,-35.81787308051058,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17611485,-2411411.693972789,False,False,False,False,4573898.010857312,False,False,False,False
2022-01-21 00:00:00+00:00,26.3393100821,26.570200865,26.2549461422,26.508037962,4493168,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,29.061850048851365,-35.81787308051058,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22104653,-3183695.6667581704,False,False,False,False,4570732.128078594,False,False,False,False
2022-01-24 00:00:00+00:00,26.2505059349,26.3481904969,25.6760319061,26.2416255201,6592649,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.091576112633334,,26.02822088456937,-35.81787308051058,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-28697302,-4184229.248453928,False,False,False,False,4650022.985801002,False,False,False,False
2022-01-25 00:00:00+00:00,26.2327451054,26.4281142294,25.886408931,26.0107347372,6426229,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.13641878874129,,23.802539549816007,-35.81787308051058,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-35123531,-5397535.1994949505,False,False,False,False,4719678.123612728,False,False,False,False
2022-01-26 00:00:00+00:00,26.0107347372,26.4547554736,25.8286862353,26.3037884232,5841263,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.124538140916112,,20.410737441970724,-35.81787308051058,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-40964794,-6792329.662259854,False,False,False,False,4763661.844255366,False,False,False,False
2022-01-27 00:00:00+00:00,26.0640172256,26.423674022,25.9441316268,26.1528213729,4353958,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.128177267778,,20.23498828329226,-35.81787308051058,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-36610836,-7961682.851975155,False,False,False,False,4747595.026833587,False,False,False,False
2022-01-28 00:00:00+00:00,26.3570709116,26.3659513263,25.9130501752,26.0196151519,4706626,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.142311422890142,,28.254980181898762,-35.81787308051058,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-31904210,-8900605.485231033,False,False,False,False,4745988.398330309,False,False,False,False
2022-01-31 00:00:00+00:00,26.3570709116,26.374831741,26.0728976403,26.1528213729,6584990,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.166348445847948,,33.60164144763643,-30.247695821604992,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-31904210,-9802707.62306511,False,False,False,False,4818106.108199709,False,False,False,False
2022-02-01 00:00:00+00:00,26.2149842759,26.4369946441,26.1172997139,26.277147179,3845062,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.175379673376526,,34.926989165674854,-28.435734962324965,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-35749272,-10820219.951572362,False,False,False,False,4779947.515721289,False,False,False,False
2022-02-02 00:00:00+00:00,26.3837121558,26.4369946441,26.1528213729,26.2238646907,5032353,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.19267841096268,,39.2508365477972,-23.763095621517266,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-30716919,-11600482.65935384,False,False,False,False,4789845.770006729,False,False,False,False
2022-02-03 00:00:00+00:00,26.3570709116,26.5257987914,26.2593863496,26.374831741,3967572,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.208437323583848,,41.687703238502635,-20.925586401247052,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-34684491,-12505737.888398787,False,False,False,False,4757599.739810388,False,False,False,False
2022-02-04 00:00:00+00:00,26.1172997139,26.3659513263,25.9130501752,26.2149842759,3617300,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.20301954136215,,39.951756280563075,-20.925586401247052,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-38301791,-13517347.814343933,False,False,False,False,4712882.102955079,False,False,False,False
2022-02-07 00:00:00+00:00,26.0107347372,26.1261801287,25.8775285163,26.0640172256,4537277,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.186817274301745,,37.63047748626675,-20.925586401247052,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-42839068,-14667219.194173582,False,False,False,False,4705995.62832939,False,False,False,False
2022-02-08 00:00:00+00:00,26.2238646907,26.3037884232,26.0551368108,26.1261801287,3232086,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.187227000240693,,39.96867858908538,-20.925586401247052,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-39606982,-15645249.108127559,False,False,False,False,4648195.2507478455,False,False,False,False
2022-02-09 00:00:00+00:00,26.2238646907,26.3570709116,26.1084192992,26.2949080085,3250529,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.189458660275374,,41.52747932429779,-19.158996435160404,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-39606982,-16584924.907808831,False,False,False,False,4593384.809542048,False,False,False,False
2022-02-10 00:00:00+00:00,25.5755944156,26.1661419949,25.5045510977,26.0196151519,4371407,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.160427880280384,,36.757911824671446,-19.158996435160404,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-43978389,-17659178.40162025,False,False,False,False,4584679.797403144,False,False,False,False
2022-02-11 00:00:00+00:00,25.4512686094,25.8331264427,25.3802252915,25.5844748303,5440925,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.114539776109503,,32.887941674044725,-19.158996435160404,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-49419314,-18904673.9152822,False,False,False,False,4618258.040642236,False,False,False,False
2022-02-14 00:00:00+00:00,25.1759757528,25.6022356597,24.958405592,25.5223119272,5099777,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.05691025737807,,28.99744569663097,-10.761977687495516,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-54519091,-20301317.722526036,False,False,False,False,4637141.1370876385,False,False,False,False
2022-02-15 00:00:00+00:00,25.0871716055,25.4867902683,24.9806066288,25.300301559,3699346,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,26.01688475036001,,26.032079645516784,-13.805482270968632,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-58218437,-21788263.576544624,False,False,False,False,4600364.857201849,False,False,False,False
2022-02-16 00:00:00+00:00,25.0694107761,25.2647799001,24.9362045552,25.0605303614,3948091,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,25.97360839327075,,23.978578049357438,-16.024411550572694,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-62166528,-23371724.926484052,False,False,False,False,4574785.4902527565,False,False,False,False
2022-02-17 00:00:00+00:00,24.9894870435,25.1138128497,24.7852375048,24.9539653846,4807087,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,25.919231475966914,,22.254856518610758,-17.997064689484596,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-66973615,-25081602.968582716,False,False,False,False,4583895.3533801,False,False,False,False
2022-02-18 00:00:00+00:00,23.1778824391,24.1369672297,22.8493070942,24.0659239119,23006700,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,25.40095588790879,,17.52116402611258,-22.779931946386675,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-89980315,-27626650.499226533,False,False,False,False,5306358.280698528,False,False,False,False
2022-02-22 00:00:00+00:00,23.8083918848,23.8439135437,22.8670679236,22.8670679236,14812275,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,25.18029807428987,,19.869533230211225,-22.779931946386675,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-75168040,-29491018.714943137,False,False,False,False,5679139.328514271,False,False,False,False
2022-02-23 00:00:00+00:00,23.1778824391,23.9504785204,23.0757576697,23.7551093964,12207267,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,25.024495986100288,,20.084295131977026,-22.779931946386675,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-87375307,-31760990.80455321,False,False,False,False,5935144.335239203,False,False,False,False
2022-02-24 00:00:00+00:00,23.0357958035,23.244130333,22.6894596291,22.9736329004,11208139,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,24.8730558241507,,19.95884077614794,-22.779931946386675,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-98583446,-34381479.24359034,False,False,False,False,6141928.439739626,False,False,False,False
2022-02-25 00:00:00+00:00,23.4709361251,23.6840660786,23.0890782918,23.1512411949,7561279,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,24.80333042807934,,23.00322997097299,-22.779931946386675,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-91022167,-36602682.68501817,False,False,False,False,6197589.246024347,False,False,False,False
2022-02-28 00:00:00+00:00,23.2400453422,23.4265340515,22.8537473015,23.3288494895,9759380,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,24.7085967059344,,24.4135499109834,-22.779931946386675,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-100781547,-39119500.89344883,False,False,False,False,6337267.314807706,False,False,False,False
2022-03-01 00:00:00+00:00,22.6006554818,23.31108866,22.4363678093,23.1956432686,8996825,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.69667834444223,,23.875409298747165,-22.779931946386675,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-109778372,-41890437.01527436,False,False,False,False,6441563.6946191685,False,False,False,False
2022-03-02 00:00:00+00:00,22.8404266794,23.0801978771,22.5651338229,22.5828946523,5567748,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.67826058040968,,25.13649730533715,-22.779931946386675,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-104210624,-44334365.916636154,False,False,False,False,6407296.412477241,False,False,False,False
2022-03-03 00:00:00+00:00,23.0979587065,23.3821319778,22.8137854353,22.8137854353,8169201,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.700506331092612,,27.646434679485168,-29.406133841570224,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-96041423,-46362093.64539552,False,False,False,False,6476390.710027154,False,False,False,False
2022-03-04 00:00:00+00:00,23.4886969546,23.5153381987,22.8404266794,22.9292308267,6365109,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.72185550029681,,31.64419485533874,-25.35731094275557,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-89676314,-48060690.52204668,False,False,False,False,6472026.721398639,False,False,False,False
2022-03-07 00:00:00+00:00,23.2222845127,23.6130227608,23.0757576697,23.506457784,6896827,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.732529715752147,,33.35702006546799,-23.557274670355937,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-96573141,-49963139.56039779,False,False,False,False,6488685.555853594,False,False,False,False
2022-03-08 00:00:00+00:00,23.3466103189,23.7906310553,23.1068391213,23.2755670011,9846053,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.748708046817555,,35.250738774497655,-21.568738873395876,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-86727088,-51404863.02861749,False,False,False,False,6620347.024251492,False,False,False,False
2022-03-09 00:00:00+00:00,23.8794352026,24.2194196678,23.7631247276,24.0225865564,11856550,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.822672235722095,,39.43901033845036,-17.47421480515719,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-74870538,-52325085.57651484,False,False,False,False,6825688.3174181,False,False,False,False
2022-03-10 00:00:00+00:00,23.7810186469,23.9912721977,23.4857689797,23.7899656065,9257642,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.842405622135843,,41.77818054440314,-15.203043845512774,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-84128180,-53572265.749984846,False,False,False,False,6921059.050068371,False,False,False,False
2022-03-11 00:00:00+00:00,23.5036628989,24.0583743948,23.4947159393,23.754177768,5728601,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.84761149666749,,42.08369181248723,-14.776290648874394,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-89856781,-54995187.91665211,False,False,False,False,6874295.989281376,False,False,False,False
2022-03-14 00:00:00+00:00,23.3962993836,23.7720716872,23.2442010702,23.5036628989,6518690,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.840041672932436,,41.8130224927515,-14.776290648874394,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-96375471,-56617944.115999095,False,False,False,False,6860350.656368381,False,False,False,False
2022-03-15 00:00:00+00:00,23.70944297,23.8436473641,23.5036628989,23.548397697,6830910,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.843563907506514,,43.523716719685545,-12.867943399808148,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.19353034385165413,-0.19353034385165413,False,False,False,False,-89544561,-57909183.993803054,False,False,False,False,6859196.120824523,False,False,False,False
2022-03-16 00:00:00+00:00,23.8168064853,23.9062760814,23.5573446566,23.754177768,7655853,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.85013865622739,,45.28585832410353,-10.925012435200749,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,1,0.883189369340608,1.0520041787010608,False,False,False,False,-0.18369988418665809,-0.1886151140191561,False,False,False,False,-81888708,-58849557.48424215,False,False,False,False,6890437.567066699,False,False,False,False
2022-03-17 00:00:00+00:00,23.9689047987,24.1254765919,23.6333938133,23.7631247276,7583933,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.862660652451076,,47.34680151531452,-8.737742155367357,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0.8756301658548925,1.0477406585929674,False,False,False,False,-0.15889804630373705,-0.17375658016144657,False,False,False,False,-74304775,-59455644.445644416,False,False,False,False,6917633.466397418,False,False,False,False
2022-03-18 00:00:00+00:00,23.8615412834,24.1031091929,23.7899656065,23.8883821622,22215896,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.889647270148217,,48.055739055352134,-7.831140496826151,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0.8848277498317986,1.0485033961353325,False,False,False,False,-0.14769002217123875,-0.16072330116634265,False,False,False,False,-96520671,-60909174.8987564,False,False,False,False,7517565.330460264,False,False,False,False
2022-03-21 00:00:00+00:00,24.0673213544,24.1210031121,23.870488243,23.9778517583,7973560,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.900956439062846,,49.800797986947885,-5.9307119618976,True,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,0.885847308947557,1.0423291562293011,False,False,False,False,-0.13949430935372928,-0.15010880526003595,False,False,False,False,-88547111,-61993015.53017772,False,False,False,False,7535447.474363783,False,False,False,False
2022-03-22 00:00:00+00:00,24.031533516,24.2462605466,23.7899656065,24.1567909505,6212570,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.908839242373908,,50.711087581703325,-4.829175665811633,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,0.8850024393287956,1.0464343637965507,False,False,False,False,-0.13577519621477765,-0.14294200073740682,False,False,False,False,-94759681,-63277982.80350408,False,False,False,False,7483569.926349518,False,False,False,False
2022-03-23 00:00:00+00:00,24.0583743948,24.192578789,23.8212799651,24.076268314,8577045,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.918539273384575,,51.50176734611739,-3.817679471188228,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,0.8759493166968431,1.0469159713002079,False,False,False,False,-0.13093504106551404,-0.13693852090146041,False,False,False,False,-86182636,-64176204.49748432,False,False,False,False,7526451.3017867915,False,False,False,False
2022-03-24 00:00:00+00:00,24.4520406177,24.4520406177,24.0494274352,24.1478439909,5946351,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.933000472402234,,54.497396569927545,-0.7705788612361744,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,0.8944635684191545,1.0368672175599258,False,False,False,False,-0.08466034957962769,-0.11079943524054406,False,False,False,False,-80236285,-64806011.57601435,False,False,False,False,7464486.584069663,False,False,False,False
2022-03-25 00:00:00+00:00,24.6846615676,24.7651842041,24.3804649408,24.3804649408,5972951,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.954667111043666,,57.72001162158189,2.3655616051334007,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9071149373417089,1.0186602663323925,False,False,False,False,-0.028038021090313094,-0.06941872816542857,False,False,False,False,-74263334,-65176886.96519026,False,False,False,False,7405994.99253752,False,False,False,False
2022-03-28 00:00:00+00:00,24.8457068406,24.8546538002,24.6041389311,24.6488737292,5566551,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,23.97757202438314,,60.65885356369688,5.148182979414621,True,False,True,False,True,0.0,0.0,0.0,0.0,0.0,0,0.9154223500494086,1.0140219576636327,False,False,False,False,0.004813587369251983,-0.032302570398088294,False,False,False,False,-68696783,-65314922.10381025,False,False,False,False,7333859.934006637,False,False,False,False
2022-03-29 00:00:00+00:00,25.4451531346,25.4898879326,24.8457068406,24.9172825175,7755133,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,24.023999756106342,,64.99601737932053,9.168504154526246,True,False,True,False,True,1.049616256688477,0.0,0.0,0.0,0.0,0,0.9274747747516409,0.9856270882377721,False,False,False,False,0.08197800374275459,0.024837716672333147,False,False,False,False,-60941650,-65143421.23699416,False,False,False,False,7350380.446398534,False,False,False,False
2022-03-30 00:00:00+00:00,25.6777740845,25.6777740845,25.3288426596,25.4093652961,7974262,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,24.0782194387771,,68.61951014647461,12.431884946972865,True,False,True,False,True,3.088517741026841,0.0,0.0,0.0,0.0,0,0.9523035278233273,0.9777282664979732,False,False,False,False,0.14164894418903082,0.08324333043068198,False,False,False,False,-52967388,-64665929.7375042,False,False,False,False,7374846.389677023,False,False,False,False
2022-03-31 00:00:00+00:00,25.5525166499,25.8298723978,25.5435696903,25.6240923268,5864517,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,24.1174524427368,,69.84461473481568,13.47669820383593,True,False,True,False,True,1.9232068551657697,0.0,0.0,0.0,0.0,0,0.9544315941380056,0.9732808331227208,False,False,False,False,0.17528376835410822,0.1292635493923951,False,False,False,False,-58831905,-64437144.45368051,False,False,False,False,7315617.786160277,False,False,False,False
2022-04-01 00:00:00+00:00,25.964076792,25.9730237516,25.4184017253,25.6240923268,6315039,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,24.160992439232267,,72.004240910022,15.508039787887,True,False,True,False,True,5.405255157708922,0.0,0.0,0.0,0.0,0,0.9544760106295606,0.9722674015947776,False,False,False,False,0.20086453818777786,0.1650640437900865,False,False,False,False,-52516866,-63969682.55353618,False,False,False,False,7276379.402389286,False,False,False,False
