date,Open,High,Low,Close,Volume,aVWAP_peak_871,aVWAP_peak_838,aVWAP_peak_822,aVWAP_peak_786,aVWAP_peak_761,aVWAP_peak_732,aVWAP_peak_714,aVWAP_peak_675,aVWAP_peak_570,aVWAP_valley_844,aVWAP_valley_804,aVWAP_valley_777,aVWAP_valley_750,aVWAP_valley_708,aVWAP_valley_684,aVWAP_valley_630,aVWAP_valley_581,aVWAP_valley_554,aVWAP_valley_539,aVWAP_valley_504,aVWAP_valley_474,aVWAP_valley_409,aVWAP_valley_334,aVWAP_valley_281,aVWAP_OB_bull_409,aVWAP_OB_bull_334,aVWAP_OB_bull_281,aVWAP_OB_bear_732,aVWAP_OB_bear_570,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,50.32,51.405,50.0,51.335,11516.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,11516.0,False,False,False,False
2025-02-03 16:00:00+00:00,51.32,51.35,50.85,50.965,7294.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7294.0,-113.08527131782945,False,False,False,False,11450.542635658916,False,False,False,False
2025-02-03 17:00:00+00:00,50.96,51.025,50.63,50.71,9743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17037.0,-375.47154618111887,False,False,False,False,11424.069106423893,False,False,False,False
2025-02-03 18:00:00+00:00,50.66,51.015,50.605,50.91,6329.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,9.271978021977876,-41.65521978021991,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10708.0,-535.66578577521,False,False,False,False,11345.075786944451,False,False,False,False
2025-02-03 19:00:00+00:00,50.905,51.33,50.905,51.24,16744.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,23.646534041762493,-29.27443804373243,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,6036.0,-433.7794945228811,False,False,False,False,11428.780038309653,False,False,False,False
2025-02-03 20:00:00+00:00,51.255,51.42,50.87,50.94,27056.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,28.7183127377529,-25.86901387523143,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21020.0,-752.9457039101233,False,False,False,False,11671.062518335859,False,False,False,False
2025-02-04 15:00:00+00:00,52.23,52.74,52.09,52.58,22446.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,44.60596022765898,-12.453104967389805,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1426.0,-719.1635999735322,False,False,False,False,11838.115812625225,False,False,False,False
2025-02-04 16:00:00+00:00,52.58,53.01,52.5,52.905,29185.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,56.145229399758875,-3.3673127972192063,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,30611.0,-233.42462943130693,False,False,False,False,12107.059753514755,False,False,False,False
2025-02-04 17:00:00+00:00,52.9,53.1,52.785,52.88,16328.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,63.5658748097165,2.1215444783870296,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,14283.0,-8.363782463379692,False,False,False,False,12172.50068756879,False,False,False,False
2025-02-04 18:00:00+00:00,52.86,52.95,52.77,52.87,7242.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.39230371207307,5.686759297776241,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7041.0,100.92867928023858,False,False,False,False,12096.058816443694,False,False,False,False
