date,Open,High,Low,Close,Volume,aVWAP_peak_365,aVWAP_peak_364,aVWAP_peak_339,aVWAP_peak_320,aVWAP_peak_287,aVWAP_peak_257,aVWAP_peak_223,aVWAP_valley_391,aVWAP_valley_374,aVWAP_valley_346,aVWAP_valley_281,aVWAP_valley_126,aVWAP_OB_bull_126,aVWAP_OB_bear_365,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2025-02-03 15:00:00+00:00,4.935,5.055,4.915,5.02,24628.0,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,24628.0,False,False,False,False
2025-02-03 16:00:00+00:00,5.025,5.025,4.955,4.965,34533.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-34533.0,-535.3953488372093,False,False,False,False,24781.565891472866,False,False,False,False
2025-02-03 17:00:00+00:00,4.965,4.975,4.885,4.895,33906.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-68439.0,-1588.1644131963224,False,False,False,False,24923.029986178713,False,False,False,False
2025-02-03 18:00:00+00:00,4.895,4.915,4.875,4.9,40994.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,1.5058561070833272,-48.64472950362501,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-27445.0,-1989.0455850847516,False,False,False,False,25172.19231197439,False,False,False,False
2025-02-03 19:00:00+00:00,4.905,4.94,4.9,4.93,31392.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,9.947167240530893,-41.137900849947194,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3947.0,-1897.0138705873135,False,False,False,False,25268.623438920524,False,False,False,False
2025-02-03 20:00:00+00:00,4.925,4.95,4.915,4.93,75093.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,15.574707996162605,-36.62778023331218,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3947.0,-1806.4090043766575,False,False,False,False,26041.094393355863,False,False,False,False
2025-02-04 15:00:00+00:00,5.085,5.18,5.08,5.13,51601.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,35.50892829036883,-19.314031328305468,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,55548.0,-917.1933608979498,False,False,False,False,26437.371999660423,False,False,False,False
2025-02-04 16:00:00+00:00,5.135,5.155,5.115,5.145,43254.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,49.23352325289646,-8.446079166371312,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,98802.0,628.8406446973673,False,False,False,False,26698.09491439437,False,False,False,False
2025-02-04 17:00:00+00:00,5.145,5.175,5.135,5.16,34380.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.820716147198176,-1.3386728571088895,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,133182.0,2683.9283866400438,False,False,False,False,26817.19421804717,False,False,False,False
2025-02-04 18:00:00+00:00,5.155,5.185,5.145,5.175,29195.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,65.64896674702801,3.6260648284850987,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,162377.0,5159.7899620409735,False,False,False,False,26854.05942396892,False,False,False,False
2025-02-04 19:00:00+00:00,5.175,5.19,5.165,5.17,26298.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,69.62370965107789,6.491601253760763,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,136079.0,7189.545156427935,False,False,False,False,26845.438347628315,False,False,False,False
2025-02-04 20:00:00+00:00,5.175,5.18,5.145,5.17,100487.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,72.27353825377782,8.691839185667888,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,136079.0,9187.831278033704,False,False,False,False,27987.167985649583,False,False,False,False
2025-02-05 15:00:00+00:00,5.145,5.16,5.115,5.14,17728.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,70.36126290732584,8.691839185667888,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,118351.0,10880.283506281243,False,False,False,False,27828.111117655015,False,False,False,False
2025-02-05 16:00:00+00:00,5.135,5.155,5.115,5.135,21843.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,68.51014138828906,8.691839185667888,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,96508.0,12207.84500230789,False,False,False,False,27735.318697226256,False,False,False,False
2025-02-05 17:00:00+00:00,5.135,5.15,5.115,5.145,60469.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,67.9239758166143,8.691839185667888,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,156977.0,14452.328025527922,False,False,False,False,28242.81763215298,False,False,False,False
2025-02-05 18:00:00+00:00,5.145,5.19,5.135,5.175,168418.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,69.27453420150343,8.691839185667888,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,325395.0,19273.14464528718,False,False,False,False,30416.076273514947,False,False,False,False
2025-02-05 19:00:00+00:00,5.175,5.21,5.175,5.19,60965.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,70.93346588614887,10.17800612299034,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,386360.0,24964.413720554043,False,False,False,False,30889.702997956574,False,False,False,False
2025-02-05 20:00:00+00:00,5.185,5.195,5.165,5.185,105756.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,71.30800833839501,11.472182776451433,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,280604.0,28927.818158995062,False,False,False,False,32050.42078093399,False,False,False,False
2025-02-06 15:00:00+00:00,5.175,5.18,5.135,5.145,39367.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,66.51160154891288,11.472182776451433,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,241237.0,32219.43338133622,False,False,False,False,32163.856117663694,False,False,False,False
2025-02-06 16:00:00+00:00,5.145,5.165,5.145,5.145,8692.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,63.31399702259146,11.472182776451433,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,241237.0,35460.01580953256,False,False,False,False,31799.951371653402,False,False,False,False
2025-02-06 17:00:00+00:00,5.145,5.145,5.11,5.135,13090.0,,,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,59.99968189874882,18.69110203281633,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,228147.0,38447.410913260734,False,False,False,False,31509.87460620141,False,False,False,False
2025-02-06 18:00:00+00:00,5.135,5.14,5.085,5.09,9475.0,,,,,,,,,,,,,,,,,#000000,,,,53.52297126214309,12.343551455251443,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,218672.0,41241.590589024134,False,False,False,False,31168.248643314568,False,False,False,False
2025-02-06 19:00:00+00:00,5.085,5.09,5.065,5.075,53774.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,5.076666666666667,,48.0891749475705,7.182974002197916,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,164898.0,43158.74422330283,False,False,False,False,31518.725408534494,False,False,False,False
2025-02-06 20:00:00+00:00,5.075,5.095,5.07,5.09,69030.0,,,,,,,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,5.081350960337883,,46.24437589389937,5.333762963081,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,233928.0,46116.407103561694,False,False,False,False,32100.295557239384,False,False,False,False
