date,Close,High,Low,Open,Volume,aVWAP_peak_895,aVWAP_peak_869,aVWAP_peak_842,aVWAP_peak_814,aVWAP_peak_785,aVWAP_peak_761,aVWAP_peak_741,aVWAP_peak_727,aVWAP_peak_716,aVWAP_peak_693,aVWAP_peak_654,aVWAP_peak_628,aVWAP_peak_602,aVWAP_peak_571,aVWAP_peak_531,aVWAP_peak_518,aVWAP_peak_492,aVWAP_peak_480,aVWAP_peak_452,aVWAP_peak_435,aVWAP_peak_401,aVWAP_peak_367,aVWAP_peak_349,aVWAP_peak_320,aVWAP_peak_293,aVWAP_peak_279,aVWAP_peak_264,aVWAP_peak_247,aVWAP_peak_213,aVWAP_peak_193,aVWAP_peak_164,aVWAP_peak_143,aVWAP_peak_108,aVWAP_valley_905,aVWAP_valley_854,aVWAP_valley_836,aVWAP_valley_819,aVWAP_OB_bull_819,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-21 00:00:00+00:00,13.5141367188,13.6048356229,13.3735534173,13.5141367188,2303873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.97467868314723,11.030088218452704,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3764484,303173.3769781657,False,False,False,False,1473577.9478485559,False,False,False,False
2022-01-24 00:00:00+00:00,13.3871582529,13.4143679242,13.1150615405,13.3508786913,2310504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.90456163180926,11.030088218452704,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,1453980,348303.048469218,False,False,False,False,1506398.577344691,False,False,False,False
2022-01-25 00:00:00+00:00,13.5232066092,13.5685560612,13.3327389104,13.3690184721,1804146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.10297281861736,11.030088218452704,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3258126,462413.75245081726,False,False,False,False,1518074.9468605854,False,False,False,False
2022-01-26 00:00:00+00:00,13.6229754037,13.8134431025,13.5730910065,13.650185075,2454383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.3628096240916,12.090618666699612,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5712509,668299.8405900009,False,False,False,False,1554792.9097287976,False,False,False,False
2022-01-27 00:00:00+00:00,13.6592549654,13.8291340129,13.5594861708,13.8225129929,2180014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.81366491646185,13.935973868055981,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7892523,951602.7095864713,False,False,False,False,1579311.3838570802,False,False,False,False
2022-01-28 00:00:00+00:00,13.650185075,13.8406527737,13.5504162804,13.7953033216,2203163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.86008852609915,15.304645198364028,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,5689360,1137397.1131320999,False,False,False,False,1603776.153117587,False,False,False,False
2022-01-31 00:00:00+00:00,13.7136743079,13.7408839791,13.5504162804,13.7136743079,1447026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,77.43061808517888,17.06684274820111,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,7136386,1372651.5792837823,False,False,False,False,1597629.0882894464,False,False,False,False
2022-02-01 00:00:00+00:00,13.7318140887,13.7680936504,13.547060421,13.5866958421,2306956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,77.96523739619981,18.6723403140234,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,9443342,1689149.242841281,False,False,False,False,1625445.8299251546,False,False,False,False
2022-02-02 00:00:00+00:00,13.7499538696,13.8134431025,13.6139055133,13.7771635408,2342404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,78.48382538286623,20.149514119917896,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,11785746,2085094.2137102503,False,False,False,False,1653561.8365947565,False,False,False,False
2022-02-03 00:00:00+00:00,13.9313516779,13.9857710203,13.6320452942,13.6683248558,1735405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,80.21772575465025,22.63611603693242,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,13521151,2533567.028858868,False,False,False,False,1656771.37241457,False,False,False,False
2022-02-04 00:00:00+00:00,14.1399591574,14.2125182807,14.0855398149,14.0855398149,1986117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,82.48636196711597,25.44900890803936,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15507268,3042339.615962442,False,False,False,False,1669686.8872218418,False,False,False,False
2022-02-07 00:00:00+00:00,14.1490290478,14.2306580616,14.1127494862,14.1399591574,1349272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,84.04070354913725,27.447260067256266,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,16856540,3584072.964356072,False,False,False,False,1657121.5975268679,False,False,False,False
2022-02-08 00:00:00+00:00,13.9585613491,14.022050582,13.8315828833,14.0039108012,1418850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,79.7633595551083,27.447260067256266,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15437690,4048920.691244069,False,False,False,False,1647777.613310128,False,False,False,False
2022-02-09 00:00:00+00:00,14.1218193766,14.1762387191,14.022050582,14.0674000341,1963176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,78.32346184083019,27.447260067256266,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17400866,4572526.389626655,False,False,False,False,1660146.1774940444,False,False,False,False
2022-02-10 00:00:00+00:00,14.0674000341,14.2941472945,14.0129806916,14.0674000341,1888071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.07661246214374,32.28767510103185,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,15512795,5001556.531209923,False,False,False,False,1669084.4058276115,False,False,False,False
2022-02-11 00:00:00+00:00,14.3122870753,14.4483354315,14.1490290478,14.1671688287,6136866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,76.49320580733266,32.28767510103185,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21649661,5654423.373123259,False,False,False,False,1844291.5271677051,False,False,False,False
2022-02-14 00:00:00+00:00,14.3848461986,14.502754774,14.1580989382,14.2034483903,3963979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,77.2380325486699,32.28767510103185,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,25613640,6437137.750647837,False,False,False,False,1927416.526102305,False,False,False,False
2022-02-15 00:00:00+00:00,13.9767011299,13.9903059656,13.8315828833,13.9857710203,1999561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,70.47528609084061,26.469796981655605,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23614079,7110743.2898381185,False,False,False,False,1930245.7211571166,False,False,False,False
2022-02-16 00:00:00+00:00,13.8497226641,14.2125182807,13.8406527737,14.0946097053,2205613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,64.32511935282967,20.82722410852432,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,21408466,7671438.298079761,False,False,False,False,1941044.4379744846,False,False,False,False
2022-02-17 00:00:00+00:00,13.9767011299,14.0129806916,13.7953033216,13.8406527737,2416224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,61.614123444469094,18.514026244368694,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,23824690,8304899.149135456,False,False,False,False,1959678.9306029363,False,False,False,False
2022-02-18 00:00:00+00:00,14.1490290478,14.1580989382,13.7771635408,13.8134431025,2313842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,14.0280971756,,61.48303856277951,18.47844977796504,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,26138532,9004257.300149754,False,False,False,False,1973567.6784224291,False,False,False,False
2022-02-22 00:00:00+00:00,14.2760075136,14.5843837878,14.2578677328,14.5753138973,2791224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,14.21653972279234,,62.49595681876285,18.47844977796504,False,False,True,False,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,28929756,9785649.406026233,False,False,False,False,2005632.632209785,False,False,False,False
2022-02-23 00:00:00+00:00,14.4846149932,14.6750826919,14.393916089,14.4392655411,2360030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,14.311803261682504,,64.74786663212778,18.47844977796504,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,31289786,10628948.880299715,False,False,False,False,2019530.5682015582,False,False,False,False
2022-02-24 00:00:00+00:00,14.3394967465,15.1104374318,14.0900747601,15.092297651,8768964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,14.420663033671733,,64.11218616828319,18.47844977796504,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,22520822,11095296.845778158,False,False,False,False,2284214.232193654,False,False,False,False
2022-02-25 00:00:00+00:00,14.2578677328,14.2850774041,14.0401903628,14.1853086095,3791451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,14.377820345569873,,62.55356627265258,18.47844977796504,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,18729371,11394672.302806465,False,False,False,False,2343321.556421354,False,False,False,False
2022-02-28 00:00:00+00:00,14.3576365274,14.5571741165,14.3122870753,14.5208945548,3784520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,14.382781418455757,,62.432472852271154,18.47844977796504,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,22513891,11830720.09485327,False,False,False,False,2399839.1424440457,False,False,False,False
2022-03-01 00:00:00+00:00,14.7567117056,14.8927600619,14.5726836291,14.7385719248,13951838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,14.515028042557564,,65.25067285032961,18.47844977796504,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,36465729,12796798.87544726,False,False,False,False,2852858.7054854557,False,False,False,False
2022-03-02 00:00:00+00:00,15.1557868839,15.3190449114,14.6478730207,14.8836901715,7195133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,14.599191355434955,,69.08902169622252,12.89250103069567,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,43660862,14007154.292096388,False,False,False,False,3023143.9719370063,False,False,False,False
2022-03-03 00:00:00+00:00,15.3462545826,15.573001843,15.1195073223,15.2736954593,5924341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,14.686175248656555,,72.39025487521802,16.055910998712278,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,49585203,15402371.888484765,False,False,False,False,3136916.404410065,False,False,False,False
2022-03-04 00:00:00+00:00,16.38022209,16.4981306654,15.7997491034,15.8541684459,9663000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,14.93193982255616,,77.14005466594178,20.490137573598872,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,59248203,17121816.245799087,False,False,False,False,3392841.251295945,False,False,False,False
2022-03-07 00:00:00+00:00,16.7248779258,16.9153456245,16.271383405,16.2985930762,5803382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.081097757871179,,80.83100238390634,23.839078167744546,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,65051585,19001415.020473633,False,False,False,False,3487372.2610490457,False,False,False,False
2022-03-08 00:00:00+00:00,16.9425552957,17.4776788302,16.2895231858,17.0967434328,9954812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,16.111038820707165,,83.5887556351827,26.323733818100365,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,75006397,21197688.823592313,False,False,False,False,3740997.3488510437,False,False,False,False
2022-03-09 00:00:00+00:00,15.2374158977,16.1897543913,14.4120558699,15.94486735,7697070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.755283855617368,,73.70915487834685,31.785321708663588,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,67309327,23005988.359922025,False,False,False,False,3896137.4528176696,False,False,False,False
2022-03-10 00:00:00+00:00,15.2102062264,15.5367222814,14.8338057742,15.4550932676,3830966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.663311449111426,,66.99907173036665,25.973369336919063,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,63478361,24593140.228160378,False,False,False,False,3893581.709569918,False,False,False,False
2022-03-11 00:00:00+00:00,15.6637007472,15.7226550349,15.309975021,15.418813706,3072572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.639398045595101,,64.25829538813711,23.83540690652363,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,66550933,26238543.866271734,False,False,False,False,3861385.2503710976,False,False,False,False
2022-03-14 00:00:00+00:00,15.092297651,15.2827653497,14.9290396235,15.2736954593,3112866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.58748875186415,,59.79902283839887,19.900330299193186,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,63438067,27697348.695045393,False,False,False,False,3832031.554278114,False,False,False,False
2022-03-15 00:00:00+00:00,14.5208945548,14.8474106098,14.393916089,14.6932224727,4859114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.474377377571784,,54.642534532521566,15.256982438233464,False,False,True,False,False,8.227306350185053,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.0009949824960451055,-0.0009949824960451055,False,False,False,False,58578953,28908392.001122043,False,False,False,False,3872309.2972476,False,False,False,False
2022-03-16 00:00:00+00:00,14.393916089,15.0288084181,14.3576365274,14.9290396235,3865520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.133958470841492,,50.75401144832972,11.754004700425028,False,False,False,False,False,6.9311890109694545,0.0,0.0,0.0,0.0,0,0.9533850499508959,0.753032586422619,False,False,False,False,-0.008767501030437937,-0.004881241763241522,False,False,False,False,54713433,29920354.393234905,False,False,False,False,3872043.0502967136,False,False,False,False
2022-03-17 00:00:00+00:00,15.3281148018,15.4686981032,15.0288084181,15.0650879798,1723513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.19990799779118,,51.92577152258619,11.754004700425028,False,True,False,False,False,14.056282060471531,0.0,0.0,0.0,0.0,0,0.9467657231717761,0.7242138414844692,False,False,False,False,0.07621981897998788,0.03566928860837318,False,False,False,False,56436946,30960220.730755106,False,False,False,False,3787786.969892921,False,False,False,False
2022-03-18 00:00:00+00:00,15.5095126101,15.5548620622,15.309975021,15.418813706,1375843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.24288469792298,,53.3255498303128,11.754004700425028,False,True,False,False,False,15.29457351538543,0.0,0.0,0.0,0.0,0,0.9598710608545744,0.722935467003039,False,False,False,False,0.10252600730519595,0.06909764795678457,False,False,False,False,57812789,32013262.62366667,False,False,False,False,3693200.9318579044,False,False,False,False
2022-03-21 00:00:00+00:00,16.2441737338,16.2623135146,15.9267275692,15.94486735,1297059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.316257086142278,,56.49795432591218,11.754004700425028,False,True,True,False,True,19.919656390662507,0.0,0.0,0.0,0.0,0,0.9687913404824089,0.7236354722838019,False,False,False,False,0.20911211571098506,0.1391048818338848,False,False,False,False,59109848,33075873.81489543,False,False,False,False,3599234.5815889672,False,False,False,False
2022-03-22 00:00:00+00:00,16.0809157063,16.2804532954,15.899517898,16.1444049392,1561800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.377732851309057,,57.857174866122136,11.754004700425028,False,True,True,False,True,18.281102256588223,0.0,0.0,0.0,0.0,0,0.9689112983997283,0.7252476773150712,False,False,False,False,0.20836866585919206,0.17373677384653843,False,False,False,False,57548048,34035566.92019365,False,False,False,False,3519335.1862325375,False,False,False,False
2022-03-23 00:00:00+00:00,16.5434801175,16.640437246,16.38022209,16.4799908845,1364993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.712818788273164,,60.09158009499829,11.754004700425028,False,True,True,False,True,20.0,0.0,0.0,0.0,0.0,0,0.9818855574249085,0.7080351278321141,False,False,False,False,0.27563249876412094,0.2246846363053297,False,False,False,False,58913041,35011154.13900959,False,False,False,False,3434851.178929301,False,False,False,False
2022-03-24 00:00:00+00:00,16.1444049392,16.4346414325,16.053706035,16.3892919804,2273850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.70944305931009,,59.69762276989792,11.754004700425028,False,True,True,False,True,17.12212111364299,0.0,0.0,0.0,0.0,0,0.9619000419937358,0.7258021193286712,False,False,False,False,0.22276125360692678,0.22372294495612824,False,False,False,False,56639191,35859312.44728372,False,False,False,False,3389321.7209320734,False,False,False,False
2022-03-25 00:00:00+00:00,16.2441737338,16.4709209941,15.8813781171,15.9085877884,1791941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.726314180381497,,59.75691049629761,11.754004700425028,False,True,True,False,True,17.709171715277854,0.0,0.0,0.0,0.0,0,0.943183805283155,0.7363000829859163,False,False,False,False,0.2104065001859058,0.217064722571017,False,False,False,False,58431132,36744481.8415079,False,False,False,False,3326679.339719051,False,False,False,False
2022-03-28 00:00:00+00:00,15.2283460072,15.8226959262,15.1467169935,15.7634695417,2324335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,15.649482330863348,,55.63735739761113,11.754004700425028,False,True,True,False,True,8.870786830023878,0.0,0.0,0.0,0.0,0,0.9059157819886918,0.7546756885873788,False,False,False,False,0.07740411241392493,0.14723441749247096,False,False,False,False,56106797,37503788.318311505,False,False,False,False,3287371.718553598,False,False,False,False
