date,Close,High,Low,Open,Volume,aVWAP_peak_187,aVWAP_peak_175,aVWAP_peak_159,aVWAP_peak_154,aVWAP_peak_140,aVWAP_peak_111,aVWAP_peak_103,aVWAP_peak_83,aVWAP_peak_76,aVWAP_peak_65,aVWAP_peak_59,aVWAP_peak_45,aVWAP_peak_32,aVWAP_peak_27,aVWAP_peak_14,aVWAP_valley_171,aVWAP_OB_bear_159,aVWAP_OB_bear_140,aVWAP_OB_bear_103,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-03-18 00:00:00+00:00,69.83,71.72,54.7201,61.33,7327949,,,,,,,,,,,,,,,,,,,,,,#000000,,65.42336666666667,,9.34746002708789,-41.879382138790426,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3371222683482962,False,False,False,False,-39441191,-16832169.064143084,False,False,False,False,4670727.055445205,False,False,False,False
2022-03-25 00:00:00+00:00,67.79,71.0,65.01,69.18,3776336,,,,,,,,,,,,,,,,,,,,,,#000000,,66.27695404146237,,11.33865502504767,-40.15772762443915,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.23786898859224265,-0.28749562847026944,False,False,False,False,-43217527,-18786640.022354707,False,False,False,False,4604475.866152967,False,False,False,False
2022-04-01 00:00:00+00:00,81.12,81.61,67.58,67.99,6023390,,,,,,,,,,,,,,,,,,,,,,#000000,,69.96710510377504,,16.865798137969193,-35.11583610437005,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.08462948505606992,-0.18606255676316968,False,False,False,False,-37194137,-20150158.3169951,False,False,False,False,4709580.616808304,False,False,False,False
2022-04-08 00:00:00+00:00,71.5,83.34,69.655,80.69,4795184,,,,,,,,,,,,,,,74.83166666666666,,,,,74.83166666666666,,#000000,,72.9313983333553,,19.786355482157123,-32.69555445568348,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.04338244552542415,-0.11472250114429691,False,False,False,False,-41989321,-21767874.07129176,False,False,False,False,4715921.608155836,False,False,False,False
2022-04-15 00:00:00+00:00,64.88,77.455,64.22,70.22,3608417,,,,,,,,,,,,,,,72.26391819074544,,,,,72.26391819074544,,#000000,,71.49350882911824,,21.256922704308757,-31.649652615082733,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.1648086292575074,-0.13976556520090216,False,False,False,False,-45597738,-23533049.177121997,False,False,False,False,4633884.229773923,False,False,False,False
2022-04-22 00:00:00+00:00,53.9,65.19,53.75,64.54,5248931,,,,,,,,,,,,,,,66.63127004707502,,,,,66.63127004707502,,#000000,,67.55938431714418,,21.425141532207245,-31.649652615082733,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.24129690980814805,False,False,False,False,-50846669,-25556280.27511296,False,False,False,False,4679443.249790669,False,False,False,False
2022-04-29 00:00:00+00:00,47.76,56.42,46.05,53.45,7536430,,,,,,,,,,,,,,,60.743175597039624,,,,,60.743175597039624,,#000000,,62.804740483517975,,21.114184415098237,-31.649652615082733,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.292062582111771,False,False,False,False,-58383099,-27987896.476956446,False,False,False,False,4891071.897954323,False,False,False,False
2022-05-06 00:00:00+00:00,51.19,54.49,45.32,46.89,12343346,,,,,,,,,,,,,,,56.91128055222643,,,,,56.91128055222643,,#000000,,59.11830774147702,,21.7956790719481,-31.649652615082733,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.31744541826358247,False,False,False,False,-46039753,-29325071.034218933,False,False,False,False,5443092.201809559,False,False,False,False
2022-05-13 00:00:00+00:00,47.63,51.33,36.76,49.44,13451442,,,,,,,,,,,,,,,53.5697943274359,,,,,53.5697943274359,,#000000,,52.25340298513512,,21.99858022703744,-31.568378537385207,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3301368363394882,False,False,False,False,-59491195,-31559598.7353879,False,False,False,False,6036303.297971814,False,False,False,False
2022-05-20 00:00:00+00:00,50.16,51.52,45.39,47.45,8788786,,,,,,,,,,,,,,,52.85335079446629,,,,,52.85335079446629,,#000000,,52.154201227801174,,22.83409936088822,-30.76464919423481,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.24510520299554242,-0.2876210196675153,False,False,False,False,-50702409,-32977584.680914722,False,False,False,False,6240190.905529458,False,False,False,False
2022-05-27 00:00:00+00:00,52.99,53.81,44.52,49.91,6666718,,,,,,,,,,,,,,,52.595674282479415,,,,,52.595674282479415,,#000000,,52.17342590677638,,24.203845454750056,-29.43791970221223,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.22983568827472112,-0.2587283539711182,False,False,False,True,-44035691,-33796703.66751363,False,False,False,False,6271785.505119869,False,False,False,False
2022-06-03 00:00:00+00:00,45.27,53.26,45.08,52.27,9050974,,,,,,,,,,,,,,,51.997383351540016,,,,,51.997383351540016,,#000000,,51.708094966228195,,24.430090641240117,-29.200079304563985,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.2297285369714576,-0.2442284454712879,False,False,False,False,-53086665,-35225589.69214225,False,False,False,False,6477651.319555434,False,False,False,False
2022-06-10 00:00:00+00:00,40.39,47.34,39.6,46.61,5826075,,,,,,,,,,,,,,,51.27744965321221,,,,,51.27744965321221,,#000000,,50.96901893046023,,24.158761350836556,-29.200079304563985,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.2935283499433409,False,False,False,False,-58912740,-36980193.41865023,False,False,False,False,6429386.406995772,False,False,False,False
2022-06-17 00:00:00+00:00,38.4,40.64,35.1501,38.05,7595106,,,,,,,,,,,,,,,50.095484094548475,,,,,50.095484094548475,,#000000,,46.80926413523183,,23.791851603606585,-29.200079304563985,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.31817830217936743,False,False,False,False,-66507846,-39167426.94319466,False,False,False,False,6515736.006477566,False,False,False,False
2022-06-24 00:00:00+00:00,49.63,49.69,38.73,39.21,6719888,,,,,,,,,,,,,,,49.79635926291138,,,,,49.79635926291138,,#000000,,47.56401850973689,,26.503656923806826,-27.037354509810882,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.13768260608477723,-0.22793045413207233,False,False,False,False,-59787958,-40694873.6881432,False,False,False,False,6530858.376368117,False,False,False,False
2022-07-01 00:00:00+00:00,46.86,49.8,44.64,49.45,6270124,,,,,,,,,,,,,,,49.62367017674374,,,,,49.62367017674374,,#000000,,47.878978738150636,,28.113173385063092,-25.488344326655696,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7063592098850986,1.3038481006989315,False,False,False,False,0.1321194834981854,-0.04790548531694347,False,False,False,False,-66058082,-42573629.85939185,False,False,False,False,6511544.718859367,False,False,False,False
2022-07-08 00:00:00+00:00,51.7,53.31,44.89,46.67,6522803,,,,,,,,,,,,,,49.96666666666667,49.64509526804687,,,,,49.80588096735677,,#000000,,47.70231403917603,,30.43717908429246,-23.281484094028468,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7468258463791274,1.2953273836762056,False,False,False,False,0.2939449357632667,0.12301972522316161,False,False,False,False,-59535279,-43830048.31425171,False,False,False,False,6512378.665610525,False,False,False,False
2022-07-15 00:00:00+00:00,35.9,51.9342,33.3,51.51,13355257,,,,,,,,,,,,,,43.52447777749941,48.594287881675534,,,,,46.05938282958748,,#000000,,43.16345741871036,,30.286807194831987,-23.281484094028468,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.7818291388819746,1.2697724384588176,False,False,False,False,-0.05363747256808439,0.03469112632753861,False,False,False,False,-72890536,-45982677.03171455,False,False,False,False,7019258.542231968,False,False,False,False
2022-07-22 00:00:00+00:00,35.11,38.72,34.59,36.78,10330060,,,,,,,,,,,,,,40.99925944182558,47.590041515083826,,,,,44.2946504784547,,#000000,,41.447824970556205,,30.10011048706552,-23.281484094028468,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.814748600311571,1.218056150805799,False,False,False,False,-0.34282825441539394,-0.15406856404392766,False,False,False,False,-83220596,-48741041.39973569,False,False,False,False,7264503.09465923,False,False,False,False
2022-07-29 00:00:00+00:00,40.15,40.37,34.265,35.94,5375531,,,,,,,,,,,,,,40.585698314322315,47.214381769570956,,,,,43.90004004194664,,#000000,,41.16215698182545,,31.16572706147509,-22.560729121869556,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.832704472972074,1.1929192820559498,False,False,False,False,-0.3041019157848059,-0.22908523991436677,False,False,False,False,-77845065,-50896894.99975527,False,False,False,False,7124579.235795583,False,False,False,False
2022-08-05 00:00:00+00:00,42.62,42.9,39.09,39.82,4056672,,,,,,,,,,,,,,40.683017568957084,47.04692258800112,,,,,43.864970078479104,,#000000,,41.25501750642081,,32.50092339665752,-21.229623288976708,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8236546400875536,1.2050502241213037,False,False,False,False,-0.10146947141764084,-0.16527735566600382,False,False,False,False,-73788393,-52592561.51829192,False,False,False,False,6897326.847958873,False,False,False,False
2022-08-12 00:00:00+00:00,48.24,53.765,41.77,42.63,8956570,,,,,,,,,,,,,47.925,42.01773916489134,47.10060622156148,,,,,45.6811151288176,,#000000,,43.29020067041965,,34.71803981529047,-19.078597423340177,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8334559247721242,1.1624156282450675,False,False,False,False,0.2653932466963972,0.05005794551519668,False,False,False,False,-64831823,-53499173.47989993,False,False,False,False,7049863.377739698,False,False,False,False
2022-08-19 00:00:00+00:00,36.34,49.1,36.25,48.0,6563358,,,,,,,,,,,,,44.81176044051235,41.844683640727695,46.82028482072682,,,,,44.492242967322284,,#000000,,42.42064065422878,,34.74631589248671,-19.043145816899877,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8521432748321577,1.171876503549302,False,False,False,False,-0.010739668164389997,0.019659138675403344,False,False,False,False,-71395181,-54824803.66657401,False,False,False,False,7013825.942351572,False,False,False,False
2022-08-26 00:00:00+00:00,34.89,39.13,34.24,35.43,4515550,,,,,,,,,,,,,42.84531885172226,41.40898586857343,46.51270109231481,,,,,43.589001937536835,,#000000,,41.63396880734401,,34.59395729359451,-19.043145816899877,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8742658774448301,1.1630656496070568,False,False,False,False,-0.3410438696978056,-0.1606923655112011,False,False,False,False,-75910731,-56386724.20979075,False,False,False,False,6828768.465140345,False,False,False,False
2022-09-02 00:00:00+00:00,30.76,35.71,30.51,34.26,4963467,,,,,,,,,,,,,40.75687139903971,40.71158020423127,46.079505477322876,,,,,42.515985693531285,,#000000,,40.62628909812777,,33.99368651038289,-19.043145816899877,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8446122102973399,1.1917355768461797,False,False,False,False,-0.34282825441539394,-0.2517603099632975,False,False,False,False,-80874198,-58200611.15721366,False,False,False,False,6690597.986241059,False,False,False,False
2022-09-09 00:00:00+00:00,35.9,35.99,30.12,30.84,3765343,,,,,,,,,,,,,39.872810327166796,40.3423236580957,45.8060882734949,,,,,42.007074086252466,,#000000,,40.14885629856947,,34.776708608247915,-18.820714557875487,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8707668162534639,1.1486467708052348,False,False,False,False,-0.34282825441539394,-0.2972942821893457,False,False,False,False,-77108855,-59601221.81223487,False,False,False,False,6473912.431704685,False,False,False,False
2022-09-16 00:00:00+00:00,30.68,36.9,30.18,36.0,5746810,,,,,,,,,,,,,38.659517048303314,39.741252410183755,45.3645407616884,,,,,41.25510340672516,,#000000,,39.42366996073058,,34.66442516893035,-18.820714557875487,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8938962200840379,1.1471453419689317,False,False,False,False,-0.31860276818648026,-0.307948525187913,False,False,False,False,-82855665,-61323773.15947673,False,False,False,False,6420052.992319153,False,False,False,False
2022-09-23 00:00:00+00:00,28.91,32.79,28.21,30.23,6740331,,,,,,,,,,,,,37.23968208608401,38.9270596908916,44.784181352066135,,,,,40.31697437634725,,#000000,,38.49060585366559,,34.36103616914484,-18.820714557875487,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8406329015585183,1.1625862022344016,False,False,False,False,-0.34282825441539394,-0.32538838980165347,False,False,False,False,-89595996,-63418011.888404384,False,False,False,False,6443777.289184401,False,False,False,False
2022-09-30 00:00:00+00:00,28.48,32.21,28.43,28.9,5659036,,,,,,,,,,,,,36.330938046837375,38.324193590374556,44.32159974972163,,,,,39.658910462311184,,#000000,,37.833047380611255,,34.08788995018861,-18.820714557875487,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8227482904503621,1.2203075326140005,False,False,False,False,-0.34282825441539394,-0.3341083221085237,False,False,False,False,-95255032,-65776309.674448505,False,False,False,False,6385648.304800371,False,False,False,False
2022-10-07 00:00:00+00:00,28.57,32.55,27.51,28.96,4706702,,,,,,,,,,,,,35.71201154356262,37.87131139370734,43.953883020275306,,,,,39.17906865251509,,#000000,,37.35366948734498,,33.91783619061679,-18.820714557875487,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8016012959090398,1.2356962591743346,False,False,False,False,-0.34282825441539394,-0.33846828826195885,False,False,False,False,-90548330,-67611274.14300787,False,False,False,False,6261281.911852195,False,False,False,False
2022-10-14 00:00:00+00:00,25.58,28.9,24.825,28.53,4640793,,,,,,,,,,,,,34.946738678491,37.31787548013903,43.53436994564072,,,,,38.599661368090246,,#000000,,36.76355662178737,,33.36798843944044,-18.820714557875487,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8061524693174371,1.235325290551708,False,False,False,False,-0.34282825441539394,-0.34064827133867637,False,False,False,False,-95189123,-69654077.76204433,False,False,False,False,6141245.696159439,True,False,False,False
2022-10-21 00:00:00+00:00,25.68,28.8,24.4,26.66,5635162,,,,,,,,,,,,,34.1588750290918,36.7060073319335,43.04721322973187,,,,,37.97069853025239,,#000000,,36.1242365111879,,33.006359142499356,-18.820714557875487,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8500170044737176,1.1822232755619182,False,False,False,False,-0.34282825441539394,-0.3417382628770351,False,False,False,False,-89553961,-71128143.18707809,False,False,False,False,6103758.014962444,False,False,False,False
2022-10-28 00:00:00+00:00,27.38,28.77,23.81,25.28,6545903,,,,,,,,,,,,,33.44100174111188,36.097159942463136,42.52622892563173,,,,,37.35479686973559,,#000000,,32.8494600724693,,33.29791658177584,-18.820714557875487,False,False,False,True,True,,1.0,28.77,23.81,124.0,0,0.8827405157235253,1.1419374882779485,False,False,False,False,-0.34282825441539394,-0.34228325864621456,False,False,False,False,-83008058,-72008136.87692416,False,False,False,False,6136509.495335596,False,False,False,False
2022-11-04 00:00:00+00:00,31.91,32.97,26.59,26.99,11170471,,,,,,,,,,,,,33.026929538343005,35.57192126239733,41.90707360253466,,,,,36.835308134425,,#000000,,33.102563690705566,,34.917359552720995,-17.78079993383794,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.8995197931773622,1.1117091071653564,False,False,False,False,-0.012290278336609882,-0.17728676849141223,False,False,False,False,-71837587,-71995503.55270755,False,False,False,False,6509395.532718144,False,False,False,False
2022-11-11 00:00:00+00:00,41.3,41.96,30.19,31.79,11151137,,,,,,,,,,,,37.81666666666667,33.615411715543374,35.763878931274604,41.70728291823699,,,,,37.22581005793041,,#000000,,34.72457846074589,,38.56021585786507,-14.258139173020894,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9630797087684622,1.0483709322801598,False,False,False,False,0.3428282468460775,0.08277073917733263,False,False,False,False,-60686450,-71157795.88213663,False,False,False,False,6853228.233998282,False,False,False,False
2022-11-18 00:00:00+00:00,35.31,41.82,35.16,40.42,5677887,,,,,,,,,,,,37.686210519001776,33.83999833539889,35.83339779951294,41.60348814229478,,,,,37.2407736990521,,#000000,,34.979179563439104,,39.953014947583654,-12.989496699789072,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.94365568930808,1.0499949044681145,False,False,False,False,0.34282824834442993,0.21279949376088128,False,False,False,False,-66364337,-70802724.85383022,False,False,False,False,6766165.920368779,False,False,False,False
2022-11-25 00:00:00+00:00,35.84,37.21,33.08,35.19,2747391,,,,,,,,,,,,37.36208477922711,33.88256313820955,35.82435902515706,41.53122149782205,,,,,37.150057110103944,,#000000,,34.948936536488105,,41.08277130784049,-11.97060455549127,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9354216058347703,1.0892685193770846,False,False,False,False,0.15015948502614454,0.1814794893935129,False,False,False,False,-63616946,-70270444.93873169,False,False,False,False,6468478.889230351,False,False,False,False
2022-12-02 00:00:00+00:00,38.97,40.35,34.18,35.5,5471273,,,,,,,,,,,,37.46502160478843,34.089101681208994,35.9005325302892,41.447686216149016,,,,,37.225585508108914,,#000000,,35.19420665163109,,42.69372996345369,-10.484916618835989,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,0.9376973310823745,1.0697923040947224,False,False,False,False,0.27011248870855886,0.22579598905103587,False,False,False,False,-58145673,-69372313.68401082,False,False,False,False,6394611.786324399,False,False,False,False
2022-12-09 00:00:00+00:00,34.93,38.91,33.83,38.43,5784298,,,,,,,,,,,,37.16953644471686,34.18342251387933,35.900126596379444,41.318051184847754,,,,,37.14278418495584,,#000000,,35.20716755989373,,42.97839830131046,-10.262060122059644,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.9653249017304336,1.0452577581310571,False,False,False,False,0.21873440841355432,0.2222651987322951,False,False,False,False,-63929971,-68969177.1888989,False,False,False,False,6349403.357707777,False,False,False,False
2022-12-16 00:00:00+00:00,35.6,38.87,33.885,34.92,9612277,,,,,,,,,,,,36.91969988594756,34.33834393343179,35.91326085641337,41.124021678398634,,,,,37.07383158854783,,#000000,,35.275542587496616,,43.36508107092387,-9.89321659437151,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.990656764376141,1.0077902635254217,False,False,False,False,0.21915990911074723,0.22071255392152117,False,False,False,False,-54317694,-67883882.13786936,False,False,False,False,6591097.701581275,False,False,False,False
2022-12-23 00:00:00+00:00,34.24,37.63,34.0,35.82,3745623,,,,,,,,,,,,36.78156326853464,34.36713684655818,35.89897730029228,41.04040664958335,,,,,37.022021016242114,,#000000,,35.25956472211071,,43.33494452373046,-9.887748502568357,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.9717377785067869,1.0708030601082579,False,False,False,False,0.18745203396966884,0.20408229394559502,False,False,False,False,-58063317,-67156432.86839755,False,False,False,False,6380321.79776044,False,False,False,False
2022-12-30 00:00:00+00:00,36.44,36.83,31.28,33.9,4462243,,,,,,,,,,,,36.60440545753575,34.38393573497398,35.871099174569835,40.93648359231293,,,,,36.948980989848124,,#000000,,35.10804031791672,,43.96563548598798,-9.213934072041631,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.9210003637986226,1.0759974145573605,False,False,False,False,0.09031855779510883,0.14720042587035193,False,False,False,False,-53601074,-66152332.21147921,False,False,False,False,6238241.886815222,False,False,False,False
2023-01-06 00:00:00+00:00,37.78,38.35,34.78,37.49,4195902,,,,,,,,,,,,36.63343206160951,34.46585536964866,35.89789137546731,40.87484277240882,,,,,36.968005394783575,,#000000,,35.42794808779574,,44.814189095251635,-8.329088558546765,False,False,False,True,True,0.0,0.0,0.0,0.0,0.0,0,0.9383726750379642,1.0902897878008195,False,False,False,False,0.1862575748349203,0.1667290003526361,False,False,False,False,-49405172,-64911801.825443715,False,False,False,False,6086957.450754835,False,False,False,False
2023-01-13 00:00:00+00:00,43.22,43.43,38.222,38.52,7662283,,,,,,,,,,,,37.265376293045406,34.85728988495868,36.141966989106905,40.895516339226425,,,,,37.29003737658436,,#000000,,36.526978107158904,,46.93849296633215,-6.244057852898344,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,1.0290712970270983,1.0526322020520915,False,False,False,False,0.34282824347672014,0.25477862191467815,False,False,False,False,-41742889,-63195586.060596034,False,False,False,False,6203648.232180404,False,False,False,False
2023-01-20 00:00:00+00:00,47.33,47.82,42.35,43.15,5308918,,,,,,,,,,,,37.956459734347355,35.25797354239848,36.41997494857635,40.98815662545643,,,,,37.655641212694654,,#000000,,37.410896139492266,,49.47881840178578,-3.822997625429551,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,1.0473203807536835,0.9373973138609988,False,False,False,False,0.34282824770045633,0.2988034348075672,False,False,False,False,-36433971,-61213244.20425559,False,False,False,False,6137371.918685559,False,False,False,False
2023-01-27 00:00:00+00:00,48.65,49.46,43.21,47.28,5354731,,,,,,,,,,,,38.64487013966517,35.678752882538205,36.720485519416194,41.101788646003314,,,,,38.03647429690572,,#000000,,38.189230013842334,,51.610763570354536,-1.8473647577050514,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,1.0549943006025075,0.9375215762905061,False,False,False,False,0.34282824838398024,0.3208158415957737,False,False,False,False,-31079240,-58981095.7446811,False,False,False,False,6079398.517301444,False,False,False,False
2023-02-03 00:00:00+00:00,47.84,51.91,45.125,48.01,4606842,,,,,,,,,,,,39.23131505016784,36.052686780530344,36.993809791294446,41.21486139651263,,,,,38.37316825462631,,#000000,,38.81210463554728,,52.868922812039116,-0.7236544497580439,False,False,False,False,True,0.0,0.0,0.0,0.0,0.0,0,1.0353546325878593,0.9392204472843451,False,False,False,False,0.3428282492941657,0.33182204544496974,False,False,False,False,-35686082,-57255539.17100102,False,False,False,False,5970320.256760596,False,False,False,False
