date,Open,High,Low,Close,Volume,aVWAP_peak_134,aVWAP_peak_67,aVWAP_peak_37,aVWAP_peak_18,aVWAP_valley_153,aVWAP_valley_71,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2024-12-31 17:00:00+00:00,39.96,40.47,39.87,40.01,12852.0,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,12852.0,False,False,False,False
2025-01-01 17:00:00+00:00,40.01,40.01,40.01,40.01,0.0,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,12652.744186046511,False,False,False,False
2025-01-02 17:00:00+00:00,40.275,40.51,39.38,39.83,7617.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7617.0,-118.09302325581395,False,False,False,False,12574.670632774472,False,False,False,False
2025-01-03 17:00:00+00:00,39.83,39.83,39.83,39.83,0.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7617.0,-234.35514692626643,False,False,False,False,12379.714498933008,False,False,False,False
2025-01-06 17:00:00+00:00,39.59,39.91,39.42,39.595,11077.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18694.0,-520.5511911599676,False,False,False,False,12359.517374918541,False,False,False,False
2025-01-07 17:00:00+00:00,39.595,39.595,39.595,39.595,0.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18694.0,-802.3100874210534,False,False,False,False,12167.8969505012,False,False,False,False
2025-01-08 17:00:00+00:00,41.32,41.46,40.37,40.465,29356.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,24.827659099717017,-27.655106810254686,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10662.0,-624.5688457556107,False,False,False,False,12434.379168322886,False,False,False,False
2025-01-09 17:00:00+00:00,40.465,40.465,40.465,40.465,0.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,41.3794318328617,-14.248170896407494,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10662.0,-449.58328225552367,False,False,False,False,12241.598095945787,False,False,False,False
2025-01-10 17:00:00+00:00,37.84,38.35,37.72,38.01,7496.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,38.026666666666664,,34.369657357039735,-7.514171010929246,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3166.0,-393.52772749187216,False,False,False,False,12168.022931667558,False,False,False,False
2025-01-13 17:00:00+00:00,38.01,38.01,38.01,38.01,0.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,38.026666666666664,,29.696474373158427,-10.4519984639361,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3166.0,-338.34125109664933,False,False,False,False,11979.37141334713,False,False,False,False
2025-01-14 17:00:00+00:00,38.01,38.01,38.01,38.01,0.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,38.026666666666664,,26.581019050570887,-12.53934180102145,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,3166.0,-284.0103789866238,False,False,False,False,11793.644724768104,False,False,False,False
2025-01-15 17:00:00+00:00,39.46,39.535,39.22,39.53,7699.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,38.73686289349566,,34.871902066937324,-12.53934180102145,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10865.0,-111.15750489380787,False,False,False,False,11730.16186081821,False,False,False,False
2025-01-16 17:00:00+00:00,39.53,39.53,39.53,39.53,0.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,38.73686289349566,,40.39915741118161,-22.281052755988952,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10865.0,59.015479678189166,False,False,False,False,11548.298886231882,False,False,False,False
2025-01-17 17:00:00+00:00,39.53,39.53,39.53,39.53,0.0,,,,,,,,,"rgba(239, 83, 80, 0.5)",,38.73686289349566,,44.08399430734447,-18.936644174653907,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10865.0,226.55012340410872,False,False,False,False,11369.255492646891,False,False,False,False
2025-01-20 17:00:00+00:00,39.53,39.53,39.53,39.53,0.0,,,,,,,,,#000000,,38.73686289349566,,46.54055223811971,-16.42279061916605,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10865.0,391.4873307931923,False,False,False,False,11192.987965629109,False,False,False,False
2025-01-21 17:00:00+00:00,39.53,39.53,39.53,39.53,0.0,,,,,,,,,#000000,,38.73686289349566,,48.1782575253032,-14.393652946593406,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10865.0,553.8673721762436,False,False,False,False,11019.453268487572,False,False,False,False
2025-01-22 17:00:00+00:00,39.53,39.53,39.53,39.53,0.0,,,,,,,,,#000000,,38.73686289349566,,49.270061050092195,-12.65763662875839,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10865.0,713.7298935378523,False,False,False,False,10848.609031766835,False,False,False,False
2025-01-23 17:00:00+00:00,39.53,39.53,39.53,39.53,0.0,,,,,,,,,#000000,,38.73686289349566,,49.997930066618196,-11.113150419181508,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,10865.0,871.1139261961802,False,False,False,False,10680.413542902232,False,False,False,False
2025-01-24 17:00:00+00:00,42.82,43.25,42.785,42.79,13336.0,,,,42.94166666666666,,,42.94166666666666,,"rgba(38, 166, 154, 0.5)",,41.82197241596859,,61.104703037666,-0.14997652225393665,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24201.0,1232.817586255154,False,False,False,False,10721.585425958012,False,False,False,False
2025-01-27 17:00:00+00:00,42.79,42.79,42.79,42.79,0.0,,,,42.94166666666666,,,42.94166666666666,,"rgba(38, 166, 154, 0.5)",,41.82197241596859,,68.50921835169787,6.872371035334595,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24201.0,1588.913437631043,False,False,False,False,10555.359295323004,False,False,False,False
2025-01-28 17:00:00+00:00,42.79,42.79,42.79,42.79,0.0,,,,42.94166666666666,,,42.94166666666666,,"rgba(38, 166, 154, 0.5)",,41.82197241596859,,73.44556189438578,11.535966752284509,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,24201.0,1939.4884230941275,False,False,False,False,10391.710314000165,False,False,False,False
2025-01-29 17:00:00+00:00,40.65,40.87,39.955,40.26,24394.0,,,,41.27359033483523,,,41.27359033483523,,"rgba(38, 166, 154, 0.5)",,40.90943753869772,,65.0611372525616,11.535966752284509,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-193.0,1906.4265870771642,False,False,False,False,10608.800076573807,False,False,False,False
2025-01-30 17:00:00+00:00,41.705,42.275,41.34,42.045,4795.0,,,,41.34271910640799,,,41.34271910640799,,"rgba(38, 166, 154, 0.5)",,40.99971854200048,,63.783782284162996,11.535966752284509,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4602.0,1948.2184229364327,False,False,False,False,10518.66364127809,False,False,False,False
2025-01-31 17:00:00+00:00,42.045,42.045,42.045,42.045,0.0,,,,41.34271910640799,,,41.34271910640799,,"rgba(38, 166, 154, 0.5)",,40.99971854200048,,62.93221230523059,11.535966752284509,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,4602.0,1989.3623233560227,False,False,False,False,10355.583584824166,False,False,False,False
2025-02-03 17:00:00+00:00,40.7,41.34,40.47,41.17,10891.0,,,,41.271482764215456,,,41.271482764215456,,"rgba(38, 166, 154, 0.5)",,40.99081677089379,,59.6221806899565,21.190019705210943,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6289.0,1861.0156206683323,False,False,False,False,10363.884614516814,False,False,False,False
