date,Open,High,Low,Close,Volume,aVWAP_peak_430,aVWAP_peak_385,aVWAP_peak_274,aVWAP_peak_251,aVWAP_peak_230,aVWAP_peak_181,aVWAP_peak_160,aVWAP_peak_115,aVWAP_peak_60,aVWAP_valley_339,aVWAP_OB_bear_385,aVWAP_OB_bear_274,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-20 17:00:00+00:00,20.93,20.93,20.65,20.65,220.0,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,220.0,False,False,False,False
2023-12-21 17:00:00+00:00,20.65,21.06,20.65,21.06,728.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,728.0,11.286821705426357,False,False,False,False,227.87596899224803,False,False,False,False
2023-12-22 17:00:00+00:00,21.08,21.28,21.08,21.17,1507.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2235.0,45.762995012318974,False,False,False,False,247.70734931794962,False,False,False,False
2023-12-25 17:00:00+00:00,21.17,21.17,21.17,21.17,0.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2235.0,79.70465400437604,False,False,False,False,243.86692529751627,False,False,False,False
2023-12-26 17:00:00+00:00,21.19,21.355,21.075,21.295,700.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,100.0,50.0,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2935.0,123.97279890353299,False,False,False,False,250.93875591305866,False,False,False,False
2023-12-27 17:00:00+00:00,21.42,21.42,21.22,21.22,130.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,95.18609227500232,45.66748304750209,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2805.0,165.53911209882705,False,False,False,False,249.06373644153837,False,False,False,False
2023-12-28 17:00:00+00:00,20.89,20.92,20.85,20.89,359.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,80.08810377829553,32.36812786396584,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2446.0,200.89509485698474,False,False,False,False,250.7681746362432,False,False,False,False
2023-12-29 17:00:00+00:00,20.89,20.915,20.855,20.86,268.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,69.34274039266876,23.757225173904075,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2178.0,231.54788408400822,False,False,False,False,251.03533471940221,False,False,False,False
2024-01-01 17:00:00+00:00,20.86,20.86,20.86,20.86,0.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,62.17916480225091,18.499482596440203,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2178.0,261.7254362687523,False,False,False,False,247.14331402607814,False,False,False,False
2024-01-02 17:00:00+00:00,20.87,21.0,20.87,20.915,389.0,,,,,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,,,58.909773846935124,16.52395115317897,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,2567.0,297.46612717931424,False,False,False,False,249.3426424907901,False,False,False,False
