date,Close,High,Low,Open,Volume,aVWAP_peak_33,aVWAP_valley_22,aVWAP_valley_10,aVWAP_valley_4,aVWAP_OB_bull_22,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,9.72,9.72,9.72,9.72,1105,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,1105.0,False,False,False,False
2022-01-07 00:00:00+00:00,9.72,9.72,9.71,9.71,61733,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,5595.962962962963,False,False,False,False
2022-01-14 00:00:00+00:00,9.73,9.73,9.71,9.71,17346,,,,,,,,#000000,,,,100.0,,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,17346,1284.888888888889,False,False,False,False,6466.336076817558,False,False,False,False
2022-01-21 00:00:00+00:00,9.705,9.73,9.7,9.72,315220,,,,,,,,#000000,,,,79.19556171983336,-43.61997226074986,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-297874,-20875.028806584363,False,False,False,False,29336.977848905146,False,False,False,False
2022-01-28 00:00:00+00:00,9.67,9.71,9.67,9.69,17029,,,,9.683333333333335,,,9.683333333333335,#000000,,9.683333333333335,,60.28055535506815,-43.61997226074986,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-314903,-42654.87852461515,False,False,False,False,28425.275786023285,False,False,False,False
2022-02-04 00:00:00+00:00,9.7,9.71,9.7,9.7,14199,,,,9.69242709534179,,,9.69242709534179,#000000,,9.69242709534179,,54.82574189132863,-43.61997226074986,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-300704,-61769.62826353255,False,False,False,False,27371.47757965119,False,False,False,False
2022-02-11 00:00:00+00:00,9.71,9.725,9.7,9.7,699948,,,,9.71084495844138,,,9.71084495844138,#000000,,9.71084495844138,,52.67246267422199,-43.61997226074986,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,399244,-27620.470614381993,False,False,False,False,77191.96072189925,False,False,False,False
2022-02-18 00:00:00+00:00,9.72,9.72,9.7,9.705,4727,,,,9.710860942270925,,,9.710860942270925,#000000,,9.710860942270925,,52.64078436691827,-43.61997226074986,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,403971,4349.267949646302,False,False,False,False,71824.18585361041,False,False,False,False
2022-02-25 00:00:00+00:00,9.7,9.72,9.7,9.72,962,,,,9.710855466514673,,,9.710855466514673,#000000,,9.710855466514673,,49.9674751544947,-43.61997226074986,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,403009,33879.618471894726,False,False,False,False,66575.13504963927,False,False,False,False
2022-03-04 00:00:00+00:00,9.74,9.77,9.71,9.715,203638,,,,9.71716584990514,,,9.71716584990514,#000000,,9.728582924952569,,52.50495927475764,-43.61997226074986,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282677310385223,0.34282677310385223,False,False,False,False,606647,76306.83191842104,False,False,False,False,76727.9398607771,False,False,False,False
2022-03-11 00:00:00+00:00,9.75,9.75,9.7,9.7,164708,,,9.733333333333333,9.719575266623297,,,9.726454299978315,#000000,,9.72997585406682,,55.122537281944105,-43.61997226074986,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.1327738316681017,0.23780030238597696,False,False,False,False,771355,127791.8814059454,False,False,False,False,83244.9813525714,False,False,False,False
2022-03-18 00:00:00+00:00,9.76,9.76,9.74,9.75,140618,,,9.742544340584598,9.723385574317717,,,9.732964957451157,#000000,,9.735818752434144,,57.740843912017866,-43.61997226074986,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428270199885971,0.290313661187287,False,False,False,False,911973,185879.37167217166,False,False,False,False,87494.83458571426,False,False,False,False
2022-03-25 00:00:00+00:00,9.77,9.77,9.75,9.76,73239,,,9.746566278798444,9.725603605474976,,,9.73608494213671,#000000,,9.738813155358166,,60.30733036071636,-42.24577310701864,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282719633496883,0.31657042876112795,False,False,False,False,985212,245089.19599275154,False,False,False,False,86438.8468386243,False,False,False,False
2022-04-01 00:00:00+00:00,9.78,9.78,9.75,9.76,68131,,,9.750140438538363,9.727784093462196,,,9.738962266000279,#000000,,9.741629903981332,,62.78827547652244,-36.6710593433882,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282726687354687,0.3296988478173374,False,False,False,False,1053343,304959.8481414366,False,False,False,False,85082.71003576324,False,False,False,False
2022-04-08 00:00:00+00:00,9.81,9.81,9.76,9.76,22843,,,9.752241766214661,9.728846006005494,,,9.740543886110078,#000000,,9.743208789519207,,66.15201081666683,-30.349809552106336,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428273285948163,0.33626308820607687,False,False,False,False,1076186,362087.7112420709,False,False,False,False,80472.36114422523,False,False,False,False
2022-04-15 00:00:00+00:00,9.8,9.81,9.78,9.79,92090,,,9.759526092847768,9.733003832774571,,,9.74626496281117,#000000,,9.748953371216073,,67.27028327825046,-26.301754670851345,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282738305477056,0.3395452356304237,False,False,False,False,984096,408162.3992982138,False,False,False,False,81332.92698539373,False,False,False,False
2022-04-22 00:00:00+00:00,9.81,9.83,9.7901,9.8,103317,,,9.76737373245346,9.737960986137418,,,9.75266735929544,#000000,,9.76908101516737,,68.58800238370264,-22.132170570962984,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282751412884416,0.34118637487963394,False,False,False,False,1087413,458477.25860945723,False,False,False,False,82961.37683832753,False,False,False,False
2022-04-29 00:00:00+00:00,9.8,9.83,9.8,9.82,150516,,,9.775241585628759,9.744135952159258,,,9.759688768894009,#000000,,9.790863678867854,,68.27553078863424,-19.64201861760484,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.3428275490280258,0.34200696195382985,False,False,False,False,936897,493915.7579717197,False,False,False,False,87965.42299845141,False,False,False,False
2022-05-06 00:00:00+00:00,9.82,9.83,9.8,9.82,294215,,,9.786224853928966,9.754544610993506,,,9.770384732461235,#000000,,9.807721782591054,,69.12665974115791,-16.099215415935745,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.34282743146362704,0.34241719670872844,False,False,False,False,1231112,548522.8870108516,False,False,False,False,103243.16944301056,False,False,False,False
2022-05-13 00:00:00+00:00,9.79,9.8,9.7801,9.8,59941,,,9.786420032238444,9.755552718825129,,,9.770986375531788,#000000,,9.80533933438749,,66.5431327193952,-16.099215415935745,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.14810631278319955,0.245261754745964,False,False,False,False,1171171,594644.9694544922,False,False,False,False,100035.60133612089,False,False,False,False
2022-05-20 00:00:00+00:00,9.79,9.79,9.79,9.79,77,,,9.786420267904596,9.755553975788052,,,9.770987121846325,#000000,,9.805336695440625,,64.69775627527898,-15.756254772697112,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.07630094779674748,0.16078135127135573,False,False,False,False,1171171,637350.601346752,False,False,False,False,92631.26049640824,False,False,False,False
2022-05-27 00:00:00+00:00,9.79,9.79,9.79,9.79,58,,,9.786420445398871,9.755554922530726,,,9.770987683964798,#000000,,9.805334708280817,,63.379630243767394,-14.90820418029729,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,0.030008349729236942,0.09539485050029634,False,False,False,False,1171171,676892.8530988445,False,False,False,False,85773.98194111873,False,False,False,False
2022-06-03 00:00:00+00:00,9.79,9.795,9.76,9.79,369321,,9.781666666666666,9.78527971381926,9.759444140512676,9.781666666666666,,9.775463506999534,#000000,,9.794309215319585,,62.43811164983055,-13.800735681781873,False,False,True,False,True,,1.0,9.795,9.76,0.0,0,,,False,False,False,False,-0.16652265980951694,-0.035563904654610304,False,False,False,False,1171171,713506.0491655968,False,False,False,False,106777.46476029513,False,False,False,False
2022-06-10 00:00:00+00:00,9.7901,9.7901,9.79,9.79,448,,9.781676843831328,9.785281106819735,9.759449672268088,9.781676843831328,,9.775469207639716,#000000,,9.79430847238565,,61.77344630882917,-12.523012176404059,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.10955682052039627,-0.07256036258750329,False,False,False,False,1171619,747440.3418199971,False,False,False,False,98901.20811138437,False,False,False,False
2022-06-17 00:00:00+00:00,9.7867,9.7901,9.77,9.7901,24868,,9.781714011441737,9.785233188399312,9.759676194126188,9.781714011441737,,9.775541131322413,#000000,,9.793973539773813,,60.87867391018922,-11.599943816253791,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.29324647114098185,-0.18290341686424255,False,False,False,False,1146751,777018.9090925899,False,False,False,False,93417.26676980035,False,False,False,False
2022-06-24 00:00:00+00:00,9.8,9.8,9.7867,9.7867,673,,9.781737595051982,9.785237631946233,9.759685834378338,9.781737595051982,,9.775553687125518,#000000,,9.793978095229392,,61.33810827385443,-9.422622036427086,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.05108513636121462,-0.11699427661272858,False,False,False,False,1147424,804456.3232338795,False,False,False,False,86547.32108314848,False,False,False,False
2022-07-01 00:00:00+00:00,9.8,9.81,9.79,9.8,318023,,9.789879465410966,9.787730758959848,9.764226449848048,9.789879465410966,,9.78061222473962,#000000,,9.796427644878188,,61.66627567647244,-7.472757324542968,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0142186833499187,0.7867197497511759,False,False,False,False,0.06609502263131516,-0.025449626990706714,False,False,False,False,1147424,829861.3363276662,False,False,False,False,103693.66766958192,False,False,False,False
2022-07-08 00:00:00+00:00,9.81,9.81,9.79,9.8,554197,,9.7957618455053,9.79127852091858,9.770642758491311,9.7957618455053,,9.78589437497173,#000000,,9.799034287737292,,62.696839448252625,-4.95789311598427,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.0280386933968841,0.7897097995233454,False,False,False,False,0.06609502263131516,0.02032269782030422,False,False,False,False,1701621,894436.1262293205,False,False,False,False,137064.2848792425,False,False,False,False
2022-07-15 00:00:00+00:00,9.82,9.82,9.8,9.81,121487,,9.797298693032555,9.79232565410985,9.772124880596627,9.797298693032555,,9.787249742579677,#000000,,9.800062934539346,,64.16440479840335,-2.158312527695159,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,1.0420580400953299,0.7897097995233454,False,False,False,False,0.34282597547761456,0.1815743366489594,False,False,False,False,1823108,963226.635397519,False,False,False,False,135910.41192522453,False,False,False,False
2022-07-22 00:00:00+00:00,9.81,9.82,9.8,9.81,159274,,9.798605287184387,9.793361348810638,9.773773765186014,9.798605287184387,,9.788580133727013,#000000,,9.80092114554771,,63.793902453774166,-1.2742100943762722,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,1.0568747333996875,0.7867197497511759,False,False,False,False,0.34282597547761456,0.26220015606328695,False,False,False,False,1663834,1015123.4772199249,False,False,False,False,137641.0480789116,False,False,False,False
2022-07-29 00:00:00+00:00,9.84,9.84,9.825,9.825,3846,,9.798695468698963,9.793420183757119,9.773838060879866,9.798695468698963,,9.78865123777865,#000000,,9.800990914169471,,65.55009768299634,1.5819392499291567,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,1.1153901629886038,0.7187364777152783,False,False,False,False,0.34282690776823316,0.30251353191576,False,False,False,False,1667680,1063460.9974258563,False,False,False,False,127730.30377677002,False,False,False,False
2022-08-05 00:00:00+00:00,9.855,9.86,9.82,9.83,1151768,,9.818419563076366,9.80875658717591,9.790863258893916,9.818419563076366,,9.806013136382063,#000000,,9.81763750008054,,67.59975666249781,4.579912348866436,False,False,True,False,True,,0.0,0.0,0.0,0.0,1,1.1081782778018177,0.7331602480888527,False,False,False,False,0.34282706936557056,0.32267030064066526,False,False,False,False,2819448,1193534.1087276447,False,False,False,False,203584.94794145372,False,False,False,False
2022-08-12 00:00:00+00:00,9.87,9.87,9.85,9.86,336158,,9.823385948043402,9.813114594707542,9.795593333920998,9.823385948043402,,9.810697958890648,#000000,,9.822164561065422,,69.76716253228642,7.558276275244509,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.1525497602789472,0.7384861252360894,False,False,False,False,0.34282732801581733,0.3327488143282413,False,False,False,False,3155606,1338872.7673404117,False,False,False,False,213405.17401986456,False,False,False,False
2022-08-19 00:00:00+00:00,9.87,9.9,9.85,9.87,249503,9.873333333333333,9.827174296558674,9.816483888526475,9.79918537141286,9.827174296558674,9.873333333333333,9.814281185499338,#000000,,9.837827845547261,,71.31530958213543,9.83341264314749,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.146178476959487,0.7006821662258114,False,False,False,False,0.34282747436626954,0.33778814434725546,False,False,False,False,3155606,1473445.59938927,False,False,False,False,216079.08705543014,False,False,False,False
2022-08-26 00:00:00+00:00,9.88,9.895,9.86,9.865,187620,9.875479411210726,9.829934706407231,9.818981057702715,9.801843070699137,9.829934706407231,9.875479411210726,9.816919611603026,#000000,,9.840325805283266,,72.87919536469178,12.047779258277053,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.1568253102413737,0.7136233465157515,False,False,False,False,0.3428273742531611,0.3403077593002083,False,False,False,False,3343226,1611947.851286361,False,False,False,False,213971.00653280568,False,False,False,False
2022-09-02 00:00:00+00:00,9.89,9.89,9.87,9.88,5714,9.87558075168365,9.830022311493297,9.819060089795363,9.801926321615202,9.830022311493297,9.87558075168365,9.81700290763462,#000000,,9.840413498511772,,74.42561120754485,14.176890748825684,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.1829357529635576,0.7877945265622713,False,False,False,False,0.3428273285948163,0.3415675439475123,False,False,False,False,3348940,1740613.9363762601,False,False,False,False,198544.56160444973,False,False,False,False
2022-09-09 00:00:00+00:00,9.88,9.9,9.87,9.87,41409,9.876243692943945,9.830648691332117,9.819627080760046,9.80252459015026,9.830648691332117,9.876243692943945,9.817600120747475,#000000,,9.841025520546253,,74.07917689626126,14.417773423578183,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,1.2035278154681144,0.7361676466154093,False,False,False,False,0.34282738305477056,0.34219746350114144,False,False,False,False,3307531,1856681.8670150558,False,False,False,False,186904.8903744905,False,False,False,False
