date,Close,High,Low,Open,Volume,aVWAP_peak_901,aVWAP_peak_880,aVWAP_peak_823,aVWAP_peak_805,aVWAP_peak_786,aVWAP_peak_757,aVWAP_peak_729,aVWAP_peak_701,aVWAP_peak_681,aVWAP_peak_646,aVWAP_peak_588,aVWAP_peak_534,aVWAP_peak_503,aVWAP_peak_483,aVWAP_peak_418,aVWAP_peak_398,aVWAP_peak_378,aVWAP_peak_349,aVWAP_peak_335,aVWAP_peak_302,aVWAP_peak_280,aVWAP_peak_262,aVWAP_peak_251,aVWAP_peak_237,aVWAP_peak_206,aVWAP_peak_170,aVWAP_peak_144,aVWAP_peak_91,aVWAP_peak_65,aVWAP_valley_900,aVWAP_OB_bear_729,aVWAP_OB_bear_646,aVWAP_OB_bear_418,aVWAP_OB_bear_335,aVWAP_OB_bear_206,aVWAP_OB_bear_144,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2022-01-03 00:00:00+00:00,143.85,150.5,141.0535,147.35,5609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,5609.0,False,False,False,False
2022-01-04 00:00:00+00:00,137.9,144.55,133.0,142.8,1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1988,-77.96078431372548,False,False,False,False,5467.0,False,False,False,False
2022-01-05 00:00:00+00:00,127.75,137.9,127.75,135.8,3072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5060,-273.33487120338333,False,False,False,False,5373.078431372549,False,False,False,False
2022-01-06 00:00:00+00:00,130.9,132.3,124.6,127.4,1762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.071249372804829,-44.43468807492891,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3298,-391.94918997972127,False,False,False,False,5231.467512495195,False,False,False,False
2022-01-07 00:00:00+00:00,127.4,132.041,125.825,130.55,887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,9.013299855467707,-42.075100097643755,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4185,-540.6962805687518,False,False,False,False,5061.096237495383,False,False,False,False
2022-01-10 00:00:00+00:00,114.8,129.15,114.8,122.85,4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,8.894224847554204,-42.075100097643755,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9003,-872.551328389585,False,False,False,False,5051.56305171125,False,False,False,False
2022-01-11 00:00:00+00:00,115.15,117.6,114.1,115.5,503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,9.199690792203175,-42.075100097643755,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8500,-1171.6669625703855,False,False,False,False,4873.188030075516,False,False,False,False
2022-01-12 00:00:00+00:00,115.5,116.9,113.75,115.15,927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,9.815586452709821,-42.075100097643755,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7573,-1422.6996307048803,False,False,False,False,4718.435558307848,False,False,False,False
2022-01-13 00:00:00+00:00,110.6,115.5,110.2535,115.5,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,9.58411862474098,-42.075100097643755,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9586,-1742.8290569517478,False,False,False,False,4612.340046217344,False,False,False,False
2022-01-14 00:00:00+00:00,106.4,111.3,105.35,110.25,1723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,9.0005503982255,-42.075100097643755,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11309,-2117.97301550266,False,False,False,False,4499.0325934245075,False,False,False,False
2022-01-18 00:00:00+00:00,100.45,108.43,98.7035,105.0,1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,8.140622205380046,-42.075100097643755,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-13081,-2547.895642345693,False,False,False,False,4392.090138780409,False,False,False,False
2022-01-19 00:00:00+00:00,95.55,102.2,95.55,100.45,2251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,7.266794928029137,-40.580222413714594,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-15332,-3049.233068136058,False,False,False,False,4308.125819612549,False,False,False,False
2022-01-20 00:00:00+00:00,94.5,99.4,93.1,95.2,2282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,6.625300286302331,-41.19220437281578,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17614,-3620.4003987973892,False,False,False,False,4228.669905117939,False,False,False,False
2022-01-21 00:00:00+00:00,89.25,94.4965,89.25,93.1,1624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,,,5.930849104774503,-41.86891457463966,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19238,-4232.85528511906,False,False,False,False,4126.525987270177,False,False,False,False
2022-01-24 00:00:00+00:00,89.25,92.75,82.95,87.5,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,88.31666666666666,,5.467881650422617,-42.342098958572976,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19238,-4821.29233276145,False,False,False,False,4042.4661446321315,False,False,False,False
2022-01-25 00:00:00+00:00,91.0,92.4,86.1,87.15,683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,88.70522005501374,,6.97238635600586,-42.342098958572976,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18555,-5359.869104025707,False,False,False,False,3910.722374254401,False,False,False,False
2022-01-26 00:00:00+00:00,95.2,103.6,91.3535,92.05,774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,90.50805804263565,,11.899087214720346,-40.736400759492064,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-17781,-5846.9722764168555,False,False,False,False,3787.7136536954054,False,False,False,False
2022-01-27 00:00:00+00:00,85.75,101.85,85.75,101.85,934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,90.63801699436061,,13.41067932519934,-39.547026487432866,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18715,-6351.600814596587,False,False,False,False,3675.803314334801,False,False,False,False
2022-01-28 00:00:00+00:00,84.35,88.1965,84.0,87.5,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,89.65860083826429,,14.208499413531385,-38.95729529945801,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19749,-6876.989017945742,False,False,False,False,3572.2031843608875,False,False,False,False
2022-01-31 00:00:00+00:00,89.25,91.0,86.1,86.8,403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,89.59789995984627,,18.348473701862346,-35.218886307264086,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19346,-7365.9698407713995,False,False,False,False,3447.9207065428136,False,False,False,False
2022-02-01 00:00:00+00:00,93.45,95.2,91.7,93.1,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,89.71176464039189,,23.752522070695896,-30.4449467578972,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-19169,-7828.833768584286,False,False,False,False,3319.649306286233,False,False,False,False
2022-02-02 00:00:00+00:00,93.625,95.55,91.7035,94.5,399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,89.95629985386984,,27.46277294802948,-27.364862666399013,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-18770,-8257.899110992747,False,False,False,False,3205.114039373047,False,False,False,False
2022-02-03 00:00:00+00:00,91.35,92.3965,88.564,91.0,3238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,90.23009733333333,,29.170425395129804,-26.10302942409751,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22008,-8797.118753698913,False,False,False,False,3206.4036848878295,False,False,False,False
2022-02-04 00:00:00+00:00,91.0,91.0,87.6365,90.3,570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,90.21045824750695,,30.18912614937043,-25.332332213286467,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22578,-9337.545469240133,False,False,False,False,3103.015305088307,False,False,False,False
2022-02-07 00:00:00+00:00,92.75,99.05,87.85,91.0,1409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,90.57548303745833,,32.15962807102141,-23.54488962463648,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21169,-9801.52407828954,False,False,False,False,3036.583332339746,False,False,False,False
2022-02-08 00:00:00+00:00,85.75,93.8,83.65,91.35,986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,90.35289688906538,,31.054932056388573,-23.54488962463648,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-22155,-10285.974114435048,False,False,False,False,2956.1682996989716,False,False,False,False
2022-02-09 00:00:00+00:00,86.1,89.2045,85.75,85.75,212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,90.29767404832577,,30.577765132869413,-23.54488962463648,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-21943,-10743.112384457203,False,False,False,False,2848.553856573522,False,False,False,False
2022-02-10 00:00:00+00:00,88.55,93.1,86.1,93.1,562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,90.25361592088197,,32.081086189057004,-23.518932314481635,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-21381,-11160.284447811822,False,False,False,False,2758.8850778843644,False,False,False,False
2022-02-11 00:00:00+00:00,84.0,89.677,82.25,86.625,1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,89.89214933878947,,31.482124258262388,-23.518932314481635,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-22435,-11602.43015574077,False,False,False,False,2692.026839535958,False,False,False,False
2022-02-14 00:00:00+00:00,84.0,89.95,82.95,84.0,488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,89.75272211413747,,31.082816304399316,-23.518932314481635,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-22435,-12027.236816299957,False,False,False,False,2605.5944144561167,False,False,False,False
2022-02-15 00:00:00+00:00,85.4,87.5,82.25,85.75,457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,89.61283120701252,,31.943619215722237,-23.02280422028958,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-21978,-12417.462823503882,False,False,False,False,2521.3358099676416,False,False,False,False
2022-02-16 00:00:00+00:00,84.7,96.985,82.6,96.985,410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,89.57337702614171,,32.22594139015,-22.463179670537205,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-22388,-12808.464281405692,False,False,False,False,2438.5383272238123,False,False,False,False
2022-02-17 00:00:00+00:00,81.9,90.1005,78.925,88.9,827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,89.2778718072289,,31.292859842863535,-22.463179670537205,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-23215,-13216.563721350567,False,False,False,False,2375.340745764055,False,False,False,False
2022-02-18 00:00:00+00:00,80.85,82.25,79.1,81.9,496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,89.02997223522071,,30.272572878818195,-22.463179670537205,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-23711,-13628.110242081917,False,False,False,False,2301.6411086752687,False,False,False,False
2022-02-22 00:00:00+00:00,78.4,80.85,77.0,78.75,542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,88.71407786219147,,28.704291682803685,-22.463179670537205,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-24253,-14044.772585529687,False,False,False,False,2232.635575001729,False,False,False,False
2022-02-23 00:00:00+00:00,77.0,78.75,75.95,78.4,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,88.47694088469369,,27.18153238026092,-18.79348969022884,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-24625,-14459.683464528523,False,False,False,False,2159.6694740212693,False,False,False,False
2022-02-24 00:00:00+00:00,77.0,77.0,73.5,74.55,871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,87.89367823031971,,26.166359511899074,-19.890480751914982,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-24625,-14858.323328664661,False,False,False,False,2109.1334162165135,False,False,False,False
2022-02-25 00:00:00+00:00,79.45,79.45,76.3035,77.7,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,87.65642671486357,,28.17021351181387,-19.890480751914982,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-24141,-15222.349864795458,False,False,False,False,2045.4026940119445,False,False,False,False
2022-02-28 00:00:00+00:00,78.4,80.5,77.0,77.0,422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,87.46398999343002,,28.99561383098384,-19.890480751914982,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-24563,-15588.649870097599,False,False,False,False,1981.739843266378,False,False,False,False
2022-03-01 00:00:00+00:00,77.7,88.2,76.3,82.6,654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,87.24864585881316,,29.201355332932668,-19.890480751914982,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-25217,-15966.232228132987,False,False,False,False,1929.671614118677,False,False,False,False
2022-03-02 00:00:00+00:00,78.75,89.95,78.575,89.95,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,87.17887613904826,,30.575317718395148,-23.1354102668472,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-24917,-16317.242728990519,False,False,False,False,1865.7629233689252,False,False,False,False
2022-03-03 00:00:00+00:00,77.0,80.5,76.3945,78.75,665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,86.89263216699368,,30.51241133928339,-23.049470650712127,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-25582,-16680.56654353991,False,False,False,False,1818.674181276026,False,False,False,False
2022-03-04 00:00:00+00:00,75.25,77.511,70.35,76.65,1343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,86.15337121778246,,29.57536616940125,-23.049470650712127,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-26925,-17082.30903202854,False,False,False,False,1800.0202918142213,False,False,False,False
2022-03-07 00:00:00+00:00,71.4,73.766,71.4,72.8,806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,85.6755299157999,,27.323848842770936,-23.049470650712127,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-27731,-17499.904756262717,False,False,False,False,1761.039103899938,False,False,False,False
2022-03-08 00:00:00+00:00,68.25,71.05,68.25,71.05,1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,84.58367785265939,,24.781734473183345,-21.654463341948176,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-29401,-17966.61437366418,False,False,False,False,1757.4689429626856,False,False,False,False
2022-03-09 00:00:00+00:00,70.35,73.8465,68.25,68.25,931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,84.09361157414486,,25.52848700187949,-21.654463341948176,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-28470,-18378.51184920676,False,False,False,False,1725.0583961798352,False,False,False,False
2022-03-10 00:00:00+00:00,68.6,71.4,67.2,70.0,546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,83.78634200933762,,25.331325588621194,-21.654463341948176,False,False,False,True,False,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-29016,-18795.66824727708,False,False,False,False,1678.8208120159202,False,False,False,False
2022-03-11 00:00:00+00:00,72.45,76.65,66.6995,68.6,2124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,77.42306273271814,,29.136803733901893,-24.6049234182114,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-26892,-19113.171453266215,False,False,False,False,1696.2788193878448,False,False,False,False
2022-03-14 00:00:00+00:00,69.65,86.45,67.55,77.0,4826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,#000000,,77.73195038470068,,30.304292407250554,-23.557570873072617,False,False,False,True,True,,0.0,0.0,0.0,0.0,1,,,False,False,False,False,,,False,False,False,False,-31718,-19607.478455098913,False,False,False,False,1819.0129833334195,False,False,False,False
