date,Open,High,Low,Close,Volume,aVWAP_peak_126,aVWAP_peak_110,aVWAP_peak_88,aVWAP_peak_54,aVWAP_valley_136,aVWAP_valley_135,aVWAP_valley_85,aVWAP_valley_69,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2023-12-19 17:00:00+00:00,14.465,14.54,14.44,14.51,811.0,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0.0,0.0,False,False,False,False,811.0,False,False,False,False
2023-12-20 17:00:00+00:00,14.565,14.585,14.4,14.49,1334.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1334.0,-20.68217054263566,False,False,False,False,819.1085271317829,False,False,False,False
2023-12-21 17:00:00+00:00,14.365,14.365,14.04,14.04,1104.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2438.0,-58.159966348176184,False,False,False,False,823.5254491917552,False,False,False,False
2023-12-22 17:00:00+00:00,14.17,14.17,13.96,14.025,200.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2638.0,-98.15748624975484,False,False,False,False,813.858387963976,False,False,False,False
2023-12-25 17:00:00+00:00,14.025,14.025,14.025,14.025,0.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2638.0,-137.53488956371214,False,False,False,False,801.2404284606586,False,False,False,False
2023-12-26 17:00:00+00:00,13.9,13.985,13.785,13.985,1877.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4515.0,-205.4025656945073,False,False,False,False,817.9188714302608,False,False,False,False
2023-12-27 17:00:00+00:00,13.875,13.91,13.675,13.71,826.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,0.0,-50.0,False,False,False,True,True,,1.0,13.91,13.675,0.0,0,,,False,False,False,False,,,False,False,False,False,-5341.0,-285.02423134265445,False,False,False,False,818.0441602452955,False,False,False,False
2023-12-28 17:00:00+00:00,13.725,13.76,13.7,13.76,1222.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,2.8011334259290566,-47.478979916663846,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4119.0,-344.4657161280396,False,False,False,False,824.3070414818026,False,False,False,False
2023-12-29 17:00:00+00:00,13.85,13.97,13.85,13.95,1100.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,12.73814455104138,-38.7037379096185,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3019.0,-385.931363940008,False,False,False,False,828.5813509161932,False,False,False,False
2024-01-01 17:00:00+00:00,13.95,13.95,13.95,13.95,0.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,,,19.362818634449596,-33.427388171687575,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3019.0,-426.75413349132566,False,False,False,False,815.7351284213685,False,False,False,False
2024-01-02 17:00:00+00:00,14.25,14.39,14.25,14.265,1820.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,14.301666666666668,,31.792461753659822,-22.992028673258353,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1199.0,-438.72693762324303,False,False,False,False,831.3051264303394,False,False,False,False
2024-01-03 17:00:00+00:00,14.185,14.255,14.185,14.22,701.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,14.278958085415843,,39.054936564306615,-17.540763243899356,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1900.0,-461.38233393916175,False,False,False,False,829.2848919120396,False,False,False,False
2024-01-04 17:00:00+00:00,14.165,14.175,14.165,14.165,405.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,14.263646046935524,,42.6573848836653,-15.193905768172485,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2305.0,-489.96555356801196,False,False,False,False,822.706831572318,False,False,False,False
2024-01-05 17:00:00+00:00,13.99,14.125,13.99,14.105,1135.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,14.21045596322745,,43.75476297684581,-14.695791998160885,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-3440.0,-535.7025217297482,False,False,False,False,827.5485861215844,False,False,False,False
2024-01-08 17:00:00+00:00,14.19,14.3,14.17,14.29,1891.0,,,,,,,,,,,#000000,,14.224078461021508,,48.34120343476236,-10.613502553863817,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1549.0,-551.4125601525428,False,False,False,False,844.0362049414049,False,False,False,False
2024-01-09 17:00:00+00:00,14.25,14.32,14.25,14.27,2601.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,14.24108441482521,,50.91260592493121,-8.263708721883276,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-4150.0,-607.2046134835111,False,False,False,False,871.2759537020033,False,False,False,False
2024-01-10 17:00:00+00:00,14.155,14.175,14.115,14.175,1125.0,,,,,,,,,,,#000000,,14.23107770200455,,50.39675379571758,-8.263708721883276,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5275.0,-679.5735342046969,False,False,False,False,875.2096598461583,False,False,False,False
2024-01-11 17:00:00+00:00,14.035,14.16,14.01,14.1,571.0,,,,,,,,,,,#000000,,14.22321787491463,,48.47573562528502,-8.263708721883276,False,False,False,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-5846.0,-759.6731693333062,False,False,False,False,870.4932310113342,False,False,False,False
2024-01-12 17:00:00+00:00,14.035,14.035,13.915,14.0,2524.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,14.079574493071323,,45.32497268046829,-8.263708721883276,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8370.0,-877.6627325994564,False,False,False,False,896.1289948716235,False,False,False,False
2024-01-15 17:00:00+00:00,14.0,14.0,14.0,14.0,0.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,14.079574493071323,,43.22446405059048,-8.263708721883276,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8370.0,-993.8230003110928,False,False,False,False,882.2355220829161,False,False,False,False
2024-01-16 17:00:00+00:00,14.08,14.1,14.055,14.085,402.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,14.084753178270848,,44.24518061687847,-8.263708721883276,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7968.0,-1101.949775500068,False,False,False,False,874.7900101126382,False,False,False,False
2024-01-17 17:00:00+00:00,14.14,14.185,14.13,14.175,289.0,,,,,,,,,,,"rgba(239, 83, 80, 0.5)",,14.092143873823467,,47.15039096782422,-8.263708721883276,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7679.0,-1203.9195464225475,False,False,False,False,865.7079944519771,False,False,False,False
2024-01-18 17:00:00+00:00,14.335,14.465,14.335,14.45,22.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,14.093719376568933,,53.780024714328064,-3.9704058647629807,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7657.0,-1303.9673053927406,False,False,False,False,852.6272503519465,False,False,False,False
2024-01-19 17:00:00+00:00,14.495,14.525,14.49,14.525,384.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,14.124887278778676,,59.1238358016178,1.0324379671795185,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-7273.0,-1396.5104479447912,False,False,False,False,845.3617115868,False,False,False,False
2024-01-22 17:00:00+00:00,14.565,14.565,14.49,14.54,503.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,14.283434191169176,,62.87326581983421,4.51236185352959,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6770.0,-1479.820363480531,False,False,False,False,840.0537780738264,False,False,False,False
2024-01-23 17:00:00+00:00,14.325,14.44,14.325,14.43,200.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,14.275952397227073,,62.256261427056856,4.51236185352959,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-6970.0,-1564.9394276126156,False,False,False,False,830.1304636850848,False,False,False,False
2024-01-24 17:00:00+00:00,14.43,14.48,14.34,14.34,2419.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,14.287178021967543,,59.62842640505304,4.51236185352959,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9389.0,-1686.242692300792,False,False,False,False,854.7640999070214,False,False,False,False
2024-01-25 17:00:00+00:00,14.34,14.35,14.32,14.325,350.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,14.28697398721654,,57.51364389126027,4.51236185352959,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9739.0,-1811.0916428077564,False,False,False,False,846.9382999084629,False,False,False,False
2024-01-26 17:00:00+00:00,14.27,14.42,14.27,14.42,692.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,14.291094390163693,,58.04793693358764,4.51236185352959,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9047.0,-1923.2762685006594,False,False,False,False,844.5361557238355,False,False,False,False
2024-01-29 17:00:00+00:00,14.335,14.38,14.305,14.36,1699.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,14.295936088861232,,56.798515858952804,4.51236185352959,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10746.0,-2060.0626829425096,False,False,False,False,857.7836571854814,False,False,False,False
2024-01-30 17:00:00+00:00,14.415,14.42,14.39,14.395,507.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,14.300112947855474,,56.73878066470331,4.51236185352959,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10239.0,-2186.867912664331,False,False,False,False,852.3451508725282,False,False,False,False
2024-01-31 17:00:00+00:00,14.37,14.39,14.345,14.37,1050.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,14.304483667797689,,55.95934092355586,4.51236185352959,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-11289.0,-2327.986239599768,False,False,False,False,855.4095671380704,False,False,False,False
2024-02-01 17:00:00+00:00,14.33,14.465,14.33,14.43,1000.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,14.311429969983221,,56.89412012702483,4.51236185352959,False,False,True,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10289.0,-2451.4128095284536,False,False,False,False,857.6512792754646,False,False,False,False
2024-02-02 17:00:00+00:00,14.39,14.39,14.225,14.235,23.0,,,,,,,,,,,#000000,,14.311341524876362,,52.44057274058749,7.882962758349841,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10312.0,-2573.2823783729737,False,False,False,False,844.7109493642171,False,False,False,False
2024-02-05 17:00:00+00:00,14.2,14.25,14.2,14.23,306.0,,,,,,,,,,,#000000,,14.288287351025314,,49.363856982947404,4.838270200750685,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-10618.0,-2698.006682584245,False,False,False,False,836.3588416221361,False,False,False,False
2024-02-06 17:00:00+00:00,14.34,14.36,14.32,14.36,1117.0,,,,,,,,,,,#000000,,14.313150296617517,,50.688785373504686,4.838270200750685,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-9501.0,-2803.479447195342,False,False,False,False,840.7098673334208,False,False,False,False
2024-02-07 17:00:00+00:00,14.36,14.39,14.36,14.39,1300.0,,,,,,,,,,,"rgba(38, 166, 154, 0.5)",,14.323761624187252,,52.2603651132648,4.838270200750685,False,False,True,False,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-8201.0,-2887.161936386112,False,False,False,False,847.8306445840653,False,False,False,False
