date,Close,High,Low,Open,Volume,aVWAP_peak_183,aVWAP_valley_177,aVWAP_valley_171,aVWAP_valley_159,aVWAP_valley_150,aVWAP_valley_120,aVWAP_valley_111,aVWAP_valley_95,aVWAP_valley_86,aVWAP_valley_79,aVWAP_valley_73,aVWAP_valley_61,aVWAP_valley_42,aVWAP_OB_bull_171,aVWAP_OB_bull_120,aVWAP_OB_bull_95,Peaks_avg,Valleys_avg,color,StDev,StDev_Mean,StdDev_ZScore,QQEMOD,QQE1_Value,QQE1_Above_Upper,QQE1_Below_Lower,QQE2_Above_Threshold,QQE2_Below_Threshold,QQE2_Above_TL,banker_RSI,OB,OB_High,OB_Low,OB_Mitigated_Index,TTM_squeeze_Active,VI_plus,VI_minus,VI_Regular_Bullish,VI_Regular_Bearish,VI_Hidden_Bullish,VI_Hidden_Bearish,Fisher,Fisher_Signal,Fisher_Regular_Bullish,Fisher_Regular_Bearish,Fisher_Hidden_Bullish,Fisher_Hidden_Bearish,OBV,OBV_Smoothed,OBV_Regular_Bullish,OBV_Regular_Bearish,OBV_Hidden_Bullish,OBV_Hidden_Bearish,Volume_MA,Vol_Regular_Bullish,Vol_Regular_Bearish,Vol_Hidden_Bullish,Vol_Hidden_Bearish
2021-12-31 00:00:00+00:00,21.2264261865,21.269534282,21.1574532339,21.2264261865,158131,,,,,,,,,,,,,,,,,,,#000000,,,,,,False,False,False,False,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,0,0.0,False,False,False,False,158131.0,False,False,False,False
2022-01-07 00:00:00+00:00,20.889148448,21.1057235194,20.8669046707,21.1057235194,216045,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,,False,False,False,True,False,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-216045,-16003.333333333332,False,False,False,False,162420.92592592593,False,False,False,False
2022-01-14 00:00:00+00:00,20.8212100896,20.9419127567,20.805604959,20.805604959,182979,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-399024,-44375.234567901236,False,False,False,False,163943.7462277092,False,False,False,False
2022-01-21 00:00:00+00:00,20.8125884705,20.8212100896,20.657399327,20.7349938987,209867,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-608891,-86191.21719250115,False,False,False,False,167345.46872936038,False,False,False,False
2022-01-28 00:00:00+00:00,20.7221476863,20.8375911658,20.6392077107,20.8125884705,343182,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-952073,-150330.60851157515,False,False,False,False,180370.39697162996,False,False,False,False
2022-02-04 00:00:00+00:00,20.5023699269,20.7873649596,20.4864792948,20.6832641842,353401,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1305474,-235896.78565886588,False,False,False,False,193187.47867743517,False,False,False,False
2022-02-11 00:00:00+00:00,20.3900991565,20.5282785663,20.2700557942,20.4980518204,531925,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1837399,-354526.5793137647,False,False,False,False,218279.14692355107,False,False,False,False
2022-02-18 00:00:00+00:00,20.3323228907,20.3469180909,20.2087386811,20.3151368267,139901,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-1977300,-474732.01788311545,False,False,False,False,212473.3582625473,False,False,False,False
2022-02-25 00:00:00+00:00,20.2605559598,20.3132368598,20.1742801908,20.2932872075,160137,,,,,,,,,,,,,,,,,,,#000000,,,,0.0,-50.0,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,,,False,False,False,False,-2137437,-597895.3498917735,False,False,False,False,208596.59098384008,False,False,False,False
2022-03-04 00:00:00+00:00,20.4084255643,20.5728003357,20.2829816598,20.3382818778,194689,,,,,,,,,,,,,,,,,,,#000000,,,,5.095577005896063,-45.18308736161388,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.20761213536696313,-0.20761213536696313,False,False,False,False,-1942748,-697514.0647146051,False,False,False,False,207566.3990591112,False,False,False,False
2022-03-11 00:00:00+00:00,20.0192034083,20.3514999856,20.0018142877,20.3046099192,319057,,,,,,,,,,,,,,,,,,,#000000,,,,7.0300331998601715,-43.563420016389635,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.27522019489117855,False,False,False,False,-2261805,-813387.4673283381,False,False,False,False,215824.96209176962,False,False,False,False
2022-03-18 00:00:00+00:00,19.9977481749,20.0152238085,19.7595777825,19.9239525539,206622,,,,,,,,,,,,,,,,,,,#000000,,,,8.346077220114847,-42.5510846593052,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3090242246532863,False,False,False,False,-2468427,-935982.9882669796,False,False,False,False,215143.26119608298,False,False,False,False
2022-03-25 00:00:00+00:00,19.6081799667,19.9412551614,19.6038543149,19.9153012501,158611,,,,,,,,,,,,,,,,,,,#000000,,,,8.375784086967277,-42.5510846593052,False,False,False,True,True,,0.0,0.0,0.0,0.0,0,,,False,False,False,False,-0.34282825441539394,-0.3259262395343401,False,False,False,False,-2627038,-1061246.3224694254,False,False,False,False,210955.68629266942,False,False,False,False
